ID_2007,SN_2007,weekly_avg_hrs_cat_3901_07,weekly_avg_hrs_cat_3902_07,weekly_avg_hrs_cat_3903_07,weekly_avg_hrs_cat_3904_07,weekly_avg_hrs_cat_3905_07,weekly_avg_hrs_cat_3906_07,weekly_avg_hrs_cat_3907_07,weekly_avg_hrs_cat_3908_07,weekly_avg_hrs_cat_3909_07,weekly_avg_hrs_cat_3910_07,weekly_avg_hrs_cat_3911_07,weekly_avg_hrs_cat_3912_07,weekly_avg_hrs_cat_3913_07,weekly_avg_hrs_cat_3914_07,weekly_avg_hrs_cat_3915_07,weekly_avg_hrs_cat_3916_07,weekly_avg_hrs_cat_3917_07,weekly_avg_hrs_cat_3918_07,weekly_avg_hrs_cat_3919_07,weekly_avg_hrs_cat_3920_07,weekly_avg_hrs_cat_3921_07,weekly_avg_hrs_cat_3922_07,weekly_avg_hrs_cat_3923_07,weekly_avg_hrs_cat_3924_07,weekly_avg_hrs_cat_3925_07,weekly_avg_hrs_cat_3926_07,weekly_avg_hrs_cat_3927_07,weekly_avg_hrs_cat_3928_07,weekly_avg_hrs_cat_3929_07,weekly_avg_hrs_cat_3930_07,weekly_avg_hrs_cat_3931_07,weekly_avg_hrs_cat_3932_07,weekly_avg_hrs_cat_3933_07,weekly_avg_hrs_cat_3934_07,weekly_avg_hrs_cat_3935_07,weekly_avg_hrs_cat_3936_07,weekly_avg_hrs_cat_3937_07,weekly_avg_hrs_cat_3938_07,weekly_avg_hrs_cat_3939_07,parent_interactive_skill_hrs_wk_07
3466,4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.166666666666664,0.0,2.0833333333333335,0.0,48.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.666666666666666,0.0,14.166666666666666,19.166666666666668,0.0,0.0
915,3,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,79.91666666666667,0.0,0.0,2.0,39.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.333333333333334,0.0,0.0,0.0,11.833333333333334,8.75,0.0,0.0
915,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,76.76666666666667,0.0,1.5666666666666667,5.0,38.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,3.5,4.5,0.0
2886,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.08333333333333,0.0,4.166666666666667,13.5,24.583333333333332,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,5.0,10.25,0.0,0.0
3408,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,68.83333333333333,0.0,0.0,6.333333333333333,45.166666666666664,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.166666666666666,10.833333333333334,0.0,27.5
2214,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.75,0.0,0.0,0.0,38.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.833333333333334,13.666666666666666,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.416666666666667,5.0,0.0,0.0
161,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.41666666666667,0.0,0.0,54.583333333333336,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.41666666666667
161,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.66666666666667,3.0,1.8333333333333333,0.0,55.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.666666666666668,0.0,2.5
4537,4,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.8333333333333334,72.83333333333333,0.0,0.6666666666666666,4.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.166666666666664,13.833333333333334,0.0,0.0
6856,3,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.0,65.41666666666667,0.0,0.0,1.5,37.916666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.416666666666668,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,2.6,13.0,6.0,2.0,7.5
2064,2,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.0,75.25,0.0,0.0,0.0,40.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.5,0.0,12.083333333333334,0.0,9.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,9.333333333333334,3.3333333333333335,0.0
1472,3,10.166666666666666,1.6666666666666667,0.0,1.6666666666666667,0.0,0.0,0.0,2.75,80.83333333333333,0.0,0.0,0.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.916666666666668,25.0,0.0,0.0
1472,4,0.0,1.6666666666666667,0.0,1.8333333333333333,0.0,0.0,2.0833333333333335,2.0833333333333335,82.66666666666667,0.0,0.0,8.833333333333334,16.25,0.0,2.0,9.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.916666666666667,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.9166666666666667,0.0,0.0,2.5,24.333333333333332,0.0,0.0
1276,3,0.0,0.0,0.0,0.0,0.0,0.0,2.2333333333333334,1.2666666666666666,70.66666666666667,0.0,0.5,2.0833333333333335,40.833333333333336,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,2.3333333333333335,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.166666666666666,27.5,0.0,0.0
