TD07M01,TD07M02,TD07M03,TD07M04,TD07M05,TD07M06,TD07M07,TD07M08,TD07M09,TD07M10,TD07M12,TD07M13,TD07M14,TD07M15,TD07M16,TD07M17
1,4477,4,0,72000,79200,9190,7200,1,3,12,1,1,1,5,1
1,4477,5,0,72000,75600,9190,3600,1,3,12,1,1,1,5,1
1,4477,5,1,66600,72000,9190,5400,1,3,12,1,1,1,5,1
1,3931,3,0,0,4200,9190,4200,1,3,13,1,2,8,5,1
1,131,2,0,45000,54000,9190,9000,1,3,13,1,2,1,5,1
1,1909,2,0,68400,75600,9190,7200,1,3,13,1,2,1,5,1
1,778,3,1,61200,64800,9190,3600,1,3,4,1,1,5,1,1
1,828,2,0,75600,82800,9190,7200,1,3,12,1,3,1,5,1
1,1271,3,1,68400,77400,9190,9000,1,3,12,1,3,1,5,1
1,1271,3,1,77400,86400,9190,9000,1,3,12,1,3,1,5,1
1,3146,2,0,76500,85200,9190,8700,1,3,12,1,3,1,5,1
1,6114,2,1,62100,68400,9190,6300,1,3,12,1,3,1,5,1
1,336,3,0,66600,73200,9190,6600,8,1,19,8,8,8,8,8
1,856,4,0,29100,30780,9190,1680,8,1,19,8,8,8,8,8
1,2708,3,1,71100,77400,9190,6300,8,8,98,8,8,1,8,8
1,359,3,0,70680,74280,9190,3600,1,3,2,1,1,1,4,8
1,1472,4,0,70200,81000,9190,10800,1,4,10,1,1,2,1,8
1,3172,3,1,55800,58200,9190,2400,1,4,10,1,1,2,1,8
1,6729,3,1,57900,61200,9190,3300,1,4,10,1,1,2,1,8
1,2864,4,1,64800,70200,9190,5400,1,4,10,2,1,1,1,1
1,4274,4,1,61680,66900,9190,5220,1,4,10,2,1,1,1,1
1,1039,3,0,67980,70200,9190,2220,1,4,10,2,1,1,2,1
1,1321,2,0,79980,82920,9190,2940,1,4,10,2,1,1,2,1
1,2372,3,0,75600,82800,9190,7200,1,4,10,2,1,1,2,1
1,195,3,1,85920,86400,9190,480,1,2,10,2,3,8,2,1
1,2923,3,0,79980,82800,9190,2820,1,2,10,2,3,8,2,1
1,3043,3,0,21600,28800,9190,7200,1,2,10,2,3,8,2,1
1,3043,2,0,21900,28800,9190,6900,1,2,10,2,3,8,2,1
1,6194,3,0,40200,47580,9190,7380,1,2,10,2,3,8,2,1
1,2861,3,0,79200,86400,9190,7200,1,3,12,1,2,1,6,1
1,4207,2,1,58200,60600,9190,2400,1,3,10,1,1,1,4,1
1,6194,3,0,47580,54960,9190,7380,1,3,13,1,4,1,4,1
1,2969,4,1,70200,75900,9190,5700,1,3,12,2,1,1,2,1
1,3605,3,0,72000,79200,9190,7200,2,1,12,2,3,1,2,1
1,6267,2,1,30000,36000,9190,6000,1,3,6,1,1,1,1,2
1,1024,3,0,52200,54000,9190,1800,1,3,12,2,3,1,1,1
1,5078,2,0,0,10800,9190,10800,1,3,16,1,1,1,3,2
1,5078,2,0,79200,86400,9190,7200,1,3,16,1,1,1,3,2
1,485,3,0,52500,57060,9190,4560,3,4,12,2,4,1,2,1
1,485,3,0,57060,61560,9190,4500,3,4,12,2,4,1,2,1
1,5994,2,1,72000,77400,9190,5400,1,4,98,8,8,8,8,1
1,778,3,1,76200,78000,9190,1800,1,2,10,1,1,1,1,1
1,1193,3,1,62100,63300,9190,1200,1,4,10,2,1,1,1,1
1,1193,2,1,77400,82800,9190,5400,1,4,10,2,1,1,1,1
1,5016,6,0,84600,86400,9190,1800,1,4,10,2,1,1,1,1
1,5016,6,1,50400,52200,9190,1800,1,4,10,2,1,1,1,1
1,5064,6,1,79200,82800,9190,3600,1,4,10,2,1,1,1,1
1,4353,4,0,82800,86400,9190,3600,1,4,6,1,1,1,1,1
1,5177,5,0,28800,29400,9190,600,1,4,6,1,1,1,1,1
1,3129,4,0,57780,65700,9190,7920,1,3,12,2,1,1,4,1
1,3289,3,1,66300,72000,9190,5700,1,3,12,2,1,1,2,1
1,6665,3,0,77400,81900,9190,4500,1,3,9,2,1,1,1,1
1,6557,2,0,600,7200,9190,6600,2,3,98,8,8,8,8,1
1,7317,3,0,7200,14400,9190,7200,2,3,98,8,8,8,8,1
1,7317,3,0,84600,85500,9190,900,2,3,98,8,8,8,8,1
1,8227,3,0,0,3000,9190,3000,2,3,98,8,8,8,8,1
1,8227,3,0,84600,86400,9190,1800,2,3,98,8,8,8,8,1
1,8227,3,1,71100,84600,9190,13500,2,3,98,8,8,8,8,1
1,3040,4,0,49200,56400,9190,7200,2,2,12,2,3,1,2,1
1,6581,3,0,35580,41400,9190,5820,1,4,9,2,1,1,2,2
1,7314,3,0,41400,46800,9190,5400,1,2,10,2,1,1,1,1
1,7005,2,0,72300,79200,9190,6900,1,1,10,1,1,1,4,1
1,1358,4,1,68400,72000,9190,3600,1,3,14,1,1,1,4,1
1,3940,3,0,72000,75600,9190,3600,1,3,14,1,1,1,4,1
1,3940,4,0,72000,75600,9190,3600,1,3,14,1,1,1,4,1
1,3940,3,1,72000,75600,9190,3600,1,3,14,1,1,1,4,1
1,3966,5,1,70200,79200,9190,9000,1,3,14,1,1,1,4,1
1,4972,3,1,72000,75600,9190,3600,1,3,14,1,1,1,4,1
1,6582,3,1,68400,72000,9190,3600,1,3,14,1,1,1,4,1
1,5016,6,0,75600,82800,9190,7200,1,3,13,1,2,1,5,1
1,6734,3,0,71400,72600,9190,1200,1,2,10,2,1,1,1,1
1,893,2,1,54300,54660,9190,360,1,4,10,2,1,1,1,1
1,2439,4,1,54480,55800,9190,1320,1,4,10,2,1,1,1,1
1,6391,2,0,5400,10800,9190,5400,1,2,10,2,1,1,1,1
1,5269,3,0,37500,39600,9190,2100,1,3,4,1,1,5,1,1
1,2250,3,0,0,5400,9190,5400,1,3,10,2,1,1,1,1
1,1555,3,0,32400,34200,9190,1800,3,4,12,2,3,1,2,1
1,1555,3,0,82800,84600,9190,1800,3,4,12,2,3,1,2,1
1,7006,4,0,30900,38400,9190,7500,3,4,12,2,3,1,2,1
1,5013,3,0,82200,86400,9190,4200,1,2,10,2,1,1,1,1
1,5148,3,0,70200,77400,9190,7200,1,4,12,1,1,6,4,1
1,359,3,0,74280,78000,9190,3720,1,3,6,1,1,1,1,2
1,1403,3,1,72000,75600,9190,3600,1,3,6,1,1,1,1,2
1,4066,5,0,80100,83400,9190,3300,1,3,6,1,1,1,1,2
1,5265,3,0,68400,72000,9190,3600,1,3,6,1,1,1,1,2
1,5265,4,0,71100,72000,9190,900,1,3,6,1,1,1,1,2
1,5787,3,0,66600,72000,9190,5400,1,3,6,1,1,1,1,2
1,6907,3,0,38100,41400,9190,3300,1,2,6,1,1,1,1,2
1,6381,2,1,68700,72000,9190,3300,1,2,6,1,1,1,1,2
1,566,3,0,63000,68400,9190,5400,1,4,9,2,1,1,2,2
1,614,3,0,65400,66420,9190,1020,1,4,9,2,1,1,2,2
1,823,4,0,73500,79200,9190,5700,1,4,9,2,1,1,2,2
1,823,5,0,73500,79200,9190,5700,1,4,9,2,1,1,2,2
1,1528,3,1,62400,63900,9190,1500,1,4,9,2,1,1,2,2
1,2271,3,1,46800,50400,9190,3600,1,4,9,2,1,1,2,2
1,2514,3,1,72000,75600,9190,3600,1,4,9,2,1,1,2,2
1,2900,3,0,64800,67500,9190,2700,1,4,9,2,1,1,2,2
1,3485,3,0,54600,57600,9190,3000,1,4,9,2,1,1,2,2
1,3981,4,0,76500,82800,9190,6300,1,4,9,2,1,1,2,2
1,4847,3,0,67500,68820,9190,1320,1,4,9,2,1,1,2,2
1,4886,2,1,68400,72900,9190,4500,1,4,9,2,1,1,2,2
1,5328,3,0,68400,70200,9190,1800,1,4,9,2,1,1,2,2
1,5328,3,0,70200,72000,9190,1800,1,4,9,2,1,1,2,2
1,5913,3,0,64980,66000,9190,1020,1,4,9,2,1,1,2,2
1,5990,4,0,71100,75600,9190,4500,1,4,9,2,1,1,2,2
1,6713,5,0,63000,70200,9190,7200,1,4,9,2,1,1,2,2
1,7247,3,0,78300,81000,9190,2700,1,4,9,2,1,1,2,2
1,8143,3,0,54000,59400,9190,5400,1,4,9,2,1,1,2,2
1,5361,4,0,36000,41400,9190,5400,1,2,7,1,1,1,1,2
1,5516,3,1,54900,61200,9190,6300,1,2,7,1,1,1,1,2
1,2606,3,0,72120,74940,9190,2820,1,3,11,1,1,1,1,8
1,2753,5,0,73380,75600,9190,2220,1,3,11,1,1,1,1,8
1,4316,2,0,25200,28800,9190,3600,1,3,11,1,1,1,1,8
1,5635,4,0,72000,75600,9190,3600,1,3,11,1,1,1,1,8
1,6045,5,0,75600,79200,9190,3600,1,3,11,1,1,1,1,8
1,7368,4,0,68400,72000,9190,3600,1,3,11,1,1,1,1,8
1,393,2,0,76800,81000,9190,4200,1,4,6,1,1,1,1,2
1,468,3,0,41700,42000,9190,300,1,4,6,1,1,1,1,2
1,745,4,0,58500,61680,9190,3180,1,4,6,1,1,1,1,2
1,779,4,1,72000,75600,9190,3600,1,4,6,1,1,1,1,2
1,1012,3,0,50400,52200,9190,1800,1,4,6,1,1,1,1,2
1,1124,3,0,63900,64800,9190,900,1,4,6,1,1,1,1,2
1,1124,3,1,62400,63000,9190,600,1,4,6,1,1,1,1,2
1,1268,4,0,54000,62400,9190,8400,1,4,6,1,1,1,1,2
1,1268,4,0,72000,75600,9190,3600,1,4,6,1,1,1,1,2
1,1268,4,0,81000,84600,9190,3600,1,4,6,1,1,1,1,2
1,1351,2,1,52500,56100,9190,3600,1,4,6,1,1,1,1,2
1,1441,3,0,37800,39600,9190,1800,1,4,6,1,1,1,1,2
1,1441,3,0,40500,45000,9190,4500,1,4,6,1,1,1,1,2
1,1441,3,0,46800,57600,9190,10800,1,4,6,1,1,1,1,2
1,1570,2,0,79200,82800,9190,3600,1,4,6,1,1,1,1,2
1,1595,2,0,29100,31080,9190,1980,1,4,6,1,1,1,1,2
1,1595,2,0,31080,33060,9190,1980,1,4,6,1,1,1,1,2
1,1595,2,0,33060,34980,9190,1920,1,4,6,1,1,1,1,2
1,1595,3,0,33060,34980,9190,1920,1,4,6,1,1,1,1,2
1,1595,3,0,34980,35460,9190,480,1,4,6,1,1,1,1,2
1,1595,3,0,35460,35880,9190,420,1,4,6,1,1,1,1,2
1,1595,2,0,43200,44280,9190,1080,1,4,6,1,1,1,1,2
1,1595,3,0,43680,43980,9190,300,1,4,6,1,1,1,1,2
1,2172,3,1,73800,75600,9190,1800,1,4,6,1,1,1,1,2
1,2389,2,0,39300,46500,9190,7200,1,4,6,1,1,1,1,2
1,2581,3,0,63000,65700,9190,2700,1,4,6,1,1,1,1,2
1,3255,3,0,74400,76380,9190,1980,1,4,6,1,1,1,1,2
1,3506,4,0,57600,58380,9190,780,1,4,6,1,1,1,1,2
1,4197,3,0,43500,44100,9190,600,1,4,6,1,1,1,1,2
1,4850,3,0,60300,63900,9190,3600,1,4,6,1,1,1,1,2
1,4850,3,0,65400,69000,9190,3600,1,4,6,1,1,1,1,2
1,4850,3,0,69600,80100,9190,10500,1,4,6,1,1,1,1,2
1,4850,3,1,68400,77400,9190,9000,1,4,6,1,1,1,1,2
1,5053,4,0,74400,75600,9190,1200,1,4,6,1,1,1,1,2
1,5053,4,0,77400,79200,9190,1800,1,4,6,1,1,1,1,2
1,5096,3,0,29700,36000,9190,6300,1,4,6,1,1,1,1,2
1,5506,2,1,72300,75600,9190,3300,1,4,6,1,1,1,1,2
1,5516,3,0,72000,84600,9190,12600,1,4,6,1,1,1,1,2
1,5779,2,0,36000,40500,9190,4500,1,4,6,1,1,1,1,2
1,6451,4,1,75900,77580,9190,1680,1,4,6,1,1,1,1,2
1,6476,2,0,72000,86400,9190,14400,1,4,6,1,1,1,1,2
1,6629,3,0,55980,63180,9190,7200,1,4,6,1,1,1,1,2
1,6646,5,0,74400,82800,9190,8400,1,4,6,1,1,1,1,2
1,7054,3,0,45000,46800,9190,1800,1,4,6,1,1,1,1,2
1,7071,3,1,73980,75600,9190,1620,1,4,6,1,1,1,1,2
1,7443,3,0,68700,71100,9190,2400,1,4,6,1,1,1,1,2
1,7443,3,0,71100,73500,9190,2400,1,4,6,1,1,1,1,2
1,8014,4,0,37800,41400,9190,3600,1,4,6,1,1,1,1,2
1,2973,3,0,44700,45900,9190,1200,1,2,7,1,1,1,1,2
1,3128,2,0,74880,77040,9190,2160,2,3,12,2,3,1,2,1
1,4103,4,0,75000,75600,9190,600,2,3,12,2,3,1,2,1
1,4765,3,0,76500,79200,9190,2700,2,3,12,2,3,1,2,1
1,7592,2,0,77400,79200,9190,1800,2,3,12,2,3,1,2,1
1,3692,3,0,44400,45000,9190,600,2,2,12,2,3,1,2,1
1,3692,3,0,54180,55200,9190,1020,2,2,12,2,3,1,2,1
1,4691,2,0,47100,48600,9190,1500,2,1,12,2,3,1,2,1
1,5265,4,1,66600,68400,9190,1800,1,2,17,1,1,6,1,1
1,239,2,0,64500,70080,9190,5580,1,3,12,1,1,1,5,1
1,239,2,1,73200,81300,9190,8100,1,3,12,1,1,1,5,1
1,828,2,1,52500,64800,9190,12300,1,3,11,1,1,1,5,1
1,828,2,1,67500,79200,9190,11700,1,3,11,1,1,1,5,1
1,1193,2,0,48900,61200,9190,12300,1,3,11,1,1,1,5,1
1,4898,4,0,47400,56220,9190,8820,1,3,11,1,1,1,5,1
1,5260,2,0,54000,63000,9190,9000,1,3,11,1,1,1,5,1
1,6571,3,0,28200,36600,9190,8400,1,3,11,1,1,1,5,1
1,6571,3,1,69300,75600,9190,6300,1,3,11,1,1,1,5,1
1,6742,4,0,46800,54000,9190,7200,1,3,11,1,1,1,5,1
1,359,3,1,72000,75600,9190,3600,1,4,7,1,1,1,3,2
1,622,3,0,76680,79200,9190,2520,1,3,7,1,1,1,1,2
1,3089,3,0,75600,82800,9190,7200,1,3,7,1,1,1,1,2
1,6152,2,1,65400,75480,9190,10080,1,3,12,8,8,8,4,8
1,6442,2,0,54000,59400,9190,5400,1,3,10,1,1,1,6,1
1,925,3,1,72000,77400,9190,5400,1,4,9,1,1,1,1,2
1,941,4,1,68400,72000,9190,3600,1,4,9,1,1,1,1,2
1,1595,3,1,73860,79200,9190,5340,1,4,9,1,1,1,1,2
1,1595,2,1,74100,75600,9190,1500,1,4,9,1,1,1,1,2
1,2450,3,0,77100,79200,9190,2100,1,4,9,1,1,1,1,2
1,2670,3,1,70800,75600,9190,4800,1,4,9,1,1,1,1,2
1,2831,2,1,72000,75600,9190,3600,1,4,9,1,1,1,1,2
1,3261,5,1,54600,58500,9190,3900,1,4,9,1,1,1,1,2
1,4578,3,1,76500,81900,9190,5400,1,4,9,1,1,1,1,2
1,5156,2,1,66600,75600,9190,9000,1,4,9,1,1,1,1,2
1,5473,3,1,72000,75600,9190,3600,1,4,9,1,1,1,1,2
1,5473,4,1,72000,75600,9190,3600,1,4,9,1,1,1,1,2
1,5736,3,0,76200,77400,9190,1200,1,4,9,1,1,1,1,2
1,5839,3,1,74100,74880,9190,780,1,4,9,1,1,1,1,2
1,5990,4,1,71100,73800,9190,2700,1,4,9,1,1,1,1,2
1,6581,3,1,75600,77760,9190,2160,1,4,9,1,1,1,1,2
1,7645,2,1,72000,75600,9190,3600,1,4,9,1,1,1,1,2
1,5913,3,0,63900,64980,9190,1080,1,1,9,1,1,1,1,2
1,3255,3,0,76380,78300,9190,1920,1,3,13,1,4,1,4,1
1,4750,3,0,34500,36000,9190,1500,1,3,13,1,1,1,5,1
1,4750,3,0,43200,50400,9190,7200,1,3,13,1,1,1,5,1
1,336,3,0,59400,66600,9190,7200,2,1,12,1,3,1,4,1
1,1785,2,1,69600,72000,9190,2400,1,4,10,2,1,2,1,1
1,7126,3,0,39300,45000,9190,5700,1,2,12,1,3,1,4,1
1,515,3,1,72900,79200,9190,6300,1,4,6,1,1,1,4,1
1,515,3,0,24000,26100,9190,2100,1,8,19,8,1,1,1,8
1,515,3,1,0,6300,9190,6300,1,8,19,8,1,1,1,8
1,515,3,1,79200,84600,9190,5400,1,8,19,8,1,1,1,8
1,691,3,0,39600,41400,9190,1800,1,8,19,8,1,1,1,8
1,877,3,0,48600,52200,9190,3600,1,8,19,8,1,1,1,8
1,1053,3,0,77400,81900,9190,4500,1,8,19,8,1,1,1,8
1,1384,3,1,68400,73800,9190,5400,1,8,19,8,1,1,1,8
1,1467,3,1,70200,72000,9190,1800,1,8,19,8,1,1,1,8
1,1951,4,1,61200,66600,9190,5400,1,8,19,8,1,1,1,8
1,2798,3,0,31200,32400,9190,1200,1,8,19,8,1,1,1,8
1,4131,3,1,72000,86400,9190,14400,1,8,19,8,1,1,1,8
1,4176,3,0,66600,68400,9190,1800,1,8,19,8,1,1,1,8
1,4944,4,0,63000,68400,9190,5400,1,8,19,8,1,1,1,8
1,4953,3,1,68040,74220,9190,6180,1,8,19,8,1,1,1,8
1,4994,2,1,72000,77400,9190,5400,1,8,19,8,1,1,1,8
1,5679,4,0,67500,70200,9190,2700,1,8,19,8,1,1,1,8
1,5753,3,0,34200,36000,9190,1800,1,8,19,8,1,1,1,8
1,5753,3,0,54000,57600,9190,3600,1,8,19,8,1,1,1,8
1,5753,3,0,57600,61200,9190,3600,1,8,19,8,1,1,1,8
1,7074,3,0,46800,50400,9190,3600,1,8,19,8,1,1,1,8
1,7074,3,1,73200,75600,9190,2400,1,8,19,8,1,1,1,8
1,1279,4,0,33120,33600,9190,480,1,4,6,1,1,1,4,1
1,3777,4,0,47520,48420,9190,900,1,4,6,1,1,1,4,1
1,3777,4,0,65160,67860,9190,2700,1,2,6,1,1,6,1,1
1,5265,3,1,69300,72000,9190,2700,1,2,6,1,1,6,1,1
1,7571,5,1,70800,72000,9190,1200,1,2,6,1,1,6,1,1
1,2216,2,0,82800,86400,9190,3600,1,3,9,2,1,1,1,1
1,2524,6,0,0,3600,9190,3600,1,3,9,2,1,1,1,1
1,1570,3,0,81900,82800,9190,900,2,3,12,2,3,1,2,1
1,1570,2,0,82800,86400,9190,3600,2,3,12,2,3,1,2,1
1,117,4,1,55020,59460,9190,4440,1,2,12,1,3,1,5,1
1,5820,3,1,78300,85500,9190,7200,1,2,12,1,3,1,5,1
1,239,2,0,70080,75600,9190,5520,1,4,10,2,1,1,1,1
1,570,2,0,56100,59400,9190,3300,1,4,10,2,1,1,1,1
1,4333,4,1,54900,62100,9190,7200,1,4,10,2,1,1,1,1
1,4512,3,0,66600,72000,9190,5400,1,4,10,2,1,1,1,1
1,6773,4,0,36900,45000,9190,8100,1,4,10,2,1,1,1,1
1,1207,6,0,43320,50280,9190,6960,1,4,10,2,1,1,2,1
1,4562,3,0,44700,53100,9190,8400,1,4,10,2,1,1,2,1
1,397,3,1,68400,72000,9190,3600,1,4,7,1,1,6,1,2
1,6755,4,1,57600,58500,9190,900,8,8,21,8,2,8,8,1
1,3677,3,1,81600,86400,9190,4800,1,2,12,1,3,1,5,1
1,1000,3,1,56940,59880,9190,2940,1,3,8,1,1,1,1,1
1,2998,3,1,23400,23700,9190,300,2,1,10,1,3,2,1,1
1,3320,3,0,30600,32400,9190,1800,2,1,10,1,3,2,1,1
1,4103,4,1,57240,59580,9190,2340,2,1,10,1,3,2,1,1
1,5016,6,1,55800,57600,9190,1800,2,1,10,1,3,2,1,1
1,7224,3,1,57000,57600,9190,600,2,1,10,1,3,2,1,1
1,4217,2,1,72000,75600,9190,3600,3,1,12,2,3,1,2,1
1,5978,3,1,22500,23400,9190,900,1,2,10,2,1,1,1,1
1,5690,2,0,62100,67920,9190,5820,8,8,98,8,8,8,8,8
1,4765,3,1,21900,23400,9190,1500,2,1,12,1,2,1,5,1
1,3918,2,1,82200,83700,9190,1500,1,3,10,2,1,1,4,1
1,3574,5,1,68400,72000,9190,3600,8,8,98,8,8,8,8,1
1,4578,4,0,54000,57000,9190,3000,1,3,12,2,1,1,2,1
1,4578,3,0,59400,61200,9190,1800,1,3,12,2,1,1,2,1
1,2040,3,1,27000,27900,9190,900,2,1,18,2,3,2,1,1
1,6168,3,0,68400,70500,9190,2100,1,3,12,1,2,1,5,1
1,7955,4,0,64200,70200,9190,6000,1,3,13,1,1,1,4,1
1,2310,3,0,35400,37800,9190,2400,1,1,10,1,3,1,1,8
1,7203,3,1,55200,63900,9190,8700,1,3,12,1,1,1,4,1
1,253,2,0,59400,66600,9190,7200,1,3,10,1,1,1,4,1
1,4207,2,0,76800,77700,9190,900,1,3,10,1,1,1,4,1
1,6822,2,1,63000,70200,9190,7200,1,3,10,1,1,1,4,1
1,515,3,1,25200,25800,9190,600,1,3,6,1,1,1,1,1
1,1093,3,0,73800,75600,9190,1800,2,1,12,2,1,1,2,1
1,4430,3,0,47700,52200,9190,4500,1,2,12,1,2,1,1,8
1,5505,4,0,70200,73800,9190,3600,1,3,12,2,1,1,5,8
1,2708,3,0,58800,61200,9190,2400,1,3,12,2,1,1,5,1
1,5358,3,0,68700,73800,9190,5100,1,3,12,2,1,1,5,1
1,6838,3,0,70200,72000,9190,1800,1,3,12,2,1,1,5,1
1,1419,5,0,61020,61800,9190,780,1,1,12,2,1,1,1,8
1,1419,5,0,62220,65340,9190,3120,1,1,12,2,1,1,1,8
1,4685,5,0,70200,75600,9190,5400,1,1,12,2,1,1,1,8
1,5753,3,0,72000,73200,9190,1200,1,1,12,2,1,1,1,8
1,3606,4,0,52200,57600,9190,5400,1,2,12,2,1,1,2,1
1,4395,3,0,45900,52680,9190,6780,2,1,10,1,3,1,4,8
1,4395,3,1,54900,59400,9190,4500,2,1,10,1,3,1,4,8
1,1797,3,1,79800,82800,9190,3000,1,3,12,2,1,1,2,1
1,3777,4,0,61020,65040,9190,4020,1,3,12,2,1,1,2,1
1,3468,3,0,27000,30600,9190,3600,1,1,18,1,3,3,1,8
1,1687,2,0,68400,79200,9190,10800,2,1,10,2,3,1,4,1
1,1000,3,0,68700,74040,9190,5340,1,4,16,1,1,1,1,2
1,1096,3,0,61200,63000,9190,1800,1,4,16,1,1,1,1,2
1,2271,3,0,76200,81000,9190,4800,1,4,16,1,1,1,1,2
1,2923,3,1,76800,81000,9190,4200,1,4,16,1,1,1,1,2
1,3145,4,0,65700,70200,9190,4500,1,4,16,1,1,1,1,2
1,3395,3,0,72000,74400,9190,2400,1,4,16,1,1,1,1,2
1,3395,3,0,74400,76800,9190,2400,1,4,16,1,1,1,1,2
1,3395,3,0,76800,79200,9190,2400,1,4,16,1,1,1,1,2
1,3395,3,1,72300,73140,9190,840,1,4,16,1,1,1,1,2
1,3395,3,1,73140,73980,9190,840,1,4,16,1,1,1,1,2
1,3395,3,1,73980,74880,9190,900,1,4,16,1,1,1,1,2
1,3395,3,1,74880,75720,9190,840,1,4,16,1,1,1,1,2
1,3408,3,1,78000,78720,9190,720,1,4,16,1,1,1,1,2
1,3408,3,1,78720,79440,9190,720,1,4,16,1,1,1,1,2
1,3408,3,1,79440,80100,9190,660,1,4,16,1,1,1,1,2
1,3606,4,1,61200,61500,9190,300,1,4,16,1,1,1,1,2
1,3606,4,1,61500,73800,9190,12300,1,4,16,1,1,1,1,2
1,4344,3,0,47280,50400,9190,3120,1,4,16,1,1,1,1,2
1,4344,3,1,68400,72000,9190,3600,1,4,16,1,1,1,1,2
1,4508,2,0,68400,79200,9190,10800,1,4,16,1,1,1,1,2
1,4684,4,0,68400,70200,9190,1800,1,4,16,1,1,1,1,2
1,4953,3,1,24600,25800,9190,1200,1,4,16,1,1,1,1,2
1,5361,3,0,72000,77400,9190,5400,1,4,16,1,1,1,1,2
1,5361,3,1,75600,77400,9190,1800,1,4,16,1,1,1,1,2
