OCHREL07,OCHID07,OCHSN07,Q35A1A,Q35A1B,Q35A1C,Q35A1D,Q35A1E,Q35A1F,Q35A1G,Q35A1H,Q35A1I,Q35A1J,Q35A1K,Q35A1L,Q35A1M,Q35A1N,Q35A2A,Q35A2B,Q35A2C,Q35A2D,Q35A2E,Q35A2F,Q35A2G,Q35A3,Q35A4,Q35A51,Q35A52,Q35A53,Q35A6,Q35A7,Q35A8A,Q35A8A1,Q35A8B,Q35A8B1,Q35A8C,Q35A8C1,Q35A8D,Q35A8D1,Q35A8E,Q35A8E1,Q35A8F,Q35A8F1,Q35A8G,Q35A8G1,Q35A9A,Q35A9B,Q35A9C,Q35A9D,Q35A10,Q35A11,Q35A11A1,Q35A11A2,Q35A11B1,Q35A11B2,Q35A12,Q35A13,Q35A141,Q35A142,Q35A143
1,397,3,1,1,3,4,1,1,1,1,1,4,1,3,2,1,5,4,5,4,3,2,5,1,6,3,1,0,5,4,5,0,1,2,5,0,5,0,5,0,1,5,5,0,3,1,4,2,2,1,5,3,13,3,6,5,1,0,0
1,1103,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,2,5,1,1,0,0,0,5,3,5,0,1,4,1,4,5,0,5,0,5,0,5,0,1,1,1,5,2,1,6,3,7,3,6,2,4,0,0
1,6939,3,1,1,4,2,2,4,2,2,1,2,2,3,1,4,5,3,4,4,2,2,4,1,1,0,0,0,2,4,1,5,1,5,1,4,1,4,1,5,1,5,1,3,2,4,4,5,3,1,7,3,8,3,5,5,12,0,0
1,6939,4,1,1,3,3,2,4,4,1,1,2,3,4,3,1,5,4,5,5,3,2,5,1,1,0,0,0,2,4,5,0,1,5,1,5,5,0,1,5,1,5,5,0,3,5,5,5,3,1,7,3,10,3,5,5,10,0,0
1,4943,3,2,2,3,1,4,2,3,4,3,3,3,4,2,4,5,4,4,4,4,4,5,1,6,3,0,0,5,4,5,0,1,5,1,5,1,5,1,4,1,4,1,5,2,5,5,5,1,1,3,3,5,3,6,6,95,0,0
1,4529,3,1,1,3,1,2,3,2,3,2,1,4,4,3,3,5,4,4,5,4,5,5,1,1,0,0,0,3,4,1,4,1,5,1,4,5,0,1,5,1,4,1,4,2,4,4,3,2,5,0,0,0,0,6,2,12,0,0
1,3244,3,2,2,2,3,2,1,1,2,2,2,2,1,1,1,1,1,1,4,3,3,2,2,1,0,0,0,3,3,1,4,5,0,1,4,1,3,1,2,1,2,1,2,1,4,2,2,1,5,0,0,0,0,6,6,1,0,0
1,683,3,1,2,4,1,3,3,1,2,2,2,1,2,2,2,5,2,4,4,3,2,5,4,2,17,0,0,2,4,5,0,1,5,1,5,5,0,5,0,5,0,5,0,3,2,2,4,2,1,2,3,11,3,6,6,95,0,0
1,1036,3,1,1,4,2,3,2,2,3,1,2,3,2,1,2,5,2,4,3,3,4,5,1,1,0,0,0,4,4,1,5,1,5,1,5,1,5,1,5,1,5,1,4,1,5,4,5,1,1,1,3,3,3,6,6,1,0,0
1,4553,3,3,4,3,1,5,4,1,1,3,1,4,1,3,5,5,5,5,5,5,5,5,3,6,3,0,0,4,4,1,6,5,0,1,5,5,0,5,0,1,5,1,5,2,5,3,1,1,5,0,0,0,0,6,6,1,0,0
1,3415,4,2,3,2,2,5,4,1,3,3,2,2,2,2,3,3,3,5,4,5,4,5,3,2,3,0,0,3,3,1,4,1,4,1,4,1,3,1,4,1,4,1,5,3,5,2,4,2,1,5,3,9,3,6,6,4,0,0
1,3731,4,1,1,2,1,2,2,1,2,1,1,2,2,1,1,4,3,4,3,3,3,4,2,4,3,0,0,2,4,5,0,5,0,5,0,5,0,5,0,5,0,5,0,2,1,1,1,1,1,3,3,10,3,7,7,1,0,0
1,4465,3,1,2,4,4,4,4,1,4,2,3,1,3,1,2,5,4,4,4,2,3,5,1,5,3,17,0,4,4,5,0,1,4,1,5,1,4,5,0,1,3,1,5,1,5,2,4,2,1,1,3,1,3,6,5,4,0,0
1,2172,3,1,1,3,1,5,3,1,1,3,1,1,1,1,4,4,4,5,4,5,5,5,2,5,3,0,0,3,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,1,1,1,5,1,5,0,0,0,0,7,6,95,0,0
1,2172,4,1,1,4,1,5,1,1,1,3,1,1,1,1,4,4,4,5,4,4,4,4,2,5,3,0,0,3,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,1,1,1,5,1,5,0,0,0,0,6,6,95,0,0
1,1271,3,3,4,4,1,3,3,1,3,3,1,3,4,2,2,5,3,3,4,3,2,5,4,2,12,0,0,3,3,1,4,1,5,1,5,1,5,1,5,1,4,1,5,1,5,4,5,2,1,3,3,10,3,6,6,4,0,0
1,1398,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,1,3,2,2,1,1,1,7,98,0,0,2,2,5,0,5,0,5,0,5,0,5,0,5,0,5,0,1,1,1,3,3,1,2,3,99,9,7,6,95,0,0
1,3448,3,1,3,2,2,1,1,1,2,2,1,2,1,1,1,4,2,4,1,3,3,4,4,3,3,12,16,5,3,1,4,1,4,1,4,1,4,1,5,1,4,1,4,1,5,2,3,2,1,2,3,12,3,8,7,4,0,0
1,3448,4,1,4,2,1,1,3,1,1,3,1,2,3,1,3,4,1,3,1,3,3,4,4,2,7,4,20,3,3,5,0,1,4,1,4,5,0,5,0,1,4,1,4,1,4,2,2,1,1,3,3,12,3,7,6,95,0,0
1,3156,3,1,2,3,2,5,4,2,2,4,1,3,4,1,2,5,4,3,4,2,1,4,2,3,11,9,0,2,1,5,0,1,4,1,3,5,0,5,0,1,4,1,4,5,1,2,2,3,1,4,3,12,3,8,4,3,4,0
1,7126,3,1,1,2,1,3,1,1,1,3,1,1,1,1,3,2,1,2,4,2,4,5,2,1,0,0,0,1,3,5,0,1,3,5,0,1,6,1,4,1,4,1,5,2,1,2,4,2,5,0,0,0,0,2,2,2,0,0
1,4543,3,4,1,4,1,3,4,1,1,4,3,4,1,1,1,5,4,3,3,4,5,5,3,1,0,0,0,3,4,5,0,1,5,1,4,5,0,1,5,5,0,5,0,2,1,1,5,3,5,0,0,0,0,6,6,1,0,0
1,4543,4,3,1,4,1,3,1,1,1,4,1,4,1,1,1,5,3,3,4,3,1,4,2,1,0,0,0,2,4,5,0,1,5,1,5,5,0,1,5,5,0,5,0,2,1,1,2,2,5,0,0,0,0,6,6,1,0,0
1,4172,4,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,0,0,0,5,3,5,0,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,2,1,7,3,8,3,6,2,5,2,0
1,4172,5,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,1,0,0,0,2,4,5,0,1,3,1,4,5,0,5,0,5,0,5,0,3,1,2,1,1,5,0,0,0,0,6,4,13,0,0
1,3172,3,1,3,2,1,2,3,1,2,1,1,2,1,1,1,3,3,3,2,1,2,3,1,1,0,0,0,4,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,3,5,1,1,1,5,0,0,0,0,6,7,1,0,0
1,3172,4,1,1,2,1,3,3,1,1,1,1,3,1,1,1,3,2,2,2,1,1,2,2,2,12,0,0,3,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,2,1,1,1,1,1,3,3,3,3,6,6,1,0,0
1,1475,3,3,1,3,3,5,2,2,3,5,2,1,4,2,3,5,4,4,3,4,4,5,6,6,3,0,0,2,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,2,5,5,5,2,1,5,3,9,3,6,6,4,0,0
1,1475,4,3,1,4,1,4,3,1,3,5,2,1,4,2,3,5,3,3,2,2,3,5,5,6,3,0,0,2,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,2,5,5,4,1,1,5,3,7,3,5,5,4,0,0
1,4651,3,1,2,3,1,4,2,1,3,1,2,3,2,3,3,4,3,2,4,2,2,4,2,3,3,0,0,4,3,5,0,5,0,1,6,5,0,5,0,5,0,1,6,3,1,2,2,1,1,3,3,3,3,7,6,4,0,0
1,1819,3,1,1,2,2,2,1,1,1,1,1,4,2,2,1,1,4,5,3,2,3,5,1,1,0,0,0,2,4,5,0,1,4,5,0,5,0,5,0,5,0,5,0,5,2,2,2,1,1,2,3,9,3,6,6,4,17,0
1,5650,3,1,3,4,1,4,3,2,5,2,5,3,3,2,2,4,4,5,3,3,3,5,3,3,12,20,0,4,4,1,4,1,6,1,5,1,5,1,4,5,0,1,4,1,4,5,4,2,1,5,3,8,3,5,2,4,0,0
1,1000,3,2,3,1,2,4,3,1,2,2,1,4,1,1,1,1,3,4,2,2,4,4,3,1,0,0,0,5,3,5,0,5,0,5,0,5,0,5,0,1,4,5,0,3,5,1,4,2,1,3,3,8,3,7,7,5,0,0
1,108,4,2,3,2,2,5,4,1,3,3,1,2,3,1,5,4,3,5,4,4,5,5,4,5,3,0,0,3,4,5,0,1,5,1,4,5,0,5,0,5,0,5,0,4,2,1,4,1,1,6,2,1,3,7,7,95,0,0
1,5418,3,3,4,3,4,5,4,1,4,3,2,1,3,2,3,5,4,4,4,4,5,5,4,5,3,0,0,5,4,1,4,1,4,1,4,5,0,5,0,5,0,5,0,4,1,2,2,1,1,4,3,4,3,6,6,95,0,0
1,6212,4,1,1,1,1,2,1,1,1,1,1,2,2,1,1,5,2,1,1,2,1,2,1,1,0,0,0,2,3,5,0,5,0,1,2,5,0,5,0,1,3,1,4,4,1,2,2,2,5,0,0,0,0,6,6,2,0,0
1,6212,3,1,1,5,1,2,1,1,1,1,1,2,1,1,2,5,1,3,2,3,2,5,1,1,0,0,0,2,4,1,4,5,0,1,4,5,0,1,5,1,3,1,3,2,5,2,4,2,5,0,0,0,0,8,6,4,0,0
1,5006,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,4,1,1,5,3,1,4,8,0,0,5,4,5,0,5,0,5,0,5,0,5,0,1,5,1,5,4,1,3,4,3,5,0,0,0,0,6,5,4,0,0
1,4422,3,2,2,3,1,1,1,1,1,2,2,2,2,1,4,3,2,2,3,3,2,3,3,3,6,0,0,5,4,5,0,1,5,1,5,1,5,1,5,1,5,1,5,1,1,3,4,2,1,3,3,3,3,8,7,3,0,0
1,4838,3,1,4,2,1,4,3,1,2,3,1,4,3,2,2,5,4,5,5,3,3,5,4,1,0,0,0,2,4,1,4,1,5,1,4,1,4,1,4,1,3,1,3,1,2,3,4,2,1,1,3,9,3,6,6,2,0,0
1,5787,3,1,1,1,1,2,1,1,1,1,1,1,2,2,1,4,1,2,2,1,1,3,5,1,0,0,0,2,4,5,0,1,5,1,4,5,0,5,0,1,4,1,4,3,4,3,3,2,1,5,3,13,3,6,6,97,0,0
1,1884,4,2,4,1,1,4,3,1,2,3,3,2,3,1,2,5,8,3,3,3,2,4,4,3,6,10,16,3,4,5,0,5,0,1,4,5,0,5,0,1,1,1,3,2,2,2,2,1,1,3,3,5,3,7,7,4,0,0
1,774,4,1,2,2,1,4,2,2,2,2,2,3,1,2,1,5,3,3,3,3,3,4,5,5,3,11,0,4,4,5,0,1,5,1,5,5,0,1,4,1,5,1,5,2,1,1,4,1,5,0,0,0,0,6,6,95,0,0
1,2902,3,3,1,2,1,3,4,1,4,1,1,5,4,1,4,2,5,5,4,3,4,5,3,1,0,0,0,5,3,1,3,1,5,1,4,5,0,5,0,1,4,1,3,1,1,2,4,2,1,4,3,10,3,7,6,13,14,1
1,2902,4,1,2,3,2,3,4,1,4,1,2,3,3,2,2,1,4,5,4,4,2,5,3,5,3,7,11,4,3,1,3,1,4,1,4,5,0,5,0,1,3,1,3,1,1,2,4,3,1,4,3,13,3,8,6,4,0,0
1,2763,5,1,1,3,1,3,2,1,3,1,1,2,1,4,1,1,4,1,2,3,3,3,2,1,0,0,0,2,1,5,0,5,0,1,4,1,4,5,0,5,0,5,0,5,1,3,1,2,1,4,3,8,3,6,4,4,0,0
1,3567,3,2,1,2,1,2,2,1,1,1,1,2,1,1,2,4,1,2,2,2,2,2,1,1,0,0,0,3,4,5,0,5,0,1,5,5,0,5,0,1,5,1,5,1,1,2,2,2,5,0,0,0,0,6,6,1,0,0
1,3567,4,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,0,0,0,2,4,5,0,5,0,1,5,5,0,5,0,5,0,1,5,1,1,2,2,2,5,0,0,0,0,6,6,1,0,0
1,2250,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,6,0,0,4,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,1,5,1,2,1,5,0,0,0,0,7,7,4,0,0
1,7643,3,1,1,4,1,4,1,1,4,1,1,2,1,2,1,5,4,5,3,3,2,5,2,2,8,0,0,4,4,5,0,5,0,1,5,5,0,5,0,5,0,1,5,1,5,1,4,1,1,13,3,16,3,8,6,95,0,0
1,3336,3,4,2,2,3,3,4,3,4,3,2,3,4,2,3,5,2,3,5,3,3,5,4,5,3,0,0,4,4,1,5,1,5,1,4,1,5,1,5,1,5,1,5,1,5,3,4,2,1,2,3,3,3,6,6,95,0,0
1,3336,5,4,3,2,2,2,3,2,3,2,2,3,4,2,3,5,3,3,4,3,4,5,4,5,3,0,0,4,4,1,5,1,5,1,4,1,5,1,5,1,5,1,5,1,5,4,4,2,1,2,3,3,3,6,6,95,0,0
1,6569,3,1,1,2,1,3,2,2,1,1,1,1,3,1,1,5,3,4,4,3,5,5,4,1,0,0,0,3,4,5,0,5,0,5,0,5,0,5,0,5,0,1,5,4,1,3,3,2,5,0,0,0,0,6,5,9,0,0
1,4782,3,2,2,2,2,2,2,1,2,1,2,2,1,1,1,3,3,3,3,3,3,3,1,1,0,0,0,5,4,5,0,5,0,5,0,5,0,5,0,5,0,5,0,2,2,3,3,1,5,0,0,0,0,8,8,4,0,0
1,4782,4,1,2,1,2,3,2,1,2,1,1,1,2,1,2,4,4,4,3,3,3,4,1,1,0,0,0,5,4,5,0,5,0,5,0,5,0,5,0,5,0,5,0,3,3,2,2,2,5,0,0,0,0,7,7,3,0,0
1,3138,4,1,1,3,5,5,1,3,1,3,3,1,1,1,1,1,2,5,4,2,2,2,3,1,0,0,0,4,4,5,0,1,5,1,5,5,0,5,0,1,5,5,0,5,1,1,5,1,1,4,3,8,3,2,6,4,5,0
1,6448,3,1,3,1,1,3,1,1,1,3,1,1,1,1,1,4,1,2,3,3,2,4,4,4,3,0,0,4,3,5,0,1,5,5,0,5,0,5,0,1,5,1,5,3,1,1,3,1,1,9,2,12,3,6,6,95,0,0
1,6448,4,1,3,3,1,2,1,1,1,2,2,2,3,1,2,4,2,2,2,2,1,3,4,4,3,0,0,5,4,5,0,1,5,1,5,5,0,5,0,1,5,1,5,3,5,4,3,1,1,1,3,12,3,6,6,95,0,0
1,613,3,2,2,3,2,3,2,1,4,1,2,2,2,1,1,2,3,3,3,3,2,3,1,2,3,97,0,4,4,5,0,5,0,1,5,1,3,1,6,1,5,1,5,2,5,3,5,2,1,4,3,6,3,7,6,1,0,0
1,613,4,2,2,3,2,2,2,1,4,1,2,2,2,1,2,2,3,3,2,3,2,2,1,2,3,14,97,5,3,5,0,5,0,1,5,1,6,1,4,1,5,1,5,3,5,3,4,1,1,3,3,5,3,7,7,1,0,0
1,2032,3,4,4,2,2,5,2,1,2,2,1,1,2,2,1,5,2,5,2,5,4,5,4,2,7,0,0,4,4,5,0,1,4,5,0,5,0,1,5,5,0,5,0,1,1,3,3,1,1,2,3,9,3,6,6,2,0,0
1,2032,4,4,1,2,2,5,2,1,1,2,1,1,2,2,1,5,2,2,4,4,4,5,4,2,3,0,0,5,4,5,0,1,4,5,0,5,0,1,5,5,0,5,0,1,1,3,5,2,1,2,3,9,3,6,6,13,2,0
1,4037,5,1,2,4,4,5,5,5,3,2,2,4,5,5,4,5,4,5,5,4,4,5,3,3,6,0,0,5,4,1,3,1,5,1,5,1,4,1,5,1,5,1,5,1,3,3,5,2,1,7,3,98,8,2,2,95,0,0
1,3981,4,1,3,2,2,3,4,1,2,1,2,1,2,2,3,3,2,2,3,3,4,4,1,1,0,0,0,3,3,5,0,1,4,1,4,5,0,5,0,5,0,1,4,3,1,2,3,2,5,0,0,0,0,6,6,4,0,0
1,2229,4,1,2,2,2,4,2,1,1,2,1,2,1,2,2,2,2,4,3,2,4,5,1,3,3,0,0,3,4,5,0,5,0,1,1,5,0,5,0,5,0,5,0,2,4,1,2,2,1,8,3,10,3,6,6,17,0,0
1,2813,4,3,2,3,4,5,3,2,5,2,1,3,4,1,2,5,4,4,4,3,4,5,4,6,3,0,0,5,4,1,4,1,4,1,4,5,0,5,0,5,0,1,2,2,1,5,2,1,1,2,3,11,3,6,6,95,0,0
1,4375,4,1,1,2,2,1,1,1,1,3,1,1,4,1,1,3,3,4,4,3,4,5,1,1,0,0,0,5,4,1,4,1,5,1,4,1,5,1,4,1,4,1,4,1,4,4,3,1,1,4,3,4,3,6,6,95,0,0
1,1827,3,2,2,3,3,4,4,3,1,3,2,3,4,2,3,3,4,5,3,3,4,5,1,4,3,0,0,2,3,5,0,5,0,5,0,5,0,5,0,1,3,5,0,2,2,5,3,2,5,0,0,0,0,6,5,2,0,0
1,4305,3,1,2,1,1,2,1,1,1,3,1,1,1,2,1,5,1,1,2,3,2,2,1,4,10,0,0,2,4,5,0,5,0,1,4,5,0,1,4,5,0,5,0,4,1,1,3,1,1,7,3,10,3,6,6,4,0,0
1,6752,3,2,2,2,2,4,3,1,3,3,1,2,3,1,3,5,1,3,3,3,3,4,2,4,3,0,0,5,4,5,0,5,0,1,4,1,4,1,4,5,0,5,0,1,4,3,3,3,1,5,3,9,3,6,6,4,6,0
1,6752,4,1,1,2,1,3,2,1,3,1,1,1,3,2,2,5,3,3,2,2,2,5,2,4,3,0,0,4,3,5,0,5,0,1,4,1,3,1,4,5,0,5,0,1,4,3,3,2,1,5,3,8,3,6,6,4,6,0
1,1915,3,2,3,2,1,4,3,1,2,3,1,1,4,2,2,4,2,3,4,3,2,5,4,2,3,0,0,2,4,5,0,1,4,1,4,5,0,1,4,1,5,1,5,2,5,4,5,2,5,0,0,0,0,6,6,1,0,0
1,3737,3,1,1,2,2,3,3,1,3,1,2,1,1,1,2,5,3,3,2,3,3,4,1,1,0,0,0,2,4,1,3,1,1,1,4,1,3,5,0,1,4,5,0,3,5,3,2,2,5,0,0,0,0,6,6,2,0,0
1,3426,3,1,1,1,1,5,2,1,2,1,1,1,1,1,2,1,1,3,3,2,3,4,2,2,7,19,0,4,3,5,0,5,0,5,0,5,0,5,0,5,0,1,4,3,1,2,2,2,1,2,3,10,3,4,2,4,1,0
1,4062,3,2,1,3,1,5,2,1,1,1,1,1,1,1,2,5,2,3,4,4,3,5,2,2,3,0,0,4,3,5,0,5,0,1,5,5,0,5,0,5,0,5,0,3,2,1,4,1,5,0,0,0,0,7,6,1,4,0
1,3145,4,1,2,2,3,4,2,1,3,2,1,1,3,1,2,5,4,5,3,4,4,5,4,6,3,0,0,5,4,5,0,1,1,1,6,5,0,5,0,1,4,5,0,2,4,2,3,2,1,2,3,98,8,6,6,95,0,0
1,5613,3,1,2,2,1,4,2,1,2,2,3,1,1,1,1,4,1,2,3,2,5,4,1,1,0,0,0,4,4,5,0,1,4,5,0,5,0,1,5,1,4,1,5,5,1,1,3,2,1,4,3,8,3,5,5,1,0,0
1,5861,3,1,2,3,1,1,4,2,2,2,2,1,4,2,1,5,2,2,2,1,2,4,2,1,0,0,0,3,4,1,4,5,0,1,5,1,5,5,0,1,4,5,0,4,2,5,1,2,5,0,0,0,0,6,2,95,0,0
1,5861,4,2,1,3,1,2,1,1,2,2,2,2,4,2,2,5,3,4,4,1,2,5,2,5,1,0,0,2,4,1,5,5,0,1,5,1,5,5,0,5,0,1,5,4,3,5,2,2,5,0,0,0,0,6,2,95,0,0
1,4996,3,1,4,3,2,5,3,1,1,2,2,4,1,4,4,5,4,4,5,4,4,5,3,1,0,0,0,4,3,1,4,1,4,1,4,1,4,5,0,1,4,1,4,3,1,1,2,1,5,0,0,0,0,7,6,95,0,0
1,4996,4,1,4,3,1,4,4,1,1,2,1,2,2,2,4,5,3,4,5,3,4,5,3,1,0,0,0,4,4,5,0,1,4,1,5,1,4,5,0,5,0,1,3,3,1,5,2,1,5,0,0,0,0,7,6,95,0,0
1,1759,3,2,3,4,2,2,3,2,3,3,2,1,2,1,2,5,4,5,4,4,5,5,4,4,10,0,0,3,3,1,4,1,4,1,4,5,0,5,0,1,5,1,4,2,4,2,4,3,5,0,0,0,0,6,6,4,2,0
1,2844,4,2,2,4,2,3,2,1,2,2,1,2,4,2,1,5,4,3,4,2,3,4,2,2,3,0,0,3,3,5,0,5,0,1,2,5,0,5,0,5,0,1,6,2,2,2,2,2,1,3,3,5,3,6,6,95,0,0
1,2844,5,1,2,3,1,3,2,1,3,2,1,3,4,2,2,5,4,3,3,3,3,4,2,3,3,0,0,2,3,5,0,5,0,5,0,5,0,5,0,5,0,1,2,2,3,3,4,2,1,3,3,5,3,6,6,4,0,0
1,4755,3,4,3,2,1,4,1,3,4,3,1,1,2,1,4,1,4,4,3,4,4,5,1,5,9,0,0,2,3,5,0,5,0,5,0,5,0,5,0,1,5,5,0,4,1,1,2,2,1,2,3,11,3,8,8,98,0,0
1,5855,3,1,2,2,3,4,2,3,2,2,2,1,1,2,2,4,4,3,3,2,3,3,4,2,3,0,0,3,4,1,5,1,5,1,4,1,4,1,5,1,4,1,4,1,4,3,3,2,1,98,8,98,8,8,6,1,0,0
1,5855,4,1,2,2,3,3,2,1,1,2,2,1,1,2,2,4,2,3,2,2,2,2,4,2,16,0,0,3,4,1,5,1,5,1,4,1,4,1,4,1,4,1,4,1,2,2,2,2,1,98,8,98,8,8,6,1,0,0
1,2772,3,1,1,2,1,3,4,1,1,1,2,1,1,1,1,3,3,4,4,2,4,5,1,5,12,0,0,4,3,5,0,5,0,5,0,5,0,5,0,1,4,5,0,1,2,2,5,2,1,4,3,10,3,7,7,17,0,0
1,996,4,1,2,1,1,3,3,1,4,2,1,1,2,1,1,2,2,2,2,4,3,4,3,5,3,0,0,4,3,5,0,5,0,5,0,1,3,5,0,5,0,5,0,4,1,1,1,2,5,0,0,0,0,6,6,1,0,0
1,3287,4,1,2,2,3,4,4,1,2,2,2,2,3,2,1,5,2,4,3,2,4,5,1,1,0,0,0,3,4,5,0,5,0,1,4,1,3,1,2,1,3,1,4,3,2,3,4,2,5,0,0,0,0,6,6,2,7,3
1,3299,3,1,2,2,2,3,2,1,3,3,1,1,1,2,1,4,3,4,4,3,4,5,2,2,12,17,0,4,4,5,0,5,0,1,6,5,0,1,2,1,5,1,4,5,1,1,3,2,1,2,3,5,3,6,2,1,4,5
1,3299,4,1,2,2,1,3,2,1,1,3,1,1,3,2,1,5,2,3,3,3,2,5,2,4,13,0,0,4,3,5,0,5,0,1,3,5,0,1,3,1,3,1,3,4,1,2,2,2,1,2,3,5,3,6,2,5,1,0
1,6727,3,1,1,3,1,3,1,1,2,1,1,1,1,1,1,4,3,3,5,2,2,5,2,2,3,9,0,5,4,5,0,5,0,5,0,1,4,5,0,5,0,5,0,3,5,1,3,1,5,0,0,0,0,8,8,95,0,0
1,2346,3,1,3,3,1,2,2,1,3,3,1,1,1,2,2,5,2,5,5,4,4,5,2,1,0,0,0,2,4,1,5,1,5,1,4,1,4,1,4,1,5,1,5,1,5,1,3,2,5,0,0,0,0,7,6,1,0,0
1,745,3,1,1,2,3,2,2,1,3,2,2,2,1,2,2,2,3,2,2,2,3,2,4,4,3,0,0,3,3,5,0,5,0,5,0,5,0,5,0,1,4,5,0,1,4,1,5,2,5,0,0,0,0,6,6,1,0,0
1,745,4,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,4,3,3,0,0,3,3,5,0,5,0,5,0,5,0,5,0,1,4,5,0,1,1,1,4,2,5,0,0,0,0,6,6,1,0,0
1,5309,2,1,1,2,1,5,4,4,1,3,1,3,1,1,2,5,3,4,5,2,2,5,1,1,0,0,0,2,3,5,0,1,4,1,4,1,3,5,0,5,0,1,4,4,4,2,4,2,5,0,0,0,0,8,5,1,0,0
1,2909,3,3,2,2,1,5,3,1,2,2,3,3,4,1,4,5,3,5,4,4,5,5,1,1,0,0,0,3,3,1,4,1,4,5,0,5,0,1,4,1,4,5,0,3,5,4,3,1,5,0,0,0,0,6,5,1,97,3
1,2864,4,1,1,3,3,4,1,1,4,1,3,3,4,1,1,3,3,3,3,3,4,4,1,1,0,0,0,4,3,5,0,5,0,1,3,5,0,1,5,5,0,1,2,4,1,2,3,3,5,0,0,0,0,7,2,4,0,0
1,2864,5,1,3,3,1,4,3,1,4,1,1,3,3,1,3,4,3,4,4,4,3,4,2,1,0,0,0,4,4,5,0,1,4,1,4,1,4,1,4,5,0,1,4,2,4,4,4,2,5,0,0,0,0,7,6,95,0,0
1,4184,3,1,2,2,2,4,1,1,3,1,1,2,1,1,2,1,3,3,3,4,4,4,1,5,3,8,0,4,3,5,0,5,0,1,4,1,4,1,6,1,2,1,4,2,4,4,3,2,1,2,3,4,3,6,6,4,0,0
1,2347,4,1,2,3,1,4,2,1,1,2,1,2,3,1,2,4,2,3,3,2,3,5,1,1,0,0,0,4,3,1,6,5,0,1,4,5,0,5,0,5,0,5,0,2,1,2,2,2,1,3,3,10,3,6,6,1,97,0
1,3099,3,1,2,4,2,4,1,2,3,2,2,3,4,2,3,4,4,4,3,2,3,5,1,1,0,0,0,4,4,5,0,5,0,1,4,1,3,5,0,1,4,1,5,2,1,2,2,2,5,0,0,0,0,6,4,17,2,1
1,4215,3,1,1,2,1,1,2,1,2,2,1,3,1,3,1,4,3,3,2,1,3,4,2,3,4,7,0,4,4,5,0,5,0,5,0,5,0,5,0,1,5,5,0,1,5,1,2,1,5,0,0,0,0,98,6,95,0,0
1,4215,5,1,2,3,1,3,3,3,1,1,3,3,3,3,1,4,2,2,3,1,1,3,2,3,7,6,0,4,4,5,0,5,0,5,0,5,0,5,0,1,4,1,5,1,1,2,2,1,5,0,0,0,0,98,8,1,0,0
1,1012,3,1,4,3,1,5,4,2,5,4,2,5,2,4,4,5,4,4,4,4,4,5,2,7,3,0,0,4,4,1,4,1,4,1,5,1,5,5,0,1,5,1,5,2,5,2,4,1,5,0,0,0,0,8,8,1,0,0
1,1012,4,1,4,2,2,4,4,2,4,4,2,4,1,4,4,5,4,4,5,5,4,5,2,6,13,3,10,4,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,2,5,2,4,1,5,0,0,0,0,6,6,1,0,0
1,3465,3,1,1,3,1,2,1,1,4,1,2,4,1,2,2,5,4,4,4,4,2,4,2,4,11,0,0,5,4,5,0,5,0,5,0,5,0,1,5,1,5,1,4,5,1,1,5,1,9,0,0,0,0,4,6,1,0,0
1,3465,4,1,1,4,1,4,3,1,4,1,4,5,3,1,3,5,5,5,4,2,3,4,2,5,17,8,0,5,4,5,0,5,0,1,4,5,0,1,5,5,0,5,0,1,1,4,5,2,1,6,3,98,8,2,2,95,0,0
1,2190,3,2,2,2,2,3,3,2,1,1,2,2,2,2,2,5,3,3,3,3,5,5,2,5,11,0,0,4,4,1,4,1,4,1,5,1,4,5,0,5,0,5,0,3,3,3,3,2,1,3,3,3,3,7,7,95,0,0
1,5789,7,1,2,1,1,5,1,1,3,2,1,2,1,1,1,5,4,5,2,3,2,5,1,1,0,0,0,4,3,1,4,1,5,1,4,1,3,1,4,1,4,1,5,1,1,2,2,2,1,2,3,2,3,7,6,95,0,0
1,6304,3,1,3,2,2,5,2,2,4,2,3,2,2,3,4,5,4,5,5,5,5,5,2,1,0,0,0,4,4,5,0,1,5,1,2,5,0,5,0,1,4,1,5,2,5,2,4,1,5,0,0,0,0,6,6,13,0,0
