OHHREL07,OHHID07,OHHSN07,Q36B1,Q36B2,Q36B3,Q36B4,Q36B5,Q36B6A,Q36B6B,Q36B6C,Q36B6D,Q36B6E,Q36B6F,Q36B7,Q36B8,Q36B9,Q36B10A,Q36B10B,Q36B10C,Q36B10D,Q36B10E,Q36B10F,Q36B10G,Q36B10H,Q36B10I,Q36B10J,Q36B11A,Q36B11B,Q36B11C,Q36B11D,Q36B12A,Q36B12B,Q36B12C,Q36B12D,Q36B14A,Q36B14B,Q36B14C,Q36B14D,Q36B15A,Q36B15B,Q36B15C,Q36B16A,Q36B16B,Q36B16C,Q36B16D,Q36B16E,Q36B16F,Q36B16G,Q36B16H,Q36B16I,Q36B16J,Q36B16K,Q36B16L,Q36B16M,Q36B16N,Q36B16O,Q36B16P,Q36B16Q,Q36B16R,Q36B16S,Q36B17A,Q36B17B,Q36B17C,Q36B17D,Q36B17E,Q36B18A,Q36B18B,Q36B18C,Q36B19A,Q36B19B,Q36B19C,Q36B19D,Q36B19E,Q36B20,Q36B21,Q36B22,Q36B23,Q36B24,Q36B25,Q36B26,Q36B27,Q36B28,Q36B28OS,Q36B29
1,3971,3,1,2,2,1,1,2,5,1,3,4,4,2,2,4,3,3,2,3,2,2,2,3,3,2,2,2,2,2,3,4,5,2,5,4,2,2,1,1,1,3,2,2,1,3,4,3,2,3,2,2,3,4,3,4,2,4,2,3,3,2,1,2,1,2,2,2,2,3,2,2,2,5,0,0,1,1,50,6,1,0,0,35
1,2795,3,7,0,1,3,3,5,5,4,5,5,5,2,1,4,4,4,1,3,2,3,4,2,2,2,2,2,2,2,3,4,5,1,5,1,2,3,1,1,5,3,2,2,2,3,3,2,3,2,2,2,3,3,3,3,2,3,2,3,3,3,3,1,1,3,3,3,3,2,2,3,2,5,0,0,1,1,50,5,1,0,0,10
1,1938,4,0,0,1,3,3,4,5,5,3,5,5,3,0,4,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,4,5,1,3,1,2,2,1,5,5,3,8,3,2,3,3,2,3,3,2,2,3,3,2,3,2,3,2,3,3,2,1,1,1,4,4,2,2,2,2,3,3,5,0,0,1,1,60,5,1,0,0,90
1,1938,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1883,4,1,0,2,2,2,2,5,1,5,5,5,3,0,3,4,4,1,4,1,4,4,2,1,1,1,1,1,1,3,5,4,2,1,1,1,1,5,1,1,3,2,2,2,2,3,2,3,2,3,2,3,4,3,4,2,3,2,3,2,1,1,3,1,3,3,3,2,1,3,3,1,5,0,0,1,1,45,6,2,5,0,4
1,4036,3,0,0,3,3,3,4,5,5,3,5,5,3,0,3,4,4,2,4,1,4,4,1,1,1,2,2,2,2,3,5,4,1,4,1,1,2,5,5,5,3,3,2,2,3,3,2,3,2,3,2,3,3,3,3,2,3,2,3,3,1,1,1,1,3,3,3,2,2,2,2,1,5,0,0,1,2,45,5,1,0,0,90
1,3454,3,7,70,2,2,2,5,5,5,5,5,5,0,0,0,4,4,1,4,1,3,3,2,1,1,1,1,1,1,3,5,4,1,2,1,1,2,1,1,1,3,2,2,2,3,3,2,4,2,3,2,3,3,3,4,2,4,2,3,3,3,1,1,1,3,3,3,2,2,3,2,2,5,0,0,1,1,40,5,1,0,0,70
1,3595,3,1,2,1,2,1,1,5,4,1,5,5,1,1,2,3,4,2,3,1,3,4,1,2,1,2,2,1,1,4,3,5,1,5,3,2,2,5,1,5,4,2,2,1,3,4,2,3,2,3,2,3,3,3,3,2,3,2,3,3,2,2,2,1,3,3,3,2,2,3,2,1,1,40,10,5,0,0,0,0,0,0,0
1,5148,3,7,1,4,3,3,4,5,5,4,5,5,3,0,3,3,3,2,3,1,3,3,2,2,2,2,2,2,2,5,3,4,1,2,2,2,2,1,1,1,3,3,3,2,2,3,2,4,3,2,3,3,4,3,3,2,3,2,3,3,2,1,2,1,3,3,3,2,1,2,2,1,5,0,0,1,1,30,4,1,0,0,10
1,7479,3,1,2,2,2,2,5,5,5,5,5,5,0,0,0,4,4,1,4,1,4,4,3,2,1,1,1,1,1,3,4,1,5,1,1,1,1,1,5,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,4,2,3,1,1,2,1,1,4,4,3,1,1,4,1,1,5,0,0,1,1,46,6,1,0,0,35
1,6918,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6918,4,5,3,5,3,3,5,5,5,5,5,5,0,0,0,3,3,2,3,2,3,3,2,2,2,2,2,2,2,3,5,4,1,2,1,3,1,1,1,5,3,2,2,2,3,3,3,3,2,3,2,3,3,3,3,2,3,2,3,2,2,1,1,1,3,4,3,1,1,3,2,1,5,0,0,1,1,40,5,2,1,0,50
1,486,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,486,4,5,4,2,1,2,4,4,5,5,4,4,1,3,3,4,4,2,3,1,3,1,2,2,2,2,3,2,2,3,4,5,1,4,1,1,2,1,1,5,4,2,2,2,3,3,2,3,2,2,2,3,3,3,3,2,3,2,3,3,3,1,3,3,2,3,3,2,1,2,3,2,1,16,60,1,1,65,6,2,3,0,15
1,315,3,1,0,1,2,2,4,5,4,5,5,5,3,0,3,3,3,1,3,1,3,3,1,2,1,2,2,2,2,5,3,1,4,2,2,2,2,1,1,5,3,2,2,2,3,3,2,4,3,2,1,4,4,3,3,2,3,1,3,2,2,2,2,2,3,3,3,1,1,3,2,1,5,0,0,1,1,45,5,1,0,0,998
1,5635,4,1,3,2,2,3,5,5,5,5,4,5,2,1,4,3,3,2,3,2,3,3,2,2,2,2,2,2,2,3,5,4,2,2,1,1,4,1,1,1,3,2,2,2,2,3,2,4,3,2,2,4,4,4,4,2,3,2,3,3,2,2,1,1,4,3,3,2,3,3,3,3,1,2,15,1,1,65,6,2,5,0,15
1,4274,4,0,3,2,3,3,4,5,4,5,5,5,2,2,3,3,3,1,3,2,3,3,3,2,2,4,2,2,3,5,3,4,1,5,1,3,2,1,1,5,4,2,3,1,4,3,2,4,3,2,2,4,4,4,4,3,4,1,3,2,2,1,1,1,3,3,3,1,1,2,2,1,5,0,0,1,1,30,5,1,0,0,40
1,5133,3,7,4,5,3,3,3,5,5,5,5,5,3,0,4,4,3,2,3,2,3,3,2,2,2,2,3,2,2,3,5,4,2,3,1,2,2,1,1,1,3,2,3,2,3,3,2,4,2,2,2,4,4,3,3,2,2,2,3,2,2,1,1,1,3,3,3,1,1,3,1,1,5,0,0,1,1,65,5,1,0,0,30
1,1738,3,7,50,5,3,3,4,5,4,4,5,5,3,0,4,4,4,2,2,2,4,3,2,2,1,3,2,2,2,3,4,5,1,5,1,1,1,5,5,5,4,4,4,3,3,3,3,3,4,2,1,3,3,3,3,2,3,3,2,2,2,2,1,1,4,4,3,1,1,3,3,2,5,0,0,5,0,0,0,0,0,0,0
1,4414,4,7,100,4,3,3,3,5,3,4,5,5,3,0,4,4,4,1,4,1,3,3,1,1,2,2,2,2,1,3,4,5,1,5,1,3,2,1,5,1,4,2,1,2,4,4,2,2,2,1,1,3,4,3,4,3,4,2,3,2,2,3,1,1,4,4,4,2,1,2,2,1,5,0,0,1,1,12,3,1,0,0,20
1,6165,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6165,4,7,2,5,3,3,3,5,3,4,5,5,3,0,3,3,3,1,2,1,3,3,2,2,1,3,1,2,1,4,5,3,2,4,1,1,2,5,1,1,3,1,1,1,4,4,1,4,1,2,1,4,4,4,4,1,4,1,3,3,3,1,1,1,4,4,4,2,1,2,2,1,5,0,0,1,1,40,5,1,0,0,8
1,5076,3,1,0,5,3,3,4,3,3,2,3,4,3,0,2,3,3,1,3,2,3,3,2,3,2,2,2,3,3,4,5,1,3,3,2,2,3,5,1,5,2,4,2,2,3,3,2,3,2,2,2,3,3,3,3,2,3,2,3,3,4,2,2,1,3,1,2,2,2,3,3,2,5,0,0,1,1,50,5,2,2,0,120
1,204,2,0,6,3,2,3,4,5,5,5,5,5,3,0,4,4,4,2,4,1,3,3,1,1,1,1,2,2,2,3,5,4,1,4,3,3,2,1,5,5,4,2,2,2,3,4,2,4,2,2,3,3,3,4,4,2,4,2,3,3,4,4,2,1,3,3,2,2,3,2,2,2,5,0,0,1,1,45,5,2,2,0,45
1,2370,3,0,8,5,1,3,4,5,5,4,5,5,3,0,4,4,4,1,4,1,4,4,1,1,1,2,2,2,1,3,5,4,2,4,1,2,3,5,1,1,4,2,3,2,3,4,3,4,2,2,1,4,4,4,4,2,4,2,3,2,2,2,1,1,4,3,3,2,3,2,2,2,5,0,0,1,1,50,5,2,5,0,5
1,2370,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7453,3,1,0,4,3,3,4,5,5,4,5,5,3,0,4,3,3,2,3,2,3,3,2,2,2,2,2,2,2,4,5,1,3,2,1,2,2,1,1,5,3,2,2,2,2,3,2,3,3,2,2,3,3,3,3,3,3,2,3,4,3,1,1,1,3,3,3,2,2,2,2,1,5,0,0,1,1,55,5,1,0,0,10
1,7071,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7071,4,7,3,1,3,3,3,5,3,5,5,5,2,1,4,3,3,2,3,2,3,3,2,2,2,2,2,2,2,4,3,5,1,5,1,4,2,1,5,5,2,3,3,2,3,3,2,1,3,2,2,1,4,4,4,2,3,2,4,3,3,1,1,1,3,3,3,2,2,2,3,2,5,0,0,1,1,40,5,1,0,0,20
1,3476,3,7,0,3,3,3,3,5,3,3,5,5,3,0,4,4,4,1,4,1,4,4,1,1,1,3,1,1,1,3,5,2,1,4,1,1,2,1,5,1,4,3,2,1,3,4,1,4,1,2,3,4,3,4,4,1,4,1,4,2,2,1,1,1,3,4,3,1,1,1,3,4,5,0,0,1,1,45,5,2,1,0,35
1,3348,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3348,4,1,12,6,3,3,4,5,1,4,5,5,3,0,4,4,4,1,4,1,4,4,1,1,1,1,1,1,1,4,3,5,1,4,1,3,2,5,5,1,4,3,3,3,2,4,3,4,4,1,3,4,4,4,4,2,4,2,2,2,2,2,1,1,4,3,3,3,3,2,2,2,5,0,0,1,1,50,5,1,0,0,30
1,7512,5,1,0,3,3,3,3,4,3,1,5,5,3,0,3,4,4,2,4,2,4,4,4,2,1,2,2,1,2,1,5,3,4,1,2,1,2,1,1,1,4,2,2,2,4,3,3,4,2,2,3,4,3,4,4,2,4,2,3,3,3,1,3,1,4,4,3,1,1,2,3,3,5,0,0,1,1,40,4,1,0,0,20
1,7070,4,7,10,5,3,3,3,5,5,3,5,5,3,0,4,3,3,2,3,2,3,3,2,2,2,2,2,2,2,3,4,5,1,5,1,1,3,1,1,1,3,2,3,2,2,4,3,3,3,1,2,8,3,3,3,2,3,2,2,3,3,1,1,1,2,2,3,2,2,2,2,1,5,0,0,1,1,57,6,1,0,0,30
1,1776,3,2,3,2,3,3,4,5,4,4,5,5,2,3,4,3,3,2,4,1,4,3,1,1,1,1,1,1,1,3,4,5,1,1,1,1,1,1,1,5,3,3,3,3,3,3,3,3,3,2,2,3,4,4,4,3,4,2,4,2,1,1,1,1,4,4,4,1,1,4,1,1,5,0,0,1,1,50,5,1,0,0,15
1,5913,3,3,20,4,2,2,4,5,5,5,5,5,3,0,4,4,4,1,4,1,4,4,2,1,1,2,1,1,2,3,5,4,2,4,1,1,2,5,5,1,3,1,1,1,3,4,2,4,2,2,1,4,4,4,4,2,4,2,3,3,2,1,1,1,2,2,2,1,1,2,2,1,5,0,0,1,1,45,5,1,0,0,10
1,5177,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5177,5,7,6,4,3,2,2,3,3,3,4,4,1,2,2,4,4,2,4,1,3,2,3,3,3,2,3,1,2,3,5,4,2,3,3,2,4,1,1,1,4,3,2,2,3,4,2,4,3,2,2,4,4,3,3,2,4,2,3,3,3,3,3,1,2,2,3,3,3,1,3,3,5,0,0,1,1,60,6,1,0,0,3
1,6411,4,1,2,5,3,3,1,3,1,3,1,3,3,0,2,4,3,2,3,3,4,3,4,2,2,2,4,3,2,5,1,4,3,4,1,1,1,1,5,5,4,4,4,2,3,4,2,3,3,2,2,4,4,4,3,2,4,2,3,3,4,1,1,1,1,1,3,2,1,2,2,1,5,0,0,1,1,10,4,2,2,0,5
1,5269,3,7,2,5,3,3,5,5,5,5,5,5,0,0,0,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,4,5,1,2,1,2,2,5,5,1,3,2,1,1,3,3,1,4,2,3,2,4,4,4,3,2,4,1,4,3,2,2,1,1,4,4,3,2,1,3,2,1,5,0,0,1,1,40,5,1,0,0,20
1,8014,4,1,0,2,3,3,4,5,4,5,5,5,3,0,3,4,4,1,4,1,4,4,1,2,1,2,1,2,1,3,5,1,4,5,1,3,2,1,1,1,4,2,2,1,3,4,2,4,2,3,3,3,4,4,4,2,4,2,4,2,2,1,1,1,3,4,3,1,1,2,3,1,5,0,0,1,1,40,4,1,0,0,10
1,3472,3,3,1,3,3,3,3,4,3,3,5,5,3,0,3,3,3,2,3,2,3,3,3,3,2,3,2,2,3,5,3,4,2,3,1,1,2,1,5,5,3,3,3,2,3,4,3,4,2,3,2,4,4,4,4,3,4,2,3,2,4,1,1,2,3,2,3,3,2,2,3,2,1,8,998,1,1,40,5,1,0,0,15
1,2407,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2407,4,5,2,3,3,3,4,5,4,5,5,5,3,0,4,4,4,1,4,1,3,3,2,2,1,1,3,2,2,5,3,4,1,2,1,2,3,5,5,5,3,3,3,2,2,3,2,3,3,1,2,3,4,3,3,2,3,2,2,3,2,1,1,1,3,3,3,2,2,2,2,1,5,0,0,1,1,50,5,1,0,0,40
1,1400,3,1,4,5,3,3,3,5,3,4,5,5,3,0,4,4,4,1,4,1,4,4,1,1,1,1,1,1,1,5,3,4,2,4,1,1,4,5,5,1,4,3,3,1,4,4,3,4,3,1,2,4,4,3,4,2,4,2,2,2,2,1,1,1,3,3,4,1,1,2,2,1,5,0,0,1,1,50,6,1,0,0,20
1,1279,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1279,4,5,2,5,2,2,4,5,5,5,5,5,3,0,4,3,3,2,4,2,4,3,2,1,1,1,1,2,2,4,5,3,1,3,1,1,1,1,1,1,3,3,2,2,2,3,3,4,3,2,2,3,3,4,3,3,3,3,3,3,2,1,2,1,3,3,3,1,1,3,2,1,1,8,35,1,1,40,5,1,0,0,20
1,4816,3,7,0,1,2,2,3,5,3,2,5,5,3,0,4,4,4,2,3,2,4,3,3,3,2,2,2,3,2,4,3,1,5,4,1,2,2,5,1,1,3,2,2,2,3,3,2,3,2,3,3,3,4,3,3,3,4,2,3,3,2,1,2,1,3,3,3,2,3,2,3,3,5,0,0,1,1,49,6,1,0,0,10
1,1484,3,3,3,1,1,2,4,5,4,5,5,5,3,0,4,4,4,1,4,1,3,4,1,1,1,1,3,1,1,3,4,5,1,4,2,2,2,5,5,5,4,8,2,2,4,4,2,4,2,3,1,4,4,4,4,3,3,2,4,2,2,1,1,1,4,4,4,2,1,3,1,1,5,0,0,1,1,39,5,1,0,0,30
1,7710,4,7,0,1,2,2,4,5,4,4,5,5,2,2,4,4,3,1,3,1,3,3,2,1,1,3,1,2,1,4,3,5,1,4,1,1,2,5,1,1,3,2,2,2,3,3,2,3,2,3,3,4,3,3,3,2,3,3,3,2,2,1,1,2,3,3,3,2,3,2,2,2,5,0,0,1,1,45,4,2,7,1,20
1,3698,3,3,4,6,3,1,3,5,3,5,5,5,1,2,3,3,3,2,3,2,3,3,2,1,1,2,3,2,1,1,4,5,3,2,1,1,2,5,5,1,3,3,2,2,3,3,3,4,3,2,3,3,3,3,3,2,3,2,2,2,2,2,1,1,3,3,3,2,1,2,2,1,5,0,0,1,1,40,5,2,5,0,10
1,3425,3,7,2,4,3,3,3,5,4,5,5,5,2,1,4,3,3,1,3,1,3,3,2,2,1,1,2,1,2,5,4,1,2,3,1,1,3,1,5,1,4,1,2,2,3,3,1,4,2,2,2,3,3,3,3,2,3,2,3,2,2,2,2,1,3,3,3,2,1,3,2,2,5,0,0,1,1,44,5,1,0,0,10
1,5916,3,7,1,3,3,3,3,5,3,3,3,5,3,0,4,4,4,1,4,1,4,4,1,1,1,3,2,2,2,3,5,4,1,3,2,2,2,5,5,1,3,2,2,2,4,4,2,4,3,1,1,4,4,4,4,2,4,2,3,2,2,1,1,1,3,3,3,1,2,2,2,1,5,0,0,1,2,30,4,2,5,0,10
1,5916,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,773,4,7,0,1,1,1,3,4,3,4,5,5,3,0,3,4,4,1,4,2,3,3,3,2,2,3,2,2,2,3,5,4,1,5,1,2,2,1,5,1,4,3,2,4,2,3,2,3,4,1,1,3,4,4,4,2,3,2,3,2,1,1,1,1,4,4,4,1,1,3,2,1,5,0,0,1,1,48,5,2,2,0,20
1,3923,4,3,0,1,2,2,5,5,5,5,5,5,0,0,0,4,4,1,4,1,4,4,1,1,1,1,1,1,1,3,5,4,1,3,1,1,1,1,1,5,3,1,1,1,4,4,4,4,3,1,1,4,4,4,4,2,4,1,3,3,2,1,1,1,3,3,3,3,1,2,2,1,1,16,45,1,5,55,5,1,0,0,45
1,450,3,0,2,1,3,3,1,1,2,1,3,2,3,0,3,3,4,2,4,3,2,2,3,3,2,3,3,2,3,4,3,5,2,3,1,1,3,1,1,1,4,2,2,1,3,3,2,4,2,2,2,2,4,4,4,1,4,1,4,2,2,1,1,1,3,3,4,1,1,4,1,1,5,0,0,1,1,60,7,1,0,0,15
1,845,5,0,12,6,3,3,5,2,4,3,5,5,3,0,4,3,3,2,3,2,3,3,3,3,3,3,3,3,2,4,5,1,3,1,1,2,1,1,1,5,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,4,4,3,4,4,2,2,2,3,3,2,3,3,5,0,0,1,1,45,3,2,2,0,10
1,3500,3,0,2,1,3,2,4,5,4,4,5,5,3,0,4,4,4,1,4,1,3,3,2,2,2,2,2,2,2,4,3,5,1,4,2,2,2,5,1,5,3,3,3,2,3,3,2,3,2,2,2,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,0,1,1,55,6,2,5,0,25
1,4000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4000,4,0,20,3,2,2,5,5,5,5,5,5,0,0,0,4,4,1,4,1,4,4,1,1,1,1,1,1,1,4,3,5,1,4,2,2,1,5,1,1,3,2,2,2,4,4,2,4,2,3,2,4,4,4,4,2,4,1,3,2,2,1,1,1,4,3,4,1,1,2,2,1,5,0,0,1,1,50,5,2,7,1,12
1,1216,3,0,200,5,3,3,3,5,3,3,5,5,3,0,3,4,4,1,4,1,4,4,1,1,1,1,1,1,1,1,4,5,3,1,1,1,2,1,1,1,2,4,4,4,1,2,4,4,4,1,9,4,4,4,4,1,4,1,4,2,1,1,1,1,4,4,4,1,1,3,1,1,5,0,0,1,1,40,5,1,0,0,60
1,1216,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5361,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5361,4,7,2,3,2,3,4,5,3,4,5,5,3,0,4,3,3,2,3,2,3,3,2,2,2,2,3,2,2,3,5,4,1,3,2,2,4,5,1,5,3,2,2,2,3,3,2,3,2,2,2,3,4,4,3,2,3,2,3,3,3,2,2,1,3,3,3,2,1,3,2,1,5,0,0,1,1,45,5,1,0,0,7
1,3132,3,7,1,2,3,3,3,5,5,4,5,5,3,0,3,3,3,1,3,1,3,3,2,2,1,2,2,2,2,3,4,1,5,3,1,2,1,1,5,5,3,3,3,1,2,3,3,3,3,2,2,3,3,3,3,2,3,2,3,3,2,2,2,1,3,3,3,2,1,3,2,1,5,0,0,1,1,40,5,1,0,0,60
1,1971,3,7,0,5,3,3,5,5,4,4,4,5,3,0,4,4,4,1,4,1,3,3,4,4,2,3,4,1,3,3,4,5,2,4,1,1,3,5,1,5,4,1,4,4,3,4,4,4,4,1,1,4,4,4,4,3,4,1,3,2,3,3,1,1,3,2,2,2,2,3,1,1,5,0,0,5,0,0,0,0,0,0,0
1,5424,3,1,1,4,3,3,4,5,4,3,5,5,3,0,3,3,3,1,3,1,3,3,3,2,2,3,2,2,2,3,5,1,4,2,1,1,1,1,1,5,3,3,2,2,3,3,2,4,2,3,1,4,4,4,4,2,3,1,3,1,3,1,1,1,3,3,3,3,2,3,3,1,5,0,0,1,1,36,3,2,5,0,15
1,1714,3,2,3,5,3,3,3,5,3,4,4,5,2,1,3,3,3,1,3,1,3,3,3,2,1,2,3,2,2,4,5,1,3,3,3,2,2,1,1,1,3,2,2,2,3,4,2,4,2,3,2,4,4,3,3,2,3,2,4,2,3,4,2,1,3,3,3,2,2,3,2,2,5,0,0,1,1,50,4,1,0,0,15
1,2900,3,7,10,5,3,3,3,5,3,3,5,5,1,2,4,3,3,2,3,2,3,3,2,2,2,3,3,2,2,5,4,1,3,5,2,3,4,5,5,5,3,2,2,2,2,3,3,3,3,2,2,3,3,3,3,2,3,2,3,3,2,2,2,1,3,3,3,2,2,2,2,2,5,0,0,1,1,40,5,1,0,0,20
1,6378,3,3,4,1,2,1,5,5,4,2,5,5,3,0,4,3,4,1,3,1,3,4,1,1,1,3,3,3,2,3,5,4,1,1,1,2,1,5,5,1,3,3,3,3,4,4,2,4,2,3,3,4,3,3,4,1,3,1,4,3,3,1,1,1,3,3,3,2,3,2,2,3,1,35,1,1,1,35,4,2,3,0,20
1,4383,3,0,0,1,1,1,5,5,5,5,5,5,0,0,0,4,4,1,4,1,4,4,1,1,1,1,1,1,1,4,5,3,2,4,1,1,1,1,5,1,4,1,4,1,4,3,1,4,1,3,1,4,4,4,3,1,4,3,4,2,1,1,1,1,4,4,4,1,3,2,2,3,5,0,0,1,1,50,6,1,0,0,40
1,4256,3,0,6,6,3,3,4,5,4,5,5,5,3,0,3,3,3,1,3,1,3,3,2,1,1,2,2,2,2,3,5,4,1,3,1,1,2,1,1,5,3,2,2,2,3,3,2,4,2,3,2,3,4,4,4,2,3,2,3,2,2,2,2,1,3,3,3,2,1,3,2,1,5,0,0,1,1,52,6,1,0,0,15
1,3354,2,7,5,2,3,3,3,4,2,3,5,5,3,0,2,4,4,1,3,1,3,3,2,3,2,3,1,2,2,5,4,3,1,5,2,5,4,1,1,5,4,2,1,2,4,4,1,4,2,2,3,4,3,3,3,1,4,1,3,3,1,3,3,1,2,3,3,2,1,3,2,1,5,0,0,1,1,40,4,1,0,0,20
1,1735,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1735,6,3,0,3,2,2,4,5,5,5,5,5,3,0,2,3,3,2,3,2,4,3,2,2,1,2,2,2,2,3,4,1,5,3,1,1,2,5,5,5,3,8,1,2,3,3,3,3,2,8,2,3,2,4,3,2,3,2,3,3,2,2,2,1,3,3,3,2,3,2,3,3,5,0,0,1,1,45,5,1,0,0,3
1,2206,3,3,2,1,2,2,5,5,5,5,5,5,0,0,0,4,4,1,3,1,4,4,1,1,1,1,1,1,1,3,4,5,2,1,1,1,1,1,1,1,4,2,2,1,3,4,1,4,1,3,1,4,4,4,4,2,3,2,3,1,1,1,1,1,4,4,4,1,3,2,3,2,1,8,15,1,1,42,5,1,0,0,20
1,468,3,7,0,1,2,2,4,5,4,4,5,5,3,0,4,3,4,1,3,1,4,3,1,1,1,2,2,2,1,5,4,2,3,2,1,2,1,1,1,1,3,3,3,2,3,3,2,4,3,3,2,4,4,4,4,3,4,1,1,3,3,1,1,3,3,2,3,2,2,3,2,1,5,0,0,1,1,52,5,1,0,0,12
