CHILDID07,CHILDSN07,PCGID07,PCGSN07,CDSHID07,PCGINST07,PCG68ID07,PCGPN07
3698,3,3698,2,576,1,652,3
3719,4,3719,2,577,1,2277,181
3719,5,3719,2,577,1,2277,181
3721,6,3721,2,578,1,3200,2
3731,4,3731,2,579,1,1093,3
3737,3,3737,2,580,1,1468,6
3760,3,3760,2,581,1,1763,185
3760,4,3760,2,581,1,1763,185
3761,2,3761,1,582,1,1799,6
3761,3,3761,1,582,1,1799,6
3777,4,3777,2,583,1,2410,3
3778,4,3778,1,584,1,5493,7
3804,3,3804,2,585,1,2501,178
3804,4,3804,2,585,1,2501,178
3827,3,3827,2,586,1,2656,171
3839,3,3839,2,587,1,221,171
3850,4,3850,2,588,1,5653,177
3866,3,3866,1,589,1,5900,174
3888,3,3888,2,590,1,3378,2
3893,3,3893,2,591,1,6545,7
3899,3,3899,2,592,1,6231,33
3909,2,3909,1,593,1,5393,181
3911,3,3911,2,594,1,6822,174
3912,3,3912,2,595,1,6073,31
3918,2,3918,1,596,1,5676,176
3923,4,3923,2,597,1,656,5
3926,3,3926,2,598,1,6583,30
3926,4,3926,2,598,1,6583,30
3931,3,3931,2,599,1,1763,6
3936,3,3936,1,600,1,3133,1
3939,2,3939,1,601,1,6212,170
3940,3,3940,2,602,1,3367,2
3940,4,3940,2,602,1,3367,2
3948,4,3948,2,603,1,6327,4
3954,2,3954,1,604,1,5872,31
3960,4,3960,2,605,1,2704,3
3966,5,3966,2,606,1,3375,2
3967,3,3967,2,607,1,3387,2
3969,3,3969,2,608,1,5576,172
3969,4,3969,2,608,1,5576,172
3971,3,3971,2,609,1,428,170
3976,3,3976,2,610,1,6335,31
3979,3,3979,1,611,1,3353,1
3979,4,3979,1,611,1,3353,1
3980,3,3980,1,612,1,6287,33
3980,4,3980,1,612,1,6287,33
3981,4,3981,2,613,1,1397,171
3988,2,3988,1,614,1,5678,30
3988,3,3988,1,614,1,5678,30
3999,3,3999,71,615,1,6830,171
4000,3,4000,2,616,1,692,7
4000,4,4000,2,616,1,692,7
4021,5,4021,2,617,1,1697,41
4031,3,4031,2,618,1,5393,30
4032,4,4032,2,619,1,6200,9
4036,3,4036,2,620,1,455,30
4037,5,4037,2,621,1,1394,3
4041,2,4041,1,622,1,1100,4
4062,3,4062,1,623,1,1475,170
4063,3,4063,2,624,1,2831,4
4066,5,4066,2,625,1,203,5
4070,3,4070,2,626,1,1839,174
4070,5,4070,2,626,1,1839,174
4074,3,4074,2,627,1,3309,2
4074,4,4074,2,627,1,3309,2
4086,2,4086,1,628,1,5706,3
4088,3,4088,2,629,1,6583,199
4088,4,4088,2,629,1,6583,199
4098,3,4098,2,630,1,2599,173
4098,4,4098,2,630,1,2599,173
4101,2,4101,1,631,1,6590,31
4103,3,4103,2,632,1,3368,6
4103,4,4103,2,632,1,3368,6
4126,4,4126,2,633,1,838,3
4128,4,4128,2,634,1,3376,2
4131,3,4131,1,635,1,6522,4
4137,3,4137,2,636,1,713,176
4141,2,4141,1,637,1,6370,172
4143,2,4143,1,638,1,6156,181
4148,2,4148,1,639,1,5872,35
4148,3,4148,1,639,1,5872,35
4152,3,4152,1,640,1,1037,5
4158,2,4158,1,641,1,351,173
4159,3,4159,2,642,1,2897,3
4172,4,4172,2,643,1,1141,2
4172,5,4172,2,643,1,1141,2
4176,3,4176,2,644,1,3096,2
4184,3,4184,2,645,1,1613,176
4194,2,4194,1,646,1,6867,200
4194,3,4194,1,646,1,6867,200
4197,3,4197,2,647,1,90,171
4198,2,4198,1,648,1,6590,10
4200,2,4200,1,649,1,1394,33
4207,2,4207,1,650,1,6370,33
4207,3,4207,1,650,1,6370,33
4209,4,4209,1,651,1,5640,32
4215,3,4215,2,652,1,1644,4
4215,5,4215,2,652,1,1644,4
4217,2,4217,1,653,1,2526,173
4241,3,4241,2,654,1,2412,30
4242,3,4242,1,655,1,5047,3
4242,4,4242,1,655,1,5047,3
4246,4,4246,2,656,1,6418,3
4256,3,4256,2,657,1,725,177
4257,2,4257,1,658,1,6801,187
4263,2,4263,1,659,1,6590,34
4274,4,4274,2,660,1,508,4
4279,2,4279,1,661,1,2485,176
4295,2,4295,1,662,1,833,189
4305,3,4305,2,663,1,1415,4
4312,2,4312,1,664,1,6232,192
4316,2,4316,1,665,1,6607,8
4319,3,4319,2,666,1,1695,34
4321,3,4321,2,667,1,2195,180
4327,2,4327,1,668,1,5610,5
4329,3,4329,2,669,1,2897,176
4333,3,4333,2,670,1,2656,174
4333,4,4333,2,670,1,2656,174
4334,3,4334,2,671,1,6853,30
4344,3,4344,2,672,1,1862,172
4346,2,4346,1,673,1,6494,185
4346,3,4346,1,673,1,6494,185
4347,3,4347,2,674,1,2086,4
4347,4,4347,2,674,1,2086,4
4353,3,4353,2,675,1,922,4
4353,4,4353,2,675,1,922,4
4354,4,4354,2,676,1,6828,3
4361,3,4361,2,677,1,2661,171
4361,4,4361,2,677,1,2661,171
4367,4,4367,2,678,1,2224,184
4367,5,4367,2,678,1,2224,184
4375,4,4375,2,679,1,1411,184
4383,3,4383,2,680,1,722,32
4384,3,4384,2,681,1,2586,172
4395,3,4395,1,682,1,1909,1
4395,4,4395,1,682,1,1909,1
4397,3,4397,2,683,1,2117,3
4397,4,4397,2,683,1,2117,3
4405,2,4405,1,684,1,6086,3
4412,4,4412,2,685,1,5066,6
4414,4,4414,1,686,1,517,170
4422,3,4422,2,687,1,1227,193
4424,3,4424,2,688,1,3360,1
4424,4,4424,2,688,1,3360,1
4429,3,4429,2,689,1,5960,38
4430,3,4430,2,690,1,2012,3
4430,4,4430,2,690,1,2012,3
4455,2,4455,1,691,1,5177,7
4455,3,4455,1,691,1,5177,7
4460,3,4460,2,692,1,200,175
4462,3,4462,2,693,1,5621,177
4465,3,4465,2,694,1,1100,3
4469,4,4469,1,695,1,2061,181
4477,4,4477,2,696,1,1919,9
4477,5,4477,2,696,1,1919,9
4482,3,4482,2,697,1,5573,8
4487,2,4487,1,698,1,5299,32
4491,3,4491,1,699,1,6161,7
4504,4,4504,2,700,1,3176,2
4504,5,4504,2,700,1,3176,2
4505,2,4505,1,701,1,5623,37
4508,2,4508,1,702,1,5656,171
4509,2,4509,1,703,1,6205,10
4509,3,4509,1,703,1,6205,10
4511,3,4511,2,704,1,5305,183
4511,4,4511,2,704,1,5305,183
4512,2,4512,1,705,1,5938,31
4512,3,4512,1,705,1,5938,31
4514,3,4514,1,706,1,6591,6
4529,3,4529,2,707,1,1051,38
4537,4,4537,2,708,1,145,3
4540,3,4540,2,709,1,6414,1
4542,2,4542,1,710,1,5623,40
4543,3,4543,2,711,1,1131,173
4543,4,4543,2,711,1,1131,173
4547,3,4547,2,712,1,5680,5
4547,4,4547,2,712,1,5680,5
4548,4,4548,2,713,1,1879,175
4553,3,4553,2,714,1,1084,175
4559,2,4559,1,715,1,1906,30
4560,2,4560,1,716,1,3390,2
4562,2,4562,1,717,1,6832,4
4562,3,4562,1,717,1,6832,4
4571,5,4571,2,718,1,5315,173
4578,3,4578,2,719,1,3302,2
4578,4,4578,2,719,1,3302,2
4583,3,4583,1,720,1,5872,6
4587,3,4587,1,721,1,1692,30
4587,4,4587,1,721,1,1692,30
4591,3,4591,2,722,1,2108,177
4591,4,4591,2,722,1,2108,177
4608,3,4608,2,723,1,5774,170
4608,4,4608,2,723,1,5774,170
4613,3,4613,2,724,1,6838,6
4621,4,4621,1,725,1,2302,195
4623,3,4623,2,726,1,2639,3
4635,3,4635,2,727,1,2540,31
4635,4,4635,2,727,1,2540,31
4637,2,4637,1,728,1,2432,34
4637,4,4637,1,728,1,2432,34
4643,3,4643,2,729,1,2067,189
4644,4,4644,2,730,1,5570,3
4651,3,4651,2,731,1,1144,174
4663,2,4663,1,732,1,6485,180
4670,3,4670,2,733,1,577,4
4684,3,4684,2,734,1,2882,171
4684,4,4684,2,734,1,2882,171
4685,4,4685,2,735,1,6361,3
4685,5,4685,2,735,1,6361,3
4688,3,4688,1,736,1,5199,4
4690,4,4690,2,737,1,2509,173
4691,2,4691,1,738,1,6649,30
4693,3,4693,2,739,1,1862,30
4693,4,4693,2,739,1,1862,30
4695,2,4695,1,740,1,2129,181
4696,4,4696,2,741,1,5715,3
4699,2,4699,1,742,1,5133,3
4711,2,4711,1,743,1,5306,170
4711,4,4711,1,743,1,5306,170
4713,3,4713,2,744,1,5909,184
4726,3,4726,1,745,1,6537,32
4748,3,4748,2,746,1,1878,172
4748,4,4748,2,746,1,1878,172
4750,3,4750,2,747,1,5463,30
4755,3,4755,2,748,1,1522,175
4758,3,4758,2,749,1,2779,170
4765,3,4765,1,750,1,6832,32
4765,4,4765,1,750,1,6832,32
4768,4,4768,2,751,1,2807,170
4775,3,4775,2,752,1,3374,2
4782,3,4782,2,753,1,1332,174
4782,4,4782,2,753,1,1332,174
4790,3,4790,2,754,1,2607,3
4799,2,4799,1,755,1,5018,4
4813,3,4813,2,756,1,5960,33
4814,3,4814,2,757,1,1959,171
4815,3,4815,2,758,1,3066,2
4816,3,4816,2,759,1,632,173
4832,2,4832,1,760,1,1184,33
4834,2,4834,1,761,1,771,30
4836,2,4836,1,762,1,1695,33
4836,3,4836,1,762,1,1695,33
4838,3,4838,2,763,1,1230,30
4840,3,4840,2,764,1,2707,7
4840,4,4840,2,764,1,2707,7
4844,4,4844,1,765,1,1411,4
4847,3,4847,2,766,1,1975,4
4848,2,4848,1,767,1,5145,2
4848,3,4848,1,767,1,5145,2
4849,2,4849,1,768,1,6183,3
4850,3,4850,2,769,1,2717,173
4852,6,4852,2,770,1,3240,2
4886,2,4886,1,771,1,6657,30
4888,3,4888,1,772,1,5016,170
4898,3,4898,2,773,1,5429,7
4898,4,4898,2,773,1,5429,7
4905,3,4905,1,774,1,6541,4
4908,2,4908,1,775,1,5031,178
4928,2,4928,1,776,1,5429,8
4943,3,4943,2,777,1,1051,36
4944,3,4944,2,778,1,1608,30
4944,4,4944,2,778,1,1608,30
4945,3,4945,2,779,1,835,173
4945,4,4945,2,779,1,835,173
4953,3,4953,2,780,1,1633,170
4953,4,4953,2,780,1,1633,170
4958,3,4958,2,781,1,5926,174
4960,3,4960,2,782,1,5853,202
4972,3,4972,2,783,1,3373,2
4972,4,4972,2,783,1,3373,2
4979,2,4979,1,784,1,1121,174
4991,3,4991,2,785,1,6577,185
4994,2,4994,1,786,1,5812,13
4995,2,4995,1,787,1,6024,32
4996,3,4996,2,788,1,1516,170
4996,4,4996,2,788,1,1516,170
5003,4,5003,2,789,1,3041,2
5006,3,5006,2,790,1,1213,4
5013,3,5013,2,791,1,2756,3
5013,4,5013,2,791,1,2756,3
5014,2,5014,1,792,1,3078,2
5016,6,5016,2,793,1,3228,2
5040,4,5040,1,794,1,2661,7
5047,2,5047,1,795,1,6867,203
5051,2,5051,1,796,1,6232,32
5051,3,5051,1,796,1,6232,32
5053,4,5053,2,797,1,935,3
5056,4,5056,1,798,1,2443,2
5057,2,5057,1,799,1,2895,2
5064,6,5064,2,800,1,5299,8
5070,3,5070,1,801,1,898,4
5070,4,5070,1,801,1,898,4
5076,3,5076,2,802,1,534,31
5078,2,5078,1,803,1,5849,31
5082,2,5082,1,804,1,626,3
5084,3,5084,2,805,1,898,5
5087,3,5087,1,806,1,2034,177
5096,3,5096,1,807,1,6228,30
5098,3,5098,2,808,1,61,172
5107,2,5107,1,809,1,6822,176
5107,3,5107,1,809,1,6822,176
5121,4,5121,2,810,1,1926,3
5121,5,5121,2,810,1,1926,3
5132,2,5132,1,811,1,5812,33
5132,3,5132,1,811,1,5812,33
5133,3,5133,2,812,1,510,30
5135,2,5135,1,813,1,6862,35
5147,2,5147,1,814,1,6112,204
5148,3,5148,2,815,1,473,177
5156,2,5156,1,816,1,3346,2
5166,3,5166,2,817,1,908,6
5166,4,5166,2,817,1,908,6
5168,3,5168,1,818,1,2392,4
5172,4,5172,2,819,1,6547,171
5177,3,5177,2,820,1,593,4
5177,5,5177,2,820,1,593,4
5180,2,5180,1,821,1,5392,31
5182,2,5182,1,822,1,1956,4
5185,2,5185,1,823,1,5625,170
5186,2,5186,1,824,1,5576,31
5188,3,5188,2,825,1,2888,171
5195,3,5195,1,826,1,6093,11
5195,4,5195,1,826,1,6093,11
5196,4,5196,2,827,1,1837,172
5201,3,5201,2,828,1,891,177
5201,4,5201,2,828,1,891,177
5204,5,5204,2,829,1,1426,2
5205,3,5205,2,830,1,5977,173
5229,2,5229,1,831,1,783,3
5247,2,5247,1,832,1,5491,177
5248,3,5248,2,833,1,5308,173
5260,2,5260,1,834,1,1697,37
5260,3,5260,1,834,1,1697,37
5261,3,5261,2,835,1,5234,171
5262,3,5262,2,836,1,5812,171
5263,2,5263,1,837,1,5780,4
5265,3,5265,2,838,1,174,6
5265,4,5265,2,838,1,174,6
5269,3,5269,2,839,1,605,3
5273,3,5273,1,840,1,3046,1
5273,5,5273,1,840,1,3046,1
5288,2,5288,1,841,1,22,175
5291,2,5291,1,842,1,6674,4
5293,3,5293,2,843,1,91,3
5293,4,5293,2,843,1,91,3
5305,3,5305,2,844,1,3231,2
5309,2,5309,1,845,1,1610,30
5316,2,5316,1,846,1,6233,9
5316,3,5316,1,846,1,6233,9
5327,4,5327,1,847,1,5990,3
5328,3,5328,2,848,1,2591,178
5329,3,5329,1,849,1,3277,1
5329,4,5329,1,849,1,3277,1
5334,3,5334,1,850,1,5812,9
5339,3,5339,1,851,1,6093,7
5358,3,5358,2,852,1,3135,2
5358,4,5358,2,852,1,3135,2
5360,3,5360,2,853,1,999,4
5360,4,5360,2,853,1,999,4
5361,3,5361,2,854,1,706,170
5361,4,5361,2,854,1,706,170
5388,5,5388,2,855,1,6103,8
5389,3,5389,2,856,1,939,31
5390,2,5390,1,857,1,5706,9
5391,3,5391,1,858,1,5900,7
5403,4,5403,2,859,1,5693,32
5418,3,5418,2,860,1,1163,175
5424,3,5424,2,861,1,713,33
5438,3,5438,2,862,1,1315,4
5442,3,5442,2,863,1,2628,3
5445,2,5445,1,864,1,2330,30
5453,3,5453,2,865,1,2618,3
5453,4,5453,2,865,1,2618,3
5454,2,5454,1,866,1,5040,30
5454,3,5454,1,866,1,5040,30
5455,3,5455,2,867,1,774,2
5461,2,5461,1,868,1,1221,172
5461,3,5461,1,868,1,1221,172
5470,3,5470,5,869,1,5017,171
5473,3,5473,1,870,1,2397,173
5473,4,5473,1,870,1,2397,173
5475,2,5475,1,871,1,5573,183
5475,3,5475,1,871,1,5573,183
5502,2,5502,1,872,1,5459,176
5505,4,5505,2,873,1,6545,5
5506,2,5506,1,874,1,2647,172
5516,3,5516,1,875,1,2207,21
5516,4,5516,1,875,1,2207,21
5528,3,5528,2,876,1,2509,6
5532,2,5532,1,877,1,5031,32
5545,2,5545,1,878,1,5392,30
5545,3,5545,1,878,1,5392,30
5558,2,5558,1,879,1,3018,1
5558,3,5558,1,879,1,3018,1
5562,3,5562,2,880,1,2224,33
5563,3,5563,1,881,1,5684,32
5566,3,5566,2,882,1,6093,170
5572,2,5572,1,883,1,6121,30
5587,3,5587,2,884,1,2603,177
5587,4,5587,2,884,1,2603,177
5604,2,5604,1,885,1,2432,176
5607,4,5607,2,886,1,6350,7
5613,3,5613,2,887,1,1494,175
5614,4,5614,1,888,1,5655,174
5625,2,5625,1,889,1,6750,5
5625,3,5625,1,889,1,6750,5
5628,2,5628,1,890,1,3347,4
5635,4,5635,2,891,1,496,185
5650,3,5650,2,892,1,1161,171
5651,2,5651,1,893,1,6738,180
5651,3,5651,1,893,1,6738,180
5662,2,5662,1,894,1,5299,10
5664,2,5664,1,895,1,5926,5
5664,3,5664,1,895,1,5926,5
5679,3,5679,2,896,1,2618,4
5679,4,5679,2,896,1,2618,4
5684,4,5684,1,897,1,5055,33
5685,4,5685,2,898,1,6030,33
5687,4,5687,2,899,1,2910,2
5689,3,5689,2,900,1,5012,187
5690,2,5690,1,901,1,6210,30
5707,3,5707,2,902,1,1014,30
5708,3,5708,2,903,1,2752,172
5709,2,5709,1,904,1,5120,177
5718,2,5718,1,905,1,3116,1
5731,3,5731,1,906,1,5299,12
5731,4,5731,1,906,1,5299,12
5732,2,5732,1,907,1,5527,172
5736,2,5736,1,908,1,6365,10
5736,3,5736,1,908,1,6365,10
5753,3,5753,2,909,1,1893,5
5775,3,5775,2,910,1,5916,171
5779,2,5779,1,911,1,5036,2
5783,4,5783,2,912,1,5264,4
5783,5,5783,2,912,1,5264,4
5785,2,5785,1,913,1,6171,1
5787,3,5787,2,914,1,1236,172
5788,3,5788,2,915,1,2323,174
5789,7,5789,2,916,1,1663,5
5793,4,5793,2,917,1,1786,182
5804,3,5804,2,918,1,2379,6
5806,3,5806,2,919,1,897,32
5807,2,5807,1,920,1,6115,37
5820,3,5820,1,921,1,2016,6
5825,2,5825,1,922,1,6707,3
5836,3,5836,2,923,1,3336,2
5836,5,5836,2,923,1,3336,2
5839,3,5839,2,924,1,2586,173
5855,3,5855,2,925,1,1533,173
5855,4,5855,2,925,1,1533,173
5861,3,5861,2,926,1,1498,171
5861,4,5861,2,926,1,1498,171
5862,2,5862,1,927,1,6588,3
5873,2,5873,1,928,1,6438,30
5889,4,5889,2,929,1,6735,7
5893,3,5893,2,930,1,3057,2
5895,2,5895,1,931,1,5678,2
5913,3,5913,2,932,1,593,170
5916,3,5916,2,933,1,655,172
5916,4,5916,2,933,1,655,172
5938,4,5938,1,934,1,6114,170
5969,3,5969,2,935,1,5663,32
5973,3,5973,2,936,1,2545,30
5973,4,5973,2,936,1,2545,30
5978,2,5978,1,937,1,1480,31
5978,3,5978,1,937,1,1480,31
5982,3,5982,2,938,1,2753,4
5990,4,5990,2,939,1,597,178
5994,2,5994,1,940,1,6093,31
5997,5,5997,2,941,1,5534,170
6006,2,6006,1,942,1,5814,30
6024,4,6024,2,943,1,2660,172
6029,2,6029,1,944,1,5621,9
6035,2,6035,1,945,1,6820,30
6045,5,6045,2,946,1,3249,2
6061,3,6061,2,947,1,3113,2
6062,2,6062,1,948,1,6478,30
6069,3,6069,1,949,1,3275,1
6069,4,6069,1,949,1,3275,1
6078,3,6078,2,950,1,2621,30
6082,4,6082,1,951,1,6111,4
6089,3,6089,2,952,1,377,4
6089,4,6089,2,952,1,377,4
6092,4,6092,2,953,1,1932,173
6094,2,6094,1,954,1,5499,182
6112,8,6112,1,955,1,5748,6
6114,2,6114,1,956,1,6179,173
6114,3,6114,1,956,1,6179,173
6115,3,6115,1,957,1,6845,186
6115,4,6115,1,957,1,6845,186
6116,3,6116,2,958,1,3024,2
6132,3,6132,2,959,1,1839,31
6132,4,6132,2,959,1,1839,31
6133,2,6133,1,960,1,3055,2
6133,3,6133,1,960,1,3055,2
6134,4,6134,2,961,1,1969,30
6134,5,6134,2,961,1,1969,30
6151,5,6151,1,962,1,3282,1
6152,2,6152,1,963,1,6335,6
6163,2,6163,1,964,1,6434,170
6165,3,6165,2,965,1,517,5
6165,4,6165,2,965,1,517,5
6168,3,6168,2,966,1,5960,181
6168,5,6168,2,966,1,5960,181
6171,4,6171,1,967,1,6721,6
6194,3,6194,2,968,1,5749,30
6194,4,6194,2,968,1,5749,30
6202,3,6202,1,969,1,5447,30
6212,3,0,0,1249,1,1185,173
6212,4,6212,1,970,1,1185,5
6216,3,6216,2,971,1,2610,173
6221,3,6221,2,972,1,1919,170
6225,3,6225,2,973,1,922,30
6238,2,6238,1,974,1,5922,210
6238,4,6238,1,974,1,5922,210
6260,5,6260,2,975,1,6602,188
6267,2,6267,1,976,1,2578,179
6291,3,6291,2,977,1,2577,173
6291,4,6291,2,977,1,2577,173
6296,2,6296,1,978,1,6475,30
6303,3,6303,2,979,1,2177,178
6304,3,6304,2,980,1,1663,6
6309,3,6309,2,981,1,2474,171
6311,2,6311,1,982,1,1700,175
6312,3,6312,2,983,1,6649,3
6323,4,6323,1,984,1,3331,1
6323,6,6323,1,984,1,3331,1
6357,2,6357,1,985,1,6660,3
6357,3,6357,1,985,1,6660,3
6363,5,6363,2,986,1,3441,2
6369,3,6369,2,987,1,5403,171
6369,4,6369,2,987,1,5403,171
6371,3,6371,2,988,1,2786,171
6378,3,6378,2,989,1,722,178
6381,2,6381,1,990,1,5478,180
6382,2,6382,1,991,1,6436,36
6391,2,6391,1,992,1,5570,31
6397,7,6397,2,993,1,3437,2
6399,3,6399,2,994,1,2354,5
6405,3,6405,2,995,1,5874,182
6408,4,6408,2,996,1,3025,2
6411,4,6411,2,997,1,597,176
6421,3,6421,2,998,1,1762,180
6424,3,6424,2,999,1,971,171
6442,2,6442,1,1000,1,1088,178
6442,3,6442,1,1000,1,1088,178
6448,3,6448,2,1001,1,1335,179
6448,4,6448,2,1001,1,1335,179
6451,3,6451,2,1002,1,6625,7
6451,4,6451,2,1002,1,6625,7
6452,3,6452,2,1003,1,3021,1
6459,3,6459,2,1004,1,3397,6
6464,4,6464,2,1005,1,2341,172
6469,3,6469,1,1006,1,2731,4
6476,2,6476,1,1007,1,5584,30
6488,3,6488,2,1008,1,1970,5
6491,3,6491,2,1009,1,2611,32
6491,4,6491,2,1009,1,2611,32
6492,2,6492,1,1010,1,5832,3
6499,2,6499,1,1011,1,6680,4
6506,3,6506,2,1012,1,3417,2
6508,4,6508,2,1013,1,5537,10
6511,3,6511,2,1014,1,2282,177
6513,7,6513,2,1015,1,5055,171
6516,2,6516,1,1016,1,840,32
6516,3,6516,1,1016,1,840,32
6519,2,6519,1,1017,1,490,172
6526,4,6526,2,1018,1,5287,181
6537,4,6537,2,1019,1,846,170
6544,2,6544,1,1020,1,2662,172
6549,4,6549,2,1021,1,2707,4
6551,3,6551,1,1022,1,2441,4
6557,2,6557,1,1023,1,5323,3
6569,3,6569,1,1024,1,1332,180
6571,3,6571,2,1025,1,3149,2
6573,2,6573,4,1026,1,5698,6
6574,3,6574,2,1027,1,53,202
6576,2,6576,1,1028,1,5641,33
6576,3,6576,1,1028,1,5641,33
6581,3,6581,2,1029,1,3397,2
6582,3,6582,2,1030,1,3239,2
6582,4,6582,2,1030,1,3239,2
6585,3,6585,2,1031,1,3140,2
6593,3,6593,2,1032,1,1994,176
6600,2,6600,1,1033,1,2302,31
6600,3,6600,1,1033,1,2302,31
6609,2,6609,1,1034,1,3131,1
6609,3,6609,1,1034,1,3131,1
6616,4,6616,2,1035,1,760,171
6627,3,6627,2,1036,1,5643,6
6629,3,6629,1,1037,1,6724,31
6634,3,6634,2,1038,1,3258,2
6634,4,6634,2,1038,1,3258,2
6637,2,6637,1,1039,1,6602,9
6641,3,6641,2,1040,1,3217,2
6643,3,6643,1,1041,1,1061,4
6660,2,6660,1,1042,1,5693,2
6665,3,6665,1,1043,1,729,171
6678,3,6678,1,1044,1,2786,6
6680,2,6680,1,1045,1,5841,32
6680,3,6680,1,1045,1,5841,32
6686,3,6686,2,1046,1,1663,7
6706,2,6706,1,1047,1,5462,6
6713,4,6713,2,1048,1,2502,172
6713,5,6713,2,1048,1,2502,172
6720,3,6720,2,1049,1,3059,2
6727,3,6727,2,1050,1,1547,3
6729,3,6729,2,1051,1,1701,178
6729,4,6729,2,1051,1,1701,178
6733,2,6733,1,1052,1,10,177
6734,3,6734,2,1053,1,5921,172
6735,2,6735,1,1054,1,6157,3
6736,2,6736,1,1055,1,3167,2
6742,3,6742,1,1056,1,10,6
6742,4,6742,1,1056,1,10,6
6752,3,6752,2,1057,1,1430,4
6752,4,6752,2,1057,1,1430,4
6755,3,6755,2,1058,1,6316,6
6755,4,6755,2,1058,1,6316,6
6759,3,6759,2,1059,1,3002,1
6773,3,6773,1,1060,1,5858,179
6773,4,6773,1,1060,1,5858,179
6790,2,6790,1,1061,1,6724,30
6790,3,6790,1,1061,1,6724,30
6791,3,6791,2,1062,1,2558,170
6795,3,6795,1,1063,1,6051,3
6795,4,6795,1,1063,1,6051,3
6798,2,6798,1,1064,1,2731,30
6798,3,6798,1,1064,1,2731,30
6807,4,6807,1,1065,1,6750,30
6822,2,6822,1,1066,1,6684,3
6822,3,6822,1,1066,1,6684,3
6825,3,6825,2,1067,1,5548,30
6831,2,6831,1,1068,1,5406,173
6831,3,6831,1,1068,1,5406,173
6833,2,6833,1,1069,1,5136,31
6838,3,6838,2,1070,1,6187,10
6856,3,6856,2,1071,1,151,171
6857,3,6857,2,1072,1,236,3
6863,5,6863,2,1073,1,5018,3
6876,3,6876,2,1074,1,5430,192
6877,3,6877,2,1075,1,2034,4
6882,2,6882,1,1076,1,5154,8
6891,3,6891,2,1077,1,486,171
6900,2,6900,1,1078,1,5014,32
6907,3,6907,2,1079,1,5576,177
6918,3,6918,2,1080,1,479,170
6918,4,6918,2,1080,1,479,170
6926,3,6926,1,1081,1,1782,174
6930,3,6930,2,1082,1,5677,36
6934,3,6934,2,1083,1,2461,4
6938,4,6938,2,1084,1,5462,174
6939,3,6939,2,1085,1,1048,206
6939,4,6939,2,1085,1,1048,206
6946,2,6946,1,1086,1,1426,4
6950,4,6950,2,1087,1,356,177
6967,3,6967,1,1088,1,3043,1
6975,6,6975,2,1089,1,5770,3
6985,3,6985,2,1090,1,769,4
6987,3,6987,1,1091,1,3189,1
6995,3,6995,2,1092,1,2618,31
6998,4,6998,2,1093,1,3323,2
7005,2,7005,1,1094,1,1033,171
7006,4,7006,1,1095,1,3047,174
7007,2,7007,1,1096,1,1260,39
7015,2,7015,1,1097,1,6110,30
7015,4,7015,1,1097,1,6110,30
7027,2,7027,1,1098,1,6121,34
7031,5,7031,2,1099,1,61,5
7033,2,7033,1,1100,1,1701,3
7054,3,7054,1,1101,1,5031,3
7062,3,7062,2,1102,1,2278,178
7070,4,7070,2,1103,1,573,4
7071,3,7071,2,1104,1,557,30
7071,4,7071,2,1104,1,557,30
7074,3,7074,2,1105,1,6054,30
7083,3,7083,2,1106,1,2393,4
7083,4,7083,2,1106,1,2393,4
7085,3,7085,2,1107,1,2278,32
7109,3,7109,2,1108,1,3294,3
7115,2,7115,1,1109,1,6053,177
7115,3,7115,1,1109,1,6053,177
7118,3,7118,2,1110,1,6626,7
7126,3,7126,2,1111,1,1129,201
7149,2,7149,1,1112,1,6475,170
7156,2,7156,1,1113,1,6626,8
7158,3,7158,2,1114,1,2712,170
7162,3,7162,2,1115,1,2566,30
7162,4,7162,2,1115,1,2566,30
7181,4,7181,2,1116,1,6765,7
7197,3,7197,2,1117,1,2151,177
7203,3,7203,1,1118,1,3422,1
7203,4,7203,1,1118,1,3422,1
7212,4,7212,2,1119,1,2529,175
7224,3,7224,2,1120,1,5925,170
7226,3,7226,1,1121,1,5968,5
7226,4,7226,1,1121,1,5968,5
7239,3,7239,1,1122,1,5154,33
7239,4,7239,1,1122,1,5154,33
7247,3,7247,2,1123,1,1898,3
7259,2,7259,1,1124,1,5065,32
7259,3,7259,1,1124,1,5065,32
7261,3,7261,2,1125,1,2655,173
7272,5,7272,1,1126,1,3212,1
7276,3,7276,2,1127,1,5332,32
7284,2,7284,1,1128,1,1679,175
7295,3,7295,2,1129,1,5430,200
7301,3,7301,2,1130,1,2701,190
7301,4,7301,2,1130,1,2701,190
7303,3,7303,2,1131,1,2629,3
7303,4,7303,2,1131,1,2629,3
7305,4,7305,1,1132,1,6605,190
7314,3,7314,1,1133,1,857,174
7317,3,7317,1,1134,1,1722,183
7318,2,7318,1,1135,1,1547,5
7323,5,7323,2,1136,1,3328,2
7324,3,7324,2,1137,1,2776,173
7324,4,7324,2,1137,1,2776,173
7326,2,7326,1,1138,1,2642,179
7326,3,7326,1,1138,1,2642,179
7337,2,7337,1,1139,1,1947,3
7341,4,7341,1,1140,1,5814,31
7348,5,7348,2,1141,1,5646,6
7355,2,7355,1,1142,1,311,3
7355,3,7355,1,1142,1,311,3
7364,4,7364,1,1143,1,6845,3
7364,5,7364,1,1143,1,6845,3
7368,4,7368,2,1144,1,6275,3
7384,3,7384,2,1145,1,6358,32
