GENREL07,GENID07,GENSN07,CH07_ID,CH07_PN,PCG07_ID,PCG07_PN,OCG07_ID,OCG07_PN
4,3317,4,998,32,998,170,998,3
4,3317,5,998,33,998,170,998,3
4,3320,3,2822,32,2822,175,2822,30
4,3328,4,2106,32,2106,171,2106,30
4,3334,3,2237,31,2237,171,2237,4
4,3336,3,1315,36,1315,30,1315,174
4,3336,5,1315,39,1315,30,1315,174
4,3348,3,565,32,565,4,565,173
4,3348,4,565,34,565,4,565,173
4,3354,2,728,33,728,30,728,180
4,3357,4,47,39,47,31,47,174
4,3368,6,3110,5,3110,170,0,0
4,3371,2,1692,40,1692,31,0,0
4,3379,3,3194,4,3194,1,3194,3
4,3383,3,5417,182,5417,4,0,0
4,3383,4,5417,183,5417,4,0,0
4,3388,4,6411,34,6411,3,6411,183
4,3389,4,2219,34,2219,170,0,0
4,3391,6,3225,6,3225,2,3225,1
4,3395,3,1682,33,1682,4,1682,174
4,3396,2,6853,33,6853,3,0,0
4,3408,3,121,37,121,173,121,4
4,3412,3,6801,40,6801,170,0,0
4,3415,4,1092,34,1092,3,1092,170
4,3425,3,652,37,652,173,652,6
4,3426,3,1468,34,1468,5,1468,176
4,3434,3,6684,41,6684,4,0,0
4,3440,3,1775,38,1775,6,1775,182
4,3440,4,1775,39,1775,6,1775,182
4,3448,3,1126,35,1126,30,1126,174
4,3448,4,1126,36,1126,30,1126,174
4,3451,3,3232,5,3232,2,3232,1
4,3454,3,459,31,459,170,459,4
4,3461,3,556,37,556,177,556,33
4,3463,3,563,43,563,183,563,6
4,3463,4,563,45,563,183,563,6
4,3465,3,1648,173,1648,172,1648,3
4,3465,4,1648,32,1648,172,1648,3
4,3466,3,106,31,106,173,106,183
4,3466,4,106,32,106,173,106,183
4,3468,3,89,35,89,31,89,179
4,3471,4,1690,173,1690,30,1690,178
4,3472,3,613,31,613,5,613,174
4,3476,3,563,47,563,40,563,194
4,3485,3,1919,41,1919,173,0,0
4,3493,3,2080,32,2080,170,2080,3
4,3494,3,868,34,868,6,868,185
4,3494,4,868,36,868,6,868,185
4,3498,3,6832,42,6832,3,0,0
4,3500,3,691,36,691,176,691,5
4,3502,2,5820,34,5820,7,0,0
4,3502,3,5820,35,5820,7,0,0
4,3504,3,2509,43,2509,177,2509,5
4,3506,4,2175,31,2175,170,2175,3
4,3510,2,6724,37,6724,8,0,0
4,3510,3,6724,40,6724,8,0,0
4,3547,3,3163,4,3163,2,3163,3
4,3559,3,2473,32,2473,170,2473,4
4,3565,2,6053,39,6053,31,0,0
4,3567,3,1258,32,1258,171,1258,175
4,3567,4,1258,34,1258,171,1258,175
4,3574,4,2485,34,2485,173,2485,186
4,3574,5,2485,36,2485,173,2485,186
4,3576,4,3365,5,3365,2,3365,1
4,3580,3,6166,59,6166,40,6166,4
4,3584,4,2576,34,2576,3,2576,170
4,3587,3,775,31,775,172,775,5
4,3588,4,3356,6,3356,3,3356,2
4,3595,3,465,34,465,30,465,179
4,3597,4,3196,6,3196,2,3196,1
4,3605,2,6832,40,6832,33,0,0
4,3605,3,6832,44,6832,33,0,0
4,3606,3,2510,34,2510,171,2510,5
4,3606,4,2510,36,2510,171,2510,5
4,3608,3,6546,36,6546,182,6546,5
4,3614,2,6145,37,6145,32,0,0
4,3628,3,636,33,636,3,0,0
4,3629,5,6516,33,6516,176,0,0
4,3636,6,3369,7,3369,2,3369,1
4,3643,2,2108,33,2108,5,0,0
4,3643,3,2108,34,2108,5,0,0
4,3646,3,478,39,478,4,0,0
4,3654,2,6231,40,6231,31,0,0
4,3656,3,53,41,53,217,53,216
4,3671,2,5136,40,5136,11,0,0
4,3671,3,5136,41,5136,11,0,0
4,3677,3,53,42,53,191,53,218
4,3678,3,1893,36,1893,174,1893,3
4,3678,4,1893,37,1893,174,1893,3
4,3684,3,2059,33,2059,176,2059,178
4,3689,5,2188,32,2188,5,2188,174
4,3692,3,846,43,846,7,846,40
4,3698,3,652,34,652,3,652,170
4,3719,4,2277,183,2277,181,2277,5
4,3719,5,2277,184,2277,181,2277,5
4,3721,6,3200,6,3200,2,3200,1
4,3731,4,1093,34,1093,3,1093,170
4,3737,3,1468,35,1468,6,1468,175
4,3760,3,1763,38,1763,185,1763,184
4,3760,4,1763,40,1763,185,1763,184
4,3761,2,1799,38,1799,6,0,0
4,3761,3,1799,39,1799,6,0,0
4,3777,4,2410,32,2410,3,2410,170
4,3778,4,5493,42,5493,7,0,0
4,3804,3,2501,31,2501,178,2501,3
4,3804,4,2501,33,2501,178,2501,3
4,3827,3,2656,35,2656,171,2656,5
4,3839,3,221,32,221,171,221,31
4,3850,4,5653,34,5653,177,5653,184
4,3866,3,5900,40,5900,174,0,0
4,3888,3,3378,4,3378,2,3378,1
4,3893,3,6545,40,6545,7,6545,177
4,3899,3,6231,41,6231,33,6231,183
4,3909,2,5393,38,5393,181,0,0
4,3911,3,6822,175,6822,174,6822,6
4,3912,3,6073,37,6073,31,6073,178
4,3918,2,5676,34,5676,176,0,0
4,3923,4,656,34,656,5,656,173
4,3926,3,6583,49,6583,30,6583,204
4,3926,4,6583,52,6583,30,6583,204
4,3931,3,1763,36,1763,6,1763,179
4,3936,3,3133,3,3133,1,3133,2
4,3939,2,6212,38,6212,170,0,0
4,3940,3,3367,3,3367,2,3367,1
4,3940,4,3367,4,3367,2,3367,1
4,3948,4,6327,172,6327,4,6327,170
4,3954,2,5872,41,5872,31,0,0
4,3960,4,2704,186,2704,3,2704,184
4,3966,5,3375,6,3375,2,0,0
4,3967,3,3387,3,3387,2,3387,1
4,3969,3,5576,37,5576,172,5576,3
4,3969,4,5576,41,5576,172,5576,3
4,3971,3,428,32,428,170,428,4
4,3976,3,6335,37,6335,31,6335,180
4,3979,3,3353,3,3353,1,3353,2
4,3979,4,3353,4,3353,1,3353,2
4,3980,3,6287,42,6287,33,6287,182
4,3980,4,6287,43,6287,33,6287,182
4,3981,4,1397,37,1397,171,1397,4
4,3988,2,5678,38,5678,30,0,0
4,3988,3,5678,41,5678,30,0,0
4,3999,3,6830,31,6830,171,0,0
4,4000,3,692,38,692,7,692,174
4,4000,4,692,39,692,7,692,174
4,4021,5,1697,48,1697,41,1697,194
4,4031,3,5393,37,5393,30,5393,5
4,4032,4,6200,38,6200,9,6200,170
4,4036,3,455,34,455,30,455,180
4,4037,5,1394,38,1394,3,1394,173
4,4041,2,1100,32,1100,4,0,0
4,4062,3,1475,32,1475,170,1475,3
4,4063,3,2831,33,2831,4,2831,171
4,4066,5,203,33,203,5,203,172
4,4070,3,1839,36,1839,174,0,0
4,4070,5,1839,38,1839,174,0,0
4,4074,3,3309,3,3309,2,3309,1
4,4074,4,3309,4,3309,2,3309,1
4,4086,2,5706,209,5706,3,5706,33
4,4088,3,6583,200,6583,199,6583,7
4,4088,4,6583,48,6583,199,6583,7
4,4098,3,2599,174,2599,173,2599,4
4,4098,4,2599,175,2599,173,2599,4
4,4101,2,6590,47,6590,31,0,0
4,4103,3,3368,7,3368,6,3368,3
4,4103,4,3368,8,3368,6,3368,3
4,4126,4,838,31,838,3,838,175
4,4128,4,3376,7,3376,2,3376,1
4,4131,3,6522,32,6522,4,0,0
4,4137,3,713,37,713,176,713,6
4,4141,2,6370,41,6370,172,0,0
4,4143,2,6156,182,6156,181,0,0
4,4148,2,5872,38,5872,35,0,0
4,4148,3,5872,40,5872,35,0,0
4,4152,3,1037,37,1037,5,0,0
4,4158,2,351,39,351,173,0,0
4,4159,3,2897,34,2897,3,2897,171
4,4172,4,1141,179,1141,2,1141,1
4,4172,5,1141,37,1141,2,1141,1
4,4176,3,3096,3,3096,2,3096,1
4,4184,3,1613,41,1613,176,1613,8
4,4194,2,6867,201,6867,200,0,0
4,4194,3,6867,34,6867,200,0,0
4,4197,3,90,30,90,171,90,4
4,4198,2,6590,45,6590,10,6590,41
4,4200,2,1394,37,1394,33,0,0
4,4207,2,6370,37,6370,33,0,0
4,4207,3,6370,39,6370,33,0,0
4,4209,4,5640,35,5640,32,0,0
4,4215,3,1644,30,1644,4,1644,171
4,4215,5,1644,32,1644,4,1644,171
4,4217,2,2526,35,2526,173,2526,914
4,4241,3,2412,33,2412,30,2412,170
4,4242,3,5047,31,5047,3,0,0
4,4242,4,5047,32,5047,3,0,0
4,4246,4,6418,176,6418,3,6418,178
4,4256,3,725,31,725,177,725,178
4,4257,2,6801,38,6801,187,6801,189
4,4263,2,6590,46,6590,34,0,0
4,4274,4,508,32,508,4,508,172
4,4279,2,2485,35,2485,176,0,0
4,4295,2,833,36,833,189,0,0
4,4296,3,5960,42,5960,34,5960,188
4,4296,4,5960,45,5960,34,5960,188
4,4305,3,1415,31,1415,4,1415,170
4,4312,2,6232,46,6232,192,0,0
4,4316,2,6607,180,6607,8,0,0
4,4319,3,1695,54,1695,34,1695,208
4,4321,3,2195,181,2195,180,2195,195
4,4327,2,5610,34,5610,5,0,0
4,4329,3,2897,36,2897,176,2897,5
4,4333,3,2656,34,2656,174,2656,7
4,4333,4,2656,36,2656,174,2656,7
4,4334,3,6853,32,6853,30,6853,173
4,4344,3,1862,173,1862,172,1862,31
4,4346,2,6494,35,6494,185,0,0
4,4346,3,6494,36,6494,185,0,0
4,4347,3,2086,31,2086,4,2086,172
4,4347,4,2086,33,2086,4,2086,172
4,4353,3,922,31,922,4,922,171
4,4353,4,922,34,922,4,922,171
4,4354,4,6828,32,6828,3,6828,171
4,4361,3,2661,43,2661,171,2661,21
4,4361,4,2661,44,2661,171,2661,21
4,4367,4,2224,42,2224,184,2224,7
4,4367,5,2224,44,2224,184,2224,7
4,4375,4,1411,186,1411,184,1411,13
4,4383,3,722,35,722,32,722,180
4,4384,3,2586,35,2586,172,2586,5
4,4395,3,1909,31,1909,1,1909,2
4,4395,4,1909,30,1909,1,1909,2
4,4397,3,2117,30,2117,3,2117,170
4,4397,4,2117,31,2117,3,2117,170
4,4405,2,6086,31,6086,3,6086,1
4,4412,4,5066,40,5066,6,5066,178
4,4414,4,517,31,517,170,517,4
4,4422,3,1227,35,1227,193,1227,2
4,4424,3,3360,2,3360,1,3360,170
4,4424,4,3360,3,3360,1,3360,170
4,4429,3,5960,48,5960,38,5960,189
4,4430,3,2012,32,2012,3,2012,170
4,4430,4,2012,33,2012,3,2012,170
4,4455,2,5177,33,5177,7,0,0
4,4455,3,5177,35,5177,7,0,0
4,4460,3,200,35,200,175,200,4
4,4462,3,5621,34,5621,177,5621,6
4,4465,3,1100,34,1100,3,1100,170
4,4469,4,2061,32,2061,181,0,0
4,4477,4,1919,44,1919,9,1919,174
4,4477,5,1919,46,1919,9,1919,174
4,4482,3,5573,43,5573,8,5573,198
4,4487,2,5299,58,5299,32,0,0
4,4491,3,6161,33,6161,7,0,0
4,4504,4,3176,4,3176,2,3176,1
4,4504,5,3176,5,3176,2,3176,1
4,4505,2,5623,53,5623,37,0,0
4,4508,2,5656,45,5656,171,0,0
4,4509,2,6205,38,6205,10,0,0
4,4509,3,6205,40,6205,10,0,0
4,4511,3,5305,36,5305,183,5305,190
4,4511,4,5305,37,5305,183,5305,190
4,4512,2,5938,33,5938,31,0,0
4,4512,3,5938,34,5938,31,0,0
4,4514,3,6591,38,6591,6,0,0
4,4529,3,1051,42,1051,38,1051,171
4,4537,4,145,31,145,3,145,170
4,4540,3,6414,173,6414,1,6414,176
4,4542,2,5623,55,5623,40,0,0
4,4543,3,1131,32,1131,173,1131,176
4,4543,4,1131,34,1131,173,1131,176
4,4547,3,5680,32,5680,5,5680,173
4,4547,4,5680,34,5680,5,5680,173
4,4548,4,1879,33,1879,175,0,0
4,4553,3,1084,35,1084,175,1084,7
4,4559,2,1906,31,1906,30,1906,173
4,4560,2,3390,3,3390,2,0,0
4,4562,2,6832,36,6832,4,0,0
4,4562,3,6832,39,6832,4,0,0
4,4571,5,5315,36,5315,173,0,0
4,4578,3,3302,3,3302,2,3302,1
4,4578,4,3302,4,3302,2,3302,1
4,4583,3,5872,37,5872,6,0,0
4,4587,3,1692,38,1692,30,1692,176
4,4587,4,1692,39,1692,30,1692,176
4,4591,3,2108,178,2108,177,2108,4
4,4591,4,2108,179,2108,177,2108,4
4,4608,3,5774,32,5774,170,5774,30
4,4608,4,5774,33,5774,170,5774,30
4,4613,3,6838,33,6838,6,6838,170
4,4621,4,2302,199,2302,195,0,0
4,4623,3,2639,30,2639,3,2639,172
4,4635,3,2540,171,2540,31,2540,174
4,4635,4,2540,32,2540,31,2540,174
4,4637,2,2432,47,2432,34,2432,181
4,4637,4,2432,46,2432,34,2432,181
4,4643,3,2067,38,2067,189,2067,30
4,4644,4,5570,189,5570,3,5570,186
4,4651,3,1144,36,1144,174,1144,32
4,4663,2,6485,181,6485,180,0,0
4,4670,3,577,32,577,4,577,174
4,4684,3,2882,33,2882,171,2882,4
4,4684,4,2882,34,2882,171,2882,4
4,4685,4,6361,33,6361,3,6361,173
4,4685,5,6361,34,6361,3,6361,173
4,4688,3,5199,35,5199,4,5199,178
4,4690,4,2509,40,2509,173,2509,4
4,4691,2,6649,35,6649,30,0,0
4,4693,3,1862,32,1862,30,1862,171
4,4693,4,1862,33,1862,30,1862,171
4,4695,2,2129,36,2129,181,0,0
4,4696,4,5715,35,5715,3,5715,171
4,4699,2,5133,33,5133,3,0,0
4,4711,2,5306,33,5306,170,0,0
4,4711,4,5306,32,5306,170,0,0
4,4713,3,5909,37,5909,184,5909,192
4,4726,3,6537,39,6537,32,6537,185
4,4748,3,1878,33,1878,172,1878,1
4,4748,4,1878,34,1878,172,1878,1
4,4750,3,5463,45,5463,30,5463,178
4,4755,3,1522,41,1522,175,1522,9
4,4758,3,2779,31,2779,170,2779,3
4,4765,3,6832,38,6832,32,0,0
4,4765,4,6832,41,6832,32,0,0
4,4768,4,2807,31,2807,170,2807,3
4,4775,3,3374,5,3374,2,3374,4
4,4782,3,1332,30,1332,174,1332,183
4,4782,4,1332,32,1332,174,1332,183
4,4790,3,2607,30,2607,3,2607,170
4,4799,2,5018,34,5018,4,5018,2
4,4813,3,5960,44,5960,33,5960,195
4,4814,3,1959,32,1959,171,1959,4
4,4815,3,3066,3,3066,2,3066,1
4,4816,3,632,177,632,173,632,3
4,4832,2,1184,43,1184,33,0,0
4,4834,2,771,32,771,30,0,0
4,4836,2,1695,51,1695,33,1695,174
4,4836,3,1695,52,1695,33,1695,174
4,4838,3,1230,31,1230,30,1230,171
4,4840,3,2707,43,2707,7,2707,179
4,4840,4,2707,44,2707,7,2707,179
4,4844,4,1411,45,1411,4,0,0
4,4847,3,1975,33,1975,4,1975,170
4,4848,2,5145,34,5145,2,0,0
4,4848,3,5145,35,5145,2,0,0
4,4849,2,6183,170,6183,3,0,0
4,4850,3,2717,38,2717,173,2717,4
4,4852,6,3240,6,3240,2,3240,1
4,4886,2,6657,33,6657,30,6657,178
4,4888,3,5016,34,5016,170,0,0
4,4898,3,5429,33,5429,7,5429,181
4,4898,4,5429,35,5429,7,5429,181
4,4905,3,6541,31,6541,4,6541,179
4,4908,2,5031,52,5031,178,0,0
4,4928,2,5429,32,5429,8,5429,6
4,4943,3,1051,44,1051,36,1051,183
4,4944,3,1608,32,1608,30,1608,177
4,4944,4,1608,33,1608,30,1608,177
4,4945,3,835,30,835,173,835,4
4,4945,4,835,31,835,173,835,4
4,4953,3,1633,174,1633,170,0,0
4,4953,4,1633,175,1633,170,0,0
4,4958,3,5926,33,5926,174,5926,4
4,4960,3,5853,44,5853,202,5853,33
4,4961,3,409,33,409,30,409,178
4,4972,3,3373,3,3373,2,3373,1
4,4972,4,3373,4,3373,2,3373,1
4,4979,2,1121,34,1121,174,0,0
4,4991,3,6577,41,6577,185,6577,9
4,4994,2,5812,61,5812,13,0,0
4,4995,2,6024,35,6024,32,0,0
4,4996,3,1516,31,1516,170,1516,4
4,4996,4,1516,33,1516,170,1516,4
4,5003,4,3041,4,3041,2,3041,1
4,5006,3,1213,31,1213,4,1213,177
4,5013,3,2756,173,2756,3,2756,172
4,5013,4,2756,34,2756,3,2756,172
4,5014,2,3078,3,3078,2,0,0
4,5016,6,3228,6,3228,2,3228,1
4,5040,4,2661,42,2661,7,2661,180
4,5047,2,6867,36,6867,203,0,0
4,5051,2,6232,47,6232,32,0,0
4,5051,3,6232,48,6232,32,0,0
4,5053,4,935,32,935,3,935,176
4,5056,4,2443,33,2443,2,0,0
4,5057,2,2895,32,2895,2,0,0
4,5064,6,5299,50,5299,8,5299,173
4,5070,3,898,33,898,4,898,181
4,5070,4,898,34,898,4,898,181
4,5076,3,534,32,534,31,534,171
4,5078,2,5849,47,5849,31,0,0
4,5082,2,626,45,626,3,0,0
4,5084,3,898,35,898,5,898,185
4,5087,3,2034,34,2034,177,2034,30
4,5096,3,6228,37,6228,30,0,0
4,5098,3,61,35,61,172,61,3
4,5107,2,6822,177,6822,176,0,0
4,5107,3,6822,32,6822,176,0,0
4,5121,4,1926,31,1926,3,1926,170
4,5121,5,1926,33,1926,3,1926,170
4,5132,2,5812,50,5812,33,0,0
4,5132,3,5812,52,5812,33,0,0
4,5133,3,510,31,510,30,510,170
4,5135,2,6862,47,6862,35,6862,182
4,5147,2,6112,192,6112,204,6112,205
4,5148,3,473,36,473,177,473,172
4,5156,2,3346,3,3346,2,0,0
4,5166,3,908,36,908,6,908,177
4,5166,4,908,37,908,6,908,177
4,5168,3,2392,35,2392,4,2392,179
4,5172,4,6547,32,6547,171,6547,6
4,5177,3,593,30,593,4,593,171
4,5177,5,593,33,593,4,593,171
4,5180,2,5392,38,5392,31,0,0
4,5182,2,1956,30,1956,4,0,0
4,5185,2,5625,32,5625,170,0,0
4,5186,2,5576,38,5576,31,5576,179
4,5188,3,2888,30,2888,171,2888,3
4,5195,3,6093,38,6093,11,6093,37
4,5195,4,6093,41,6093,11,6093,37
4,5196,4,1837,35,1837,172,1837,6
4,5201,3,891,31,891,177,891,178
4,5201,4,891,32,891,177,891,178
4,5204,5,1426,40,1426,2,1426,180
4,5205,3,5977,35,5977,173,5977,6
4,5229,2,783,32,783,3,0,0
4,5235,4,5163,32,5163,30,5163,174
4,5247,2,5491,34,5491,177,0,0
4,5248,3,5308,33,5308,173,5308,174
4,5260,2,1697,46,1697,37,0,0
4,5260,3,1697,47,1697,37,0,0
4,5261,3,5234,31,5234,171,0,0
4,5262,3,5812,59,5812,171,5812,5
4,5263,2,5780,31,5780,4,0,0
4,5265,3,174,37,174,6,174,174
4,5265,4,174,40,174,6,174,174
4,5269,3,605,31,605,3,605,170
4,5273,3,3046,5,3046,1,3046,2
4,5273,5,3046,7,3046,1,3046,2
4,5288,2,22,176,22,175,0,0
4,5291,2,6674,32,6674,4,0,0
4,5293,3,91,31,91,3,91,170
4,5293,4,91,32,91,3,91,170
4,5305,3,3231,3,3231,2,3231,1
4,5309,2,1610,31,1610,30,1610,2
4,5316,2,6233,36,6233,9,0,0
4,5316,3,6233,37,6233,9,0,0
4,5327,4,5990,177,5990,3,5990,175
4,5328,3,2591,35,2591,178,2591,6
4,5329,3,3277,3,3277,1,0,0
4,5329,4,3277,4,3277,1,0,0
4,5334,3,5812,51,5812,9,0,0
4,5339,3,6093,40,6093,7,0,0
4,5358,3,3135,3,3135,2,3135,1
4,5358,4,3135,4,3135,2,3135,1
4,5360,3,999,33,999,4,999,172
4,5360,4,999,34,999,4,999,172
4,5361,3,706,171,706,170,706,7
4,5361,4,706,30,706,170,706,7
4,5388,5,6103,43,6103,8,6103,179
4,5389,3,939,33,939,31,939,171
4,5390,2,5706,39,5706,9,0,0
4,5391,3,5900,39,5900,7,0,0
4,5393,3,6802,174,6802,172,6802,182
4,5403,4,5693,49,5693,32,5693,210
4,5418,3,1163,45,1163,175,1163,30
4,5424,3,713,39,713,33,713,185
4,5438,3,1315,33,1315,4,1315,170
4,5442,3,2628,37,2628,3,2628,170
4,5445,2,2330,31,2330,30,0,0
4,5453,3,2618,32,2618,3,2618,170
4,5453,4,2618,33,2618,3,2618,170
4,5454,2,5040,33,5040,30,0,0
4,5454,3,5040,181,5040,30,0,0
4,5455,3,774,31,774,2,774,171
4,5461,2,1221,35,1221,172,0,0
4,5461,3,1221,36,1221,172,0,0
4,5470,3,5017,32,5017,171,0,0
4,5473,3,2397,37,2397,173,0,0
4,5473,4,2397,38,2397,173,0,0
4,5475,2,5573,42,5573,183,0,0
4,5475,3,5573,44,5573,183,0,0
4,5502,2,5459,32,5459,176,0,0
4,5505,4,6545,41,6545,5,6545,176
4,5506,2,2647,30,2647,172,0,0
4,5516,3,2207,30,2207,21,2207,174
4,5516,4,2207,31,2207,21,2207,174
4,5528,3,2509,42,2509,6,2509,174
4,5532,2,5031,50,5031,32,0,0
4,5545,2,5392,39,5392,30,5392,189
4,5545,3,5392,40,5392,30,5392,189
4,5558,2,3018,2,3018,1,0,0
4,5558,3,3018,3,3018,1,0,0
4,5562,3,2224,45,2224,33,2224,190
4,5563,3,5684,201,5684,32,5684,205
4,5566,3,6093,39,6093,170,6093,10
4,5572,2,6121,60,6121,30,0,0
4,5587,3,2603,179,2603,177,2603,7
4,5587,4,2603,33,2603,177,2603,7
4,5604,2,2432,48,2432,176,0,0
4,5607,4,6350,35,6350,7,6350,174
4,5613,3,1494,32,1494,175,1494,4
4,5614,4,5655,40,5655,174,5655,34
4,5625,2,6750,36,6750,5,0,0
4,5625,3,6750,37,6750,5,0,0
4,5628,2,3347,5,3347,4,0,0
4,5635,4,496,32,496,185,496,179
4,5650,3,1161,30,1161,171,1161,4
4,5651,2,6738,181,6738,180,0,0
4,5651,3,6738,182,6738,180,0,0
4,5662,2,5299,55,5299,10,0,0
4,5664,2,5926,32,5926,5,0,0
4,5664,3,5926,34,5926,5,0,0
4,5679,3,2618,34,2618,4,2618,171
4,5679,4,2618,37,2618,4,2618,171
4,5684,4,5055,44,5055,33,0,0
4,5685,4,6030,36,6030,33,6030,187
4,5687,4,2910,33,2910,2,2910,174
4,5689,3,5012,177,5012,187,5012,186
4,5690,2,6210,36,6210,30,0,0
4,5707,3,1014,32,1014,30,1014,170
4,5708,3,2752,33,2752,172,2752,5
4,5709,2,5120,32,5120,177,0,0
4,5718,2,3116,2,3116,1,0,0
4,5731,3,5299,56,5299,12,0,0
4,5731,4,5299,57,5299,12,0,0
4,5732,2,5527,31,5527,172,0,0
4,5736,2,6365,51,6365,10,0,0
4,5736,3,6365,53,6365,10,0,0
4,5753,3,1893,38,1893,5,1893,177
4,5775,3,5916,39,5916,171,5916,4
4,5779,2,5036,31,5036,2,0,0
4,5783,4,5264,31,5264,4,5264,170
4,5783,5,5264,32,5264,4,5264,170
4,5785,2,6171,33,6171,1,0,0
4,5787,3,1236,32,1236,172,1236,4
4,5788,3,2323,32,2323,174,2323,3
4,5789,7,1663,41,1663,5,1663,173
4,5793,4,1786,49,1786,182,1786,4
4,5804,3,2379,32,2379,6,2379,172
4,5806,3,897,35,897,32,897,177
4,5807,2,6115,52,6115,37,0,0
4,5820,3,2016,33,2016,6,0,0
4,5825,2,6707,34,6707,3,0,0
4,5836,3,3336,3,3336,2,3336,1
4,5836,5,3336,5,3336,2,3336,1
4,5839,3,2586,34,2586,173,2586,6
4,5855,3,1533,33,1533,173,1533,5
4,5855,4,1533,34,1533,173,1533,5
4,5861,3,1498,35,1498,171,1498,30
4,5861,4,1498,37,1498,171,1498,30
4,5862,2,6588,40,6588,3,0,0
4,5873,2,6438,32,6438,30,0,0
4,5889,4,6735,45,6735,7,0,0
4,5893,3,3057,5,3057,2,3057,1
4,5895,2,5678,36,5678,2,0,0
4,5913,3,593,31,593,170,593,3
4,5916,3,655,30,655,172,655,3
4,5916,4,655,31,655,172,655,3
4,5938,4,6114,53,6114,170,0,0
4,5969,3,5663,53,5663,32,5663,198
4,5973,3,2545,33,2545,30,2545,172
4,5973,4,2545,34,2545,30,2545,172
4,5978,2,1480,33,1480,31,0,0
4,5978,3,1480,34,1480,31,0,0
4,5982,3,2753,35,2753,4,2753,173
4,5990,4,597,37,597,178,597,30
4,5994,2,6093,42,6093,31,0,0
4,5997,5,5534,32,5534,170,5534,30
4,6006,2,5814,40,5814,30,0,0
4,6024,4,2660,32,2660,172,2660,3
4,6029,2,5621,33,5621,9,0,0
4,6035,2,6820,37,6820,30,0,0
4,6045,5,3249,7,3249,2,3249,1
4,6061,3,3113,3,3113,2,3113,1
4,6062,2,6478,52,6478,30,0,0
4,6069,3,3275,3,3275,1,3275,2
4,6069,4,3275,4,3275,1,3275,2
4,6078,3,2621,34,2621,30,2621,175
4,6082,4,6111,34,6111,4,6111,174
4,6089,3,377,30,377,4,0,0
4,6089,4,377,31,377,4,0,0
4,6092,4,1932,35,1932,173,1932,5
4,6094,2,5499,36,5499,182,0,0
4,6112,8,5748,36,5748,6,0,0
4,6114,2,6179,174,6179,173,6179,175
4,6114,3,6179,40,6179,173,6179,175
4,6115,3,6845,43,6845,186,0,0
4,6115,4,6845,44,6845,186,0,0
4,6116,3,3024,3,3024,2,3024,1
4,6132,3,1839,34,1839,31,1839,182
4,6132,4,1839,35,1839,31,1839,182
4,6133,2,3055,3,3055,2,0,0
4,6133,3,3055,4,3055,2,0,0
4,6134,4,1969,32,1969,30,1969,171
4,6134,5,1969,33,1969,30,1969,171
4,6151,5,3282,7,3282,1,3282,2
4,6152,2,6335,38,6335,6,0,0
4,6163,2,6434,30,6434,170,0,0
4,6165,3,517,33,517,5,517,172
4,6165,4,517,34,517,5,517,172
4,6168,3,5960,43,5960,181,5960,8
4,6168,5,5960,47,5960,181,5960,8
4,6171,4,6721,34,6721,6,0,0
4,6194,3,5749,46,5749,30,5749,181
4,6194,4,5749,48,5749,30,5749,181
4,6202,3,5447,33,5447,30,0,0
4,6212,3,1185,32,1185,173,1185,175
4,6212,4,1185,34,1185,5,1185,179
4,6216,3,2610,32,2610,173,2610,4
4,6221,3,1919,40,1919,170,1919,3
4,6225,3,922,35,922,30,922,173
4,6238,2,5922,208,5922,210,0,0
4,6238,4,5922,43,5922,210,0,0
4,6260,5,6602,40,6602,188,0,0
4,6267,2,2578,180,2578,179,0,0
4,6291,3,2577,30,2577,173,2577,3
4,6291,4,2577,31,2577,173,2577,3
4,6296,2,6475,41,6475,30,0,0
4,6303,3,2177,34,2177,178,2177,185
4,6304,3,1663,46,1663,6,1663,176
4,6309,3,2474,34,2474,171,2474,30
4,6311,2,1700,39,1700,175,0,0
4,6312,3,6649,34,6649,3,6649,179
4,6323,4,3331,6,3331,1,3331,4
4,6323,6,3331,8,3331,1,3331,4
4,6357,2,6660,31,6660,3,0,0
4,6357,3,6660,32,6660,3,0,0
4,6363,5,3441,5,3441,2,3441,1
4,6369,3,5403,30,5403,171,5403,5
4,6369,4,5403,174,5403,171,5403,5
4,6371,3,2786,33,2786,171,2786,30
4,6378,3,722,34,722,178,722,30
4,6381,2,5478,34,5478,180,0,0
4,6382,2,6436,49,6436,36,6436,195
4,6391,2,5570,47,5570,31,0,0
4,6397,7,3437,7,3437,2,3437,1
4,6399,3,2354,36,2354,5,2354,174
4,6405,3,5874,179,5874,182,0,0
4,6408,4,3025,4,3025,2,3025,1
4,6411,4,597,36,597,176,597,35
4,6421,3,1762,45,1762,180,1762,31
4,6424,3,971,30,971,171,971,4
4,6442,2,1088,38,1088,178,0,0
4,6442,3,1088,37,1088,178,0,0
4,6448,3,1335,53,1335,179,1335,31
4,6448,4,1335,54,1335,179,1335,31
4,6451,3,6625,34,6625,7,6625,176
4,6451,4,6625,35,6625,7,6625,176
4,6452,3,3021,4,3021,1,0,0
4,6459,3,3397,7,3397,6,3397,170
4,6464,4,2341,32,2341,172,2341,5
4,6469,3,2731,36,2731,4,0,0
4,6476,2,5584,33,5584,30,0,0
4,6488,3,1970,32,1970,5,1970,182
4,6491,3,2611,37,2611,32,2611,175
4,6491,4,2611,38,2611,32,2611,175
4,6492,2,5832,30,5832,3,0,0
