GENREL07,GENID07,GENSN07,CH07_ID,CH07_PN,PCG07_ID,PCG07_PN,OCG07_ID,OCG07_PN
4,6499,2,6680,30,6680,4,0,0
4,6506,3,3417,3,3417,2,3417,1
4,6508,4,5537,42,5537,10,5537,177
4,6511,3,2282,178,2282,177,2282,3
4,6513,7,5055,43,5055,171,5055,171
4,6516,2,840,41,840,32,0,0
4,6516,3,840,43,840,32,0,0
4,6519,2,490,32,490,172,0,0
4,6526,4,5287,193,5287,181,5287,198
4,6537,4,846,44,846,170,0,0
4,6544,2,2662,32,2662,172,0,0
4,6549,4,2707,42,2707,4,2707,176
4,6551,3,2441,37,2441,4,2441,182
4,6557,2,5323,30,5323,3,0,0
4,6569,3,1332,33,1332,180,1332,184
4,6571,3,3149,3,3149,2,3149,1
4,6573,2,5698,170,5698,6,0,0
4,6574,3,53,205,53,202,53,967
4,6576,2,5641,37,5641,33,5641,904
4,6576,3,5641,38,5641,33,5641,904
4,6581,3,3397,3,3397,2,3397,1
4,6582,3,3239,3,3239,2,3239,1
4,6582,4,3239,4,3239,2,3239,1
4,6585,3,3140,4,3140,2,3140,1
4,6593,3,1994,177,1994,176,1994,7
4,6600,2,2302,52,2302,31,0,0
4,6600,3,2302,49,2302,31,0,0
4,6609,2,3131,2,3131,1,0,0
4,6609,3,3131,3,3131,1,0,0
4,6616,4,760,173,760,171,760,4
4,6627,3,5643,31,5643,6,5643,170
4,6629,3,6724,204,6724,31,6724,185
4,6634,3,3258,4,3258,2,3258,1
4,6634,4,3258,5,3258,2,3258,1
4,6637,2,6602,41,6602,9,0,0
4,6641,3,3217,3,3217,2,3217,1
4,6643,3,1061,32,1061,4,0,0
4,6646,5,6845,39,6845,5,0,0
4,6660,2,5693,196,5693,2,0,0
4,6665,3,729,32,729,171,0,0
4,6678,3,2786,34,2786,6,2786,32
4,6680,2,5841,35,5841,32,0,0
4,6680,3,5841,38,5841,32,0,0
4,6686,3,1663,43,1663,7,1663,179
4,6706,2,5462,36,5462,6,0,0
4,6713,4,2502,36,2502,172,2502,5
4,6713,5,2502,37,2502,172,2502,5
4,6720,3,3059,3,3059,2,3059,1
4,6727,3,1547,33,1547,3,1547,170
4,6729,3,1701,35,1701,178,1701,30
4,6729,4,1701,36,1701,178,1701,30
4,6733,2,10,33,10,177,0,0
4,6734,3,5921,32,5921,172,5921,4
4,6735,2,6157,31,6157,3,0,0
4,6736,2,3167,3,3167,2,0,0
4,6742,3,10,34,10,6,0,0
4,6742,4,10,35,10,6,0,0
4,6752,3,1430,30,1430,4,1430,170
4,6752,4,1430,31,1430,4,1430,170
4,6755,3,6316,32,6316,6,6316,173
4,6755,4,6316,33,6316,6,6316,173
4,6759,3,3002,2,3002,1,3002,170
4,6773,3,5858,188,5858,179,0,0
4,6773,4,5858,38,5858,179,0,0
4,6790,2,6724,36,6724,30,0,0
4,6790,3,6724,39,6724,30,0,0
4,6791,3,2558,31,2558,170,2558,30
4,6795,3,6051,183,6051,3,0,0
4,6795,4,6051,185,6051,3,0,0
4,6798,2,2731,37,2731,30,0,0
4,6798,3,2731,35,2731,30,0,0
4,6807,4,6750,35,6750,30,0,0
4,6822,2,6684,40,6684,3,0,0
4,6822,3,6684,42,6684,3,0,0
4,6825,3,5548,42,5548,30,5548,173
4,6831,2,5406,33,5406,173,0,0
4,6831,3,5406,176,5406,173,0,0
4,6833,2,5136,42,5136,31,0,0
4,6838,3,6187,179,6187,10,6187,173
4,6856,3,151,38,151,171,0,0
4,6857,3,236,32,236,3,236,172
4,6863,5,5018,33,5018,3,5018,175
4,6876,3,5430,50,5430,192,5430,208
4,6877,3,2034,33,2034,4,2034,182
4,6882,2,5154,45,5154,8,0,0
4,6891,3,486,30,486,171,486,4
4,6900,2,5014,40,5014,32,0,0
4,6907,3,5576,176,5576,177,0,0
4,6918,3,479,30,479,170,479,3
4,6918,4,479,31,479,170,479,3
4,6926,3,1782,34,1782,174,1782,175
4,6930,3,5677,43,5677,36,0,0
4,6934,3,2461,173,2461,4,2461,172
4,6938,4,5462,35,5462,174,5462,5
4,6939,3,1048,38,1048,206,1048,205
4,6939,4,1048,39,1048,206,1048,205
4,6946,2,1426,38,1426,4,0,0
4,6950,4,356,32,356,177,356,30
4,6967,3,3043,3,3043,1,3043,2
4,6975,6,5770,31,5770,3,5770,172
4,6985,3,769,38,769,4,769,174
4,6987,3,3189,3,3189,1,3189,2
4,6995,3,2618,35,2618,31,2618,172
4,6998,4,3323,4,3323,2,3323,1
4,7005,2,1033,31,1033,171,0,0
4,7006,4,3047,5,3047,174,3047,175
4,7007,2,1260,43,1260,39,0,0
4,7015,2,6110,41,6110,30,0,0
4,7015,4,6110,46,6110,30,0,0
4,7027,2,6121,61,6121,34,0,0
4,7031,5,61,34,61,5,61,171
4,7033,2,1701,34,1701,3,0,0
4,7054,3,5031,46,5031,3,0,0
4,7062,3,2278,39,2278,178,2278,30
4,7070,4,573,35,573,4,573,171
4,7071,3,557,176,557,30,557,175
4,7071,4,557,177,557,30,557,175
4,7074,3,6054,33,6054,30,6054,186
4,7083,3,2393,30,2393,4,2393,171
4,7083,4,2393,31,2393,4,2393,171
4,7085,3,2278,42,2278,32,2278,193
4,7109,3,3294,4,3294,3,3294,5
4,7115,2,6053,35,6053,177,0,0
4,7115,3,6053,37,6053,177,0,0
4,7118,3,6626,37,6626,7,6626,180
4,7126,3,1129,189,1129,201,1129,175
4,7149,2,6475,42,6475,170,0,0
4,7156,2,6626,38,6626,8,0,0
4,7158,3,2712,32,2712,170,2712,3
4,7162,3,2566,38,2566,30,2566,174
4,7162,4,2566,39,2566,30,2566,174
4,7181,4,6765,34,6765,7,6765,170
4,7197,3,2151,41,2151,177,2151,7
4,7203,3,3422,3,3422,1,3422,2
4,7203,4,3422,4,3422,1,3422,2
4,7212,4,2529,31,2529,175,2529,30
4,7224,3,5925,176,5925,170,5925,8
4,7226,3,5968,33,5968,5,0,0
4,7226,4,5968,34,5968,5,0,0
4,7239,3,5154,44,5154,33,0,0
4,7239,4,5154,46,5154,33,0,0
4,7247,3,1898,30,1898,3,1898,174
4,7259,2,5065,38,5065,32,0,0
4,7259,3,5065,40,5065,32,0,0
4,7261,3,2655,33,2655,173,2655,30
4,7272,5,3212,5,3212,1,3212,2
4,7276,3,5332,43,5332,32,5332,191
4,7284,2,1679,30,1679,175,0,0
4,7295,3,5430,52,5430,200,5430,173
4,7301,3,2701,208,2701,190,2701,207
4,7301,4,2701,50,2701,190,2701,207
4,7303,3,2629,30,2629,3,2629,170
4,7303,4,2629,31,2629,3,2629,170
4,7305,4,6605,35,6605,190,0,0
4,7314,3,857,31,857,174,0,0
4,7317,3,1722,185,1722,183,0,0
4,7318,2,1547,32,1547,5,0,0
4,7323,5,3328,6,3328,2,3328,1
4,7324,3,2776,31,2776,173,2776,3
4,7324,4,2776,32,2776,173,2776,3
4,7326,2,2642,34,2642,179,0,0
4,7326,3,2642,35,2642,179,0,0
4,7337,2,1947,30,1947,3,0,0
4,7341,4,5814,186,5814,31,0,0
4,7343,2,6577,39,6577,35,0,0
4,7348,5,5646,38,5646,6,5646,183
4,7355,2,311,32,311,3,0,0
4,7355,3,311,33,311,3,0,0
4,7364,4,6845,40,6845,3,0,0
4,7364,5,6845,42,6845,3,0,0
4,7368,4,6275,33,6275,3,6275,173
4,7384,3,6358,41,6358,32,0,0
4,7407,3,5706,40,5706,6,0,0
4,7423,2,6205,41,6205,177,0,0
4,7443,3,2518,176,2518,9,0,0
4,7453,3,556,36,556,174,556,30
4,7461,3,1241,35,1241,33,1241,174
4,7466,5,3155,5,3155,2,3155,1
4,7466,6,3155,6,3155,2,3155,1
4,7472,2,602,35,602,184,0,0
4,7479,3,478,40,478,36,478,179
4,7494,4,5784,37,5784,5,5784,32
4,7501,2,6519,38,6519,30,0,0
4,7501,3,6519,40,6519,30,0,0
4,7512,5,570,36,570,171,570,8
4,7513,3,2240,34,2240,3,0,0
4,7518,3,84,35,84,177,0,0
4,7530,4,5057,47,5057,4,5057,194
4,7532,4,6170,34,6170,171,0,0
4,7542,3,3349,3,3349,1,3349,2
4,7542,4,3349,4,3349,1,3349,2
4,7549,3,5969,34,5969,5,5969,174
4,7552,3,3156,3,3156,2,3156,1
4,7552,4,3156,4,3156,2,3156,1
4,7558,2,6849,32,6849,5,6849,910
4,7560,3,2240,33,2240,4,2240,171
4,7569,2,5612,37,5612,9,0,0
4,7569,3,5612,41,5612,9,0,0
4,7571,5,2678,40,2678,175,2678,5
4,7576,3,2278,41,2278,182,2278,37
4,7576,4,2278,43,2278,182,2278,37
4,7588,3,3409,3,3409,2,3409,1
4,7588,4,3409,4,3409,2,3409,1
4,7592,2,6635,52,6635,176,0,0
4,7595,4,3204,4,3204,2,3204,1
4,7598,3,6646,40,6646,33,0,0
4,7606,3,5570,200,5570,198,0,0
4,7606,4,5570,201,5570,198,0,0
4,7615,3,6553,30,6553,4,6553,172
4,7617,4,5548,38,5548,9,5548,4
4,7619,2,5548,37,5548,11,0,0
4,7624,2,6740,35,6740,4,0,0
4,7631,2,6366,31,6366,4,0,0
4,7631,3,6366,32,6366,4,0,0
4,7632,2,5170,185,5170,184,0,0
4,7639,3,5350,39,5350,31,5350,181
4,7640,2,1670,35,1670,30,0,0
4,7640,3,1670,36,1670,30,0,0
4,7643,3,1285,33,1285,4,1285,172
4,7645,2,674,31,674,171,0,0
4,7648,2,5942,174,5942,8,0,0
4,7648,3,5942,38,5942,8,0,0
4,7667,2,6800,38,6800,37,0,0
4,7668,4,3115,4,3115,2,3115,1
4,7679,2,2330,32,2330,171,0,0
4,7681,4,6626,36,6626,4,6626,171
4,7687,5,6179,38,6179,170,6179,3
4,7687,6,6179,41,6179,170,6179,3
4,7694,3,6115,54,6115,176,6115,197
4,7697,3,5835,181,5835,184,5835,187
4,7710,4,649,33,649,30,649,171
4,7715,4,1621,32,1621,3,1621,171
4,7719,3,1928,30,1928,171,0,0
4,7729,3,2271,35,2271,3,2271,170
4,7731,3,2012,34,2012,31,2012,172
4,7756,3,5,33,5,5,5,177
4,7758,3,760,176,760,174,0,0
4,7758,4,760,30,760,174,0,0
4,7764,3,2271,34,2271,5,2271,175
4,7777,3,3310,3,3310,2,0,0
4,7795,3,6849,31,6849,188,6849,2
4,7795,4,6849,33,6849,188,6849,2
4,7810,3,5503,32,5503,174,5503,30
4,7814,2,5749,47,5749,36,0,0
4,7816,4,5926,36,5926,171,5926,3
4,7819,4,6864,35,6864,3,6864,173
4,7831,3,3161,3,3161,1,3161,2
4,7836,3,3227,3,3227,2,3227,1
4,7836,4,3227,4,3227,2,3227,1
4,7848,3,5332,187,5332,31,5332,193
4,7848,4,5332,41,5332,31,5332,193
4,7853,4,5332,42,5332,188,5332,30
4,7861,4,6040,36,6040,8,6040,177
4,7870,2,674,30,674,5,0,0
4,7881,2,2032,40,2032,922,2032,177
4,7881,3,2032,41,2032,922,2032,177
4,7903,3,5835,36,5835,35,0,0
4,7913,3,2852,52,2852,30,2852,184
4,7913,4,2852,54,2852,30,2852,184
4,7940,2,3407,3,3407,1,0,0
4,7940,4,3407,4,3407,1,0,0
4,7953,2,6121,57,6121,180,0,0
4,7954,3,6698,33,6698,4,6698,173
4,7955,4,18,41,18,185,18,204
4,7957,2,5812,53,5812,34,0,0
4,7957,4,5812,60,5812,34,0,0
4,7960,2,6485,42,6485,5,0,0
4,7981,3,60,36,60,32,60,181
4,7981,4,60,37,60,32,60,181
4,7987,2,608,186,608,185,0,0
4,7990,3,6694,32,6694,30,6694,1
4,7991,2,6635,44,6635,9,6635,40
4,8000,2,2019,32,2019,175,0,0
4,8009,2,5901,40,5901,4,0,0
4,8009,3,5901,43,5901,4,0,0
4,8014,4,607,42,607,174,607,183
4,8016,3,6103,180,6103,5,6103,178
4,8034,2,5495,32,5495,30,0,0
4,8034,3,5495,34,5495,30,0,0
4,8061,3,5015,36,5015,30,5015,184
4,8061,4,5015,177,5015,30,5015,184
4,8065,2,5814,184,5814,5,0,0
4,8065,3,5814,185,5814,5,0,0
4,8098,4,3311,7,3311,2,0,0
4,8104,4,6159,38,6159,30,6159,176
4,8106,5,3063,6,3063,2,3063,1
4,8112,3,1516,30,1516,171,0,0
4,8124,2,6615,36,6615,31,0,0
4,8136,3,6616,183,6616,179,0,0
4,8140,3,1611,33,1611,174,1611,30
4,8140,4,1611,34,1611,174,1611,30
4,8143,3,266,35,266,30,266,173
4,8150,3,6172,180,6172,6,0,0
4,8151,3,404,33,404,174,404,4
4,8151,5,404,35,404,174,404,4
4,8165,3,2201,30,2201,172,2201,3
4,8180,2,2432,53,2432,190,0,0
4,8182,3,3229,3,3229,2,3229,1
4,8182,4,3229,4,3229,2,3229,1
4,8227,3,700,32,700,176,0,0
4,8227,4,700,34,700,176,0,0
4,8233,3,2392,36,2392,173,2392,5
4,8233,4,2392,37,2392,173,2392,5
4,8244,3,1335,56,1335,35,0,0
4,8246,4,3386,4,3386,2,3386,1
4,8278,3,1597,30,1597,3,0,0
4,8278,4,1597,31,1597,3,0,0
4,8323,3,6750,184,6750,183,6750,188
4,8323,4,6750,185,6750,183,6750,188
