TA050001,TA050002,TA050003,TA050004,TA050005,TA050006,TA050007,TA050008,TA050009,TA050010,TA050011,TA050012,TA050013,TA050014,TA050015,TA050016,TA050017,TA050018,TA050019,TA050020,TA050021,TA050022,TA050023,TA050024,TA050025,TA050026,TA050027,TA050028,TA050029,TA050030,TA050031,TA050032,TA050033,TA050034,TA050035,TA050036,TA050037,TA050038,TA050039,TA050040,TA050041,TA050042,TA050043,TA050044,TA050045,TA050046,TA050047,TA050048,TA050049,TA050050,TA050051,TA050052,TA050053,TA050054,TA050055,TA050056,TA050057,TA050058,TA050059,TA050060,TA050061,TA050062,TA050063,TA050064,TA050065,TA050066,TA050067,TA050068,TA050069,TA050070,TA050071,TA050072,TA050073,TA050074,TA050075,TA050076,TA050077,TA050078,TA050079,TA050080,TA050081,TA050082,TA050083,TA050084,TA050085,TA050086,TA050087,TA050088,TA050089,TA050090,TA050091,TA050092,TA050093,TA050094,TA050095,TA050096,TA050097,TA050098,TA050099,TA050100,TA050101,TA050102,TA050103,TA050104,TA050105,TA050106,TA050107,TA050108,TA050109,TA050110,TA050111,TA050112,TA050113,TA050114,TA050115,TA050116,TA050117,TA050118,TA050119,TA050120,TA050121,TA050122,TA050123,TA050124,TA050125,TA050126,TA050127,TA050128,TA050129,TA050130,TA050131,TA050132,TA050133,TA050134,TA050135,TA050136,TA050137,TA050138,TA050139,TA050140,TA050141,TA050142,TA050143,TA050144,TA050145,TA050146,TA050147,TA050148,TA050149,TA050150,TA050151,TA050152,TA050153,TA050154,TA050155,TA050156,TA050157,TA050158,TA050159,TA050160,TA050161,TA050162,TA050163,TA050164,TA050165,TA050166,TA050167,TA050168,TA050169,TA050170,TA050171,TA050172,TA050173,TA050174,TA050175,TA050176,TA050177,TA050178,TA050179,TA050180,TA050181,TA050182,TA050183,TA050184,TA050185,TA050186,TA050187,TA050188,TA050189,TA050190,TA050191,TA050192,TA050193,TA050194,TA050195,TA050196,TA050197,TA050198,TA050199,TA050200,TA050201,TA050202,TA050203,TA050204,TA050205,TA050206,TA050207,TA050208,TA050209,TA050210,TA050211,TA050212,TA050213,TA050214,TA050215,TA050216,TA050217,TA050218,TA050219,TA050220,TA050221,TA050222,TA050223,TA050224,TA050225,TA050226,TA050227,TA050228,TA050229,TA050230,TA050231,TA050232,TA050233,TA050234,TA050235,TA050236,TA050237,TA050238,TA050239,TA050240,TA050241,TA050242,TA050243,TA050244,TA050245,TA050246,TA050247,TA050248,TA050249,TA050250,TA050251,TA050252,TA050253,TA050254,TA050255,TA050256,TA050257,TA050258,TA050259,TA050260,TA050261,TA050262,TA050263,TA050264,TA050265,TA050266,TA050267,TA050268,TA050269,TA050270,TA050271,TA050272,TA050273,TA050274,TA050275,TA050276,TA050277,TA050278,TA050279,TA050280,TA050281,TA050282,TA050283,TA050284,TA050285,TA050286,TA050287,TA050288,TA050289,TA050290,TA050291,TA050292,TA050293,TA050294,TA050295,TA050296,TA050297,TA050298,TA050299,TA050300,TA050301,TA050302,TA050303,TA050304,TA050305,TA050306,TA050307,TA050308,TA050309,TA050310,TA050311,TA050312,TA050313,TA050314,TA050315,TA050316,TA050317,TA050318,TA050319,TA050320,TA050321,TA050322,TA050323,TA050324,TA050325,TA050326,TA050327,TA050328,TA050329,TA050330,TA050331,TA050332,TA050333,TA050334,TA050335,TA050336,TA050337,TA050338,TA050339,TA050340,TA050341,TA050342,TA050343,TA050344,TA050345,TA050346,TA050347,TA050348,TA050349,TA050350,TA050351,TA050352,TA050353,TA050354,TA050355,TA050356,TA050357,TA050358,TA050359,TA050360,TA050361,TA050362,TA050363,TA050364,TA050365,TA050366,TA050367,TA050368,TA050369,TA050370,TA050371,TA050372,TA050373,TA050374,TA050375,TA050376,TA050377,TA050378,TA050379,TA050380,TA050381,TA050382,TA050383,TA050384,TA050385,TA050386,TA050387,TA050388,TA050389,TA050390,TA050391,TA050392,TA050393,TA050394,TA050395,TA050396,TA050397,TA050398,TA050399,TA050400,TA050401,TA050402,TA050403,TA050404,TA050405,TA050406,TA050407,TA050408,TA050409,TA050410,TA050411,TA050412,TA050413,TA050414,TA050415,TA050416,TA050417,TA050418,TA050419,TA050420,TA050421,TA050422,TA050423,TA050424,TA050425,TA050426,TA050427,TA050428,TA050429,TA050430,TA050431,TA050432,TA050433,TA050434,TA050435,TA050436,TA050437,TA050438,TA050439,TA050440,TA050441,TA050442,TA050443,TA050444,TA050445,TA050446,TA050447,TA050448,TA050449,TA050450,TA050451,TA050452,TA050453,TA050454,TA050455,TA050456,TA050457,TA050458,TA050459,TA050460,TA050461,TA050462,TA050463,TA050464,TA050465,TA050466,TA050467,TA050468,TA050469,TA050470,TA050471,TA050472,TA050473,TA050474,TA050475,TA050476,TA050477,TA050478,TA050479,TA050480,TA050481,TA050482,TA050483,TA050484,TA050485,TA050486,TA050487,TA050488,TA050489,TA050490,TA050491,TA050492,TA050493,TA050494,TA050495,TA050496,TA050497,TA050498,TA050499,TA050500,TA050501,TA050502,TA050503,TA050504,TA050505,TA050506,TA050507,TA050508,TA050509,TA050510,TA050511,TA050512,TA050513,TA050514,TA050515,TA050516,TA050517,TA050518,TA050519,TA050520,TA050521,TA050522,TA050523,TA050524,TA050525,TA050526,TA050527,TA050528,TA050529,TA050530,TA050531,TA050532,TA050533,TA050534,TA050535,TA050536,TA050537,TA050538,TA050539,TA050540,TA050541,TA050542,TA050543,TA050544,TA050545,TA050546,TA050547,TA050548,TA050549,TA050550,TA050551,TA050552,TA050553,TA050554,TA050555,TA050556,TA050557,TA050558,TA050559,TA050560,TA050561,TA050562,TA050563,TA050564,TA050565,TA050566,TA050567,TA050568,TA050569,TA050570,TA050571,TA050572,TA050573,TA050574,TA050575,TA050576,TA050577,TA050578,TA050579,TA050580,TA050581,TA050582,TA050583,TA050584,TA050585,TA050586,TA050587,TA050588,TA050589,TA050590,TA050591,TA050592,TA050593,TA050594,TA050595,TA050596,TA050597,TA050598,TA050599,TA050600,TA050601,TA050602,TA050603,TA050604,TA050605,TA050606,TA050607,TA050608,TA050609,TA050610,TA050611,TA050612,TA050613,TA050614,TA050615,TA050616,TA050617,TA050618,TA050619,TA050620,TA050621,TA050622,TA050623,TA050624,TA050625,TA050626,TA050627,TA050628,TA050629,TA050630,TA050631,TA050632,TA050633,TA050634,TA050635,TA050636,TA050637,TA050638,TA050639,TA050640,TA050641,TA050642,TA050643,TA050644,TA050645,TA050646,TA050647,TA050648,TA050649,TA050650,TA050651,TA050652,TA050653,TA050654,TA050655,TA050656,TA050657,TA050658,TA050659,TA050660,TA050661,TA050662,TA050663,TA050664,TA050665,TA050666,TA050667,TA050668,TA050669,TA050670,TA050671,TA050672,TA050673,TA050674,TA050675,TA050676,TA050677,TA050678,TA050679,TA050680,TA050681,TA050682,TA050683,TA050684,TA050685,TA050686,TA050687,TA050688,TA050689,TA050690,TA050691,TA050692,TA050693,TA050694,TA050695,TA050696,TA050697,TA050698,TA050699,TA050700,TA050701,TA050702,TA050703,TA050704,TA050705,TA050706,TA050707,TA050708,TA050709,TA050710,TA050711,TA050712,TA050713,TA050714,TA050715,TA050716,TA050717,TA050718,TA050719,TA050720,TA050721,TA050722,TA050723,TA050724,TA050725,TA050726,TA050727,TA050728,TA050729,TA050730,TA050731,TA050732,TA050733,TA050734,TA050735,TA050736,TA050737,TA050738,TA050739,TA050740,TA050741,TA050742,TA050743,TA050744,TA050745,TA050746,TA050747,TA050748,TA050749,TA050750,TA050751,TA050752,TA050753,TA050754,TA050755,TA050756,TA050757,TA050758,TA050759,TA050760,TA050761,TA050762,TA050763,TA050764,TA050765,TA050766,TA050767,TA050768,TA050769,TA050770,TA050771,TA050772,TA050773,TA050774,TA050775,TA050776,TA050777,TA050778,TA050779,TA050780,TA050781,TA050782,TA050783,TA050784,TA050785,TA050786,TA050787,TA050788,TA050789,TA050790,TA050791,TA050792,TA050793,TA050794,TA050795,TA050796,TA050797,TA050798,TA050799,TA050800,TA050801,TA050802,TA050803,TA050804,TA050805,TA050806,TA050807,TA050808,TA050809,TA050810,TA050811,TA050812,TA050813,TA050814,TA050815,TA050816,TA050817,TA050818,TA050819,TA050820,TA050821,TA050822,TA050823,TA050824,TA050825,TA050826,TA050827,TA050828,TA050829,TA050830,TA050831,TA050832,TA050833,TA050834,TA050835,TA050836,TA050837,TA050838,TA050839,TA050840,TA050841,TA050842,TA050843,TA050844,TA050845,TA050846,TA050847,TA050848,TA050849,TA050850,TA050851,TA050852,TA050853,TA050854,TA050855,TA050856,TA050857,TA050858,TA050859,TA050860,TA050861,TA050862,TA050863,TA050864,TA050865,TA050866,TA050867,TA050868,TA050869,TA050870,TA050871,TA050872,TA050873,TA050874,TA050875,TA050876,TA050877,TA050878,TA050879,TA050880,TA050881,TA050882,TA050883,TA050884,TA050885,TA050886,TA050887,TA050888,TA050889,TA050890,TA050891,TA050892,TA050893,TA050894,TA050895,TA050896,TA050897,TA050898,TA050899,TA050900,TA050901,TA050902,TA050903,TA050904,TA050905,TA050906,TA050907,TA050908,TA050909,TA050910,TA050911,TA050912,TA050913,TA050914,TA050915,TA050916,TA050917,TA050918,TA050919,TA050920,TA050921,TA050922,TA050923,TA050924,TA050925,TA050926,TA050927,TA050928,TA050929,TA050930,TA050931,TA050932,TA050933,TA050934,TA050935,TA050936,TA050937,TA050938,TA050939,TA050940,TA050941,TA050942,TA050943,TA050944,TA050945,TA050946,TA050947,TA050948,TA050949,TA050950,TA050951,TA050952,TA050953,TA050954,TA050955,TA050956,TA050957,TA050958,TA050959,TA050960,TA050961
5,1,1100,3,9,54,9,10,2005,1,3,0,0,0,5,0,0,5,0,4,3,6,1,4,4,1,3,1,5,0,0,5,0,1,7,0,0,0,0,0,0,1,1,5,6,5,4,5,5,4,5,6,5,4,5,5,6,4,5,6,5,3,1,5,7,3,1,3,2,0,0,5,0,0,0,0,0,1,7,7,3,5,24,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,4,26,2,5,7,1,5,7,1,4,5,1,1,7,6,3,3,7,5,1,1,7,6,7,3,7,5,1,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2005,0,0,472,498,1,3,0,0,7.4000001,8,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,9999999,9,0,0,0,0,0,0,0,0,0,0,1,2003,9,2005,405,497,3,0,0,8,8,0,0,0,0,0,0,0,0,25,1,12,6,6000,6,25,0,5,0,0,8000,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,8500,1,1000,5,0,5,0,5,0,1,6,2003,0,0,0,0,0,0,0,0,2.9000001,4,5,0,5,0,1,998,998,0,1,1,2,1,2004,0,0,997,1,3.2,4,1,0,0,0,0,0,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,0,0,0,0,0,0,0,0,5,5,3,6,5,2,2,2,186,9,9,6,7,5,0,3,1,5,5,6,6,6,4,4,1,4,5,5,5,4,5,7,7,6,7,1,5,4,1,5,5,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,7,14,5,4,5,3,3,5,5,3,0,7,5,5,1,1,5,0,5,0,185,5,5,1,1,3,0,0,0,0,0,0,4,8,6,1,5,0,0,0,0,1,5,20,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,1,4,5,4,5,0,0,1,2,1,2,2,4,4,1,2,1,1,2,5,0,0,5,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,3,5,5,5,3,1,1,2,2,2,4,3,4,2,5,5,0,0,0,0,1,600,0,0,0,1,150,0,0,0,0,5,0,0,0,0,1,5,0,0,0,0,0,0,5,4,3,10,5,2,3,5,1,0,4,6,2,30.799999,4,9,12,1985,16,1985,2,1,0,8000,15.968,0,0,0,0,0,0
5,2,2520,2,39,71,9,10,2005,1,3,0,0,0,5,0,0,5,0,6,2,6,1,3,3,1,7,5,5,0,0,5,0,5,0,0,0,0,0,0,0,1,1,5,1,5,5,5,7,6,0,5,4,6,6,5,7,7,6,7,6,3,3,2,4,3,4,2,2,0,0,5,0,0,0,0,0,1,6,6,5,5,22,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,4,26,2,6,7,1,7,7,2,3,4,1,1,5,6,5,2,6,5,1,1,2,2,4,1,3,3,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,6,2004,0,0,794,237,4,3,0,0,11.61,1,0,0,0,0,0,0,0,0,0,0,1,1,60,5,0,0,16000,6,45,0,5,0,0,950,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,10000,5,0,5,0,5,0,1,1700,3,0,0,0,0,0,0,0,11,9,2005,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,3,4,5,4,5,2,182,1,9,6,5,3,794,4,3,5,6,6,6,5,6,5,2,4,5,6,5,6,7,5,6,4,7,2,5,3,5,0,5,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,3,4,5,5,3,0,7,5,5,1,1,5,0,5,0,120,5,5,5,3,2,0,0,0,0,0,0,5,6,2,1,1,1,10,0,17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,1,2,4,4,1,5,0,0,2,4,2,2,2,2,2,2,2,2,1,1,5,0,0,5,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,5,0,0,1,0,0,2,5,5,5,4,3,2,1,1,5,5,5,5,5,5,5,0,0,0,0,5,0,0,0,0,1,500,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,0,0,4,4,3,12,5,2,5,4,1,0,4,2,3,20,2,1,12,1999,12,1985,2,2,0,950,26.098,0,0,0,0,0,0
5,3,4706,3,39,46,9,10,2005,1,3,0,0,0,5,0,0,5,0,6,5,6,1,6,6,2,3,1,5,0,0,5,0,5,0,0,0,0,0,0,0,1,1,2,1,4,4,7,7,5,7,7,7,5,7,6,3,6,6,7,7,1,1,1,5,1,1,1,2,0,0,5,0,0,0,0,0,1,7,7,7,5,23,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,3,24,1,7,1,7,7,7,1,4,1,1,1,6,7,5,1,7,3,1,1,7,7,7,1,7,5,7,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2005,0,0,586,787,2,3,0,0,999,9,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,9999999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,1,6,2002,0,0,0,0,0,0,0,0,2.8,4,2,0,2,0,5,0,0,0,1,1,1,1,2004,0,0,56,1,3,4,1,0,0,0,0,0,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,0,0,0,0,0,0,0,0,7,1,1,1,5,7,1,1,313,6,8,9,7,7,0,5,6,3,7,7,7,7,7,7,7,4,4,7,7,7,7,7,7,7,7,1,7,4,5,0,5,0,0,0,0,0,0,5,0,0,0,1,20,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,7,18,3,5,5,5,5,5,5,0,0,0,5,5,1,1,1,5,1,5,200,5,8,3,3,6,0,0,0,0,0,0,7,8,4,3,1,1,20,0,16,0,0,0,0,1,2,3,0,1,18,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,4,2,9,5,0,0,3,3,2,2,2,3,2,2,1,1,2,2,5,0,0,5,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,5,0,0,1,0,0,7,6,6,5,6,5,1,6,2,5,6,6,6,6,6,5,0,0,0,0,5,0,0,0,0,1,200,0,0,0,0,5,0,0,0,0,1,5,0,0,0,0,0,0,3,2,1,16,6,4,6,0,1,0,4,6,2,30.4,4,9,12,1985,10,1985,2,2,0,0,12.084,0,0,0,0,0,0
5,4,3939,51,37,96,9,10,2005,1,3,0,0,0,5,0,1,5,0,4,4,5,1,4,4,1,1,1,5,0,0,1,2,1,1,0,0,0,0,0,4,3,1,4,1,3,5,6,6,6,3,6,6,6,6,7,7,7,6,6,6,2,2,2,4,2,3,2,2,0,0,5,0,0,0,0,0,5,0,0,0,4,28,4,24,3,5,0,0,0,0,0,0,0,0,0,0,0,0,5,22,2,7,7,1,6,6,1,5,2,8,0,0,0,0,0,0,0,1,1,7,7,5,4,7,5,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,2004,0,0,230,847,4,3,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,2000,6,25,0,5,0,0,1500,6,0,0,0,5,2005,8,2005,230,847,3,0,0,8,1,0,0,0,0,0,0,0,0,40,1,5,6,3500,6,0,0,0,0,0,0,0,0,4,0,5,2004,8,2004,230,847,3,0,0,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,5,0,0,4000,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0,1,2000,5,0,5,0,1,5,2003,0,0,0,0,0,0,0,0,3,4,6,1,6,1,1,500,430,0,1,1,1,6,2003,0,0,997,1,3.4000001,5,2,0,0,0,0,0,0,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,0,0,0,0,0,0,0,0,7,1,2,2,1,6,6,6,201,6,6,6,7,7,0,5,5,4,6,6,6,6,7,6,7,7,6,7,6,7,7,7,6,7,7,5,6,2,5,0,5,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,4,2,5,5,3,0,3,5,1,1,1,1,5,5,0,150,5,10,5,5,5,0,0,0,0,0,0,5,8,5,1,5,0,0,0,0,5,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,4,3,5,0,0,2,3,1,1,1,2,2,2,3,2,3,2,5,0,0,5,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1,3,0,2,0,0,7,5,5,5,5,4,3,3,2,5,5,5,5,5,5,1,10000,0,0,0,5,0,0,0,0,1,300,0,0,0,0,5,0,0,0,0,5,1,4000,0,0,0,1,4000,3,3,2,13,5,3,5,5,1,0,0,6,3,21.5,2,9,14,1989,11,1989,2,3,0,5500,4.3080001,0,0,0,0,0,0
