CHILDID97,CHILDSN97,PCGID97,PCGSN97,CDSHID97,PCGINST97
2957,3,2957,2,698,1
2962,3,2962,2,699,1
2966,4,2966,3,700,1
2970,5,2970,2,701,1
2980,3,2980,2,702,1
2980,4,2980,2,702,1
2991,5,2991,2,703,1
2991,6,2991,2,703,1
2994,2,2994,1,704,1
2995,2,2995,1,705,1
2995,3,2995,1,705,1
2997,3,2997,2,706,1
2997,4,2997,2,706,1
3000,3,3000,2,707,1
3000,4,3000,2,707,1
3002,3,3002,1,708,1
3005,3,3005,1,709,1
3005,4,3005,1,709,1
3014,3,3014,1,710,1
3019,2,3019,1,711,1
3019,3,3019,1,711,1
3022,3,3022,2,712,1
3028,6,3028,2,713,1
3028,7,3028,2,713,1
3032,3,3032,2,714,1
3036,3,3036,2,715,1
3041,3,3041,2,716,1
3046,4,3046,2,717,1
3046,5,3046,2,717,1
3053,3,3053,2,718,1
3053,4,3053,2,718,1
3054,4,3054,2,719,1
3063,2,3063,1,720,1
3063,3,3063,1,720,1
3067,3,3067,2,721,1
3067,4,3067,2,721,1
3068,4,3068,2,722,1
3071,3,3071,2,723,1
3071,4,3071,2,723,1
3074,3,3074,2,724,1
3077,3,3077,2,725,1
3077,4,3077,2,725,1
3085,3,3085,1,726,1
3085,4,3085,1,726,1
3093,4,3093,2,727,1
3095,3,3095,2,728,1
3095,4,3095,2,728,1
3099,4,3099,1,729,1
3099,5,3099,1,729,1
3100,3,3100,2,730,1
3103,2,3103,1,731,1
3103,3,3103,1,731,1
3121,3,3121,2,732,1
3121,5,3121,2,732,1
3122,5,3122,2,733,1
3128,3,3128,2,734,1
3131,4,3131,2,735,1
3138,2,3138,1,736,1
3144,2,3144,1,737,1
3144,3,3144,1,737,1
3153,6,3153,2,738,1
3160,3,3160,2,739,1
3163,4,3163,2,740,1
3163,5,3163,2,740,1
3164,3,3164,2,741,1
3168,4,3168,2,742,1
3168,5,3168,2,742,1
3169,2,3169,1,743,1
3170,3,3170,1,744,1
3180,5,3180,2,745,1
3180,6,3180,2,745,1
3184,3,3184,2,746,1
3184,4,3184,2,746,1
3189,4,3189,2,747,1
3192,3,3192,2,748,1
3192,5,3192,2,748,1
3195,5,3195,2,749,1
3196,4,3196,1,750,1
3196,5,3196,1,750,1
3198,3,3198,2,751,1
3198,4,3198,2,751,1
3202,3,3202,1,752,1
3203,3,3203,2,753,1
3205,3,3205,2,754,1
3207,4,3207,1,755,1
3219,2,3219,1,756,1
3219,3,3219,1,756,1
3223,3,3223,2,757,1
3223,4,3223,2,757,1
3225,3,3225,1,758,1
3225,4,3225,1,758,1
3228,2,3228,1,759,1
3231,4,3231,2,760,1
3232,3,3232,2,761,1
3232,5,3232,2,761,1
3235,3,3235,2,762,1
3235,4,3235,2,762,1
3241,3,3241,2,763,1
3251,5,3251,2,764,1
3258,3,3258,2,765,1
3258,4,3258,2,765,1
3259,3,3259,2,766,1
3259,4,3259,2,766,1
3260,2,3260,1,767,1
3260,3,3260,1,767,1
3267,3,3267,2,768,1
3269,4,3269,2,769,1
3269,5,3269,2,769,1
3273,3,3273,1,770,1
3275,3,3275,1,771,1
3275,4,3275,1,771,1
3278,4,3278,2,772,1
3283,2,3283,1,773,1
3293,2,3293,1,774,1
3293,3,3293,1,774,1
3297,3,3297,2,775,1
3297,4,3297,2,775,1
3298,4,3298,2,776,1
3308,4,3308,1,777,1
3308,5,3308,1,777,1
3310,2,3310,1,778,1
3312,2,3312,1,779,1
3318,3,3318,2,780,1
3318,5,3318,2,780,1
3322,3,3322,1,781,1
3330,3,3330,2,782,1
3337,5,3337,1,783,1
3338,5,3338,2,784,1
3340,3,3340,2,785,1
3345,4,3345,2,786,1
3348,3,3348,2,787,1
3348,4,3348,2,787,1
3357,4,3357,2,788,1
3359,3,3359,2,789,1
3360,3,3360,2,790,1
3360,4,3360,2,790,1
3364,2,3364,1,791,1
3364,3,3364,1,791,1
3367,2,3367,1,792,1
3368,3,3368,2,793,1
3368,5,3368,2,793,1
3378,4,3378,2,794,1
3380,4,3380,2,795,1
3380,5,3380,2,795,1
3381,3,3381,2,796,1
3381,4,3381,2,796,1
3383,4,3383,2,797,1
3390,4,3390,2,798,1
3391,3,3391,1,799,1
3391,4,3391,1,799,1
3394,3,3394,2,800,1
3396,4,3396,1,801,1
3397,2,3397,1,802,1
3399,5,3399,7,803,1
3399,6,3399,7,803,1
3400,3,3400,1,804,1
3401,3,3401,2,805,1
3401,4,3401,2,805,1
3402,2,3402,1,806,1
3402,3,3402,1,806,1
3403,3,3403,2,807,1
3403,4,3403,2,807,1
3406,3,3406,2,808,1
3409,3,3409,2,809,1
3409,4,3409,2,809,1
3411,2,3411,1,810,1
3414,3,3414,2,811,1
3415,4,3415,1,812,1
3420,3,3420,2,813,1
3424,4,3424,1,814,1
3427,3,3427,2,815,1
3427,4,3427,2,815,1
3432,3,3432,2,816,1
3432,4,3432,2,816,1
3434,3,3434,1,817,1
3443,5,3443,2,818,1
3444,3,3444,2,819,1
3444,4,3444,2,819,1
3446,3,3446,2,820,1
3446,4,3446,2,820,1
3452,3,3452,2,821,1
3457,4,3457,2,822,1
3460,3,3460,2,823,1
3460,4,3460,2,823,1
3462,2,3462,1,824,1
3463,3,3463,2,825,1
3478,3,3478,2,826,1
3478,5,3478,2,826,1
3482,3,3482,2,827,1
3482,4,3482,2,827,1
3491,3,3491,2,828,1
3491,4,3491,2,828,1
3495,3,3495,2,829,1
3495,4,3495,2,829,1
3496,2,3496,1,830,1
3497,2,3497,1,831,1
3501,2,3501,1,832,1
3510,4,3510,2,833,1
3510,5,3510,2,833,1
3513,2,3513,1,834,1
3513,3,3513,1,834,1
3515,2,3515,1,835,1
3515,3,3515,1,835,1
3516,3,3516,2,836,1
3516,4,3516,2,836,1
3517,3,3517,2,837,1
3517,4,3517,2,837,1
3520,3,3520,2,838,1
3527,5,3527,3,839,1
3530,5,3530,2,840,1
3534,3,3534,2,841,1
3535,4,3535,2,842,1
3538,5,3538,1,843,1
3538,6,3538,1,843,1
3541,3,3541,2,844,1
3542,3,3542,2,845,1
3542,4,3542,2,845,1
3548,3,3548,2,846,1
3549,3,3549,2,847,1
3558,2,3558,1,848,1
3560,5,3560,4,849,1
3560,6,3560,4,849,1
3563,3,3563,2,850,1
3564,4,3564,2,851,1
3566,4,3566,1,852,1
3566,5,3566,3,852,2
3568,3,3568,2,853,1
3568,4,3568,2,853,1
3569,3,3569,2,854,1
3578,2,3578,1,855,1
3585,4,3585,2,856,1
3586,4,3586,2,857,1
3588,3,3588,2,858,1
3588,5,3588,2,858,1
3589,2,3589,1,859,1
3592,3,3592,2,860,1
3594,4,3594,2,861,1
3594,5,3594,2,861,1
3603,3,3603,2,862,1
3603,4,3603,2,862,1
3613,3,3613,2,863,1
3613,4,3613,2,863,1
3622,3,3622,2,864,1
3622,4,3622,2,864,1
3626,4,3626,2,865,1
3628,3,3628,1,866,1
3630,2,3630,1,867,1
3630,4,3630,1,867,1
3632,3,3632,2,868,1
3632,4,3632,2,868,1
3633,5,3633,2,869,1
3639,3,3639,2,870,1
3639,4,3639,2,870,1
3641,3,3641,2,871,1
3646,3,3646,2,872,1
3651,3,3651,2,873,1
3656,3,3656,2,874,1
3656,4,3656,2,874,1
3658,2,3658,1,875,1
3660,2,3660,1,876,1
3661,4,3661,2,877,1
3666,2,3666,1,878,1
3666,3,3666,1,878,1
3667,3,3667,1,879,1
3667,4,3667,1,879,1
3668,3,3668,1,880,1
3668,4,3668,1,880,1
3675,3,3675,2,881,1
3677,3,3677,2,882,1
3677,4,3677,2,882,1
3704,4,3704,2,883,1
3704,5,3704,2,883,1
3711,3,3711,2,884,1
3711,4,3711,2,884,1
3713,4,3713,2,885,1
3713,5,3713,2,885,1
3715,2,3715,1,886,1
3716,3,3716,2,887,1
3716,4,3716,2,887,1
3717,4,3717,2,888,1
3717,5,3717,2,888,1
3728,2,3728,1,889,1
3736,4,3736,2,890,1
3736,5,3736,2,890,1
3737,3,3737,2,891,1
3737,4,3737,2,891,1
3741,5,3741,2,892,1
3742,4,3742,2,893,1
3743,3,3743,2,894,1
3746,5,3746,2,895,1
3746,6,3746,2,895,1
3747,3,3747,2,896,1
3753,2,3753,1,897,1
3757,4,3757,2,898,1
3757,5,3757,2,898,1
3764,7,3764,5,899,1
3764,8,3764,5,899,1
3771,3,3771,2,900,1
3773,3,3773,2,901,1
3774,4,3774,2,902,1
3778,4,3778,2,903,1
3780,2,3780,1,904,1
3780,5,3780,1,904,1
3786,3,3786,2,905,1
3786,4,3786,2,905,1
3788,6,3788,4,906,1
3794,3,3794,2,907,1
3797,3,3797,2,908,1
3802,4,3802,2,909,1
3806,2,3806,1,910,1
3806,3,3806,1,910,1
3807,3,3807,1,911,1
3807,4,3807,2,911,2
3817,3,3817,2,912,1
3817,4,3817,2,912,1
3818,3,3818,2,913,1
3818,4,3818,2,913,1
3822,2,3822,1,914,1
3822,3,3822,1,914,1
3823,3,3823,2,915,1
3823,4,3823,2,915,1
3826,3,3826,1,916,1
3833,3,3833,2,917,1
3833,4,3833,2,917,1
3843,3,3843,2,918,1
3845,3,3845,2,919,1
3845,5,3845,2,919,1
3851,4,3851,2,920,1
3852,3,3852,2,921,1
3854,4,3854,2,922,1
3858,3,3858,2,923,1
3861,4,3861,2,924,1
3861,5,3861,2,924,1
3868,5,3868,1,925,1
3868,6,3868,1,925,1
3869,3,3869,2,926,1
3869,4,3869,2,926,1
3871,3,3871,2,927,1
3872,4,3872,2,928,1
3872,5,3872,2,928,1
3882,2,3882,1,929,1
3883,3,3883,2,930,1
3883,4,3883,2,930,1
3888,3,3888,2,931,1
3888,4,3888,2,931,1
3889,3,3889,2,932,1
3889,4,3889,2,932,1
3902,3,3902,2,933,1
3902,4,3902,2,933,1
3906,3,3906,2,934,1
3911,3,3911,2,935,1
3913,4,3913,2,936,1
3913,5,3913,3,936,2
3918,3,3918,2,937,1
3918,4,3918,2,937,1
3925,3,3925,2,938,1
3925,4,3925,2,938,1
3930,4,3930,2,939,1
3931,3,3931,2,940,1
3931,5,3931,2,940,1
3940,4,3940,2,941,1
3942,3,3942,2,942,1
3943,3,3943,2,943,1
3943,4,3943,2,943,1
3944,2,3944,1,944,1
3944,3,3944,1,944,1
3956,4,3956,2,945,1
3956,5,3956,2,945,1
3957,3,3957,1,946,1
3957,4,3957,1,946,1
3960,3,3960,1,947,1
3960,4,3960,1,947,1
3965,3,3965,1,948,1
3965,5,3965,1,948,1
3966,2,3966,1,949,1
3974,5,3974,2,950,1
3976,6,3976,1,951,1
3976,7,3976,1,951,1
3981,2,3981,1,952,1
3981,3,3981,1,952,1
3983,5,3983,2,953,1
3985,3,3985,2,954,1
3987,3,3987,2,955,1
3987,4,3987,2,955,1
3988,2,3988,1,956,1
3992,4,3992,2,957,1
3992,5,3992,2,957,1
3994,2,3994,1,958,1
3996,4,3996,2,959,1
3996,5,3996,2,959,1
4006,2,4006,1,960,1
4006,3,4006,1,960,1
4009,3,4009,2,961,1
4009,4,4009,2,961,1
4010,3,4010,2,962,1
4010,4,4010,2,962,1
4011,3,4011,2,963,1
4011,4,4011,2,963,1
4016,4,4016,3,964,1
4019,6,4019,4,965,1
4021,4,4021,1,966,1
4022,3,4022,2,967,1
4022,4,4022,2,967,1
4027,3,4027,2,968,1
4029,2,4029,1,969,1
4029,3,4029,1,969,1
4038,4,4038,2,970,1
4039,4,4039,1,971,1
4047,5,4047,2,972,1
4049,2,4049,1,973,1
4052,4,4052,1,974,1
4054,4,4054,2,975,1
4055,3,4055,1,976,1
4061,3,4061,1,977,1
4067,4,4067,1,978,1
4071,3,4071,1,979,1
4071,4,4071,1,979,1
4084,3,4084,2,980,1
4094,2,4094,1,981,1
4098,2,4098,1,982,1
4105,3,4105,2,983,1
4105,5,4105,2,983,1
4107,3,4107,2,984,1
4112,2,4112,1,985,1
4113,2,4113,1,986,1
4113,3,4113,1,986,1
4119,2,4119,1,987,1
4126,4,4126,2,988,1
4126,5,4126,2,988,1
4127,3,4127,2,989,1
4128,3,4128,2,990,1
4128,4,4128,2,990,1
4129,2,4129,1,991,1
4129,3,4129,1,991,1
4136,3,4136,2,992,1
4136,4,4136,2,992,1
4138,3,4138,2,993,1
4138,4,4138,2,993,1
4140,7,4140,3,994,1
4140,8,4140,3,994,1
4141,3,4141,2,995,1
4141,4,4141,2,995,1
4145,4,4145,2,996,1
4146,3,4146,1,997,1
4149,5,4149,2,998,1
4149,6,4149,2,998,1
4152,5,4152,1,999,1
4153,2,4153,1,1000,1
4153,4,4153,1,1000,1
4162,2,4162,1,1001,1
4167,3,4167,2,1002,1
4167,4,4167,2,1002,1
4169,4,4169,2,1003,1
4173,2,4173,1,1004,1
4173,4,4173,1,1004,1
4181,4,4181,2,1005,1
4187,3,4187,2,1006,1
4196,3,4196,2,1007,1
4205,3,4205,2,1008,1
4205,4,4205,2,1008,1
4211,3,4211,2,1009,1
4211,4,4211,2,1009,1
4219,2,4219,1,1010,1
4219,4,4219,1,1010,1
4220,3,4220,2,1011,1
4220,4,4220,2,1011,1
4221,4,4221,2,1012,1
4227,4,4227,2,1013,1
4229,2,4229,1,1014,1
4229,4,4229,1,1014,1
4230,2,4230,1,1015,1
4231,3,4231,2,1016,1
4233,4,4233,2,1017,1
4236,3,4236,1,1018,1
4238,3,4238,2,1019,1
4238,4,4238,2,1019,1
4239,2,4239,1,1020,1
4242,4,4242,2,1021,1
4246,2,4246,1,1022,1
4246,3,4246,1,1022,1
4249,4,4249,2,1023,1
4254,3,4254,2,1024,1
4254,4,4254,2,1024,1
4264,3,4264,2,1025,1
4264,4,4264,2,1025,1
4267,4,4267,2,1026,1
4267,5,4267,2,1026,1
4277,3,4277,2,1027,1
4285,4,4285,1,1028,1
4287,3,4287,2,1029,1
4288,3,4288,2,1030,1
4288,4,4288,2,1030,1
4289,3,4289,2,1031,1
4296,3,4296,2,1032,1
4296,4,4296,2,1032,1
4301,4,4301,2,1033,1
4304,3,4304,2,1034,1
4304,4,4304,2,1034,1
4312,6,4312,1,1035,1
4312,7,4312,1,1035,1
4317,3,4317,1,1036,1
4317,4,4317,1,1036,1
4321,3,4321,1,1037,1
4326,6,4326,2,1038,1
4329,4,4329,2,1039,1
4329,5,4329,2,1039,1
4339,4,4339,2,1040,1
4339,5,4339,2,1040,1
4343,4,4343,2,1041,1
4359,4,4359,1,1042,1
4359,5,4359,1,1042,1
4360,3,4360,2,1043,1
4360,4,4360,2,1043,1
4361,2,4361,1,1044,1
4365,5,4365,2,1045,1
4370,3,4370,2,1046,1
4370,4,4370,2,1046,1
4373,2,4373,1,1047,1
4377,4,4377,2,1048,1
4385,3,4385,2,1049,1
4385,4,4385,2,1049,1
4397,3,4397,2,1050,1
4397,4,4397,2,1050,1
4402,3,4402,2,1051,1
4404,3,4404,2,1052,1
4404,4,4404,2,1052,1
4405,3,4405,2,1053,1
4405,4,4405,2,1053,1
4411,2,4411,1,1054,1
4416,4,4416,2,1055,1
4416,5,4416,2,1055,1
4418,3,4418,1,1056,1
4418,4,4418,1,1056,1
4419,3,4419,2,1057,1
4420,3,4420,2,1058,1
4430,6,4430,2,1059,1
4442,4,4442,2,1060,1
4443,2,4443,1,1061,1
4443,4,4443,1,1061,1
4453,2,4453,1,1062,1
4453,4,4453,1,1062,1
4455,4,4455,2,1063,1
4455,6,4455,2,1063,1
4461,3,4461,2,1064,1
4461,4,4461,2,1064,1
4464,4,4464,2,1065,1
4469,4,4469,2,1066,1
4470,2,4470,1,1067,1
4471,4,4471,2,1068,1
4475,4,4475,2,1069,1
4476,2,4476,1,1070,1
4476,3,4476,1,1070,1
4484,5,4484,2,1071,1
4500,2,4500,1,1072,1
4500,3,4500,1,1072,1
4501,3,4501,2,1073,1
4501,4,4501,2,1073,1
4504,3,4504,2,1074,1
4506,3,4506,1,1075,1
4506,4,4506,1,1075,1
4507,4,4507,2,1076,1
4529,2,4529,1,1077,1
4529,3,4529,1,1077,1
4530,3,4530,1,1078,1
4530,4,4530,1,1078,1
4531,4,4531,2,1079,1
4536,3,4536,2,1080,1
4536,4,4536,2,1080,1
4543,5,4543,2,1081,1
4543,6,4543,2,1081,1
4550,2,4550,1,1082,1
4550,3,4550,1,1082,1
4565,4,4565,1,1083,1
4565,5,4565,1,1083,1
4572,3,4572,2,1084,1
4572,4,4572,2,1084,1
4574,3,4574,2,1085,1
4574,4,4574,2,1085,1
4587,4,4587,1,1086,1
4587,5,4587,1,1086,1
4588,3,4588,2,1087,1
4599,2,4599,1,1088,1
4601,3,4601,2,1089,1
4601,4,4601,2,1089,1
4602,6,4602,2,1090,1
4616,2,4616,1,1091,1
4616,3,4616,1,1091,1
4633,4,4633,2,1092,1
4641,3,4641,2,1093,1
4648,3,4648,2,1094,1
4648,4,4648,2,1094,1
4650,2,4650,1,1095,1
4650,3,4650,1,1095,1
4651,4,4651,1,1096,1
4658,3,4658,2,1097,1
4665,3,4665,2,1098,1
4665,4,4665,2,1098,1
4672,3,4672,2,1099,1
4672,4,4672,2,1099,1
4678,3,4678,1,1100,1
4678,4,4678,1,1100,1
4687,3,4687,2,1101,1
4687,4,4687,2,1101,1
4688,2,4688,1,1102,1
4688,4,4688,1,1102,1
4694,6,4694,2,1103,1
4697,3,4697,2,1104,1
4697,4,4697,2,1104,1
4704,3,4704,2,1105,1
4704,4,4704,2,1105,1
4706,3,4706,1,1106,1
4706,4,4706,2,1106,2
4707,5,4707,2,1107,1
4707,6,4707,2,1107,1
4710,3,4710,2,1108,1
4710,4,4710,2,1108,1
4711,5,4711,2,1109,1
4716,4,4716,2,1110,1
4718,3,4718,2,1111,1
4720,3,4720,2,1112,1
4725,3,4725,1,1113,1
4726,5,4726,2,1114,1
4727,4,4727,3,1115,1
4731,3,4731,2,1116,1
4734,5,4734,2,1117,1
4739,5,4739,2,1118,1
4757,4,4757,2,1119,1
4764,2,4764,1,1120,1
4764,3,4764,1,1120,1
4766,3,4766,2,1121,1
4766,4,4766,2,1121,1
4767,8,4767,2,1122,1
4767,9,4767,5,1122,2
4769,5,4769,2,1123,1
4769,7,4769,2,1123,1
4770,4,4770,2,1124,1
4771,2,4771,1,1125,1
4772,3,4772,2,1126,1
4772,4,4772,2,1126,1
4777,3,4777,2,1127,1
4781,4,4781,1,1128,1
4781,5,4781,1,1128,1
4788,4,4788,2,1129,1
4788,5,4788,2,1129,1
4791,3,4791,2,1130,1
4799,5,4799,2,1131,1
4803,3,4803,1,1132,1
4809,2,4809,1,1133,1
4816,5,4816,2,1134,1
4816,6,4816,2,1134,1
4818,3,4818,1,1135,1
4820,2,4820,1,1136,1
4820,3,4820,1,1136,1
4821,5,4821,2,1137,1
4823,4,4823,2,1138,1
4823,5,4823,2,1138,1
4828,3,4828,2,1139,1
4828,4,4828,2,1139,1
4832,5,4832,2,1140,1
4832,6,4832,2,1140,1
4838,5,4838,4,1141,1
4847,3,4847,2,1142,1
4857,5,4857,2,1143,1
4857,6,4857,2,1143,1
4859,5,4859,1,1144,1
4859,6,4859,1,1144,1
4863,2,4863,1,1145,1
4863,4,4863,1,1145,1
4874,4,4874,2,1146,1
4885,5,4885,2,1147,1
4885,6,4885,2,1147,1
4886,2,4886,1,1148,1
4891,4,4891,2,1149,1
4894,3,4894,2,1150,1
4900,3,4900,2,1151,1
4900,4,4900,2,1151,1
4901,5,4901,2,1152,1
4911,3,4911,2,1153,1
4911,5,4911,2,1153,1
4914,4,4914,2,1154,1
4915,2,4915,1,1155,1
4924,2,4924,1,1156,1
4925,3,4925,1,1157,1
4926,5,4926,2,1158,1
4926,7,4926,2,1158,1
4927,3,4927,2,1159,1
4927,4,4927,2,1159,1
4937,3,4937,2,1160,1
4938,5,4938,2,1161,1
4939,3,4939,2,1162,1
4939,4,4939,2,1162,1
4941,5,4941,2,1163,1
4941,6,4941,2,1163,1
4948,3,4948,2,1164,1
4958,2,4958,1,1165,1
4958,3,4958,1,1165,1
4962,2,4962,1,1166,1
4962,3,4962,1,1166,1
4966,3,4966,2,1167,1
4966,4,4966,2,1167,1
4971,3,4971,2,1168,1
4971,4,4971,2,1168,1
4981,3,4981,2,1169,1
4983,4,4983,2,1170,1
4983,5,4983,3,1170,2
4988,3,4988,2,1171,1
4990,3,4990,2,1172,1
4991,2,4991,1,1173,1
5002,2,5002,1,1174,1
5014,3,5014,2,1175,1
5016,2,5016,1,1176,1
5017,3,5017,2,1177,1
5017,4,5017,2,1177,1
5032,4,5032,2,1178,1
5033,3,5033,2,1179,1
5033,4,5033,2,1179,1
5034,4,5034,2,1180,1
5037,3,5037,2,1181,1
5046,4,5046,2,1182,1
5049,3,5049,1,1183,1
5052,3,5052,2,1184,1
5052,4,5052,2,1184,1
5053,5,5053,2,1185,1
5053,6,5053,2,1185,1
5054,2,5054,1,1186,1
5055,4,5055,2,1187,1
5063,4,5063,2,1188,1
5063,5,5063,2,1188,1
5064,4,5064,1,1189,1
5069,3,5069,2,1190,1
5071,3,5071,1,1191,1
5077,3,5077,2,1192,1
5078,3,5078,2,1193,1
5078,5,5078,2,1193,1
5087,3,5087,2,1194,1
5094,3,5094,2,1195,1
5094,4,5094,2,1195,1
5098,3,5098,2,1196,1
5102,3,5102,1,1197,1
5104,3,5104,2,1198,1
5104,5,5104,2,1198,1
5106,2,5106,1,1199,1
5108,3,5108,2,1200,1
5113,3,5113,2,1201,1
5113,4,5113,2,1201,1
5114,3,5114,1,1202,1
5115,3,5115,2,1203,1
5116,3,5116,2,1204,1
5117,4,5117,2,1205,1
5120,2,5120,1,1206,1
5127,3,5127,2,1207,1
5127,5,5127,2,1207,1
5131,3,5131,2,1208,1
5138,3,5138,2,1209,1
5142,3,5142,2,1210,1
5143,3,5143,2,1211,1
5146,2,5146,1,1212,1
5147,3,5147,1,1213,1
5152,3,5152,2,1214,1
5153,4,5153,1,1215,1
5154,4,5154,2,1216,1
5154,5,5154,2,1216,1
5156,3,5156,2,1217,1
5162,4,5162,2,1218,1
5162,5,5162,2,1218,1
5165,3,5165,1,1219,1
5174,2,5174,1,1220,1
5174,3,5174,1,1220,1
5176,3,5176,2,1221,1
5177,4,5177,2,1222,1
5179,2,5179,1,1223,1
5180,3,5180,2,1224,1
5181,5,5181,2,1225,1
5195,3,5195,2,1226,1
5197,2,5197,1,1227,1
5201,2,5201,1,1228,1
5201,3,5201,1,1228,1
5202,3,5202,2,1229,1
5215,4,5215,2,1230,1
5217,4,5217,2,1231,1
5217,5,5217,2,1231,1
5220,3,5220,2,1232,1
5225,3,5225,2,1233,1
5226,2,5226,1,1234,1
5246,3,5246,2,1235,1
5247,3,5247,2,1236,1
5247,4,5247,2,1236,1
5256,3,5256,2,1237,1
5256,4,5256,2,1237,1
5261,3,5261,2,1238,1
5261,4,5261,2,1238,1
5264,3,5264,1,1239,1
5271,3,5271,1,1240,1
5271,4,5271,2,1240,2
5280,4,5280,1,1241,1
5280,5,5280,1,1241,1
5281,4,5281,2,1242,1
5284,2,5284,1,1243,1
5284,3,5284,1,1243,1
5285,3,5285,2,1244,1
5285,4,5285,2,1244,1
5288,3,5288,2,1245,1
5288,4,5288,2,1245,1
5295,2,5295,1,1246,1
5295,3,5295,1,1246,1
5299,5,5299,1,1247,1
5299,6,5299,2,1247,2
5302,3,5302,2,1248,1
5306,3,5306,2,1249,1
5306,4,5306,2,1249,1
5308,3,5308,2,1250,1
5308,4,5308,2,1250,1
5311,3,5311,2,1251,1
5315,3,5315,2,1252,1
5315,4,5315,2,1252,1
5316,2,5316,1,1253,1
5316,3,5316,1,1253,1
5322,3,5322,2,1254,1
5323,3,5323,2,1255,1
5326,3,5326,2,1256,1
5326,4,5326,2,1256,1
5328,2,5328,1,1257,1
5328,3,5328,1,1257,1
5332,3,5332,2,1258,1
5335,4,5335,1,1259,1
5338,3,5338,1,1260,1
5338,5,5338,4,1260,2
5341,4,5341,2,1261,1
5345,4,5345,2,1262,1
5345,5,5345,2,1262,1
5348,2,5348,1,1263,1
5349,5,5349,2,1264,1
5357,2,5357,1,1265,1
5359,3,5359,2,1266,1
5359,5,5359,2,1266,1
5361,3,5361,2,1267,1
5370,3,5370,1,1268,1
5370,4,5370,1,1268,1
5383,4,5383,2,1269,1
5383,5,5383,2,1269,1
5390,3,5390,2,1270,1
5390,4,5390,2,1270,1
5394,5,5394,2,1271,1
5398,5,5398,4,1272,1
5402,3,5402,2,1273,1
5410,3,5410,2,1274,1
5413,2,5413,1,1275,1
5413,4,5413,1,1275,1
5431,3,5431,2,1276,1
5435,3,5435,2,1277,1
5438,2,5438,1,1278,1
5445,5,5445,3,1279,1
5445,6,5445,3,1279,1
5451,2,5451,1,1280,1
5451,8,5451,3,1280,2
5452,3,5452,2,1281,1
5458,2,5458,1,1282,1
5458,3,5458,1,1282,1
5463,3,5463,1,1283,1
5463,4,5463,1,1283,1
5473,3,5473,2,1284,1
5475,2,5475,1,1285,1
5497,3,5497,2,1286,1
5497,4,5497,2,1286,1
5501,3,5501,2,1287,1
5514,5,5514,4,1288,1
5514,7,5514,4,1288,1
5517,3,5517,2,1289,1
5517,4,5517,2,1289,1
5518,3,5518,2,1290,2
5518,4,5518,1,1290,1
5521,2,5521,1,1291,1
5521,3,5521,1,1291,1
5522,3,5522,2,1292,1
5522,4,5522,2,1292,1
5531,3,5531,1,1293,1
5534,3,5534,2,1294,1
5539,4,5539,2,1295,1
5540,3,5540,2,1296,1
5542,4,5542,2,1297,1
5553,3,5553,2,1298,1
5554,3,5554,2,1299,1
5558,3,5558,2,1300,1
5562,3,5562,2,1301,1
5562,4,5562,2,1301,1
5569,3,5569,2,1302,1
5569,4,5569,2,1302,1
5579,3,5579,2,1303,1
5579,4,5579,2,1303,1
5580,3,5580,1,1304,1
5580,4,5580,1,1304,1
5590,3,5590,1,1305,1
5590,4,5590,1,1305,1
5605,3,5605,2,1306,1
5605,4,5605,2,1306,1
5613,3,5613,2,1307,1
5613,5,5613,2,1307,1
5623,2,5623,1,1308,1
5624,2,5624,1,1309,1
5626,3,5626,2,1310,1
5626,4,5626,2,1310,1
5627,3,5627,1,1311,1
5630,4,5630,2,1312,1
5630,5,5630,2,1312,1
5632,3,5632,2,1313,1
5632,4,5632,2,1313,1
5636,3,5636,2,1314,1
5641,4,5641,1,1315,1
5641,5,5641,1,1315,1
5646,4,5646,2,1316,1
5649,4,5649,2,1317,1
5657,3,5657,2,1318,1
5658,2,5658,1,1319,1
5661,4,5661,2,1320,1
5662,5,5662,2,1321,1
5662,6,5662,2,1321,1
5663,2,5663,1,1322,1
5663,3,5663,1,1322,1
5669,3,5669,1,1323,1
5674,3,5674,2,1324,1
5680,4,5680,2,1325,1
5680,5,5680,2,1325,1
5692,3,5692,1,1326,1
5694,2,5694,1,1327,1
5695,4,5695,2,1328,1
5695,5,5695,2,1328,1
5705,6,5705,4,1329,1
5727,3,5727,1,1330,1
5731,3,5731,2,1331,1
5731,4,5731,2,1331,1
5739,2,5739,1,1332,1
5739,3,5739,1,1332,1
5745,3,5745,2,1333,1
5754,3,5754,2,1334,1
5755,3,5755,2,1335,1
5760,3,5760,1,1336,1
5760,4,5760,1,1336,1
5764,4,5764,2,1337,1
5768,3,5768,2,1338,1
5768,4,5768,2,1338,1
5774,2,5774,1,1339,1
5774,3,5774,1,1339,1
5777,5,5777,1,1340,1
5783,2,5783,1,1341,1
5793,2,5793,1,1342,1
5794,4,5794,2,1343,1
5796,3,5796,2,1344,1
5827,3,5827,2,1345,1
5839,3,5839,2,1346,1
5840,3,5840,2,1347,1
5845,2,5845,1,1348,1
5854,3,5854,2,1349,1
5854,4,5854,2,1349,1
5860,4,5860,2,1350,1
5861,3,5861,1,1351,1
5892,6,5892,3,1352,1
5898,3,5898,2,1353,1
5905,3,5905,2,1354,1
5914,4,5914,1,1355,1
5914,5,5914,1,1355,1
