DEMREL97,DEMID97,DEMSN97,CHRACE,CHIWMON,CHIWDAY,CHIWYR,AGEATCH,AGEATPCG,PCGIWMON,PCGIWDAY,PCGIWYR,HOMESCHL,NEWIMMI,PCG,OCG,RELPCG97,RELOCG97,CH97PRWT,CH97HHWT,PCGHHBWT,OCGCHBWT,OCGHHBWT,SUBSELWT,SBLNUM97,BIOPR97,BIOGPR97
6,4948,3,1,11,16,1997,93.099998,92.400002,10,24,1997,5,5,1,1,1,4,11.363,11.363,17.596001,18.117001,19.330999,1,0,1,0
6,1976,4,1,5,4,1997,130.39999,130.39999,5,4,1997,5,5,1,1,1,4,15.712,15.712,22.374001,28.798,27.742001,1,1,1,2
6,46,2,1,0,0,0,0,138.5,11,3,1997,5,5,1,0,1,0,26.221001,26.221001,0,0,0,1,1,2,2
6,46,3,1,0,0,0,0,126.4,11,3,1997,5,5,1,0,1,0,26.221001,26.221001,0,0,0,1,1,2,2
6,38,2,1,5,7,1997,51.799999,51.799999,5,7,1997,5,5,1,0,1,0,18.464001,18.464001,27.611,0,0,1,0,2,2
6,5680,4,1,10,3,1997,48.900002,48.900002,10,3,1997,5,5,1,1,1,0,12.426,12.426,19.108999,0,0,1,2,1,0
6,5680,5,1,0,0,0,0,20,10,3,1997,5,5,1,1,1,0,12.426,12.426,19.108999,0,0,1,2,1,0
6,5291,3,1,9,17,1997,123.5,123.8,9,26,1997,5,5,2,2,4,0,10.805,10.805,0,0,0,1,1,3,2
6,5291,2,1,9,17,1997,90.599998,90.900002,9,26,1997,5,5,2,2,4,0,10.805,10.805,0,0,0,1,1,3,2
6,1695,4,1,3,22,1997,149.89999,149.89999,3,22,1997,5,5,1,1,1,0,23.011,23.011,34.41,0,0,1,1,1,0
6,4384,3,1,0,0,0,0,39,5,4,1997,5,5,1,1,1,4,32.068001,32.068001,0,71.084,65.190002,1,0,1,0
6,4981,3,1,0,0,0,0,18.799999,6,24,1997,5,5,1,1,1,4,33.327,33.327,54.888,73.875,67.749001,1,0,1,2
6,2618,5,1,4,18,1997,67,67,4,18,1997,5,5,1,0,1,0,8.8629999,8.8629999,14.598,0,0,1,3,2,0
6,2442,3,1,4,11,1997,130,130,4,11,1997,5,5,1,1,1,4,18.240999,18.240999,31.672001,31.309,33.816002,1,1,1,2
6,2442,4,1,4,11,1997,92.800003,93.300003,4,28,1997,5,5,1,1,1,4,18.240999,18.240999,31.672001,31.309,33.816002,1,1,1,2
6,4886,2,1,5,22,1997,117.8,117.8,5,22,1997,5,5,1,0,1,0,37.222,37.222,61.303001,0,0,1,0,2,2
6,2024,4,1,0,0,0,0,33.799999,3,25,1997,5,5,1,1,1,4,32.327,21.551001,44.279999,58.978001,60.051998,1.5,2,1,2
6,2024,5,1,0,0,0,0,10.8,3,25,1997,5,5,1,1,1,4,32.327,21.551001,44.279999,58.978001,60.051998,1.5,2,1,2
6,885,4,1,3,29,1997,117.1,117.1,3,29,1997,5,5,1,1,1,4,18.308001,12.205,25.75,28.325001,31.256001,1.5,2,1,2
6,885,5,1,3,29,1997,82.699997,82.699997,3,29,1997,5,5,1,1,1,4,18.308001,12.205,25.75,28.325001,31.256001,1.5,2,1,2
6,4220,3,1,6,13,1997,53.400002,53.400002,6,13,1997,5,5,1,1,1,0,21.584,21.584,29.565001,0,0,1,1,1,2
6,4220,4,1,6,13,1997,53.400002,53.400002,6,13,1997,5,5,1,1,1,4,21.584,21.584,29.565001,39.379002,40.095001,1,1,1,2
6,417,3,1,4,30,1997,153.3,153.3,4,30,1997,5,5,1,1,1,4,21.037001,21.037001,28.815001,38.381001,39.078999,1,1,1,2
6,1490,4,1,6,2,1997,141.3,141.3,6,2,1997,5,5,1,1,1,4,20.525,20.525,28.114,37.445999,38.127998,1,1,1,2
6,417,4,1,4,30,1997,130.5,130.5,5,1,1997,5,5,1,1,1,4,21.037001,21.037001,28.815001,38.381001,39.078999,1,1,1,2
6,1190,3,1,3,22,1997,103.3,103.4,3,23,1997,5,5,1,1,1,4,26.114,26.114,35.769001,47.643002,48.509998,1,1,1,2
6,1190,4,1,3,22,1997,83.900002,83.900002,3,23,1997,5,5,1,1,1,4,26.114,26.114,35.769001,47.643002,48.509998,1,1,1,2
6,3884,4,1,5,30,1997,98.900002,97.800003,4,29,1997,5,5,1,1,1,0,9.7799997,9.7799997,0,0,0,1,1,1,1
6,5524,3,1,0,0,0,0,104.5,9,13,1997,5,5,1,1,1,0,21.167,21.167,0,0,0,1,1,1,1
6,5524,5,1,0,0,0,0,56.599998,11,7,1997,5,5,1,1,1,0,21.167,21.167,0,0,0,1,1,1,1
6,2548,3,1,0,0,0,0,19.200001,5,15,1997,5,5,1,1,1,0,17.502001,17.502001,24.922001,0,0,1,0,1,2
6,6171,4,1,0,0,0,0,142.7,11,7,1997,5,5,1,1,1,0,17.351,17.351,0,0,0,1,2,2,0
6,6171,5,1,0,0,0,0,117.1,11,7,1997,5,5,1,1,1,0,17.351,17.351,0,0,0,1,2,2,0
6,5796,3,2,0,0,0,0,6.1999998,10,12,1997,5,5,1,1,1,4,17.568001,17.568001,29.495001,48.293999,49.653,1,0,1,2
6,1992,3,1,0,0,0,0,148.89999,11,7,1997,5,5,1,1,1,0,61.477001,61.477001,0,0,0,1,96,1,0
6,3717,4,1,4,11,1997,88.900002,89.199997,4,20,1997,5,5,1,1,1,4,29.826,19.884001,40.097,48.618999,48.507,1.5,2,1,2
6,3717,5,1,0,0,0,0,15,4,11,1997,5,5,1,1,1,4,29.826,19.884001,40.097,48.618999,48.507,1.5,2,1,2
6,2330,2,1,5,15,1997,109,109,5,15,1997,5,5,1,0,1,0,14.009,14.009,22.381001,0,0,1,96,2,0
6,2332,3,1,0,0,0,0,14.3,5,8,1997,5,5,1,1,1,4,6.152,6.152,10.408,10.489,12.187,1,0,1,2
6,3543,5,1,10,14,1997,147.5,147.60001,10,18,1997,5,5,1,1,1,4,18.702,18.702,0,30.486,30.416,1,3,1,0
6,3543,6,1,10,14,1997,130.5,130.60001,10,18,1997,5,5,1,1,1,4,18.702,18.702,0,30.486,30.416,1,3,1,0
6,3391,3,1,5,5,1997,127,127,5,5,1997,5,5,1,3,1,19,17.129,17.129,29.378,29.937,30.277,1,2,2,0
6,3391,4,1,5,5,1997,111.5,111.5,5,5,1997,5,5,1,3,1,19,17.129,17.129,29.378,29.937,30.277,1,2,2,0
6,3542,3,1,5,17,1997,91.699997,91.699997,5,17,1997,5,5,1,1,1,4,15.275,15.275,25.195,27.687,28.274,1,1,1,2
6,3542,4,1,0,0,0,0,25.5,5,17,1997,5,5,1,1,1,4,15.275,15.275,25.195,27.687,28.274,1,1,1,2
6,3394,3,1,0,0,0,0,12.4,4,15,1997,5,5,1,1,1,4,18.070999,18.070999,29.808001,32.756001,33.450001,1,96,1,0
6,4633,4,1,10,25,1997,40.900002,40.200001,10,5,1997,5,5,1,1,1,4,28.903,28.903,49.573002,50.514999,51.089001,1,0,1,1
6,2285,2,7,4,5,1997,97.599998,97.599998,4,5,1997,5,5,1,0,1,0,46.798,46.798,64.101997,0,0,1,0,2,2
6,1948,2,1,4,12,1997,150.2,150.3,4,15,1997,5,5,1,1,1,99,14.754,14.754,22.688999,25.469999,25.594,1,1,2,2
6,1948,3,5,4,12,1997,83.400002,83.400002,4,12,1997,5,5,1,1,1,4,14.754,14.754,22.688999,25.469999,25.594,1,1,2,2
6,2079,3,1,0,0,0,0,34.599998,4,15,1997,5,5,1,1,1,4,4.9060001,4.9060001,6.9000001,7.5900002,0,1,1,1,2
6,2079,4,1,0,0,0,0,5.5,4,15,1997,5,5,1,1,1,4,4.9060001,4.9060001,6.9000001,7.5900002,0,1,1,1,2
6,1268,3,5,4,12,1997,96.699997,96.699997,4,12,1997,5,5,1,3,3,19,27.195,27.195,44.659,54.417999,48.917,1,0,4,0
6,1762,2,1,4,12,1997,155.3,155.3,4,12,1997,5,5,1,0,1,0,9.941,9.941,15.287,0,0,1,1,2,2
6,1762,3,1,4,12,1997,133.89999,133.89999,4,12,1997,5,5,1,0,1,0,9.941,9.941,15.287,0,0,1,1,2,2
6,2838,3,1,4,12,1997,142.39999,142.39999,4,13,1997,5,5,1,1,1,4,9.0810003,9.0810003,14.913,18.172001,16.334999,1,3,1,2
6,2838,6,1,4,12,1997,94.199997,94.199997,4,13,1997,5,5,1,1,1,0,9.0810003,9.0810003,14.913,0,0,1,3,1,2
6,5370,3,1,9,25,1997,42.900002,42.400002,9,8,1997,5,5,1,1,1,4,25.417,25.417,34.816002,46.372002,47.216,1,1,1,2
6,4605,3,1,0,0,0,0,8.1000004,5,15,1997,5,5,1,1,1,0,12.624,12.624,0,0,0,1,0,1,2
6,5370,4,1,0,0,0,0,10.8,9,8,1997,5,5,1,1,1,4,25.417,25.417,34.816002,46.372002,47.216,1,1,1,2
6,301,3,1,4,13,1997,106.2,106.1,4,12,1997,5,5,1,1,1,4,28.219,18.813,37.937,46,45.893002,1.5,2,1,2
6,301,5,1,4,13,1997,60.5,60.5,4,12,1997,5,5,1,1,1,4,28.219,18.813,37.937,46,45.893002,1.5,2,1,2
6,3871,3,1,0,0,0,0,7.5,4,15,1997,5,5,1,1,1,4,21.469,21.469,24.561001,25.686001,25.686001,1,0,1,2
6,4072,2,1,0,0,0,0,99.5,4,29,1997,5,5,1,0,1,0,15.021,15.021,0,0,0,1,1,2,2
6,4072,3,1,0,0,0,0,69.800003,5,5,1997,5,5,1,0,1,0,15.021,15.021,0,0,0,1,1,2,2
6,4145,4,1,5,7,1997,155.7,155.7,5,7,1997,5,5,1,1,1,4,15.347,15.347,21.853001,28.128,27.097,1,1,1,2
6,472,4,1,11,15,1997,143.2,143.2,11,15,1997,5,5,1,1,1,4,10.066,10.066,15.48,17.375999,0,1,2,1,2
6,127,3,1,3,25,1997,135.5,135.5,3,25,1997,5,5,1,1,1,0,10.975,10.975,16.878,0,0,1,1,1,2
6,472,5,1,11,15,1997,118.6,118.6,11,15,1997,5,5,1,1,1,4,10.066,10.066,15.48,17.375999,0,1,2,1,2
6,127,4,1,3,25,1997,74.199997,74.199997,3,25,1997,5,5,1,1,1,0,10.975,10.975,16.878,0,0,1,1,1,2
6,128,3,1,3,27,1997,43.799999,43.799999,3,27,1997,1,5,1,1,1,4,32.905998,32.905998,54.195,72.942001,66.892998,1,0,1,2
6,1601,3,1,4,27,1997,116.2,116.2,4,27,1997,5,5,1,1,1,4,22.518,22.518,33.673,38.625999,39.049,1,1,1,2
6,1601,4,1,4,27,1997,80.800003,80.800003,4,27,1997,5,5,1,1,1,4,22.518,22.518,33.673,38.625999,39.049,1,1,1,2
6,4205,3,1,5,22,1997,148.39999,149.3,6,18,1997,5,5,1,1,1,4,16.636,16.636,22.364,27.118,27.055,1,1,1,0
6,4205,4,1,5,22,1997,130.2,131.10001,6,18,1997,5,5,1,1,1,4,16.636,16.636,22.364,27.118,27.055,1,1,1,0
6,626,3,1,5,10,1997,115.2,115.2,5,10,1997,5,5,1,1,1,0,10.117,10.117,0,0,0,1,0,1,2
6,1138,3,1,5,24,1997,54.700001,54.700001,5,24,1997,5,5,1,1,1,4,10.099,10.099,14.381,18.51,17.830999,1,0,1,2
6,623,3,1,0,0,0,0,19.4,10,28,1997,5,5,1,1,1,4,12.473,12.473,17.577,20.205,20.863001,1,96,1,2
6,4516,3,1,6,2,1997,47.700001,47.900002,6,9,1997,5,5,1,1,1,0,12.414,12.414,0,0,0,1,1,1,2
6,4516,4,1,0,0,0,0,28.1,6,10,1997,5,5,1,1,1,0,12.414,12.414,0,0,0,1,1,1,2
6,1038,5,1,0,0,0,0,156.8,5,22,1997,5,5,1,1,1,0,14.95,14.95,0,0,0,1,2,1,2
6,2975,4,1,4,16,1997,147,147.10001,4,21,1997,5,5,1,1,1,0,32.493,32.493,0,0,0,1,1,2,0
6,2931,4,1,4,2,1997,114.9,114.5,3,21,1997,5,5,1,1,1,0,22.598,15.065,0,0,0,1.5,2,1,2
6,1525,3,1,9,29,1997,59.700001,59.700001,9,29,1997,5,5,1,1,1,0,11.363,11.363,0,0,0,1,1,1,2
6,2931,5,1,0,0,0,0,35.099998,3,21,1997,5,5,1,1,1,0,22.598,15.065,0,0,0,1.5,2,1,2
6,1525,4,1,0,0,0,0,34.400002,9,29,1997,5,5,1,1,1,0,11.363,11.363,0,0,0,1,1,1,2
6,83,3,1,5,9,1997,111.8,111.8,5,9,1997,5,5,1,1,1,4,30.01,20.006001,40.344002,48.918999,48.806,1.5,2,1,2
6,2049,3,1,5,12,1997,92,92,5,12,1997,5,5,1,1,1,0,15.633,15.633,22.261,0,0,1,1,1,2
6,2049,4,1,5,12,1997,69.900002,69.900002,5,12,1997,5,5,1,1,1,0,15.633,15.633,22.261,0,0,1,1,1,2
6,83,4,1,5,9,1997,66.300003,66.300003,5,9,1997,5,5,1,1,1,4,30.01,20.006001,40.344002,48.918999,48.806,1.5,2,1,2
6,74,4,1,0,0,0,0,24.1,4,30,1997,5,5,1,2,1,7,19.936001,19.936001,32.740002,39.895,35.862,1,0,2,1
6,421,3,1,0,0,0,0,32.900002,4,20,1997,5,5,1,1,1,4,12.785,12.785,19.118,21.93,22.171,1,1,1,2
6,421,4,1,0,0,0,0,6.3000002,4,20,1997,5,5,1,1,1,4,12.785,12.785,19.118,21.93,22.171,1,1,1,2
6,4630,3,1,10,24,1997,99.400002,99,10,12,1997,5,5,1,1,1,0,38.557999,25.705,0,0,0,1.5,2,2,2
6,4630,4,1,10,24,1997,59.200001,58.799999,10,12,1997,5,5,1,1,1,0,38.557999,25.705,0,0,0,1.5,2,2,2
6,5645,3,1,0,0,0,0,17.4,9,20,1997,5,5,1,1,1,0,21.566999,21.566999,0,0,0,1,0,1,2
6,4360,3,1,10,3,1997,88.900002,88.900002,10,3,1997,5,5,1,1,1,4,10.602,10.602,14.942,17.174999,17.733999,1,1,1,2
6,4360,4,1,10,3,1997,70.400002,70.5,10,6,1997,5,5,1,1,1,4,10.602,10.602,14.942,17.174999,17.733999,1,1,1,2
6,3753,2,1,9,18,1997,53,52.799999,9,11,1997,5,5,1,2,1,0,5.4990001,5.4990001,7.3930001,0,8.9429998,1,0,2,2
6,5352,3,1,0,0,0,0,110.4,10,24,1997,5,5,1,1,1,0,23.031,15.354,0,0,0,1.5,2,1,2
6,1909,3,1,5,10,1997,48.799999,48.200001,4,23,1997,5,5,1,1,1,4,18.378,18.378,30.313,33.311001,34.016998,1,0,1,2
6,5352,5,1,0,0,0,0,60.400002,10,24,1997,5,5,1,1,1,0,23.031,15.354,0,0,0,1.5,2,1,2
6,2902,4,1,9,24,1997,109.5,109.8,10,1,1997,5,5,1,1,1,0,18.702,18.702,0,0,0,1,2,1,2
6,2902,5,1,9,24,1997,97,97.199997,10,1,1997,5,5,1,1,1,0,18.702,18.702,0,0,0,1,2,1,2
6,61,3,1,4,18,1997,55.799999,55.799999,4,18,1997,5,5,1,1,1,4,24.700001,24.700001,40.68,54.751999,50.212002,1,1,1,2
6,61,4,1,4,18,1997,37.5,37.5,4,18,1997,5,5,1,1,1,4,24.700001,24.700001,40.68,54.751999,50.212002,1,1,1,2
6,1230,3,1,0,0,0,0,19.6,4,7,1997,5,5,1,1,1,4,14.814,14.814,19.916,24.148001,24.093,1,0,1,2
6,344,2,2,10,20,1997,152.89999,147.60001,5,13,1997,5,5,3,0,15,0,1.767,1.767,2.46,0,0,1,96,0,2
6,5708,4,2,0,0,0,0,79.699997,11,9,1997,5,5,1,0,1,0,1.289,1.289,0,0,0,1,0,2,2
6,344,3,2,10,21,1997,80.599998,75.300003,5,13,1997,5,5,3,0,4,0,1.767,1.767,2.46,0,0,1,1,3,0
6,5892,6,2,0,0,0,0,14.4,10,19,1997,5,5,1,1,1,0,.62699997,.62699997,.963,0,0,1,0,2,1
6,4639,3,7,0,0,0,0,72.099998,6,2,1997,5,5,1,1,1,0,9.3870001,6.2579999,0,0,0,1.5,2,1,2
6,4639,5,7,0,0,0,0,34.099998,6,2,1997,5,5,1,1,1,0,9.3870001,6.2579999,0,0,0,1.5,2,1,2
6,1341,4,1,0,0,0,0,154.2,11,2,1997,5,5,1,1,1,0,12.131,12.131,0,0,0,1,1,1,2
6,6312,3,1,11,4,1997,156.39999,155.7,10,14,1997,5,5,1,0,1,0,5.6599998,5.6599998,0,0,0,1,2,2,2
6,5666,3,3,0,0,0,0,146.5,9,28,1997,5,5,1,1,1,0,25.16,25.16,0,0,0,1,1,1,2
6,516,4,1,0,0,0,0,6.4000001,5,1,1997,5,5,1,1,1,0,8.4960003,8.4960003,0,0,0,1,1,1,2
6,5666,4,3,0,0,0,0,106.5,9,28,1997,5,5,1,1,1,0,25.16,25.16,0,0,0,1,1,1,2
6,516,3,1,0,0,0,0,32.099998,5,1,1997,5,5,1,1,1,0,8.4960003,8.4960003,0,0,0,1,1,1,2
6,1696,3,1,5,20,1997,86,86,5,20,1997,5,5,1,1,1,4,14.571,14.571,22.565001,23.232,24.789,1,1,1,2
6,1696,4,1,5,20,1997,74.900002,74.900002,5,20,1997,5,5,1,1,1,4,14.571,14.571,22.565001,23.232,24.789,1,1,1,2
6,680,3,1,0,0,0,0,9.6999998,6,12,1997,5,5,1,1,1,4,22.024,22.024,33.451,40.096001,43.900002,1,1,1,0
6,680,4,1,0,0,0,0,9.6999998,6,12,1997,5,5,1,1,1,4,22.024,22.024,33.451,40.096001,43.900002,1,1,1,0
6,2160,3,1,0,0,0,0,32.599998,10,26,1997,5,5,1,1,1,4,14.651,14.651,21.909,25.132,25.407,1,0,1,2
6,2427,3,1,0,0,0,0,7.4000001,6,16,1997,5,5,1,1,1,4,27.370001,27.370001,40.929001,46.949001,47.463001,1,0,1,2
6,719,3,1,3,15,1997,93.5,93.5,3,15,1997,5,5,1,1,1,4,12.066,12.066,16.969999,18.667,20.599001,1,0,1,2
6,1659,3,1,4,24,1997,153.89999,153.89999,4,24,1997,5,5,1,1,1,4,8.8100004,8.8100004,12.545,16.146999,15.555,1,1,1,2
6,1659,4,1,4,24,1997,117.4,117.6,4,29,1997,5,5,1,1,1,4,8.8100004,8.8100004,12.545,16.146999,15.555,1,1,1,2
6,1812,5,1,4,3,1997,156.60001,156.60001,4,3,1997,5,5,1,1,1,4,22.509001,22.509001,30.26,36.692001,36.606998,1,2,1,2
6,3071,3,1,5,10,1997,149.2,149,5,5,1997,5,5,1,1,1,4,11.514,11.514,16.395,21.101999,20.327999,1,1,1,2
6,4134,3,1,4,23,1997,77.699997,77.699997,4,23,1997,5,5,1,1,1,0,16.84,16.84,0,0,0,1,1,1,2
6,3071,4,1,5,10,1997,83.300003,83.199997,5,5,1997,5,5,1,1,1,4,11.514,11.514,16.395,21.101999,20.327999,1,1,1,2
6,4134,4,1,4,23,1997,62.599998,62.599998,4,23,1997,5,5,1,1,1,0,16.84,16.84,0,0,0,1,1,1,2
6,4424,4,1,0,0,0,0,57.5,11,2,1997,5,5,1,1,1,0,9.3809996,9.3809996,0,0,0,1,1,1,2
6,3411,2,1,4,3,1997,123.7,123.7,4,3,1997,5,5,2,0,4,0,15.548,15.548,21.297001,0,0,1,0,3,0
6,6170,3,1,0,0,0,0,3.3,10,20,1997,5,5,1,1,1,0,14.842,14.842,0,0,0,1,0,1,0
6,4914,4,1,5,4,1997,145,145,5,4,1997,5,5,1,1,1,4,40.937,40.937,46.833,48.979,48.979,1,1,1,2
6,5385,4,1,5,16,1997,152.2,152.2,5,16,1997,5,5,1,1,1,0,22.110001,22.110001,0,0,0,1,2,1,2
6,5385,5,1,5,16,1997,152.2,152.2,5,16,1997,5,5,1,1,1,0,22.110001,22.110001,0,0,0,1,2,1,2
6,4823,4,1,5,2,1997,144.3,144.3,5,2,1997,5,5,1,1,1,4,36.236,36.236,41.453999,43.354,43.354,1,2,1,2
6,4966,3,1,5,7,1997,110.6,110.6,5,7,1997,5,5,1,1,1,4,52.463001,34.976002,60.019001,62.769001,62.769001,1.5,2,1,2
6,4966,4,1,5,7,1997,84.900002,84.900002,5,7,1997,5,5,1,1,1,4,52.463001,34.976002,60.019001,62.769001,62.769001,1.5,2,1,2
6,4734,5,1,5,3,1997,86.300003,86.300003,5,3,1997,5,5,1,1,1,4,25.162001,25.162001,34.466,45.907001,46.742001,1,2,1,2
6,4823,5,1,5,2,1997,84.5,84.5,5,2,1997,5,5,1,1,1,4,36.236,36.236,41.453999,43.354,43.354,1,2,1,2
6,4967,3,1,0,0,0,0,22.6,5,15,1997,5,5,1,1,1,0,37.141998,37.141998,0,0,0,1,0,1,2
6,4757,4,1,5,4,1997,111.4,111.6,5,8,1997,5,5,1,1,1,4,31.452999,31.452999,44.424999,48.185001,48.185001,1,1,1,2
6,2216,4,1,4,19,1997,142.8,142.60001,4,14,1997,5,5,1,1,1,4,22.209,22.209,31.298,35.977001,37.147999,1,1,1,2
6,57,2,2,3,25,1997,94.199997,94.199997,3,25,1997,5,5,1,0,1,0,49.102001,49.102001,75.439003,0,0,1,1,2,2
6,3259,3,2,4,23,1997,68.300003,68.300003,4,23,1997,5,5,1,1,1,0,13.864,13.864,21.299999,0,0,1,1,1,2
6,57,3,2,3,25,1997,58.799999,58.799999,3,25,1997,5,5,1,0,1,0,49.102001,49.102001,75.439003,0,0,1,1,2,2
6,409,3,2,3,27,1997,75.199997,75.099998,3,26,1997,5,5,1,0,1,0,60.541,40.361,93.014,0,0,1.5,2,2,2
6,409,4,2,3,27,1997,56.5,56.5,3,27,1997,5,5,1,0,1,0,60.541,40.361,93.014,0,0,1.5,2,2,2
6,3259,4,2,4,23,1997,43.5,43.5,4,23,1997,5,5,1,1,1,0,13.864,13.864,21.299999,0,0,1,1,1,2
6,2531,3,2,3,25,1997,146.2,146.2,3,25,1997,5,5,1,0,1,0,27.638,27.638,38.474998,0,0,1,3,2,2
6,2531,4,2,3,25,1997,132.3,132.3,3,25,1997,5,5,1,0,1,0,27.638,27.638,38.474998,0,0,1,3,2,2
6,56,3,2,3,8,1997,84.699997,84.800003,3,10,1997,5,5,1,0,1,0,7.0079999,7.0079999,11.564,0,0,1,1,2,2
6,2225,2,2,4,3,1997,137.5,137.5,4,3,1997,5,5,1,0,1,0,10.056,6.704,0,0,0,1.5,2,2,2
6,2225,3,2,4,3,1997,107.7,107.7,4,4,1997,5,5,1,0,1,0,10.056,6.704,0,0,0,1.5,2,2,2
6,1031,3,1,4,25,1997,142.8,142.8,4,25,1997,5,5,1,1,3,0,32.606998,32.606998,53.702999,0,66.285004,1,0,4,0
6,1031,4,1,4,25,1997,102.6,102.6,4,25,1997,5,5,1,1,3,0,32.606998,32.606998,53.702999,0,0,1,0,4,0
6,2211,3,1,0,0,0,0,162,10,20,1997,5,5,1,1,1,0,9.4239998,9.4239998,0,0,0,1,1,1,0
6,2211,4,1,0,0,0,0,86.199997,10,20,1997,5,5,1,1,1,0,9.4239998,9.4239998,0,0,0,1,1,1,0
6,2451,3,1,0,0,0,0,14.5,3,25,1997,5,5,1,1,1,0,15.178,15.178,0,0,0,1,0,1,2
6,4128,3,1,4,23,1997,151.60001,151.8,4,29,1997,5,5,1,1,1,4,15.917,15.917,22.664,29.172001,28.101999,1,1,1,2
6,3940,4,1,4,27,1997,150.89999,150.7,4,21,1997,5,5,1,1,1,0,17.421,17.421,24.551001,0,0,1,1,1,2
6,4128,4,1,4,23,1997,92.699997,92.900002,4,29,1997,5,5,1,1,1,4,15.917,15.917,22.664,29.172001,28.101999,1,1,1,2
6,4877,2,1,0,0,0,0,53.200001,11,16,1997,5,5,1,0,1,0,16.075001,16.075001,0,0,0,1,0,2,2
6,4022,3,3,6,10,1997,56.799999,56.799999,6,10,1997,5,5,1,1,2,4,21.028999,21.028999,28.805,38.367001,39.064999,1,1,3,0
6,4022,4,1,0,0,0,0,13.3,6,10,1997,5,5,1,1,1,4,21.028999,21.028999,28.805,38.367001,39.064999,1,1,1,0
6,5768,3,1,11,3,1997,156.7,156.7,11,3,1997,5,5,1,1,1,0,30.127001,30.127001,49.693001,0,0,1,1,1,2
6,5365,4,1,9,22,1997,143.89999,143.89999,9,22,1997,5,5,1,1,1,0,29.601,29.601,0,0,0,1,1,1,2
6,5768,4,1,11,3,1997,133.2,133.39999,11,7,1997,5,5,1,1,1,4,30.127001,30.127001,49.693001,54.608002,55.764,1,1,1,2
6,4742,3,1,0,0,0,0,25.200001,5,8,1997,5,5,1,1,1,0,18.65,18.65,0,0,0,1,0,1,0
6,1760,3,1,5,31,1997,95.900002,95.300003,5,14,1997,5,5,1,1,1,10,8.3299999,8.3299999,15.852,15.015,15.015,1,0,2,2
6,5357,2,1,6,21,1997,57.599998,57.599998,6,21,1997,5,5,1,0,1,0,26.41,26.41,37.606998,0,0,1,0,2,2
6,676,4,1,0,0,0,0,121.3,9,27,1997,5,5,1,1,1,0,23.704,23.704,39.039001,0,0,1,2,1,2
6,676,5,1,0,0,0,0,107.6,9,27,1997,5,5,1,1,1,0,23.704,23.704,39.039001,0,0,1,2,1,2
6,749,4,1,4,25,1997,136.3,136.39999,4,28,1997,5,5,1,1,2,4,13.193,13.193,17.736,21.506001,21.455999,1,2,3,2
6,749,5,1,99,99,9999,999.90002,103.5,4,25,1997,5,5,1,1,2,4,13.193,13.193,17.736,21.506001,21.455999,1,2,3,2
6,752,3,1,3,20,1997,70.699997,70.699997,3,20,1997,5,5,1,1,1,0,15.786,15.786,0,0,0,1,1,1,2
6,752,4,1,3,20,1997,46.299999,46.299999,3,20,1997,5,5,1,1,1,0,15.786,15.786,0,0,0,1,1,1,2
6,750,3,1,4,6,1997,56.900002,56.900002,4,6,1997,5,5,2,1,4,0,19.642,19.642,26.407,0,0,1,1,1,2
6,750,4,1,0,0,0,0,14.5,4,6,1997,5,5,2,1,4,0,19.642,19.642,26.407,0,0,1,1,1,2
6,5345,4,1,10,25,1997,143.60001,143.60001,10,25,1997,5,5,1,1,1,4,12.598,12.598,19.51,20.087,21.433001,1,1,1,2
6,2077,4,1,0,0,0,0,112.1,9,4,1997,5,5,1,1,1,4,38.335999,38.335999,63.137001,84.976997,77.93,1,1,1,2
6,5345,5,7,10,25,1997,102.4,102.4,10,25,1997,5,5,1,1,3,6,12.598,12.598,19.51,20.087,21.433001,1,0,4,0
6,2738,5,1,5,15,1997,143.8,143.8,5,15,1997,5,5,1,1,1,4,8.2950001,8.2950001,12.599,15.101,16.534,1,2,1,2
6,5669,3,1,5,7,1997,155.10001,155.10001,5,7,1997,5,5,1,0,1,0,26.753,26.753,36.645,0,0,1,1,2,0
6,4504,3,2,5,30,1997,144.89999,144.89999,5,30,1997,5,5,1,1,1,0,20.479,20.479,34.382,0,0,1,0,1,2
6,3913,4,7,0,0,0,0,4.0999999,4,27,1997,5,5,1,1,1,4,16.031,16.031,22.827999,29.382999,28.305,1,1,1,2
6,3913,5,3,0,0,0,0,6.4000001,4,27,1997,5,5,1,2,1,7,16.031,16.031,22.827999,29.382999,28.305,1,0,2,1
6,3022,3,1,0,0,0,0,1.7,4,21,1997,5,5,1,1,1,4,20.518999,20.518999,33.793999,45.484001,41.712002,1,0,1,0
6,1135,3,1,5,21,1997,48.299999,48.299999,5,21,1997,5,5,1,1,1,0,8.0319996,8.0319996,0,0,0,1,1,1,2
6,1135,4,1,0,0,0,0,13,5,21,1997,5,5,1,1,1,0,8.0319996,8.0319996,0,0,0,1,1,1,2
6,1004,3,1,5,4,1997,133.89999,133.89999,5,4,1997,5,5,1,0,1,0,12.837,12.837,22.018,0,0,1,1,2,2
6,1355,3,1,0,0,0,0,32.900002,5,2,1997,5,5,1,1,1,4,17.555,17.555,30.108999,30.681999,31.030001,1,96,1,2
6,2652,5,1,0,0,0,0,19.4,4,24,1997,5,5,1,2,1,0,38.126999,38.126999,0,0,0,1,0,2,1
