EMSAREL97,EMSAID97,EMSASN97,Q12A1,Q12A2A,Q12A2B,Q12A2C,Q12A2D,Q12A2E,Q12A2F,Q12A2G,Q12A2H,Q12A2I,Q12A2J,Q12A2K,Q12A2L,Q12A2M,Q12A2N,Q12A2O,Q12A2P,Q12A3,Q12A4,Q12A5,Q12A6A,Q12A6B,Q12A6C,Q12A6D,Q12A6E,Q12A6F,Q12A7A,Q12A7B,Q12A7C,Q12A7D,Q12A7E,Q12A8,Q12A9,Q12A10,Q12A11,Q12A12,Q12A13,Q12A14,Q12A15,Q12A16,Q12A17,Q12A18,Q12A19T,Q12A19S,Q12A20AN,Q12A20AP,Q12A20BN,Q12A20BP,Q12A20CN,Q12A20CP,Q12A20DN,Q12A20DP,Q12A20EN,Q12A20EP,Q12A20FN,Q12A20FP,Q12A21AN,Q12A21AP,Q12A21BN,Q12A21BP,Q12A21CN,Q12A21CP,Q12A21DN,Q12A21DP,Q12A21EN,Q12A21EP,Q12A21FN,Q12A21FP,Q12A21GN,Q12A21GP,Q12A21HN,Q12A21HP,Q12A22A,Q12A22B,Q12A22C,Q12A23,Q12A24,Q12A25,Q12A26,Q12A27,Q12A28,Q12A28A,Q12A28B,Q12A28C,Q12A28D,Q12A29A,Q12A29B,Q12A29C,Q12A29D,Q12A29E,Q12A29F,Q12A29G,Q12A30A,Q12A30B,Q12A30C,Q12A30D,Q12A30E,Q12A31A,Q12A31B,Q12A31C,Q12A31D,Q12A31E,Q12A31F,Q12A31G,Q12A31H,Q12A32,PRESCHL
3,4914,4,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,141,7,133,0,8,0,0,0,2,2,2,68,14,4,1,5,1,5,5,11,11,1,0,0,1,12.8,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,11,99,99,1,3,22818,32000,4394,5,0,0,0,0,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,175,0
3,4966,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,319,11,293,3,20,3,0,0,0,0,0,9999,999,12,4,1,1,5,5,25,25,7,7,0,1,13.8,23,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,0,0,3,99,99,7,6,22000,29000,5900,5,0,0,0,0,1,1,2,3,1,1,1,9,9,9,9,9,2,1,1,1,1,1,1,1,145,0
3,4966,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,319,11,293,3,20,3,0,0,0,0,0,9999,999,12,4,1,1,5,5,25,25,7,7,0,1,13.8,23,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,0,0,3,99,99,7,6,22000,29000,5900,5,0,0,0,0,1,1,2,3,1,1,1,9,9,9,9,9,2,1,1,1,1,1,1,1,145,0
3,4734,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,2,506,20,330,6,154,9,6,0,9999,25,15,182,46,13,.77999997,1,1,1,1,33,29,7,0,1,1,24,0,75,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,0,1,0,0,0,12,99,99,2,0,21000,35000,4000,5,0,0,0,0,2,2,2,2,1,2,1,1,5,5,5,5,1,1,1,1,1,1,1,1,176,0
3,4757,4,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,2,218,5,160,2,50,1,5,0,0,0,13,116,33,5,.02,1,1,5,5,17,17,15,5,0,1,14,35,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,10,15,99,1,2,20000,35000,4442,5,0,0,0,0,2,3,2,3,2,2,1,1,5,5,5,5,2,1,1,1,1,1,1,2,184,0
3,2216,4,1,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,615,31,504,105,0,6,0,0,0,0,0,387,387,20,3,1,1,5,5,54,43,1,1,0,1,27,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,98,998,0,0,0,0,0,0,0,2,3,35000,50000,99999,5,0,0,0,0,3,2,2,2,2,2,1,1,5,5,5,1,1,1,1,2,2,1,1,2,184,0
3,57,2,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,604,28,85,519,0,0,0,0,0,0,0,519,592,10,.5,1,1,5,1,45,44,10,10,0,1,25,0,80,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,25,0,0,0,0,99,99,99,4,3,99999,99999,99999,5,0,0,0,0,2,1,1,2,1,9,2,1,5,5,5,5,2,9,9,1,1,9,2,2,178,0
3,409,3,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,189,5,55,134,0,0,0,0,0,0,0,123,38,10,7,1,1,5,5,8,8,5,5,0,1,20,16,0,2,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,12,0,2,0,0,0,99,99,1,0,0,1,1,24000,27000,2000,5,0,0,0,0,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,186,0
3,5768,4,1,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,296,17,288,3,3,0,2,0,0,0,0,104,103,18,1,1,1,5,5,29,24,7,5,0,1,17.4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,31,0,0,0,0,4,6,29,3,2,21005,31500,4407,5,0,0,0,0,1,1,1,1,1,1,1,1,5,5,5,1,2,1,2,1,2,2,1,2,175,0
3,752,3,2,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,157,999,154,0,1,0,2,0,0,0,0,11,9,3,.059999999,1,1,1,1,9,9,1,1,0,1,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,99,99,9,2,1,14500,18419,2322,1,475,6,5,5,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,175,0
3,5345,4,1,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,2,772,20,564,185,15,8,0,0,0,0,0,0,0,98,1,1,5,5,1,80,65,6,6,99,1,11.5,59,0,5,0,0,0,0,0,1,0,0,0,98,8,98,98,98,998,8,98,98,998,98,998,98,8,98,98,99,99,99,8,0,22850,34597,7074,5,0,0,0,0,2,2,2,1,1,2,1,1,5,5,5,5,2,1,1,1,1,1,1,2,174,0
3,2077,4,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,2,350,8,347,0,4,0,0,0,0,4,0,102,283,5,2,1,1,5,5,24,24,3,0,0,1,20.6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,20,0,0,0,0,2,99,99,1,1,24060,28000,3500,5,0,0,0,0,2,1,1,1,1,1,1,9,9,9,9,9,2,2,1,1,1,1,1,1,175,0
3,5345,5,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,2,423,14,384,31,2,4,2,0,9999,9999,999,44,15,.02,.039999999,1,5,1,1,35,35,5,5,4,1,18,37,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,99,999,0,0,99,999,99,999,1,0,99,99,99,99,99,0,0,22850,34432,5470,5,0,0,0,0,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,174,0
3,5669,3,1,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,2,724,75,297,116,268,36,7,0,7,116,72,405,58,6,1,1,5,5,1,36,36,8,0,1,1,20,31,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,15,0,0,0,0,12,2,0,3,2,23460,46125,133,5,0,0,0,0,1,2,1,1,1,1,1,1,1,5,5,5,2,1,1,1,1,1,1,1,180,0
3,1012,3,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,1,543,0,517,1,16,9,0,0,9999,8,16,27,0,5.6999998,0,5,1,1,1,28,28,99,1,99,1,25,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,20,0,0,0,0,0,99,99,99,0,0,22000,34222,4476,5,0,0,0,0,2,1,2,1,1,9,1,1,5,5,5,5,9,1,9,1,1,1,1,9,176,0
3,2372,4,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,1,278,5,272,0,3,3,0,0,0,0,0,8,4,4,.5,5,5,5,1,21,21,8,0,3,1,21,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,0,3,99,99,99,1,26000,38000,2800,5,0,0,0,0,2,1,2,2,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,185,0
3,5641,4,1,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,290,5,284,3,3,0,0,0,0,0,0,6,3,1,0,5,5,5,5,999,18,9,2,0,1,24.5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,45,0,0,0,0,5,99,99,3,2,30333,50000,99999,5,0,0,0,0,2,1,2,2,1,2,1,1,5,5,5,5,1,1,1,1,1,1,1,1,180,0
3,5641,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,535,41,519,5,5,5,0,0,5,0,5,5,11,1,1,5,5,5,1,29,29,5,2,1,1,23,0,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,75,0,0,0,0,16,29,99,1,1,28863,51422,5683,5,0,0,0,0,2,2,1,1,1,2,1,1,5,5,5,5,1,1,2,1,1,1,1,1,180,0
3,2520,3,1,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,1,1270,78,1016,89,127,25,13,0,38,38,0,127,0,30,1,1,5,5,5,63,63,7,7,99,1,32,0,87,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,70,0,1,0,0,45,99,99,7,30,28000,35000,99999,5,0,0,0,0,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,180,0
3,5731,4,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,691,5,646,40,5,0,0,0,0,0,5,14,48,3,0,1,5,5,1,49,41,8,6,0,1,22,55,0,1,0,0,0,0,0,0,0,0,0,98,8,98,98,98,998,8,98,98,998,98,998,98,8,98,98,99,99,99,1,0,99999,99999,99999,5,0,0,0,0,2,2,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,180,0
3,3503,4,1,5,5,5,5,5,5,1,1,1,1,5,5,5,5,1,5,2,616,15,597,11,2,3,3,0,0,0,0,200,45,12,5,1,1,5,5,34,34,7,6,0,1,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,10,0,0,0,0,0,8,99,99,4,3,25000,28000,4000,5,0,0,0,0,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,180,0
3,1323,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,297,11,166,21,39,62,9,0,9999,42,999,65,18,11,.029999999,1,1,1,1,14,12,1.5,1.5,99,1,28,11,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,1,0,99,99,8,1,0,21280,38000,3281,5,0,0,0,0,2,3,1,1,1,1,1,1,5,5,5,5,1,2,1,1,1,1,1,1,180,0
3,362,3,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,1,377,7,364,5,5,0,0,3,3,2,3,53,15,25,1,1,1,5,5,17,17,14,14,0,1,22,0,100,0,0,0,0,0,0,0,0,0,0,99,9,99,99,99,999,9,99,11,0,3,0,99,9,99,99,0,1,99,0,1,26000,36000,5200,5,0,0,0,0,2,1,2,2,1,2,1,1,5,5,5,5,2,2,2,1,1,2,2,2,180,0
3,362,4,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,1,377,7,364,5,5,0,0,3,3,2,3,53,15,25,1,1,1,5,5,17,17,14,14,0,1,22,0,100,0,0,0,0,0,0,0,0,0,0,99,9,99,99,99,999,9,99,11,0,3,0,99,9,99,99,0,1,99,0,1,26000,36000,5200,5,0,0,0,0,2,1,2,2,1,2,1,1,5,5,5,5,2,2,2,1,1,2,2,2,180,0
3,1765,4,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,216,5,214,1,0,1,0,0,0,0,0,0,0,2,1,5,1,5,5,25,25,3,3,0,1,19.6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.200001,0,52.799999,0,0,0,0,8,99,99,1,0,18000,23000,3826,5,0,0,0,0,2,1,1,3,1,1,1,1,5,5,5,5,1,1,1,2,1,1,1,1,174,0
3,474,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,267,3,265,0,1,1,0,0,0,0,0,114,159,2,1.5,1,1,5,5,27,26,4,4,0,1,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,2,99,99,4,4,18750,22425,5350,5,0,0,0,0,1,1,1,1,1,1,1,1,5,5,5,5,2,1,1,2,1,1,1,1,174,0
3,631,4,1,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,1,240,22,230,2,5,0,2,0,0,0,0,156,156,15,1,1,9,9,9,999,99,99,99,99,9,99,999,999,99,999,99,99,99,99,99,99,9,9,99,9,99,99,99,999,9,99,99,999,99,999,99,9,99,99,2,99,99,0,0,99999,30000,4200,5,0,0,0,0,2,1,3,1,1,2,1,1,5,5,5,5,2,2,2,2,2,2,2,2,176,0
3,2124,7,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,377,26,366,4,0,8,0,0,0,6,6,49,23,10,0,5,5,5,5,25,25,7,7,0,1,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,6,0,0,0,0,0,0,0,0,2,0,20500,27615,3500,5,0,0,0,0,2,2,2,2,2,2,1,1,5,5,5,5,2,1,1,1,1,1,9,2,176,0
3,4136,3,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,1,465,19,430,20,3,10,2,0,0,0,3,45,23,7,.5,1,5,1,1,33,33,15,8,0,1,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,2,0,2,99,99,1,1,31607,49000,99998,5,0,0,0,0,1,3,3,2,1,1,1,1,5,5,5,5,2,2,1,1,1,1,1,2,999,0
3,2137,2,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,1,809,999,686,23,62,35,1,2,9999,50,999,57,57,1.1,1,1,5,1,1,40,40,9,9,0,1,20.200001,0,84.199997,0,13.1,0,2.5999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.699997,0,23.700001,0,2.5999999,0,0,99,27,0,0,0,27000,52500,2000,5,0,0,0,0,2,1,2,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,180,0
3,2973,4,1,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,1,296,10,188,100,8,0,0,0,9999,4,2,181,999,8,1,1,1,5,5,23,20,5,5,0,1,25,18,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,99,3,3,23000,27000,4000,5,0,0,0,0,2,2,2,3,2,2,2,1,5,5,5,5,2,2,1,1,1,1,1,1,178,0
3,2973,5,1,5,1,1,1,1,1,5,5,5,5,5,5,5,5,1,5,1,335,20,194,127,13,0,0,0,0,20,0,150,35,5,.029999999,1,1,5,5,29,29,2,2,3,1,11.6,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,99,99,99,2,2,23000,26000,4000,5,0,0,0,0,2,2,2,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,178,0
3,1534,3,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,1,465,20,421,13,8,18,4,0,0,1,9,9999,999,5,0,1,5,5,5,30,25,6,0,0,1,22.1,21,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,7,0,14,0,1,0,99,99,99,99,99,1,1,21513,99998,99998,5,0,0,0,0,1,2,2,2,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,180,0
3,5613,3,1,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,712,39,570,57,64,14,7,0,31,20,11,164,0,8,0,5,1,5,1,45,42,9,9,3,1,28,53,0,1,0,0,0,0,0,0,0,8,8,0,0,9,0,0,0,0,0,45,0,98,998,0,0,0,0,99,99,99,4,4,23000,35000,5300,5,0,0,0,0,2,1,8,1,1,2,1,1,5,5,5,5,2,1,1,1,1,1,1,1,176,0
3,1534,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,1,465,20,421,13,8,18,4,0,0,1,9,9999,999,5,0,1,5,5,5,30,25,6,0,0,1,22.1,21,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,7,0,14,0,1,0,99,99,99,99,99,1,1,21513,99998,99998,5,0,0,0,0,1,2,2,2,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,180,0
3,5054,2,1,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,2,676,33,544,11,35,68,18,0,9999,9999,42,101,101,99,99,1,5,5,1,39,7,10,1,3,1,28,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,0,0,0,1,99,99,3,3,23108,35000,5943,5,0,0,0,0,2,1,1,1,1,1,1,1,5,5,5,5,2,1,1,1,1,1,1,1,180,0
3,1277,2,1,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5,1,540,41,405,5,124,3,3,0,9999,27,81,238,0,5,2,1,1,5,1,30,24,6,2,0,1,20.799999,34,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,3,99,20,3,3,22000,32000,5400,5,0,0,0,0,2,1,1,1,2,2,1,1,5,5,5,5,2,2,2,1,2,1,1,2,178,0
3,888,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,326,15,310,3,3,3,7,0,0,0,0,9999,999,5,2,5,1,5,5,31,29,4,3,2,1,10.5,998,998,98,998,98,98,98,98,98,98,0,0,0,0,0,0,0,0,0,0,0,94,0,6,0,0,0,0,15,98,99,9,9,17915,99998,99998,5,0,0,0,0,2,1,2,1,1,2,1,1,5,5,5,5,2,2,2,2,2,1,1,2,180,0
3,892,3,3,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,80,7,67,3,4,6,0,0,1,0,1,0,0,98,98,5,5,1,1,8,4,7,3,0,1,10,15,0,0,0,0,0,1,0,1,0,9,9,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,2,99,99,2,2,99999,99999,99999,1,499,5,5,5,1,3,1,3,1,1,1,1,1,5,5,5,2,1,1,1,1,1,1,1,180,0
3,2708,4,1,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,517,45,153,359,3,2,0,0,0,1,0,435,0,5,25,1,1,5,5,39,39,16,16,0,1,16.6,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,999,5,0,0,0,0,0,0,0,0,2,3,25000,27000,20,5,0,0,0,0,2,1,4,4,1,2,2,1,5,5,5,5,3,2,1,1,1,1,1,2,178,0
3,2639,3,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,1,600,31,582,18,0,0,0,0,0,0,0,210,0,2,0,1,5,5,5,41,41,11,8,6,1,16.6,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,3,0,0,0,0,0,12,99,99,2,0,24878,32517,4937,5,0,0,0,0,2,1,1,1,1,1,2,1,5,5,5,5,2,1,1,1,1,1,2,2,180,0
3,2651,5,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,5,5,180,7,170,3,2,5,0,2,0,2,0,0,999,0,0,5,5,5,5,17,14,2,0,0,1,20,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,999,1,0,0,0,99,99,4,0,0,2,0,20000,22000,99999,1,9999,5,5,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,180,0
3,3141,4,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,1,633,25,577,5,37,12,2,0,21,9999,999,277,72,12,.07,1,1,5,5,46,46,8,8,0,1,13.8,46,0,99,999,99,99,99,99,99,99,9,9,0,0,0,0,0,0,0,0,10,0,36,0,0,0,0,0,99,99,99,3,3,22000,32000,99998,5,0,0,0,0,2,1,1,1,1,2,1,1,5,5,5,5,1,1,1,1,1,1,1,1,180,0
3,3141,5,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,1,633,25,577,5,37,12,2,0,21,9999,999,277,72,12,.07,1,1,5,5,46,46,8,8,0,1,13.8,46,0,99,999,99,99,99,99,99,99,9,9,0,0,0,0,0,0,0,0,10,0,36,0,0,0,0,0,99,99,99,3,3,22000,32000,99998,5,0,0,0,0,2,1,1,1,1,2,1,1,5,5,5,5,1,1,1,1,1,1,1,1,180,0
3,2685,5,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,41,1,41,0,0,0,0,0,0,0,0,7,0,1,1,5,5,5,5,3,3,1,0,1,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,99,99,3,0,0,18000,19000,7400,5,0,0,0,0,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,175,0
3,1564,4,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,116,3,114,0,2,0,0,0,0,0,0,42,30,0,1,1,1,5,5,8.5,8,1,1,0,1,15,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,0,1,1,24600,32000,99998,5,0,0,0,0,3,2,2,2,2,2,2,1,5,5,5,5,1,1,1,1,1,1,1,1,186,0
3,3031,3,2,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,103,0,100,0,3,1,0,0,0,0,0,0,0,4,1,5,5,1,1,8,5,2,1,0,1,13,8,0,0,0,1,0,0,0,0,0,0,0,4,0,5,0,98,998,0,0,4,0,3,0,0,0,0,0,0,0,0,1,2,12500,10578,300,1,185,5,1,5,1,1,1,1,1,1,2,1,5,5,5,5,1,1,1,1,1,1,1,1,180,0
3,5217,4,1,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,404,11,369,4,7,21,0,3,0,0,8,3,2,4,0,5,5,5,5,27,22,3,3,0,1,20,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,52,0,0,0,0,8,20,99,2,1,24500,44000,5367,5,0,0,0,0,2,2,2,1,2,2,1,1,5,5,5,5,1,1,1,1,1,1,1,1,178,0
3,179,3,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,356,20,352,4,0,0,0,0,9999,9999,999,51,999,5,1,1,5,1,1,30,30,6,99,99,1,21,42,0,0,0,0,0,0,0,0,0,0,0,99,9,99,99,99,999,9,99,99,999,99,999,99,9,99,99,6,40,0,1,0,24000,40000,5324,5,0,0,0,0,2,1,2,3,1,2,1,1,5,5,5,1,2,1,1,1,1,1,1,1,180,0
3,3957,3,1,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,1,470,25,455,15,0,0,0,0,9999,0,0,47,999,10,2,5,5,5,5,28,28,0,99,0,1,16.799999,998,998,98,998,98,98,98,98,98,98,8,8,0,0,0,0,0,0,0,0,4,0,24,0,0,0,0,0,98,98,98,2,0,32045,99998,99998,5,0,0,0,0,1,2,2,1,1,1,1,1,5,5,1,5,2,1,1,1,1,1,1,1,180,0
3,2970,5,1,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,1,631,18,600,8,23,0,0,0,2,4,13,146,42,14,99,1,5,5,1,48,48,4,4,2,1,13.1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,48,48,99,1,1,31723,57570,8500,5,0,0,0,0,2,1,1,2,2,2,1,1,5,5,5,5,2,2,1,1,1,1,1,2,181,0
3,2186,4,1,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,2,1000,999,960,40,0,0,0,0,9999,0,0,0,0,5,.02,1,1,5,1,60,60,8,8,0,1,32,101,0,0,0,0,0,0,0,0,0,0,0,99,9,99,99,99,999,9,99,99,999,99,999,99,9,99,99,6,5,50,3,2,32000,99999,99999,5,0,0,0,0,2,1,2,1,1,2,1,1,5,5,5,5,3,2,2,2,2,2,1,3,185,0
3,2460,4,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,2,754,16,573,53,53,45,30,0,0,0,5,25,20,20,.5,1,5,1,1,46,46,6,6,0,1,24,41,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,37,0,8,0,1,0,0,0,3,99,99,8,1,23300,99998,3700,5,0,0,0,0,2,2,2,2,2,2,1,1,5,5,5,1,1,1,1,1,1,1,1,2,180,0
3,3996,4,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,610,30,573,12,6,31,0,0,0,0,0,24,49,5,2,5,1,1,5,24,24,19,0,0,1,25.4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,98,998,98,8,98,98,4,99,99,0,3,29000,45000,5700,5,0,0,0,0,2,2,2,2,2,2,1,1,5,5,5,5,1,2,2,1,1,1,1,1,181,0
3,1113,3,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,245,8,0,245,0,0,0,0,0,0,0,137,137,10,0,1,1,1,1,14,14,4,0,0,1,17.5,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,6,99,99,1,5,20000,99999,2500,1,2000,6,5,1,2,1,2,1,1,2,2,1,5,5,5,5,2,2,2,1,1,1,1,9,180,0
3,1113,4,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,245,8,0,245,0,0,0,0,0,0,0,137,137,10,0,1,1,1,1,14,14,4,0,0,1,17.5,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,6,99,99,1,5,20000,99999,2500,1,2000,6,5,1,2,1,2,1,1,2,2,1,5,5,5,5,2,2,2,1,1,1,1,9,180,0
3,4329,4,2,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,785,25,774,0,3,8,0,0,0,0,0,4,0,.5,.12,5,1,5,5,31,29,5,4,0,1,25,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,5,0,0,0,0,0,1,0,0,3,3,16233,23000,2170,1,80,6,5,1,2,2,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,178,0
3,4329,5,2,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,785,25,774,0,3,8,0,0,0,0,0,4,0,.5,.12,5,1,5,5,31,29,5,4,0,1,25,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,5,0,0,0,0,0,1,0,0,3,3,16233,23000,2170,1,80,6,5,1,2,2,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,178,0
