EMSAREL97,EMSAID97,EMSASN97,Q12A1,Q12A2A,Q12A2B,Q12A2C,Q12A2D,Q12A2E,Q12A2F,Q12A2G,Q12A2H,Q12A2I,Q12A2J,Q12A2K,Q12A2L,Q12A2M,Q12A2N,Q12A2O,Q12A2P,Q12A3,Q12A4,Q12A5,Q12A6A,Q12A6B,Q12A6C,Q12A6D,Q12A6E,Q12A6F,Q12A7A,Q12A7B,Q12A7C,Q12A7D,Q12A7E,Q12A8,Q12A9,Q12A10,Q12A11,Q12A12,Q12A13,Q12A14,Q12A15,Q12A16,Q12A17,Q12A18,Q12A19T,Q12A19S,Q12A20AN,Q12A20AP,Q12A20BN,Q12A20BP,Q12A20CN,Q12A20CP,Q12A20DN,Q12A20DP,Q12A20EN,Q12A20EP,Q12A20FN,Q12A20FP,Q12A21AN,Q12A21AP,Q12A21BN,Q12A21BP,Q12A21CN,Q12A21CP,Q12A21DN,Q12A21DP,Q12A21EN,Q12A21EP,Q12A21FN,Q12A21FP,Q12A21GN,Q12A21GP,Q12A21HN,Q12A21HP,Q12A22A,Q12A22B,Q12A22C,Q12A23,Q12A24,Q12A25,Q12A26,Q12A27,Q12A28,Q12A28A,Q12A28B,Q12A28C,Q12A28D,Q12A29A,Q12A29B,Q12A29C,Q12A29D,Q12A29E,Q12A29F,Q12A29G,Q12A30A,Q12A30B,Q12A30C,Q12A30D,Q12A30E,Q12A31A,Q12A31B,Q12A31C,Q12A31D,Q12A31E,Q12A31F,Q12A31G,Q12A31H,Q12A32,PRESCHL
3,3854,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,2,730,63,718,11,0,0,1,0,0,0,0,365,365,10,1,1,1,5,5,49,49,12,11,0,1,22,46,0,3,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,80,0,20,0,0,0,0,99,99,99,99,99,99999,99999,99999,9,9999,9,9,9,9,9,9,9,9,9,9,1,5,5,5,5,2,1,1,1,1,1,1,2,180,0
3,3853,3,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,2,887,43,745,124,9,9,0,0,0,0,18,452,0,21,6,1,1,1,1,60,60,20,20,6,1,13,78,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,29,0,0,0,0,0,11,99,99,6,2,21000,29585,2458,5,0,0,0,0,2,3,2,2,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,180,0
3,368,4,1,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,2,489,30,484,5,0,0,0,0,0,0,0,161,0,5,10,1,5,5,5,29,29,5,5,0,1,35,0,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,15,0,0,0,0,5,99,99,5,4,23000,25000,3000,5,0,0,0,0,1,1,1,1,1,1,1,1,5,5,5,5,3,2,2,3,3,2,1,3,180,0
3,6048,5,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5,5,1,240,10,237,0,2,0,0,1,1,1,0,52,999,1,0,5,1,5,5,24,24,1,1,0,1,12.3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,33,0,0,0,0,0,0,99,2,2,20725,34145,6461,5,0,0,0,0,2,2,2,3,1,2,1,1,5,5,5,5,1,2,2,2,2,1,1,1,179,0
3,1111,5,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,385,15,358,23,4,0,0,0,0,0,0,155,30,20,5,1,1,5,5,23,23,0,0,6,1,22,0,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,3,0,15,0,0,23500,99999,99999,5,0,0,0,0,3,3,3,2,1,2,1,1,5,5,5,5,2,1,1,1,1,1,1,2,180,0
3,1111,6,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,385,15,358,23,4,0,0,0,0,0,0,155,30,20,5,1,1,5,5,23,23,0,0,6,1,22,0,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,3,0,15,0,0,23500,99999,99999,5,0,0,0,0,3,3,3,2,1,2,1,1,5,5,5,5,2,1,1,1,1,1,1,2,180,0
3,1179,3,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,285,18,250,7,13,5,11,0,2,1,2,100,7,17,15,1,1,1,5,16,9,4,2,0,1,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,15,1,1,27000,39000,3900,5,0,0,0,0,3,3,3,2,1,1,1,1,5,5,5,5,2,1,2,1,1,1,1,2,172,0
3,1179,4,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,285,18,250,7,13,5,11,0,2,1,2,100,7,17,15,1,1,1,5,16,9,4,2,0,1,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,15,1,1,27000,39000,3900,5,0,0,0,0,3,3,3,2,1,1,1,1,5,5,5,5,2,1,2,1,1,1,1,2,172,0
3,3651,3,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,1,1,516,23,366,114,21,10,5,0,423,21,36,289,253,43,6,1,1,5,5,29,29,11,11,0,1,23,0,73,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.299999,0,66.699997,0,0,0,0,9,99,24,99,5,26450,35680,2321,5,0,0,0,0,2,3,3,1,1,2,1,1,5,5,5,1,2,1,2,1,1,1,2,2,180,0
3,367,3,1,5,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,9999,999,9999,9999,9999,999,999,999,9999,9999,999,9999,999,99,99,9,1,5,5,4,4,1,0,0,1,10.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,99,99,99,0,0,16900,18000,99999,5,0,0,0,0,2,1,1,1,2,1,3,5,5,5,5,5,1,1,2,1,1,1,1,1,180,0
3,4601,3,9,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,474,999,396,3,0,0,75,0,75,35,0,189,52,24.469999,.63,1,1,5,5,31,31,9,9,0,1,22.299999,50,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,29,0,10,0,0,0,0,0,39,39,99,8,7,21665,27713,3848,5,0,0,0,0,2,1,2,2,2,2,1,1,5,5,5,5,2,2,2,1,2,2,1,1,173,0
3,2732,3,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,542,14,531,6,13,4,2,0,2,9999,6,9999,999,10,.029999999,5,5,5,5,26,25,7,5,2,1,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,0,0,0,0,99,99,98,2,1,24647,38000,4414,5,0,0,0,0,2,1,1,2,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,181,0
3,2696,2,1,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,200,2,176,0,8,16,0,0,0,0,6,6,6,1,0,5,5,1,1,12,8,3,1,0,1,25,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,1,0,1,0,99,99,99,3,3,32400,33000,4000,5,0,0,0,0,2,2,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,184,0
3,3378,4,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,2,654,24,562,7,78,7,0,0,6,0,0,72,20,98,.029999999,5,5,1,1,33,33,4,4,0,1,24,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,35,0,0,0,0,99,99,99,3,2,99999,48000,99999,5,0,0,0,0,2,4,2,2,1,2,1,1,5,5,5,5,2,1,1,1,1,1,1,2,180,0
3,5033,3,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,1,500,14,426,2,70,4,0,0,0,25,45,89,70,5,1,1,1,5,1,38,38,5,4,0,1,13.2,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,8,0,0,0,0,0,8,99,38,2,0,23633,32477,99999,5,0,0,0,0,1,2,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,178,0
3,5033,4,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,9,630,30,567,0,63,0,0,0,0,50,0,315,0,3,1,1,1,5,1,39,38,10,8,0,1,20,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,20,0,0,0,0,99,99,39,5,4,22000,29000,99999,5,0,0,0,0,1,1,1,1,1,2,1,1,5,5,5,5,1,1,1,1,1,1,1,1,185,0
3,457,3,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,2,590,20,325,201,24,24,6,12,9999,2,0,118,24,98,5,1,5,1,1,36,34,19,18,1,1,24,49,0,12,0,0,0,0,0,0,0,0,0,98,8,98,98,98,998,8,98,98,998,98,998,98,8,98,98,98,98,98,16,15,23463,31760,99998,5,0,0,0,0,2,3,3,3,1,2,1,1,5,5,5,5,2,2,1,1,1,1,1,2,180,0
3,5104,3,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1405,66,819,557,18,6,5,0,0,2,8,624,100,2,2,1,1,5,5,80,79,18,18,7,1,17.6,63,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,30,0,0,0,0,0,20,99,80,6,4,23529,29000,99999,5,0,0,0,0,1,1,1,2,2,1,1,1,5,5,5,5,2,1,1,1,1,1,1,1,180,0
3,1359,2,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,260,5,254,0,6,0,0,0,0,0,0,1,0,2,2,5,5,5,5,11,10,4,0,0,1,22,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,60,0,0,0,0,2,2,0,2,1,18000,22000,2200,1,1400,6,5,1,2,1,1,1,2,2,1,1,5,5,5,5,1,1,1,1,1,1,1,1,180,0
3,1837,3,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,238,16,235,1,0,1,1,0,0,0,1,14,8,99,99,1,5,1,1,22,22,4,1,0,1,22,22,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,99,99,99,1,0,30950,99999,18,5,0,0,0,0,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,180,0
3,3876,3,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,2,926,16,599,293,18,16,1,0,0,0,0,111,56,11,.31999999,1,5,5,1,60,56,18,18,0,1,.5,51,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.799999,0,53.200001,0,0,0,0,99,99,99,11,9,24923,99998,52,5,0,0,0,0,2,2,2,2,2,2,1,1,5,5,5,5,1,1,1,1,1,1,1,1,180,0
3,3368,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,930,60,809,93,5,19,0,0,30,30,30,109,0,3,0,1,5,1,1,58,52,21,19,6,1,24,0,90,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,40,0,0,0,0,12,99,99,2,0,23630,36458,93,5,0,0,0,0,1,1,1,1,1,1,1,1,5,5,5,5,2,1,2,1,1,1,1,2,180,0
3,1466,3,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,2,305,15,252,9,37,6,1,0,0,0,0,74,0,10,0,1,5,5,5,17,17,8,1,2,9,99,24,0,0,0,1,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,10,0,7,0,0,0,0,0,2,0,0,1,1,27500,47500,5400,5,0,0,0,0,2,1,2,2,1,1,1,1,5,5,5,5,2,1,1,1,1,1,1,1,181,0
3,3594,4,1,5,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,191,5,191,0,0,0,0,0,0,0,0,9999,999,10,1,1,1,5,5,17,17,4,4,0,1,11.2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,99,99,99,2,1,21525,27292,99999,5,0,0,0,0,2,1,3,1,1,3,1,9,9,9,9,9,2,2,2,2,2,1,1,2,180,0
3,3594,5,1,5,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,191,5,191,0,0,0,0,0,0,0,0,9999,999,10,1,1,1,5,5,17,17,4,4,0,1,11.2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,99,99,99,2,1,21525,27292,99999,5,0,0,0,0,2,1,3,1,1,3,1,9,9,9,9,9,2,2,2,2,2,1,1,2,180,0
3,5242,3,1,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,1,325,7,308,10,3,3,0,0,0,0,0,49,49,3,0,1,1,5,5,23,23,6,0,0,1,14.1,23,0,99,999,99,99,99,99,99,99,9,9,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,2,99,99,2,2,21300,99998,99998,5,0,0,0,0,1,1,2,3,1,2,1,1,5,5,5,5,2,2,2,1,1,1,1,1,180,0
3,5242,5,1,5,5,5,5,1,1,1,1,5,5,5,5,5,5,1,1,1,600,30,594,3,3,0,0,0,0,0,0,162,0,10,1,1,1,1,1,44,44,12,0,0,1,13.6,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,0,12,0,0,0,0,0,21,35,44,1,0,20100,32000,4923,5,0,0,0,0,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,2,1,1,180,0
3,98,3,1,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,1,463,3,9999,9999,9999,999,999,999,9999,9999,999,9999,999,99,99,1,9,5,5,40,36,5,5,0,1,12.9,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,98,0,0,0,0,2,99,99,2,2,34500,46400,9600,5,0,0,0,0,2,2,3,2,2,1,1,1,5,5,5,5,2,1,1,1,1,1,1,2,178,0
3,1778,3,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,1,750,90,525,195,15,23,0,0,0,0,0,158,68,.079999998,.69999999,1,5,5,5,45,41,12,12,4,1,.40000001,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,98,998,0,0,0,0,99,99,45,5,1,99999,99999,99999,5,0,0,0,0,2,1,1,1,1,1,2,1,5,5,5,5,2,2,1,1,1,1,1,2,180,0
3,2507,2,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,5,5,457,40,448,2,2,2,0,0,0,0,2,0,0,4,.5,5,5,1,1,33,26,1,1,0,1,25,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,10,0,0,0,0,0,3,6,10,1,1,19764,27575,2500,1,2000,6,5,1,2,1,2,2,1,2,1,1,5,5,5,5,1,1,9,1,1,1,1,1,200,0
3,4021,4,1,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,2,123,2,111,0,6,0,1,5,0,0,0,37,12,10,10,5,1,5,5,7.4000001,7,4,0,0,1,16.6,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4000001,0,0,0,0,0,0,0,99,7.4000001,99,0,0,26400,39489,6165,5,0,0,0,0,2,1,1,1,2,2,1,1,5,5,5,5,2,2,2,2,2,1,1,1,176,0
3,745,3,2,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,110,3,88,3,17,1,1,0,0,3,0,0,0,4,3,5,5,1,1,8,4,10,0,0,1,13.8,16,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,1,0,2,0,4,0,0,0,0,0,0,0,8,99,99,3,3,99999,99999,99999,1,275,5,5,5,1,2,1,1,2,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,180,0
3,1570,4,1,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,1,840,41,756,67,8,8,0,0,25,25,25,140,30,3,0,1,1,1,1,75,75,20,30,1,1,25,71,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,20,0,2,0,0,0,25,99,99,7,1,27000,37000,5000,5,0,0,0,0,2,1,1,1,1,2,1,1,5,5,5,5,2,1,1,1,1,1,1,2,180,0
3,308,5,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,1,349,10,319,8,13,6,3,0,9999,3,999,20,17,7,21,5,5,1,1,30,30,5,4,99,1,15.2,0,100,0,0,0,0,0,0,0,0,0,0,99,9,99,99,99,999,9,99,0,54,0,42,99,9,99,99,1,99,0,4,4,32000,58100,8045,5,0,0,0,0,2,2,2,2,1,2,1,1,5,5,5,5,1,2,2,1,1,1,1,1,180,0
3,266,4,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,2,389,16,380,4,2,3,0,0,1,1,1,156,39,10,1,1,1,1,1,24,23,0,0,2,1,21.6,24,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,8,0,99,3,0,99999,99999,99999,5,0,0,0,0,2,1,1,1,1,1,1,1,5,5,5,5,2,1,2,1,1,1,1,2,182,0
3,833,3,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1030,25,9999,9999,9999,999,999,999,0,0,0,52,72,5,.0099999998,1,1,5,1,70,70,10,7,0,9,99,68,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,60,0,1,0,0,0,99,99,99,2,0,23000,99999,99999,5,0,0,0,0,2,1,1,1,1,1,2,1,5,5,5,1,2,1,1,1,1,1,1,2,190,0
3,4453,2,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,556,999,400,15,60,74,3,4,0,46,0,18,10,1,.30000001,5,5,1,1,26,24,5,0,0,1,23.200001,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0,0,0,0,0,99,99,99,2,0,27097,43800,99999,5,0,0,0,0,2,2,1,1,1,1,4,1,5,5,5,5,1,1,1,1,1,1,1,1,180,0
3,5755,3,1,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,2,450,26,437,5,5,5,998,998,9999,5,5,95,50,5,3,1,1,5,5,32,27,4,3,0,1,14.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,55,0,0,0,0,15,0,99,4,3,22485,34431,4923,5,0,0,0,0,2,1,3,3,1,1,1,1,5,5,5,5,2,1,1,1,1,1,1,3,180,0
3,3095,3,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,395,15,352,43,0,0,0,0,0,0,0,137,21,8,2,1,1,5,5,26,26,3,3,0,1,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18,0,0,0,0,0,2,0,99,1,1,23677,35559,99998,1,15,6,5,5,2,1,1,1,1,1,1,1,5,5,5,5,2,1,1,1,1,1,1,1,175,0
3,3095,4,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,395,15,352,43,0,0,0,0,0,0,0,137,21,8,2,1,1,5,5,26,26,3,3,0,1,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18,0,0,0,0,0,2,0,99,1,1,23677,35559,99998,1,15,6,5,5,2,1,1,1,1,1,1,1,5,5,5,5,2,1,1,1,1,1,1,1,175,0
3,3711,3,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,2,437,14,425,8,0,2,0,0,153,44,153,66,9,5,0,5,5,1,1,21,21,6,6,0,1,20.799999,21,0,0,0,0,0,0,0,0,0,0,0,99,9,99,99,99,999,9,99,15,0,5,0,99,9,99,99,2,99,99,3,1,28000,55000,7800,5,0,0,0,0,2,2,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,183,0
3,3711,4,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,2,437,14,425,8,0,2,0,0,153,44,153,66,9,5,0,5,5,1,1,21,21,6,6,0,1,20.799999,21,0,0,0,0,0,0,0,0,0,0,0,99,9,99,99,99,999,9,99,15,0,5,0,99,9,99,99,2,99,99,3,1,28000,55000,7800,5,0,0,0,0,2,2,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,183,0
3,1115,4,1,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,3,900,25,576,243,27,36,0,0,9999,9999,56,126,999,3,0,5,5,5,9,58,56,9,9,5,1,19,44,0,13,0,1,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,15,0,40,0,3,0,99,99,0,0,0,2,2,27000,45000,4800,5,0,0,0,0,2,2,1,4,1,1,1,1,5,5,5,5,1,1,1,1,2,1,1,1,181,0
3,3267,3,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,740,10,710,7,15,7,0,0,0,0,0,16,0,.5,0,5,1,1,1,36,36,2,1,0,1,25,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,7,0,0,0,0,0,5,99,99,2,2,18750,22250,3400,1,9999,9,9,9,2,2,2,2,2,2,2,1,5,5,5,5,1,1,1,1,1,1,1,1,178,0
3,468,3,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,2,330,3,300,20,7,0,0,3,9999,9999,3,59,0,1,6,1,5,5,5,27,17,0,0,0,1,20,0,84,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,69,0,0,0,0,3,0,99,0,0,27000,37000,5377,5,0,0,0,0,1,2,1,2,3,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,180,0
3,1802,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,2,357,999,225,118,7,2,2,999,0,0,0,136,999,8.6000004,1,1,1,5,5,16,16,2,0,0,1,22,11,0,2,0,99,99,99,99,99,99,9,9,99,9,99,99,99,999,9,99,2,0,11,0,99,9,99,99,99,99,99,2,2,99999,99999,99999,5,0,0,0,0,2,1,3,1,1,2,1,1,5,5,5,5,2,1,1,1,1,1,1,1,180,0
3,3180,5,1,5,5,5,1,1,1,5,5,5,5,5,5,5,5,1,5,1,88,3,88,0,0,0,0,0,0,0,0,9999,999,99,99,1,1,5,1,8,7,2,0,0,1,15,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,8,99,99,0,0,19500,25000,99999,5,0,0,0,0,2,1,1,1,1,1,1,1,5,5,5,5,2,2,2,1,1,1,1,1,180,0
3,3180,6,1,5,5,5,1,1,1,5,5,5,5,5,5,5,5,1,5,1,88,3,88,0,0,0,0,0,0,0,0,9999,999,99,99,1,1,5,1,8,7,2,0,0,1,15,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,8,99,99,0,0,19500,25000,99999,5,0,0,0,0,2,1,1,1,1,1,1,1,5,5,5,5,2,2,2,1,1,1,1,1,180,0
3,1046,3,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,468,35,430,11,11,15,0,0,0,9,0,22,0,5.0999999,0,5,9,5,5,28,28,7.5,7.5,0,1,24,0,96,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,5,99,99,1,1,27000,39397,5469,5,0,0,0,0,2,1,1,3,1,1,1,1,5,5,5,5,2,1,1,1,1,1,1,1,180,0
3,2315,4,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,2,380,16,365,4,4,4,4,0,0,0,999,87,0,3,0,1,1,5,5,22,22,7,3,0,1,17.299999,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,98,998,0,0,0,0,98,98,98,0,0,20775,32975,229,5,0,0,0,0,2,2,2,1,1,2,2,1,5,5,5,5,2,1,1,1,1,1,1,1,175,0
3,2885,3,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,2,371,8,367,0,0,4,0,0,0,0,0,1,3,1,2,5,5,5,5,19,13,0,0,0,1,21,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,3,0,19,2,2,22527,38415,3917,5,0,0,0,0,1,1,2,2,1,2,1,1,5,5,5,5,1,1,1,1,1,1,1,1,180,0
3,2885,4,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,2,371,8,367,0,0,4,0,0,0,0,0,1,3,1,2,5,5,5,5,19,13,0,0,0,1,21,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,3,0,19,2,2,22527,38415,3917,5,0,0,0,0,1,1,2,2,1,2,1,1,5,5,5,5,1,1,1,1,1,1,1,1,180,0
3,3297,3,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,2,360,10,238,22,43,58,4,999,9999,36,999,50,7,2,0,5,5,1,1,20,20,5,0,0,1,26,16,0,0,0,1,0,1,0,2,0,9,9,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,5,15,99,2,0,24000,43000,2500,5,0,0,0,0,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,180,0
3,3357,4,1,5,1,1,1,1,1,1,1,1,1,5,5,5,5,1,5,1,301,12,296,2,2,1,0,0,0,0,0,0,0,3.5,0,5,5,5,1,26,22,2,1,2,1,11.6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,1,99,99,1,0,28000,48000,7738,5,0,0,0,0,1,1,1,2,1,1,1,1,5,5,5,5,1,1,1,2,1,1,1,1,180,0
3,2771,4,1,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,602,25,554,6,42,0,0,0,0,0,42,144,0,22,.5,1,5,1,1,44,44,7,2,2,1,13.7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,65,0,0,0,0,5,99,99,3,1,23000,50000,99999,5,0,0,0,0,2,2,2,2,2,2,1,1,5,5,5,5,2,1,2,1,1,1,1,1,175,0
3,5777,5,1,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,2,1060,35,1018,11,11,11,11,0,0,2,0,145,145,8,0,5,5,5,5,65,50,13,12,0,1,18.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,0,1,0,0,0,45,99,99,5,5,21000,31500,4500,5,0,0,0,0,1,1,3,3,1,1,1,1,5,5,5,5,2,2,1,1,1,1,1,1,176,0
3,399,3,1,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,554,14,327,205,22,0,0,0,17,0,0,0,0,.30000001,.039999999,1,1,5,1,41,4,10,10,0,9,99,33,0,7,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,27,0,4,0,0,0,0,0,8,99,26,1,1,23500,99999,99999,5,0,0,0,0,2,2,1,2,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,2,180,0
3,2038,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,387,14,386,1,0,0,0,0,0,0,0,78,39,10,0,1,1,5,5,36,33,3,3,0,1,13,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,13,0,0,0,0,0,0,0,2,2,19300,28000,5200,5,0,0,0,0,2,1,2,2,2,2,1,1,5,5,5,5,1,1,1,2,1,1,1,1,180,0
