FOHCRL97,FOHCID97,FOHCSN97,Q7A0,Q7A1,Q7A2,Q7A3M,Q7A3Y,Q7A4M,Q7A4Y,Q7A5,Q7A6,Q7A7,Q7A8,Q7A9A,Q7A9B,Q7A9C,Q7A9D,Q7A9E,Q7A9F,Q7A9G,Q7A9H,Q7A9I,Q7A9J,Q7A10A,Q7A10B,Q7A10C,Q7A10D,Q7A10E,Q7A10F,Q7A11A,Q7A11B,Q7A11C,Q7A11D,Q7A11E,Q7A12,Q7B0,Q7B0T,Q7B1A,Q7B1B,Q7B1C,Q7B1D,Q7B1E,Q7B2A,Q7B2B,Q7B2C,Q7B2D,Q7B2E,Q7B2F,Q7B2G,Q7B2H,Q7B2I,Q7B2J,Q7B3A,Q7B3B,Q7B3C,Q7B3D,Q7B4,Q7B5A,Q7B5B,Q7B5C,Q7B5D,Q7B5E,Q7B5F,Q7B6A,Q7B6B,Q7B6C,Q7B6D,Q7B6E,Q7B6F,Q7B6G,Q7B6H,Q7B6I,Q7B6J,Q7B6K,Q7B6L,Q7B6M,Q7B7,Q7B7T,Q7B8A,Q7B8B,Q7B8C,Q7B8D,Q7B8E,Q7B8F,Q7B8G,Q7B8H,Q7B8I,Q7B8J,Q7B8K,Q7B8L,Q7B8M,Q7B8N,Q7B8O,Q7B8P,Q7B8Q,Q7B8R,Q7B8S,Q7B8T,Q7B8U,Q7B8V,Q7B8W,Q7B8X,Q7B8Y,Q7B8Z,Q7B8AA,Q7B8BB,Q7B8CC,Q7B8DD,Q7B9A,Q7B9B,Q7B9C,Q7B9D,Q7B9E,Q7B9F,Q7B9G,Q7B9H,Q7B9I,Q7B9J,Q7B10,Q7B11A,Q7B11B,Q7B11C,Q7B11D,Q7B12A,Q7B12B,Q7B12C,Q7B12D,Q7B12E,Q7B12F,Q7B12G,Q7B12H,Q7B12I,Q7B12J,Q7B12K,Q7B13A,Q7B13B,Q7B13C,Q7B13D,Q7B13E,Q7B13F,Q7B13G,Q7B13H,Q7B13I,Q7B14A,Q7B14B,Q7B14C,Q7B15A,Q7B15B,Q7B16A,Q7B16B,Q7B16C,Q7B16D,Q7B16E,Q7B16F,Q7B16G,Q7B16H,Q7B17,Q7B18,Q7B19,Q7B20
3,4230,2,72600,13,1,0,0,6,1997,1,20,2,3,4,4,4,4,4,4,4,4,4,4,1,5,5,5,5,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,5,1,5,5,1,5,5,1,5,4,4,2,2,1,2,2,2,3,2,2,1,1,2,1,3,1,1,2,1,1,2,1,2,1,99999,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,4,9,3,3,3,5,5,4,5,5,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,3,2,2,2,2,2,0,2,2,10,4,2,74400
3,3628,3,75300,2,1,3,1991,10,1997,1,100,2,2,4,2,4,4,4,4,4,2,4,4,1,5,1,1,1,1,1,1,1,2,1,6,2,99999,5,5,5,1,5,1,1,1,5,5,5,5,5,5,5,5,1,6,5,1,4,4,4,4,3,3,1,1,3,2,2,4,1,2,3,3,2,1,3,1,99999,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,1,3,3,2,3,3,1,3,2,3,3,3,3,2,5,3,3,5,4,5,5,5,4,5,1,1,5,5,5,1,1,1,1,2,9,1,1,1,1,1,2,2,1,1,1,1,1,0,1,4,4,4,3,3,2,2,1,2,2,2,1,2,1,5,1,76800
3,5711,2,66600,350,3,98,1991,9,1996,4,7,2,2,3,2,3,1,1,4,4,4,1,1,1,5,5,5,5,1,4,2,3,1,1,7,1,68160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1445,4,34500,0,1,11,9997,11,1997,1,365,2,3,4,4,4,4,4,4,4,4,4,4,1,5,5,1,1,1,1,1,4,3,1,6,2,99999,5,5,5,1,5,1,1,1,5,5,1,5,5,1,5,5,1,5,6,1,5,5,4,4,4,4,3,2,3,3,4,3,2,3,4,3,3,5,3,1,99999,1,2,1,2,2,2,2,2,2,2,3,3,2,3,3,3,1,2,2,3,3,3,2,3,1,3,3,2,2,3,4,4,4,5,4,5,4,4,4,4,1,5,1,1,5,1,1,1,2,2,1,2,1,1,1,2,3,2,1,1,1,1,1,1,1,4,4,4,2,2,1,1,1,1,1,1,2,2,2,3,2,35400
3,1445,5,33600,0,1,11,9997,11,1997,1,365,2,3,4,4,4,4,4,4,4,4,4,4,1,5,5,1,1,1,1,1,4,3,1,6,2,99999,5,5,5,1,5,1,1,1,5,5,1,5,5,1,5,5,1,5,6,1,5,5,4,4,4,4,3,2,3,3,4,3,2,3,4,3,3,5,3,1,99999,1,2,1,2,2,2,2,2,2,2,3,3,2,3,3,3,1,2,2,3,3,3,2,3,1,3,3,2,2,3,4,4,4,5,4,5,4,4,4,4,1,5,1,1,5,1,1,1,2,2,1,2,1,1,1,2,3,2,1,1,1,1,1,1,1,4,4,4,3,3,1,1,1,1,1,1,2,2,3,3,2,34500
3,1990,5,49500,27,1,0,0,6,1997,1,998,2,3,4,4,4,4,4,4,4,4,4,4,1,5,5,5,5,5,1,1,1,1,1,2,2,99999,5,5,5,1,5,1,5,5,5,5,1,5,5,1,5,5,4,5,1,1,1,2,4,1,2,2,1,1,2,1,4,2,4,3,9,1,3,3,2,1,99999,3,3,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,5,4,4,3,3,5,5,5,5,3,1,5,5,8,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,1,1,1,1,2,1,2,1,20,5,1,51360
3,4312,6,50100,1,1,2,1997,5,1997,1,200,2,3,4,2,1,4,4,2,4,2,4,4,1,5,1,5,5,1,1,2,1,2,1,2,2,99999,5,5,5,5,1,1,1,1,1,1,1,5,1,1,9,3,4,6,6,1,4,5,4,4,4,2,2,2,5,2,4,3,2,3,1,1,2,1,2,1,99999,2,3,3,2,3,2,3,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,3,3,5,5,3,3,5,5,5,3,5,5,1,1,1,1,5,2,3,1,2,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,3,2,2,1,2,2,1,2,1,20,2,1,51600
3,4312,7,48600,1,1,1,1997,5,1997,3,999,2,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,1,2,1,1,1,2,2,99999,5,5,5,5,1,1,1,1,1,1,1,5,1,1,9,4,4,4,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,1,2,1,2,1,99999,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,5,5,5,5,5,5,4,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,1,2,1,10,1,1,49620
3,1794,3,65400,2,1,0,0,3,1997,1,365,2,3,4,4,4,4,4,4,4,4,4,4,1,9,1,1,1,5,1,1,1,1,1,6,2,99999,1,5,5,5,5,1,5,8,5,5,5,5,5,5,5,6,6,6,6,1,5,5,5,5,5,5,3,9,4,4,5,9,4,4,9,9,1,9,4,2,65760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2694,3,36900,3,6,0,0,4,1997,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,1,6,2,99999,5,5,5,1,5,1,1,1,1,5,5,5,5,5,5,6,1,6,1,1,3,4,4,4,5,2,1,1,4,2,1,1,2,2,1,1,2,2,3,1,99999,2,3,2,3,3,3,2,3,3,3,3,3,3,3,1,2,2,2,2,3,3,3,1,3,2,3,3,3,3,3,5,3,3,5,3,3,3,5,3,3,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,3,3,3,1,1,4,3,4,2,2,1,3,3,1,3,3,3,9,25,4,3,38820
3,2909,4,34800,350,6,99,9999,7,1997,3,21,2,3,1,1,3,4,4,4,1,1,1,1,1,1,1,5,5,5,1,1,2,1,1,7,2,99999,5,5,5,1,5,1,5,5,5,5,1,5,5,1,5,3,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99999,2,3,3,2,2,3,3,3,2,2,3,3,2,3,3,3,2,2,3,3,2,2,1,3,1,3,3,3,2,3,5,3,4,4,4,5,5,5,5,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,1,1,2,1,1,1,2,1,0,5,1,35700
3,2909,3,33600,350,6,99,9999,7,1997,3,21,2,9,1,1,3,4,4,4,1,1,1,1,1,1,1,5,5,5,1,1,4,1,1,7,2,99999,5,5,5,1,5,1,5,5,5,5,1,5,5,1,5,3,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99999,2,3,2,2,3,3,3,3,2,2,3,3,2,3,3,3,2,2,3,3,3,3,1,3,1,3,3,3,2,3,5,4,5,4,4,5,5,5,5,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,3,1,1,1,1,1,1,2,1,1,1,1,34800
3,480,4,71700,3,1,6,1997,8,1997,1,365,2,2,2,2,4,4,4,4,4,4,4,4,1,1,5,5,1,5,5,1,1,1,5,2,2,99999,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5,1,1,6,1,1,4,4,4,4,1,3,1,1,4,2,1,2,1,2,1,1,1,1,2,1,99999,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,5,1,5,5,5,5,5,5,5,5,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,2,1,3,3,3,1,1,1,1,1,1,1,1,2,5,1,72900
3,2846,2,71700,161,3,0,0,8,1997,3,40,2,2,3,2,4,1,2,4,4,4,2,1,1,5,5,5,1,5,3,3,3,1,1,6,2,99999,5,5,5,1,5,5,5,1,5,5,5,5,1,5,5,4,1,4,1,1,2,4,2,2,2,2,1,1,2,1,2,2,1,2,1,1,2,4,2,1,99999,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,2,2,3,2,3,3,2,2,3,5,5,5,5,5,5,3,5,4,1,5,5,9,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,3,3,3,3,3,2,2,1,2,0,2,2,7,5,1,73200
3,1245,2,61080,46,1,12,1994,6,1997,1,0,2,2,4,4,4,4,4,4,4,4,4,4,1,5,5,5,5,1,1,1,1,1,1,6,1,61500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5451,2,68400,350,4,8,1995,9,1997,3,21,2,2,2,1,3,4,4,4,2,4,1,4,1,5,5,5,5,1,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,1,1,5,5,5,5,5,5,5,3,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99999,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,2,3,3,3,3,3,3,3,5,5,5,5,4,5,5,4,5,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,3,3,3,3,1,1,1,2,2,3,9,3,98,5,1,69600
3,5451,8,70200,350,5,0,0,3,1997,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,2,2,1,70500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6235,5,55680,23,3,2,1996,11,1997,1,175,2,2,1,1,3,1,4,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,99999,5,5,5,1,5,1,5,5,5,5,1,5,5,1,5,6,1,6,1,1,4,4,4,4,4,4,1,1,4,4,1,4,4,1,4,2,4,1,4,2,56580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3723,5,33900,2,1,0,0,10,1997,1,100,2,2,4,4,4,3,4,4,4,4,4,4,1,5,5,5,5,1,1,1,2,1,1,6,2,99999,5,5,5,1,5,5,5,1,5,5,5,5,5,1,1,6,1,1,1,1,5,4,5,4,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2411,2,71400,7,7,6,1994,8,1997,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,71760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4599,2,49200,30,1,7,1993,11,1997,1,56,2,3,1,2,2,1,1,2,2,4,2,4,1,5,5,1,1,1,1,1,1,1,1,6,2,99999,5,5,5,5,1,1,5,5,5,1,1,5,5,1,1,5,9,5,5,1,4,4,4,3,4,4,2,1,2,3,4,1,3,3,2,1,1,3,3,1,99999,2,3,3,2,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,2,3,3,1,3,1,3,3,3,2,2,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,3,1,3,1,1,3,3,1,3,1,3,3,1,1,3,1,1,1,3,4,3,4,3,3,2,2,1,1,1,2,1,1,10,1,1,50400
3,1454,2,74340,1,1,10,1995,6,1997,1,365,2,3,3,3,2,2,2,4,4,4,4,4,1,1,5,1,1,5,2,1,3,1,1,6,2,99999,5,5,5,1,5,1,1,1,5,1,5,1,5,1,5,4,5,5,6,1,4,4,4,4,3,4,1,2,4,4,3,3,3,4,2,1,4,4,2,1,99999,2,3,3,3,3,2,1,2,2,2,3,3,2,3,2,2,1,2,2,3,3,3,2,3,2,2,3,2,3,3,5,4,4,5,3,3,5,5,4,5,1,1,1,1,5,1,1,2,2,2,1,2,3,1,2,1,3,1,0,1,1,1,1,1,1,4,3,3,2,3,1,2,1,1,1,1,2,1,3,2,2,76080
3,4317,4,64800,0,1,11,1997,11,1997,1,300,2,3,4,2,2,4,4,3,4,4,4,4,1,5,5,5,5,1,1,1,1,1,1,8,2,99999,5,5,5,1,5,1,1,5,5,5,5,5,5,5,9,6,1,4,5,1,4,5,4,4,3,5,1,1,3,2,4,1,1,1,2,2,1,1,1,2,66600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3015,3,77100,800,3,10,1985,7,1997,3,60,2,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,5,1,2,1,1,1,6,2,99999,5,5,5,1,5,5,1,1,5,1,5,5,5,1,1,3,3,3,1,1,5,5,5,5,5,5,3,5,4,2,2,5,2,2,5,1,1,2,2,1,99999,3,2,3,2,3,2,2,3,2,2,3,3,2,3,3,3,2,3,2,3,3,3,2,3,2,3,3,2,3,3,5,5,3,5,3,5,5,5,5,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,1,2,3,1,1,1,1,1,0,2,1,98,5,2,78480
3,3168,5,49800,90,7,0,0,2,1997,3,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,2,99999,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99999,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,5,5,5,5,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,0,98,5,1,50400
3,3538,5,43200,10,5,6,1993,6,1997,1,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,1,1,2,2,99999,5,5,5,1,5,1,1,1,5,5,1,5,1,5,5,6,5,5,5,1,9,4,2,4,2,2,1,1,2,4,2,1,1,2,1,2,1,1,1,1,99999,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,3,3,0,0,0,0,0,0,0,4,3,3,3,3,2,2,2,2,2,1,2,2,98,9,1,44220
3,3538,6,44220,10,5,6,1997,6,1997,1,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,1,1,2,2,99999,5,5,5,1,5,1,1,1,5,5,1,5,1,5,5,6,5,5,5,1,4,4,3,4,2,2,1,1,2,4,2,1,1,2,1,2,1,1,1,1,99999,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,3,3,0,0,0,0,0,0,0,4,3,3,3,3,2,2,1,2,2,1,2,2,98,8,1,44580
3,5476,2,61080,17,1,0,0,10,1997,1,100,2,3,3,2,2,1,2,1,4,2,3,1,1,5,1,1,1,1,1,3,3,1,1,6,2,99999,5,5,5,1,5,1,1,1,5,5,5,5,5,1,5,5,1,6,4,1,5,5,4,5,4,4,1,2,3,3,3,3,3,4,1,1,2,2,2,1,99999,2,3,3,3,2,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,5,2,4,4,3,4,4,3,4,5,1,1,1,1,5,3,1,1,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,3,4,4,3,3,1,1,1,1,1,0,1,1,2,4,1,62460
3,6074,2,72720,1,1,1,1997,11,1997,1,365,2,3,4,4,4,4,2,4,4,4,4,4,1,5,5,5,5,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,1,1,1,5,5,1,5,1,5,5,4,1,6,1,1,5,5,4,4,4,5,1,1,4,4,5,1,1,1,1,1,1,1,4,2,73320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6153,4,47700,2,1,0,0,10,1997,1,100,2,2,4,4,4,4,4,4,4,4,4,4,1,5,5,5,5,1,1,1,2,1,1,5,2,99999,5,5,5,1,5,1,5,1,5,5,1,5,5,5,5,6,4,6,6,1,4,2,4,5,4,4,1,2,4,1,1,1,4,4,2,1,5,1,2,1,99999,2,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,5,3,2,3,3,5,5,5,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,2,3,2,10,2,2,48900
3,3099,5,72180,4,1,8,1996,8,1997,3,150,2,2,4,4,4,4,4,4,4,4,4,4,1,5,5,5,5,1,1,1,5,1,1,2,2,99999,5,5,5,1,5,1,5,5,5,5,1,5,1,1,5,4,4,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99999,2,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,3,1,3,3,3,2,3,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,4,2,3,3,1,1,1,1,1,2,2,2,3,4,1,73560
3,1638,3,39720,1,1,0,0,6,1997,1,156,2,3,2,4,1,2,4,4,4,1,4,4,1,5,5,5,5,1,3,1,5,1,1,7,2,99999,5,5,5,1,5,1,5,1,5,5,5,5,5,1,5,6,1,6,4,1,4,4,4,4,4,4,1,2,4,2,1,2,1,2,2,1,1,1,2,2,40380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5934,4,63000,2,1,10,1997,11,1997,1,365,2,2,3,2,2,4,4,3,4,4,4,4,1,1,5,5,5,5,3,2,3,1,1,2,2,99999,5,5,5,1,5,1,1,1,1,5,5,5,5,5,1,4,1,4,2,1,4,4,3,4,2,3,2,1,3,3,1,1,3,2,3,1,4,3,3,1,99999,1,2,1,3,1,3,2,1,2,2,2,2,1,1,1,1,1,2,2,1,3,2,1,1,1,1,2,3,2,3,5,3,3,5,2,3,4,5,2,4,1,1,1,1,5,1,2,2,2,1,1,2,2,2,1,2,3,3,1,1,3,1,1,1,1,1,2,3,2,2,1,3,2,2,3,3,2,2,3,4,2,64500
3,5590,3,39600,700,3,11,1991,99,9999,2,30,2,3,4,2,4,4,4,4,4,4,4,4,1,1,1,1,1,5,1,1,5,1,1,2,2,99999,5,5,5,1,5,1,1,1,1,1,1,1,1,1,5,2,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99999,1,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,2,3,3,3,2,3,5,3,5,5,3,5,5,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,5,1,1,40380
3,4915,2,64260,1.5,1,10,1994,5,1997,1,100,2,3,1,1,1,4,4,1,4,4,4,4,1,5,1,5,5,5,1,1,5,2,1,6,2,99999,5,5,5,1,5,1,1,5,5,5,1,5,5,5,5,3,5,6,3,1,4,4,3,4,4,4,1,1,1,1,3,2,2,2,1,2,1,1,1,1,99999,3,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,1,3,1,3,2,3,3,3,5,1,5,5,5,5,4,5,5,5,1,5,5,1,5,1,1,1,3,1,1,1,3,1,1,1,3,0,1,1,1,0,0,0,0,1,3,4,3,3,3,1,1,1,1,0,1,1,4,1,1,66900
3,3560,5,79740,6,1,6,1988,4,1997,1,30,2,3,3,3,2,2,3,3,4,3,4,4,1,5,5,5,5,5,2,2,2,2,1,6,2,99999,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,6,6,6,1,3,2,3,4,3,4,1,1,2,4,2,2,2,4,1,1,2,5,2,1,99999,2,2,3,2,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,4,3,5,4,4,3,4,1,5,5,8,5,1,1,1,1,1,1,1,2,1,2,1,3,1,3,1,1,1,1,1,1,4,4,4,2,3,2,2,2,1,2,2,2,1,3,1,1,80640
3,3560,6,80640,6,1,0,0,4,1997,1,30,2,3,3,3,2,3,3,3,4,3,4,4,1,5,5,5,5,5,1,1,1,1,1,6,2,99999,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,6,5,5,5,1,4,4,4,4,4,2,1,1,4,3,3,4,2,4,1,1,1,1,4,1,99999,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,3,5,2,5,4,4,4,5,3,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,1,2,1,2,1,1,81780
3,15,4,64800,9999,3,0,0,9,1997,3,3,2,1,4,2,3,2,4,4,4,4,3,4,5,5,5,5,5,5,3,1,1,1,1,4,1,65280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,293,2,69300,6,1,0,0,10,1997,1,150,2,2,1,3,3,4,4,4,3,4,3,4,1,5,5,1,1,5,1,1,5,1,1,2,2,99999,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,1,5,2,1,3,3,3,3,3,3,1,3,2,1,1,2,1,1,1,1,1,1,1,1,99999,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,5,5,4,5,5,5,5,5,5,5,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,3,3,3,3,2,2,2,2,2,2,2,2,9,5,2,70500
