FUPREL97,FUPID97,FUPSN97,WEEKDAY,WDTDMON,WDTDDAY,WDTDYR,WDIWMON,WDIWDAY,WDIWYR,WD_DAY,WD_A1,WD_A2,WD_SAQ,WD_FTF,WD_PHONE,WEEKEND,WETDMON,WETDDAY,WETDYR,WEIWMON,WEIWDAY,WEIWYR,WE_DAY,WE_A1,WE_A2,WE_SAQ,WE_FTF,WE_PHONE
3,3259,4,1,4,17,1997,4,23,1997,4,1,1,9,9,9,1,4,19,1997,4,23,1997,6,1,1,1,5,5
3,2531,3,1,3,24,1997,3,25,1997,1,3,2,1,5,5,1,3,23,1997,3,25,1997,7,3,2,1,5,5
3,2531,4,1,3,24,1997,3,25,1997,1,3,1,1,5,5,1,3,24,1997,3,25,1997,7,3,1,1,5,5
3,56,3,1,3,16,1997,3,16,1997,4,1,1,5,1,5,1,3,19,1997,3,6,1997,6,1,2,5,5,1
3,2225,2,1,3,31,1997,99,99,9999,1,1,5,5,1,5,1,3,29,1997,4,3,1997,6,1,5,5,1,5
3,2225,3,1,3,31,1997,4,3,1997,1,1,5,5,1,5,1,3,29,1997,4,3,1997,6,1,5,5,1,5
3,1031,3,1,4,17,1997,4,25,1997,4,1,1,1,5,5,1,4,19,1997,4,25,1997,6,1,1,1,5,5
3,1031,4,1,4,17,1997,4,25,1997,4,1,1,1,5,5,1,4,19,1997,4,25,1997,6,1,1,1,5,5
3,2451,3,1,3,24,1997,3,25,1997,1,1,1,1,1,5,1,3,22,1997,3,25,1997,6,1,1,1,1,5
3,4128,3,1,4,21,1997,4,23,1997,1,1,3,9,9,9,1,4,26,1997,4,23,1997,6,1,3,1,5,5
3,3940,4,1,4,26,1997,4,27,1997,3,3,2,1,5,5,1,4,26,1997,4,27,1997,6,3,1,1,5,5
3,4128,4,1,4,21,1997,4,23,1997,1,1,3,1,1,5,1,4,26,1997,4,23,1997,6,1,3,1,5,5
3,4022,3,1,6,9,1997,6,10,1997,1,1,1,5,1,5,1,6,8,1997,6,10,1997,7,4,1,5,1,5
3,4022,4,1,6,9,1997,6,10,1997,1,4,1,5,1,5,1,6,8,1997,99,99,9999,7,4,1,9,9,9
3,5365,4,1,9,18,1997,9,22,1997,4,2,1,1,5,5,1,9,21,1997,9,22,1997,7,2,2,1,5,5
3,1760,3,1,5,6,1997,5,8,1997,1,1,2,5,5,1,1,5,5,1997,5,8,1997,7,1,2,5,5,1
3,5357,2,1,99,99,9999,6,20,1997,2,9,9,5,1,5,1,99,99,9999,6,20,1997,6,9,9,5,1,5
3,676,4,1,9,24,1997,9,25,1997,3,1,1,5,5,1,1,9,28,1997,10,1,1997,7,1,1,5,5,1
3,676,5,1,9,24,1997,9,25,1997,3,1,1,5,5,1,1,9,28,1997,10,1,1997,7,1,1,5,5,1
3,752,3,1,3,17,1997,3,20,1997,1,4,1,1,5,5,1,3,15,1997,3,20,1997,6,4,3,1,5,5
3,752,4,1,3,17,1997,3,20,1997,1,4,1,1,5,5,1,3,15,1997,3,20,1997,6,4,3,1,5,5
3,750,3,1,4,3,1997,4,6,1997,4,1,5,1,5,5,1,4,5,1997,4,6,1997,6,1,4,1,5,5
3,750,4,1,4,3,1997,4,6,1997,4,1,5,1,5,5,1,4,5,1997,4,6,1997,6,1,4,1,5,5
3,5345,4,1,10,29,1997,10,25,1997,5,2,2,5,1,5,1,10,26,1997,10,27,1997,7,2,2,5,5,1
3,2077,4,1,9,4,1997,9,4,1997,3,1,1,5,5,1,1,8,30,1997,9,4,1997,6,2,5,5,5,1
3,5345,5,1,10,25,1997,10,25,1997,5,2,2,5,1,5,1,10,26,1997,10,27,1997,7,2,2,5,5,1
3,2738,5,1,5,14,1997,5,15,1997,3,3,1,1,1,5,1,5,10,1997,5,15,1997,6,3,2,1,1,5
3,5669,3,1,5,6,1997,5,7,1997,2,1,2,1,5,5,1,5,26,1997,5,26,1997,6,3,2,5,5,1
3,4504,3,1,5,28,1997,5,30,1997,3,2,1,5,1,5,1,5,26,1997,5,30,1997,6,2,2,5,1,5
3,3913,4,1,4,25,1997,4,27,1997,5,1,1,1,5,5,1,4,26,1997,4,27,1997,6,1,1,1,5,5
3,3913,5,1,99,99,9999,4,27,1997,5,1,9,1,5,5,1,4,26,1997,4,27,1997,6,1,1,1,5,5
3,3022,3,1,4,10,1997,4,21,1997,4,1,1,1,1,1,1,4,13,1997,4,21,1997,7,1,2,1,1,1
3,1135,3,1,5,21,1997,5,21,1997,3,2,1,5,1,5,1,5,21,1997,5,21,1997,7,2,1,5,1,5
3,1135,4,1,5,21,1997,5,21,1997,3,1,1,5,1,5,1,5,21,1997,5,21,1997,7,1,2,5,1,5
3,1004,3,1,3,31,1997,4,3,1997,1,2,2,5,5,1,1,4,5,1997,4,6,1997,6,2,3,5,5,1
3,1355,3,1,4,22,1997,4,24,1997,2,2,2,9,9,9,1,4,13,1997,4,16,1997,7,1,2,9,9,9
3,2652,5,1,4,22,1997,4,24,1997,2,4,1,5,5,1,1,4,20,1997,4,24,1997,7,4,3,5,5,1
3,1839,5,1,4,17,1997,4,22,1997,4,3,2,1,1,5,1,4,20,1997,4,22,1997,7,3,3,1,1,5
3,3192,3,1,4,11,1997,4,14,1997,5,2,4,5,1,5,1,4,12,1997,4,14,1997,6,1,1,5,1,5
3,1012,3,1,4,11,1997,4,13,1997,5,2,1,5,1,5,1,4,12,1997,4,13,1997,6,2,1,5,1,5
3,2372,4,1,4,3,1997,4,5,1997,4,1,1,1,5,5,1,4,5,1997,4,5,1997,6,1,2,1,5,5
3,1012,4,1,4,11,1997,4,13,1997,5,2,2,5,1,5,1,4,12,1997,4,13,1997,6,2,2,1,5,1
3,2372,5,1,4,3,1997,4,5,1997,4,1,1,1,5,5,1,4,5,1997,4,5,1997,6,1,2,1,5,5
3,3192,5,1,4,11,1997,4,14,1997,5,1,3,5,1,5,1,4,12,1997,4,14,1997,6,1,2,5,1,5
3,660,3,1,5,10,1997,5,10,1997,1,1,1,1,1,5,1,5,10,1997,5,10,1997,6,2,3,1,1,5
3,732,3,1,4,24,1997,4,25,1997,4,4,1,9,9,9,1,4,26,1997,4,28,1997,6,1,2,1,5,1
3,732,4,1,4,24,1997,4,25,1997,4,4,1,1,1,5,1,4,26,1997,4,28,1997,6,1,2,1,5,1
3,1491,3,1,3,14,1997,3,17,1997,5,1,2,5,5,1,1,3,16,1997,3,17,1997,7,1,3,9,9,9
3,731,5,1,3,26,1997,3,27,1997,3,1,2,1,1,5,1,3,23,1997,3,27,1997,7,1,1,1,1,5
3,1491,4,1,3,14,1997,3,24,1997,5,1,2,5,5,1,1,3,16,1997,3,24,1997,7,1,3,5,5,1
3,5435,3,1,10,13,1997,10,13,1997,5,1,2,1,1,5,1,10,13,1997,10,13,1997,7,1,1,5,1,5
3,3622,3,1,9,9,1997,9,9,1997,4,1,1,5,5,1,1,9,9,1997,9,9,1997,6,1,1,5,5,1
3,3622,4,1,9,9,1997,9,9,1997,4,1,1,5,5,1,1,9,9,1997,9,9,1997,6,1,3,5,5,1
3,2479,4,1,10,17,1997,10,16,1997,4,1,5,1,1,1,1,10,16,1997,10,16,1997,6,1,2,5,1,5
3,5641,4,1,10,20,1997,10,21,1997,1,3,5,1,1,5,1,10,19,1997,99,99,9999,7,3,5,1,1,5
3,5641,5,1,10,20,1997,10,21,1997,1,4,9,1,1,5,1,10,19,1997,10,21,1997,7,4,9,1,1,5
3,3585,4,1,5,27,1997,5,29,1997,2,1,1,5,1,5,1,5,24,1997,5,29,1997,6,1,5,5,1,5
3,3584,3,1,4,8,1997,4,10,1997,1,1,4,5,5,1,1,4,7,1997,4,10,1997,7,1,4,5,5,1
3,3584,4,1,4,8,1997,4,10,1997,1,1,4,5,5,1,1,4,7,1997,4,10,1997,7,1,4,5,5,1
3,2464,3,1,9,19,1997,9,21,1997,5,1,1,1,5,1,1,9,20,1997,9,21,1997,6,4,2,1,5,1
3,2464,4,1,9,19,1997,9,21,1997,5,1,1,1,5,1,1,9,20,1997,9,21,1997,6,4,2,1,5,1
3,4697,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,18,1997,5,19,1997,7,1,1,1,5,5
3,5274,3,1,10,24,1997,10,27,1997,5,1,1,1,1,5,1,10,25,1997,10,27,1997,6,1,1,1,1,5
3,4697,4,1,5,10,1997,99,99,9999,2,1,1,9,9,9,1,5,18,1997,5,19,1997,7,1,1,1,5,5
3,5274,4,1,10,24,1997,10,27,1997,5,1,1,1,1,5,1,10,25,1997,10,27,1997,6,1,1,1,1,5
3,2520,3,1,4,21,1997,4,30,1997,1,1,3,5,1,1,1,4,19,1997,4,30,1997,6,1,2,5,1,1
3,5646,4,1,9,10,1997,9,11,1997,3,1,1,1,1,5,1,9,14,1997,9,16,1997,7,1,1,5,1,1
3,5731,3,1,10,2,1997,10,4,1997,4,1,1,1,1,5,1,9,28,1997,10,4,1997,7,1,1,1,1,5
3,5731,4,1,10,2,1997,10,4,1997,4,1,1,1,1,5,1,9,28,1997,10,4,1997,7,1,1,1,1,5
3,829,3,1,3,25,1997,3,27,1997,2,1,1,5,5,1,1,3,23,1997,3,27,1997,6,2,1,5,5,1
3,829,4,1,3,26,1997,3,27,1997,2,1,1,5,5,1,1,3,23,1997,3,27,1997,6,2,1,5,5,1
3,1323,5,1,3,25,1997,3,26,1997,2,2,2,5,5,1,1,3,30,1997,4,3,1997,7,1,4,5,1,5
3,4339,4,1,4,29,1997,4,30,1997,2,1,1,5,5,1,1,4,27,1997,4,30,1997,7,1,1,5,5,1
3,4339,5,1,4,29,1997,4,30,1997,2,1,1,5,5,1,1,4,27,1997,4,30,1997,7,1,1,5,5,1
3,362,3,1,4,10,1997,4,13,1997,4,1,2,1,1,5,1,4,12,1997,4,13,1997,6,1,3,1,1,5
3,362,4,1,4,10,1997,4,13,1997,4,1,2,1,1,5,1,4,12,1997,4,13,1997,6,1,3,1,1,5
3,365,3,1,3,14,1997,3,17,1997,5,4,5,5,1,5,1,3,16,1997,3,17,1997,7,4,5,5,1,5
3,365,5,1,3,14,1997,3,17,1997,5,4,5,5,1,5,1,3,16,1997,3,17,1997,7,4,5,5,1,5
3,5632,3,1,10,21,1997,10,19,1997,1,1,1,5,5,1,1,10,21,1997,10,19,1997,6,1,5,9,9,9
3,5632,4,1,10,21,1997,10,19,1997,1,1,1,5,5,1,1,10,21,1997,10,19,1997,6,1,5,5,5,1
3,5854,4,1,11,3,1997,11,3,1997,2,1,2,5,5,1,1,11,3,1997,11,3,1997,6,1,3,5,5,1
3,5854,3,1,11,3,1997,11,3,1997,2,1,2,5,5,1,1,11,3,1997,11,3,1997,6,1,3,5,5,1
3,1765,4,1,4,16,1997,4,17,1997,3,1,1,9,9,9,1,4,13,1997,4,17,1997,7,1,3,9,9,9
3,474,4,1,4,24,1997,4,27,1997,4,1,1,5,5,1,1,4,27,1997,4,27,1997,7,1,1,9,9,9
3,1765,6,1,4,16,1997,4,17,1997,3,1,1,9,9,9,1,4,13,1997,4,17,1997,7,1,3,9,9,9
3,862,3,1,4,23,1997,4,24,1997,3,1,3,9,9,9,1,4,20,1997,4,21,1997,7,1,3,9,9,9
3,862,4,1,4,23,1997,4,24,1997,3,1,3,5,5,5,1,4,20,1997,4,21,1997,7,1,3,9,9,9
3,6150,2,1,9,8,1997,9,9,1997,1,1,4,1,1,5,1,9,7,1997,9,9,1997,6,1,1,1,1,5
3,631,4,1,3,20,1997,3,21,1997,4,2,1,1,5,5,1,3,15,1997,3,21,1997,6,2,3,1,5,5
3,524,3,1,3,20,1997,3,21,1997,4,1,5,1,5,5,1,3,16,1997,3,21,1997,7,1,1,1,5,5
3,2124,7,1,4,4,1997,4,7,1997,5,1,1,1,1,5,1,4,6,1997,4,7,1997,7,1,4,1,1,5
3,4136,3,1,5,8,1997,5,12,1997,4,2,1,1,5,5,1,5,11,1997,5,12,1997,7,1,1,1,5,5
3,4136,4,1,5,8,1997,5,12,1997,4,2,1,1,5,5,1,5,11,1997,5,12,1997,7,1,1,1,5,5
3,2137,2,1,5,2,1997,5,7,1997,5,1,1,1,1,5,1,5,3,1997,5,7,1997,6,1,2,1,1,5
3,4127,3,1,5,2,1997,5,2,1997,5,1,1,1,5,5,1,5,4,1997,5,2,1997,7,1,1,1,5,5
3,3282,5,1,11,9,1997,99,99,9999,5,1,1,9,9,9,1,99,99,9999,11,9,1997,7,9,9,5,5,1
3,3282,2,1,11,11,1997,11,9,1997,5,1,2,5,5,1,1,11,9,1997,11,9,1997,7,1,1,5,5,1
3,4016,4,1,11,24,1997,11,24,1997,2,4,1,5,5,1,1,11,24,1997,11,24,1997,7,4,1,5,5,1
3,3963,3,1,10,30,1997,10,31,1997,4,1,2,5,1,5,1,10,26,1997,10,31,1997,7,1,1,5,1,5
3,3963,4,1,10,30,1997,10,31,1997,4,1,1,5,1,5,1,10,26,1997,10,31,1997,7,1,1,5,1,5
3,2014,4,1,4,4,1997,4,7,1997,5,2,3,5,5,1,1,4,5,1997,4,7,1997,6,2,5,5,5,1
3,2014,5,1,4,4,1997,4,7,1997,5,1,3,5,5,1,1,4,5,1997,4,7,1997,6,1,5,5,5,1
3,1169,4,1,4,7,1997,4,9,1997,1,1,1,5,1,5,1,4,5,1997,4,9,1997,6,1,1,5,1,5
3,1534,3,1,3,20,1997,3,21,1997,4,1,4,1,5,1,1,3,22,1997,3,28,1997,6,1,2,1,1,5
3,5613,3,1,10,20,1997,10,23,1997,1,1,1,1,5,1,1,10,18,1997,10,23,1997,6,1,5,1,5,1
3,1534,5,1,3,20,1997,3,21,1997,4,1,4,1,5,1,1,3,22,1997,3,28,1997,6,1,2,1,1,5
3,5613,5,1,10,20,1997,10,23,1997,1,1,1,1,5,1,1,10,18,1997,10,23,1997,6,4,2,1,5,1
3,5054,2,1,9,19,1997,9,23,1997,5,2,5,1,1,5,1,9,21,1997,9,23,1997,7,1,1,1,1,5
3,1277,2,1,5,1,1997,5,4,1997,4,2,5,1,5,1,1,5,3,1997,5,4,1997,6,2,2,1,5,1
3,888,3,1,4,24,1997,4,28,1997,4,4,1,9,9,9,1,4,26,1997,4,28,1997,6,1,2,9,9,9
3,892,3,1,3,31,1997,4,1,1997,1,2,1,9,9,9,1,3,29,1997,4,1,1997,6,2,1,9,9,9
3,2849,6,1,4,29,1997,5,2,1997,2,1,2,9,9,9,1,4,27,1997,4,28,1997,7,1,1,9,9,9
3,2849,7,1,4,29,1997,5,2,1997,2,1,2,9,9,9,1,4,27,1997,4,28,1997,7,1,1,9,9,9
3,892,4,1,3,30,1997,4,1,1997,4,1,1,5,5,1,1,3,29,1997,4,1,1997,6,1,2,5,5,1
3,1192,4,1,6,23,1997,6,24,1997,1,1,1,5,5,1,1,6,22,1997,6,24,1997,7,1,1,5,5,1
3,211,3,1,3,27,1997,3,30,1997,4,1,1,5,1,5,1,3,23,1997,3,30,1997,7,1,1,5,5,1
3,207,4,1,5,26,1997,5,27,1997,1,1,2,5,1,5,1,5,24,1997,5,27,1997,6,1,3,5,1,5
3,980,2,1,4,10,1997,4,13,1997,4,1,2,5,5,1,1,4,6,1997,4,99,1997,7,1,2,5,5,1
3,207,5,1,5,26,1997,5,27,1997,1,1,3,5,1,5,1,5,24,1997,5,27,1997,6,1,3,5,1,5
3,981,3,1,4,13,1997,4,13,1997,5,2,2,5,1,5,1,4,13,1997,4,13,1997,6,2,2,5,1,5
3,981,4,1,4,13,1997,4,13,1997,5,1,2,5,1,5,1,4,13,1997,4,13,1997,6,1,2,5,1,5
3,986,5,1,3,26,1997,3,26,1997,2,4,1,5,1,5,1,3,24,1997,3,24,1997,6,1,1,5,5,1
3,2708,4,1,4,22,1997,4,23,1997,2,1,1,1,5,5,1,4,20,1997,4,23,1997,7,1,1,1,5,5
3,4071,3,1,5,5,1997,5,13,1997,4,3,3,1,5,5,1,5,11,1997,5,13,1997,6,4,3,1,5,5
3,6000,4,1,10,28,1997,10,29,1997,2,1,1,1,5,1,1,10,26,1997,10,27,1997,7,1,1,5,5,1
3,4071,4,1,5,11,1997,5,13,1997,4,4,3,1,5,5,1,99,99,9999,5,13,1997,6,4,3,1,5,5
3,6000,6,1,10,28,1997,10,29,1997,2,1,1,1,5,1,1,10,26,1997,10,27,1997,7,1,1,5,5,1
3,2639,3,1,99,99,9999,5,7,1997,3,9,9,9,9,9,1,99,99,9999,5,7,1997,7,9,9,9,9,9
3,3858,3,1,10,8,1997,10,10,1997,3,1,2,5,5,1,1,9,27,1997,10,2,1997,6,1,2,5,5,1
3,4239,2,1,4,30,1997,5,2,1997,3,1,2,5,5,1,1,4,27,1997,5,2,1997,7,1,3,5,5,1
3,3141,4,1,4,28,1997,4,29,1997,1,9,1,5,1,5,1,4,27,1997,4,29,1997,7,9,1,5,1,5
3,3141,5,1,4,28,1997,4,29,1997,1,9,1,5,1,5,1,4,27,1997,4,29,1997,7,9,1,5,1,5
3,3797,3,1,4,10,1997,4,10,1997,2,1,5,5,5,1,1,4,12,1997,4,12,1997,6,1,3,1,5,5
3,2685,5,1,4,15,1997,4,17,1997,2,2,1,1,5,1,1,4,13,1997,4,17,1997,7,2,2,5,5,1
3,1564,3,1,9,23,1997,9,24,1997,2,2,2,9,9,9,1,9,20,1997,9,24,1997,6,2,2,5,5,1
3,1564,4,1,9,23,1997,9,24,1997,2,4,1,5,5,1,1,9,20,1997,9,24,1997,6,2,2,5,5,1
3,4648,3,1,11,19,1997,11,19,1997,1,1,1,5,5,1,1,9,20,1997,9,22,1997,6,1,2,9,9,9
3,4648,4,1,11,17,1997,11,19,1997,1,1,1,5,5,1,1,9,20,1997,9,22,1997,6,1,2,1,5,5
3,2110,3,1,4,18,1997,4,20,1997,5,1,3,5,1,5,1,4,19,1997,4,99,1997,6,4,3,5,1,5
3,2110,4,1,4,18,1997,4,20,1997,5,4,3,5,1,5,1,4,19,1997,4,20,1997,6,4,3,5,1,5
3,3031,4,1,5,8,1997,5,14,1997,4,2,2,1,1,1,1,5,3,1997,5,14,1997,6,1,2,1,1,1
3,747,3,1,4,14,1997,4,17,1997,1,1,1,5,5,1,1,4,13,1997,4,17,1997,7,1,2,5,5,1
3,2814,4,1,4,16,1997,4,18,1997,2,1,1,5,5,1,1,4,13,1997,4,18,1997,6,1,1,5,5,1
3,2244,3,1,5,28,1997,5,31,1997,3,1,2,9,9,9,1,6,1,1997,5,31,1997,7,1,2,5,1,5
3,2244,4,1,5,28,1997,5,31,1997,3,1,2,9,9,9,1,6,1,1997,5,31,1997,7,1,2,5,1,5
3,2814,3,1,4,16,1997,4,18,1997,2,1,1,1,1,5,1,4,13,1997,4,18,1997,7,1,1,5,5,1
3,6236,2,1,10,28,1997,11,1,1997,2,4,2,5,1,5,1,10,12,1997,10,15,1997,7,4,2,5,5,1
3,4716,4,1,11,11,1997,11,11,1997,1,1,3,5,5,1,1,11,10,1997,99,99,9999,6,1,2,9,9,9
3,1970,3,1,5,28,1997,5,28,1997,4,1,4,1,1,1,1,6,1,1997,6,4,1997,7,1,4,1,1,1
3,1970,4,1,5,28,1997,5,28,1997,4,1,3,1,1,1,1,6,1,1997,6,4,1997,7,1,4,1,1,1
3,2030,4,1,10,23,1997,10,26,1997,4,3,2,5,5,1,1,10,25,1997,10,26,1997,6,3,4,5,5,1
3,5217,4,1,5,8,1997,5,8,1997,4,1,4,1,5,1,1,5,10,1997,5,10,1997,6,1,3,1,5,1
3,5077,3,1,5,7,1997,5,10,1997,3,3,2,5,1,1,1,5,10,1997,5,16,1997,6,3,2,5,1,5
3,5217,5,1,5,8,1997,5,8,1997,4,1,4,1,5,1,1,5,10,1997,5,10,1997,6,1,2,1,5,1
3,2233,4,1,4,17,1997,4,17,1997,4,1,2,1,5,5,1,4,13,1997,4,17,1997,7,1,2,1,5,5
3,2233,5,1,4,17,1997,4,17,1997,4,1,3,1,5,5,1,4,13,1997,4,13,1997,7,1,2,1,5,5
3,1465,3,1,5,19,1997,5,21,1997,1,1,3,5,5,1,1,5,17,1997,5,21,1997,6,1,3,5,5,1
3,4929,3,1,11,11,1997,11,14,1997,2,1,1,5,5,1,1,11,9,1997,11,14,1997,7,1,5,5,5,1
3,4929,4,1,11,14,1997,11,14,1997,2,1,1,5,5,1,1,11,14,1997,11,14,1997,7,1,5,5,5,1
3,179,3,1,3,11,1997,3,12,1997,2,1,1,5,1,5,1,3,9,1997,3,12,1997,7,1,4,5,1,5
3,2667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,26,1997,4,27,1997,6,1,1,1,5,1
3,3957,3,1,4,29,1997,4,30,1997,1,1,2,1,5,5,1,4,27,1997,4,30,1997,6,1,3,1,5,5
3,2970,5,1,5,22,1997,5,24,1997,3,2,1,5,1,5,1,5,20,1997,5,24,1997,6,2,2,5,1,5
3,3957,4,1,4,29,1997,4,30,1997,1,1,2,1,5,5,1,4,27,1997,4,30,1997,6,1,3,1,5,5
3,2186,4,1,5,19,1997,5,19,1997,5,3,1,5,5,1,1,5,27,1997,5,27,1997,6,3,4,5,5,1
3,2460,3,1,4,9,1997,4,10,1997,3,1,1,5,5,1,1,4,5,1997,4,10,1997,6,1,4,5,5,1
3,3224,4,1,10,7,1997,10,9,1997,2,4,1,5,5,1,1,10,4,1997,10,9,1997,6,4,4,5,5,1
3,2460,4,1,4,9,1997,4,10,1997,3,1,1,5,5,1,1,4,5,1997,4,10,1997,6,1,4,5,5,1
3,3224,5,1,10,7,1997,10,9,1997,2,4,2,5,1,5,1,10,4,1997,10,9,1997,6,4,3,5,1,5
3,3996,4,1,4,17,1997,4,21,1997,4,4,1,1,5,5,1,4,19,1997,4,21,1997,7,1,1,1,1,5
3,2186,5,1,5,19,1997,5,19,1997,5,2,3,5,1,5,1,5,16,1997,5,19,1997,6,2,3,5,5,1
3,3996,5,1,4,17,1997,4,21,1997,4,4,1,1,1,5,1,4,19,1997,4,21,1997,7,1,1,1,5,5
3,5562,3,1,10,20,1997,10,23,1997,1,1,3,1,5,1,1,10,19,1997,10,23,1997,7,1,3,1,5,1
3,5562,4,1,10,20,1997,10,23,1997,1,1,2,1,5,1,1,10,19,1997,10,23,1997,7,1,3,1,5,1
3,3843,3,1,4,7,1997,4,8,1997,1,1,1,1,1,5,1,4,6,1997,4,8,1997,7,4,3,1,1,5
3,1366,3,1,4,15,1997,4,18,1997,2,1,1,9,9,9,1,4,12,1997,4,18,1997,6,1,4,5,1,5
3,5528,2,1,6,6,1997,6,14,1997,5,4,5,1,5,5,1,6,8,1997,6,14,1997,7,4,3,1,1,5
3,851,2,1,3,14,1997,3,16,1997,4,1,2,1,1,1,1,3,9,1997,3,16,1997,7,1,4,1,1,1
3,851,3,1,3,14,1997,3,15,1997,4,1,2,5,5,5,1,3,9,1997,3,15,1997,7,1,3,1,1,1
3,4107,3,1,5,12,1997,5,14,1997,1,1,2,5,1,5,1,5,10,1997,5,14,1997,6,1,2,5,1,5
3,854,2,1,5,30,1997,5,26,1997,5,1,1,1,5,5,1,5,31,1997,5,26,1997,6,1,3,1,5,5
3,1113,3,1,99,99,9999,10,7,1997,1,9,9,1,1,5,1,99,99,9999,10,7,1997,6,9,9,1,1,5
3,1113,4,1,99,99,9999,10,7,1997,1,9,9,1,1,5,1,99,99,9999,10,7,1997,6,9,9,1,1,5
3,4938,5,1,5,20,1997,5,23,1997,2,1,3,5,1,5,1,5,24,1997,5,28,1997,6,3,4,5,5,1
3,2426,3,1,3,26,1997,4,4,1997,3,1,3,5,1,5,1,3,23,1997,4,4,1997,7,1,5,5,1,5
3,4329,4,1,5,20,1997,5,21,1997,2,1,2,1,5,1,1,5,21,1997,5,21,1997,6,1,2,1,5,1
3,4329,5,1,5,20,1997,5,21,1997,2,1,2,1,5,1,1,5,17,1997,5,21,1997,6,1,2,1,5,1
3,4211,3,1,5,1,1997,5,7,1997,4,1,1,1,5,5,1,5,4,1997,5,7,1997,7,1,1,1,5,5
3,4211,4,1,5,1,1997,5,7,1997,4,1,3,1,5,5,1,5,4,1997,5,7,1997,7,1,1,1,5,5
3,3516,3,1,5,13,1997,5,15,1997,2,1,2,5,1,5,1,5,11,1997,5,15,1997,7,1,2,5,1,5
3,3516,4,1,5,13,1997,5,15,1997,2,1,2,5,1,5,1,5,11,1997,5,15,1997,7,1,2,5,1,5
3,5793,2,1,4,8,1997,4,9,1997,2,1,2,5,5,1,1,4,6,1997,4,9,1997,7,1,2,5,5,1
3,5069,3,1,5,5,1997,5,8,1997,1,1,1,1,1,5,1,5,4,1997,5,8,1997,7,2,1,1,1,5
3,3383,4,1,4,8,1997,4,11,1997,2,2,1,1,5,5,1,4,6,1997,4,11,1997,7,2,3,1,5,5
3,4988,3,1,9,12,1997,9,14,1997,5,1,1,1,5,1,1,9,13,1997,9,14,1997,6,1,3,1,5,1
3,95,3,1,4,4,1997,4,4,1997,3,1,5,1,5,5,1,4,4,1997,4,4,1997,6,1,9,1,5,5
3,95,4,1,4,2,1997,4,4,1997,3,4,1,1,5,5,1,4,4,1997,4,4,1997,6,4,4,1,5,5
3,451,4,1,4,14,1997,4,17,1997,1,1,3,1,5,5,1,4,13,1997,4,17,1997,7,1,3,1,5,5
3,2066,3,1,5,1,1997,5,7,1997,4,4,1,1,5,5,1,4,3,1997,5,7,1997,6,1,2,1,5,5
3,451,5,1,4,14,1997,4,17,1997,1,1,3,1,5,5,1,4,13,1997,4,17,1997,7,1,3,1,5,5
3,3716,3,1,6,5,1997,6,8,1997,4,1,3,5,1,1,1,6,7,1997,6,17,1997,6,4,1,5,1,1
3,3716,4,1,6,5,1997,6,17,1997,4,1,3,5,1,1,1,6,7,1997,6,17,1997,6,4,1,5,1,1
3,5394,5,1,10,22,1997,10,24,1997,3,2,1,5,1,5,1,10,18,1997,10,24,1997,6,3,3,5,1,5
3,5497,3,1,9,22,1997,9,24,1997,1,1,1,5,5,1,1,9,21,1997,9,27,1997,7,1,3,5,1,5
3,5497,4,1,9,22,1997,9,24,1997,1,1,1,5,5,1,1,9,21,1997,9,27,1997,7,1,3,5,1,5
3,3981,2,1,5,20,1997,5,23,1997,2,1,3,5,5,5,1,5,25,1997,5,27,1997,7,1,5,1,5,1
3,3981,3,1,5,20,1997,99,99,9999,2,1,3,9,9,9,1,5,25,1997,5,27,1997,7,1,5,1,5,1
3,5315,3,1,5,24,1997,5,26,1997,5,4,1,5,1,5,1,5,24,1997,5,26,1997,6,4,2,5,1,5
3,5315,4,1,5,24,1997,5,26,1997,5,4,4,5,1,5,1,5,24,1997,5,26,1997,6,4,2,5,1,5
3,5875,2,1,9,21,1997,9,21,1997,4,1,3,5,1,5,1,9,23,1997,9,21,1997,7,1,3,5,1,5
3,5875,3,1,9,21,1997,9,21,1997,4,1,3,5,1,5,1,9,23,1997,9,21,1997,7,1,3,5,1,5
3,6035,3,1,9,21,1997,9,27,1997,4,2,1,1,5,1,1,9,21,1997,9,27,1997,7,2,1,1,5,1
3,5416,2,1,6,20,1997,6,20,1997,4,1,1,9,9,9,1,6,20,1997,6,20,1997,7,9,2,5,1,5
3,5416,3,1,6,20,1997,6,20,1997,4,1,1,9,9,9,1,6,20,1997,6,20,1997,7,9,2,5,1,5
3,3121,3,1,4,10,1997,4,13,1997,4,4,1,1,5,5,1,4,12,1997,4,13,1997,6,1,3,1,5,5
3,3121,5,1,4,10,1997,4,13,1997,4,4,1,1,5,5,1,4,12,1997,4,13,1997,6,1,3,1,5,5
3,4090,3,1,6,2,1997,6,4,1997,1,1,1,1,1,5,1,6,4,1997,6,4,1997,7,1,5,1,1,5
3,4090,4,1,6,2,1997,6,4,1997,1,1,1,1,1,5,1,6,4,1997,6,4,1997,7,1,5,1,1,5
3,6145,4,1,10,2,1997,10,3,1997,4,1,4,1,1,5,1,9,27,1997,10,3,1997,6,1,3,1,1,5
