FUPREL97,FUPID97,FUPSN97,WEEKDAY,WDTDMON,WDTDDAY,WDTDYR,WDIWMON,WDIWDAY,WDIWYR,WD_DAY,WD_A1,WD_A2,WD_SAQ,WD_FTF,WD_PHONE,WEEKEND,WETDMON,WETDDAY,WETDYR,WEIWMON,WEIWDAY,WEIWYR,WE_DAY,WE_A1,WE_A2,WE_SAQ,WE_FTF,WE_PHONE
3,4901,5,1,5,14,1997,5,15,1997,3,2,1,1,1,5,1,5,10,1997,5,15,1997,6,2,3,1,1,5
3,5154,5,1,10,2,1997,10,5,1997,4,1,2,1,5,1,1,9,28,1997,99,99,9999,7,9,9,9,9,9
3,5154,4,1,10,2,1997,10,5,1997,4,1,2,1,5,1,1,9,28,1997,99,99,9999,7,9,9,9,9,9
3,5968,3,1,9,17,1997,9,18,1997,3,1,2,1,5,1,1,9,13,1997,9,15,1997,6,1,4,1,5,1
3,4588,3,1,5,22,1997,5,22,1997,4,1,2,1,5,5,1,5,24,1997,5,22,1997,6,1,4,1,5,5
3,2950,3,1,4,29,1997,5,9,1997,2,4,2,5,1,5,1,4,27,1997,5,9,1997,7,1,4,5,1,5
3,2950,4,1,4,29,1997,5,9,1997,2,1,2,5,1,5,1,4,27,1997,5,9,1997,7,1,4,5,1,5
3,276,3,1,10,29,1997,10,29,1997,3,1,3,5,5,1,1,10,26,1997,10,26,1997,7,1,1,5,5,1
3,276,4,1,10,29,1997,10,29,1997,3,1,3,5,5,1,1,10,26,1997,10,26,1997,7,1,1,5,5,1
3,3054,4,1,4,3,1997,4,4,1997,4,3,3,5,1,5,1,3,29,1997,4,4,1997,6,3,4,5,1,5
3,5063,4,1,5,14,1997,5,16,1997,3,1,1,5,5,1,1,5,10,1997,5,12,1997,6,1,1,5,5,1
3,2089,8,1,3,25,1997,3,27,1997,2,2,3,5,5,1,1,3,22,1997,3,27,1997,6,2,1,5,5,1
3,5063,5,1,5,14,1997,5,16,1997,3,1,1,5,5,1,1,5,10,1997,5,12,1997,6,1,1,5,5,1
3,4704,3,1,5,1,1997,5,2,1997,4,1,2,5,5,1,1,5,4,1997,5,5,1997,7,4,2,5,5,1
3,4704,4,1,5,1,1997,5,2,1997,4,1,2,5,5,1,1,5,4,1997,5,5,1997,7,4,2,5,5,1
3,4665,3,1,5,28,1997,5,29,1997,3,1,2,1,5,1,1,5,25,1997,5,29,1997,7,1,2,1,5,5
3,5452,3,1,6,6,1997,6,9,1997,5,4,3,1,5,1,1,6,8,1997,6,9,1997,7,1,4,1,5,1
3,4665,4,1,99,99,9999,5,29,1997,3,1,9,1,5,5,1,5,25,1997,5,29,1997,7,1,3,1,5,5
3,5727,3,1,11,8,1997,11,8,1997,3,1,2,5,1,5,1,11,8,1997,11,8,1997,6,1,1,5,1,5
3,394,4,1,3,19,1997,3,19,1997,3,1,1,1,5,5,1,3,9,1997,3,16,1997,7,9,9,1,5,5
3,26,2,1,3,21,1997,3,24,1997,5,1,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,26,3,1,3,21,1997,3,24,1997,5,1,1,1,5,5,1,3,22,1997,3,24,1997,6,1,1,1,5,5
3,394,6,1,3,19,1997,3,19,1997,3,1,1,1,5,5,1,3,16,1997,3,16,1997,7,1,1,1,5,5
3,2322,3,1,3,25,1997,3,27,1997,2,1,2,1,5,5,1,3,23,1997,3,27,1997,7,1,3,5,1,5
3,2322,4,1,3,25,1997,3,27,1997,2,1,2,1,5,5,1,3,23,1997,3,27,1997,7,1,3,1,1,5
3,4791,3,1,5,28,1997,6,3,1997,3,1,1,1,5,5,1,5,24,1997,6,3,1997,6,1,3,1,5,5
3,3852,3,1,4,25,1997,99,99,9999,5,1,1,1,5,5,1,4,27,1997,9,99,1997,7,1,1,1,5,5
3,4762,4,1,10,24,1997,11,1,1997,5,3,3,5,5,1,1,10,18,1997,11,1,1997,6,3,2,5,5,1
3,1423,3,1,4,3,1997,4,4,1997,4,1,1,5,1,5,1,4,6,1997,4,7,1997,7,1,1,5,5,1
3,1697,3,1,3,21,1997,3,26,1997,5,4,5,1,5,5,1,3,23,1997,3,26,1997,7,2,2,1,5,5
3,1598,4,1,3,25,1997,3,27,1997,2,1,2,1,1,5,1,3,23,1997,3,27,1997,7,1,2,1,1,5
3,3568,3,1,5,2,1997,5,3,1997,5,1,3,1,1,5,1,4,27,1997,5,3,1997,7,1,3,1,1,5
3,3568,4,1,5,2,1997,5,3,1997,5,1,3,1,1,5,1,4,27,1997,5,3,1997,7,1,3,1,1,5
3,2745,3,1,4,11,1997,4,14,1997,5,4,1,1,1,5,1,4,12,1997,4,14,1997,6,4,1,1,1,5
3,1498,3,1,3,13,1997,3,16,1997,4,2,3,5,1,5,1,3,16,1997,3,16,1997,7,1,4,1,5,5
3,1210,3,1,3,21,1997,3,22,1997,5,1,1,1,1,5,1,3,18,1997,3,22,1997,7,1,3,1,1,5
3,1498,4,1,3,13,1997,3,16,1997,4,1,2,5,1,5,1,3,16,1997,3,16,1997,7,1,4,1,5,5
3,1210,4,1,3,21,1997,3,22,1997,5,1,1,1,1,5,1,3,18,1997,3,22,1997,7,1,3,1,1,5
3,323,3,1,5,30,1997,5,30,1997,3,1,1,1,5,1,1,5,30,1997,5,30,1997,7,1,4,1,5,1
3,1067,3,1,3,15,1997,3,17,1997,5,1,1,1,1,5,1,3,16,1997,3,17,1997,7,1,2,1,1,5
3,323,4,1,5,30,1997,5,30,1997,3,1,2,1,5,1,1,5,30,1997,5,30,1997,7,1,4,1,5,1
3,3661,4,1,9,17,1997,9,22,1997,3,1,3,1,1,5,1,9,14,1997,9,22,1997,7,2,4,1,1,5
3,2871,3,1,9,16,1997,9,26,1997,2,1,2,1,1,5,1,9,21,1997,9,26,1997,7,1,4,1,1,5
3,2871,4,1,9,16,1997,9,26,1997,2,1,2,1,1,5,1,9,21,1997,9,26,1997,7,1,4,5,1,5
3,2132,3,1,3,27,1997,3,28,1997,4,1,1,5,1,5,1,3,23,1997,3,28,1997,7,1,1,5,1,5
3,3660,2,1,6,3,1997,6,8,1997,2,4,3,5,1,1,1,5,31,1997,6,8,1997,6,4,2,5,1,1
3,3228,2,1,4,24,1997,4,24,1997,4,3,1,1,5,5,1,99,99,9999,4,28,1997,6,9,9,1,5,5
3,5285,3,1,9,12,1997,9,17,1997,5,2,3,1,5,5,1,9,14,1997,9,17,1997,7,1,2,1,5,5
3,5285,4,1,9,12,1997,9,17,1997,5,1,3,1,5,5,1,9,14,1997,9,17,1997,7,1,3,1,5,5
3,3534,3,1,4,23,1997,4,26,1997,3,3,5,1,1,5,1,4,30,1997,4,26,1997,7,3,2,1,5,5
3,1950,3,1,4,24,1997,4,27,1997,4,1,1,1,5,1,1,4,19,1997,4,21,1997,6,1,1,1,5,1
3,1272,3,1,4,28,1997,4,30,1997,1,1,4,1,1,1,1,4,27,1997,4,30,1997,7,1,3,1,1,1
3,1272,5,1,4,28,1997,4,30,1997,1,1,4,1,1,1,1,4,27,1997,4,30,1997,7,1,3,1,1,1
3,2360,4,1,9,26,1997,9,29,1997,5,3,2,5,1,5,1,9,27,1997,9,29,1997,6,3,2,5,1,5
3,972,4,1,3,24,1997,3,25,1997,1,2,4,1,1,5,1,3,22,1997,3,25,1997,6,2,5,1,1,5
3,972,5,1,3,24,1997,3,25,1997,1,2,4,1,1,5,1,3,22,1997,3,25,1997,6,4,5,1,1,5
3,4510,3,1,5,27,1997,5,28,1997,2,1,2,1,5,5,1,5,24,1997,5,28,1997,6,1,2,1,5,5
3,4510,4,1,5,27,1997,5,28,1997,2,1,2,1,5,5,1,5,24,1997,5,28,1997,6,1,2,1,5,5
3,619,2,1,6,13,1997,6,17,1997,5,1,2,9,9,9,1,6,14,1997,6,17,1997,6,1,2,9,9,9
3,5064,4,1,99,99,9999,4,30,1997,4,9,9,1,1,5,1,99,99,9999,4,30,1997,7,9,9,1,1,5
3,2099,2,1,3,27,1997,4,3,1997,4,4,9,9,9,9,1,4,3,1997,4,3,1997,6,2,1,5,1,5
3,2099,3,1,4,3,1997,4,3,1997,4,4,1,9,9,9,1,4,3,1997,4,3,1997,6,2,1,5,1,5
3,1790,3,1,10,27,1997,10,27,1997,3,1,1,5,1,5,1,10,27,1997,10,27,1997,6,1,2,5,1,5
3,2951,4,1,4,9,1997,4,12,1997,3,1,3,1,1,1,1,4,12,1997,99,99,9999,6,1,1,1,1,5
3,2324,4,1,4,24,1997,5,1,1997,4,1,1,9,9,9,1,4,27,1997,5,1,1997,7,1,1,9,9,9
3,2951,5,1,4,9,1997,4,12,1997,3,1,3,1,1,1,1,4,12,1997,99,99,9999,6,1,1,1,1,5
3,1790,4,1,10,27,1997,10,27,1997,3,1,1,5,1,5,1,10,27,1997,10,27,1997,6,1,2,5,1,5
3,2324,3,1,4,10,1997,5,1,1997,4,1,1,1,5,5,1,4,6,1997,5,1,1997,7,1,2,1,5,5
3,759,3,1,5,9,1997,5,12,1997,5,1,2,5,1,5,1,99,99,9999,6,9,1997,6,2,2,5,5,1
3,759,4,1,5,9,1997,5,12,1997,5,1,1,5,1,5,1,6,9,1997,6,9,1997,6,2,3,5,5,1
3,430,2,1,9,17,1997,9,20,1997,3,2,2,1,5,1,1,9,20,1997,9,23,1997,7,2,2,1,1,5
3,2256,4,1,5,23,1997,5,27,1997,5,1,3,5,5,1,1,5,25,1997,5,27,1997,7,1,5,5,5,1
3,285,3,1,9,23,1997,99,99,9999,2,2,2,9,9,9,1,9,21,1997,9,24,1997,7,1,1,1,1,5
3,285,4,1,9,23,1997,9,24,1997,2,1,1,1,1,5,1,9,21,1997,9,24,1997,7,2,1,1,1,5
3,2882,3,1,99,99,9999,99,99,9999,1,1,3,1,5,5,1,99,99,9999,99,99,9999,7,1,2,1,5,5
3,5302,3,1,10,2,1997,10,7,1997,4,1,2,1,5,5,1,10,4,1997,10,7,1997,6,1,4,1,5,5
3,1099,3,1,5,14,1997,5,20,1997,3,3,9,5,5,1,1,5,17,1997,6,10,1997,6,2,3,1,5,5
3,3872,4,1,4,11,1997,4,14,1997,5,3,1,1,5,5,1,4,13,1997,4,14,1997,7,3,1,1,5,5
3,3872,5,1,4,11,1997,4,14,1997,5,3,1,1,5,5,1,4,13,1997,4,14,1997,7,3,1,1,5,5
3,3443,5,1,5,2,1997,5,5,1997,5,2,1,1,5,1,1,5,4,1997,5,5,1997,7,9,5,1,5,5
3,2001,3,1,3,17,1997,3,18,1997,1,2,1,1,1,5,1,3,15,1997,3,18,1997,6,2,4,1,1,5
3,2001,4,1,3,17,1997,3,18,1997,1,2,1,5,1,5,1,3,15,1997,3,18,1997,6,2,4,5,1,5
3,2470,3,1,9,16,1997,9,17,1997,2,4,2,1,1,5,1,9,20,1997,9,17,1997,6,1,3,1,5,1
3,2891,3,1,4,18,1997,4,29,1997,5,4,5,1,5,5,1,4,20,1997,4,29,1997,7,1,3,1,5,1
3,5522,3,1,6,2,1997,6,2,1997,1,1,2,1,5,1,1,99,99,9999,6,1,1997,7,9,9,9,9,9
3,5522,4,1,6,2,1997,99,99,9999,1,1,2,9,9,9,1,99,99,9999,6,1,1997,7,9,9,9,9,9
3,6302,4,1,10,22,1997,10,24,1997,3,4,5,5,5,1,1,10,19,1997,10,24,1997,7,4,2,5,5,1
3,6302,5,1,10,22,1997,10,24,1997,3,4,5,5,1,5,1,10,19,1997,10,24,1997,7,4,2,5,5,1
3,5430,4,1,10,6,1997,10,6,1997,1,1,1,5,5,1,1,10,6,1997,10,6,1997,7,1,2,5,5,1
3,677,4,1,3,20,1997,3,23,1997,4,1,2,1,1,5,1,3,22,1997,3,23,1997,6,4,1,1,1,5
3,677,5,1,3,20,1997,3,23,1997,4,4,2,1,1,5,1,3,22,1997,3,23,1997,6,4,1,1,1,5
3,838,5,1,4,4,1997,4,4,1997,5,1,2,1,1,1,1,3,31,1997,4,4,1997,7,1,5,1,1,1
3,120,3,1,4,4,1997,4,5,1997,5,1,1,1,1,1,1,3,30,1997,4,5,1997,7,1,3,1,1,1
3,146,4,1,5,6,1997,5,6,1997,1,9,1,5,5,1,1,5,4,1997,5,4,1997,6,9,2,5,5,1
3,148,5,1,5,28,1997,5,28,1997,3,9,1,5,5,1,1,5,31,1997,5,31,1997,6,1,2,5,5,1
3,148,4,1,5,28,1997,5,28,1997,3,9,1,5,1,5,1,5,31,1997,5,31,1997,6,1,2,5,5,1
3,578,4,1,3,10,1997,3,12,1997,1,1,2,1,5,5,1,3,8,1997,3,12,1997,6,1,2,1,5,5
3,578,3,1,3,10,1997,3,12,1997,1,1,2,1,5,5,1,3,8,1997,3,12,1997,6,1,2,1,5,5
3,3757,4,1,5,23,1997,5,27,1997,5,1,1,1,5,5,1,5,26,1997,5,27,1997,7,1,2,1,5,5
3,3757,5,1,5,23,1997,5,27,1997,5,1,1,1,5,5,1,5,26,1997,5,27,1997,7,1,2,1,5,5
3,4727,4,1,5,7,1997,5,8,1997,3,4,2,5,5,1,1,5,11,1997,5,12,1997,7,4,2,5,5,1
3,1000,3,1,10,2,1997,99,99,9999,4,4,1,9,9,9,1,9,27,1997,99,99,9999,6,4,3,9,9,9
3,1000,4,1,10,2,1997,99,99,9999,4,4,1,9,9,9,1,9,27,1997,99,99,9999,6,4,3,9,9,9
3,3586,4,1,5,7,1997,5,9,1997,3,1,1,5,1,5,1,5,4,1997,5,9,1997,7,1,1,5,1,5
3,5131,3,1,10,10,1997,10,10,1997,4,3,2,1,1,5,1,10,11,1997,11,5,1997,6,3,3,1,5,1
3,1800,4,1,4,3,1997,4,6,1997,4,2,2,1,5,5,1,4,5,1997,4,6,1997,6,1,3,1,5,5
3,742,3,1,3,19,1997,3,23,1997,3,2,3,5,1,5,1,3,22,1997,3,23,1997,6,2,2,5,1,5
3,1495,3,1,3,18,1997,3,20,1997,2,1,1,1,1,5,1,3,16,1997,3,20,1997,7,1,1,1,1,5
3,742,4,1,3,19,1997,3,23,1997,3,2,1,5,1,5,1,3,22,1997,3,23,1997,6,1,9,5,1,5
3,2928,3,1,6,25,1997,6,25,1997,3,1,2,1,1,5,1,6,21,1997,6,21,1997,6,1,2,1,1,5
3,2928,4,1,6,25,1997,6,25,1997,3,1,1,1,1,5,1,99,99,1997,6,21,1997,6,1,2,1,1,5
3,2071,4,1,99,99,9999,4,3,1997,2,3,9,1,1,1,1,99,99,9999,4,3,1997,7,3,9,1,1,1
3,839,5,1,5,5,1997,5,6,1997,1,3,1,9,9,9,1,5,3,1997,5,6,1997,6,3,1,9,9,9
3,2070,6,1,3,31,1997,4,4,1997,1,3,3,1,1,1,1,3,29,1997,3,29,1997,6,2,3,1,1,1
3,2070,7,1,3,31,1997,4,4,1997,1,4,3,1,1,1,1,3,31,1997,4,4,1997,6,3,1,1,1,1
3,5661,4,1,10,7,1997,10,10,1997,2,2,1,1,1,5,1,10,5,1997,10,10,1997,7,2,3,1,1,5
3,6030,3,1,10,7,1997,10,9,1997,2,1,2,1,1,5,1,10,5,1997,10,9,1997,7,1,3,1,1,5
3,6030,4,1,10,7,1997,10,9,1997,2,1,2,1,1,5,1,10,5,1997,10,9,1997,7,1,3,1,1,5
3,471,3,1,9,28,1997,9,28,1997,2,1,2,9,9,9,1,10,2,1997,10,2,1997,7,1,2,5,5,1
3,2367,3,1,10,28,1997,11,1,1997,2,1,1,5,5,1,1,10,25,1997,10,25,1997,6,4,3,5,5,1
3,1440,3,1,4,17,1997,4,20,1997,4,1,1,1,1,5,1,4,19,1997,4,20,1997,6,1,4,1,1,5
3,1440,4,1,4,17,1997,4,20,1997,4,1,1,1,1,5,1,4,19,1997,4,20,1997,6,1,3,1,1,5
3,1915,3,1,4,11,1997,4,12,1997,5,4,1,5,1,5,1,4,13,1997,4,12,1997,7,1,2,5,5,1
3,1915,4,1,4,11,1997,4,12,1997,5,4,1,5,1,5,1,4,13,1997,4,12,1997,7,1,2,5,5,1
3,4863,2,1,5,8,1997,5,11,1997,4,9,1,5,5,1,1,5,10,1997,5,14,1997,6,3,3,5,1,5
3,4863,4,1,5,8,1997,5,11,1997,4,9,1,5,5,1,1,5,10,1997,5,14,1997,6,1,1,5,1,5
3,3294,2,1,4,4,1997,4,4,1997,4,1,1,1,5,1,1,4,8,1997,4,10,1997,7,1,1,1,1,5
3,4178,2,1,11,29,1997,11,29,1997,3,2,2,5,5,1,1,10,25,1997,10,30,1997,6,1,2,5,5,1
3,4025,2,1,5,13,1997,5,17,1997,2,1,1,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3807,3,1,4,16,1997,4,17,1997,3,1,5,1,1,5,1,4,12,1997,4,17,1997,6,1,3,1,1,5
3,459,3,1,99,99,9999,4,10,1997,4,9,9,1,1,5,1,4,99,1997,4,10,1997,6,9,4,1,1,5
3,459,4,1,3,29,1997,4,10,1997,4,1,4,1,1,1,1,4,5,1997,4,10,1997,6,1,4,1,1,5
3,461,3,1,3,14,1997,3,17,1997,5,4,1,1,1,1,1,3,16,1997,3,17,1997,7,1,1,1,1,1
3,461,4,1,3,14,1997,3,17,1997,5,4,1,1,1,1,1,3,16,1997,3,17,1997,7,1,1,9,9,9
3,3807,4,1,4,16,1997,4,17,1997,3,1,2,1,1,5,1,4,12,1997,4,17,1997,6,1,2,1,1,5
3,4178,3,1,11,29,1997,11,29,1997,3,2,2,5,5,1,1,10,25,1997,10,30,1997,6,1,2,5,5,1
3,4025,4,1,5,13,1997,5,17,1997,2,1,1,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3425,4,1,10,31,1997,11,2,1997,5,1,2,5,5,1,1,11,1,1997,11,2,1997,6,1,1,5,5,1
3,3425,5,1,10,31,1997,11,2,1997,5,1,2,9,9,9,1,11,1,1997,11,2,1997,6,1,1,5,5,1
3,1397,4,1,4,23,1997,4,24,1997,3,3,1,5,5,1,1,4,20,1997,4,22,1997,7,3,2,1,1,5
3,1400,4,1,4,21,1997,5,1,1997,1,4,3,5,5,1,1,4,19,1997,5,1,1997,6,4,4,5,5,1
3,1400,5,1,4,21,1997,5,1,1997,1,4,3,5,5,1,1,4,19,1997,5,1,1997,6,4,4,5,5,1
3,1399,3,1,4,4,1997,4,7,1997,5,1,2,1,5,5,1,4,6,1997,4,7,1997,7,1,1,1,5,5
3,1399,4,1,4,4,1997,4,7,1997,5,1,2,1,5,5,1,4,6,1997,4,7,1997,7,1,1,1,5,5
3,2525,4,1,4,3,1997,4,6,1997,4,1,5,1,1,5,1,4,13,1997,4,17,1997,7,9,2,5,5,1
3,715,4,1,4,15,1997,4,16,1997,2,1,2,1,1,5,1,4,13,1997,4,16,1997,7,1,1,1,1,5
3,1701,2,1,3,24,1997,3,25,1997,1,1,1,1,5,1,1,3,29,1997,3,30,1997,6,1,1,1,5,5
3,2525,6,1,4,3,1997,4,6,1997,4,1,5,1,1,5,1,4,13,1997,4,17,1997,7,9,2,5,5,1
3,3794,3,1,5,16,1997,5,18,1997,5,1,5,1,1,5,1,5,17,1997,5,18,1997,6,1,3,1,1,5
3,1701,3,1,3,24,1997,3,25,1997,1,1,1,1,5,1,1,3,29,1997,3,30,1997,6,1,1,1,1,5
3,709,3,1,6,5,1997,6,6,1997,4,1,4,5,1,5,1,5,31,1997,6,6,1997,6,1,3,5,1,5
3,715,6,1,4,15,1997,4,16,1997,2,1,2,1,1,5,1,4,13,1997,4,16,1997,7,1,1,1,5,5
3,709,4,1,6,5,1997,6,6,1997,4,1,4,5,1,5,1,5,31,1997,6,6,1997,6,1,3,5,1,5
3,1184,3,1,5,1,1997,5,2,1997,4,1,2,1,5,5,1,4,27,1997,5,2,1997,7,1,3,1,5,5
3,1184,4,1,5,1,1997,5,2,1997,4,1,2,1,5,5,1,4,27,1997,5,2,1997,7,1,3,1,5,5
3,1633,3,1,4,4,1997,99,99,9999,5,1,1,9,9,9,1,4,5,1997,4,18,1997,6,1,2,1,5,5
3,3260,2,1,4,11,1997,99,99,9999,5,1,1,9,9,9,1,4,5,1997,4,12,1997,7,1,1,1,1,5
3,3260,3,1,4,11,1997,4,12,1997,5,1,1,9,9,9,1,4,5,1997,4,12,1997,7,1,1,1,1,5
3,4052,4,1,4,28,1997,5,3,1997,1,1,2,1,5,5,1,4,26,1997,5,3,1997,6,1,2,1,5,5
3,4536,3,1,5,8,1997,99,99,9999,3,4,5,9,9,9,1,5,12,1997,5,12,1997,7,1,3,5,1,5
3,4536,4,1,5,8,1997,5,8,1997,3,4,4,5,5,1,1,5,12,1997,5,12,1997,7,1,3,5,1,5
3,4711,5,1,5,9,1997,5,9,1997,5,3,1,5,5,1,1,5,3,1997,5,9,1997,7,3,1,5,5,1
3,4710,3,1,5,1,1997,99,99,9999,4,2,1,9,9,9,1,8,3,1997,99,99,9999,6,2,1,9,9,9
3,4710,4,1,5,8,1997,99,99,9999,4,2,9,9,9,9,1,99,99,9999,99,99,9999,6,9,9,9,9,9
3,693,3,1,4,3,1997,4,3,1997,4,1,3,5,5,1,1,3,27,1997,4,3,1997,7,1,3,5,5,1
3,297,3,1,4,11,1997,4,14,1997,5,1,3,1,1,5,1,4,12,1997,4,14,1997,6,4,3,1,1,5
3,3930,4,1,4,99,1997,4,20,1997,5,1,1,9,9,9,1,4,13,1997,4,20,1997,7,1,5,9,9,9
3,3409,4,1,4,7,1997,4,10,1997,1,1,5,1,1,1,1,4,6,1997,4,10,1997,7,1,2,1,1,1
3,3409,3,1,4,7,1997,4,10,1997,1,1,4,1,1,1,1,4,6,1997,4,10,1997,7,1,3,1,1,1
3,2561,2,1,5,22,1997,5,22,1997,4,1,2,5,1,1,1,5,23,1997,5,22,1997,6,1,3,5,5,1
3,4267,4,1,5,28,1997,5,28,1997,2,1,1,5,5,1,1,5,25,1997,5,28,1997,7,1,2,9,9,9
3,4267,5,1,5,28,1997,5,28,1997,2,1,2,5,5,1,1,5,28,1997,5,28,1997,7,1,2,5,5,1
3,2294,3,1,4,3,1997,4,4,1997,3,2,3,1,1,1,1,3,29,1997,4,4,1997,6,2,2,1,1,1
3,1258,3,1,5,5,1997,99,99,9999,1,1,1,9,9,9,1,5,3,1997,99,99,9999,6,1,2,9,9,9
3,2294,4,1,4,3,1997,4,4,1997,3,2,3,1,1,1,1,3,29,1997,4,4,1997,6,2,3,1,1,1
3,1258,4,1,5,5,1997,7,3,1997,1,1,1,9,9,9,1,5,3,1997,99,99,9999,6,1,2,9,9,9
3,2929,4,1,9,18,1997,9,20,1997,4,1,2,1,1,1,1,9,21,1997,9,26,1997,7,1,2,1,1,1
3,3318,3,1,4,10,1997,4,12,1997,4,1,1,1,5,5,1,4,6,1997,99,99,9999,7,1,4,1,5,5
3,3318,5,1,4,10,1997,4,12,1997,4,1,1,1,5,5,1,4,6,1997,4,12,1997,7,1,4,1,5,5
3,1278,3,1,4,11,1997,4,14,1997,5,2,2,1,5,1,1,4,13,1997,4,14,1997,7,2,5,1,5,1
3,2630,3,1,4,8,1997,4,9,1997,2,2,1,1,5,1,1,4,8,1997,4,9,1997,7,2,3,1,5,1
3,5127,3,1,5,21,1997,6,2,1997,3,1,2,1,1,5,1,5,18,1997,6,2,1997,7,1,3,1,1,5
3,5142,3,1,11,28,1997,12,1,1997,5,1,4,5,5,1,1,11,29,1997,12,1,1997,6,4,1,9,9,9
3,5127,5,1,5,21,1997,6,2,1997,3,1,1,1,1,5,1,5,18,1997,6,2,1997,7,1,2,1,1,5
3,250,2,1,3,7,1997,3,7,1997,5,3,1,1,1,5,1,3,9,1997,3,10,1997,7,3,1,5,1,5
3,250,6,1,3,21,1997,3,23,1997,5,3,1,5,1,5,1,3,23,1997,3,28,1997,7,3,3,5,1,5
3,4418,3,1,4,14,1997,5,17,1997,1,1,1,9,9,9,1,4,12,1997,5,17,1997,6,1,4,9,9,9
3,4418,4,1,4,4,1997,5,17,1997,1,1,1,5,1,5,1,4,12,1997,5,17,1997,6,1,3,9,9,9
3,2220,4,1,4,13,1997,4,13,1997,5,9,2,5,5,1,1,4,13,1997,4,13,1997,7,1,2,5,5,1
3,2220,5,1,4,13,1997,4,13,1997,5,9,4,5,5,1,1,4,13,1997,4,13,1997,7,2,4,5,5,1
3,3258,3,1,11,12,1997,99,99,9999,3,1,4,1,5,5,1,11,9,1997,11,9,1997,7,1,1,1,5,5
3,3258,4,1,11,9,1997,11,9,1997,3,1,3,1,5,5,1,11,9,1997,11,9,1997,7,1,1,1,5,5
3,10136,2,1,9,8,1997,9,14,1997,1,1,2,1,5,5,1,9,13,1997,9,14,1997,6,1,2,1,5,5
3,10037,2,1,4,24,1997,4,24,1997,4,3,3,5,1,5,1,4,28,1997,4,27,1997,7,3,2,5,1,5
3,10010,4,1,3,27,1997,3,31,1997,4,3,2,5,1,5,1,3,29,1997,3,31,1997,6,3,2,5,1,5
3,10081,3,1,6,17,1997,6,7,1997,2,3,2,5,5,1,1,6,14,1997,6,7,1997,6,3,2,5,5,1
3,10081,4,1,6,17,1997,6,7,1997,2,1,2,5,5,1,1,6,14,1997,6,7,1997,6,1,2,5,5,1
3,10084,3,1,5,29,1997,5,30,1997,4,1,2,5,1,5,1,5,24,1997,5,30,1997,6,4,4,5,1,5
3,10019,3,1,5,1,1997,5,1,1997,4,3,2,5,1,5,1,5,4,1997,5,1,1997,7,3,3,5,1,5
3,10019,4,1,5,1,1997,5,5,1997,4,1,2,5,1,5,1,5,4,1997,5,5,1997,7,4,4,5,1,5
3,10034,3,1,4,29,1997,4,30,1997,2,1,2,5,5,1,1,4,20,1997,4,30,1997,7,1,2,5,5,1
3,10034,4,1,4,29,1997,4,30,1997,2,1,2,5,5,1,1,4,20,1997,4,30,1997,7,1,2,5,5,1
3,10392,3,1,99,99,9999,10,20,1997,5,9,9,5,5,1,1,99,99,9999,10,20,1997,6,9,9,5,5,1
3,10400,3,1,10,17,1997,10,17,1997,4,1,3,5,5,1,1,10,17,1997,10,20,1997,6,1,2,5,5,1
3,10400,4,1,10,17,1997,10,17,1997,4,1,2,5,1,5,1,10,17,1997,10,20,1997,6,1,2,5,5,1
3,10014,2,1,5,5,1997,5,7,1997,1,1,3,5,5,5,1,5,3,1997,5,12,1997,6,1,3,9,9,9
3,10232,4,1,11,8,1997,11,8,1997,4,1,1,5,5,1,1,11,9,1997,11,9,1997,7,1,5,5,5,1
3,10411,4,1,11,12,1997,11,12,1997,2,1,5,5,5,1,1,11,11,1997,11,11,1997,6,1,1,5,5,1
3,10411,5,1,11,12,1997,11,12,1997,2,1,5,5,5,1,1,11,11,1997,11,11,1997,6,1,1,5,5,1
3,10038,3,1,5,2,1997,5,2,1997,5,1,5,5,1,5,1,5,3,1997,5,3,1997,6,1,4,5,1,5
3,10038,4,1,5,2,1997,5,2,1997,5,1,5,5,1,5,1,5,3,1997,5,3,1997,6,1,4,5,1,5
3,10061,3,1,9,27,1997,9,29,1997,5,1,3,1,5,1,1,9,27,1997,9,29,1997,6,1,3,1,5,1
3,10027,3,1,5,14,1997,5,23,1997,3,1,2,1,5,1,1,5,18,1997,5,23,1997,7,1,2,1,5,1
3,10027,4,1,5,14,1997,5,23,1997,3,1,2,1,5,1,1,5,18,1997,5,23,1997,7,1,2,1,5,1
3,10163,6,1,11,15,1997,11,15,1997,5,1,1,5,5,1,1,99,99,9999,11,10,1997,6,9,9,5,5,1
3,10257,4,1,11,11,1997,11,11,1997,2,1,5,5,1,5,1,11,11,1997,11,11,1997,6,1,1,5,1,5
3,10257,5,1,11,11,1997,11,11,1997,2,1,5,5,1,5,1,11,11,1997,11,11,1997,6,1,1,5,1,5
3,10152,3,1,9,11,1997,9,13,1997,4,1,2,1,5,1,1,9,13,1997,9,14,1997,6,1,2,1,5,1
3,10152,4,1,9,11,1997,9,13,1997,4,1,2,1,5,1,1,9,13,1997,9,14,1997,6,1,2,1,5,1
