FOHHRL97,FOHHID97,FOHHSN97,Q8A0,Q8A1,Q8A2,Q8A2A,Q8A3,Q8A4,Q8A4A,Q8OCC,Q8IND,Q8A8,Q8A8A,Q8A9,Q8A10,Q8A11,Q8A11A,Q8A11B,Q8A12M,Q8A12Y,Q8B0,Q8B1,Q8B2,Q8B3,Q8B4_1ST,Q8B4_2ND,Q8B4_3RD,Q8B4_4TH,Q8B5,Q8B6,Q8B7,Q8B8A,Q8B8B,Q8B8C,Q8B8D,Q8B9A,Q8B9B,Q8B9C,Q8B10,Q8B11,Q8B12,Q8B13A,Q8B13B,Q8B13C,Q8B13D,Q8B13E,Q8B13F,Q8B13G,Q8B13H,Q8B13I,Q8B14A,Q8B14B,Q8B14C,Q8B14D,Q8C1A,Q8C1B,Q8C1C,Q8C1D,Q8C1E,Q8C1F,Q8C1G,Q8C1H,Q8C1I,Q8C1J,Q8C1K,Q8C1L,Q8C1M,Q8C1N,Q8C1O,Q8C1P,Q8C1Q,Q8C1R,Q8C1S,Q8C1T,Q8C1U,Q8C1V,Q8C1W,Q8C1X,Q8C1Y,Q8C1Z,Q8C1AA,Q8C1BB,Q8C1CC,Q8C2A,Q8C2B,Q8C2C,Q8C2D,Q8C2E,Q8C2F,Q8C2G,Q8C2H,Q8C2I,Q8C2J,Q8C3A,Q8C3B,Q8C3C,Q8C3D,Q8C3E,Q8C3F,Q8C3G,Q8C4,Q8C5MO,Q8C5TU,Q8C5WE,Q8C5TH,Q8C5FR,Q8C5SA,Q8C5SU,Q8C5A,Q8C6,Q8C7MO,Q8C7TU,Q8C7WE,Q8C7TH,Q8C7FR,Q8C7SA,Q8C7SU,Q8C7A,Q8C8,Q8C9MO,Q8C9TU,Q8C9WE,Q8C9TH,Q8C9FR,Q8C9SA,Q8C9SU,Q8C9A,Q8C10
2,5451,2,69600,1,1,1,12,1,0,925,838,290,3,40,18000,0,0,0,3,1958,99999,2,1,1,5,4,1,3,2,1,1,1,1,1,1,1,5,5,1,1,2,4,3,4,1,2,3,4,1,1,2,2,1,4,1,1,3,3,3,3,2,2,3,2,2,2,2,2,3,1,3,2,2,1,2,2,2,2,2,3,2,3,2,5,5,5,5,5,5,5,5,5,5,1,5,5,0,5,1,5,1,1,1,1,1,1,5,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,70800
2,5451,8,70500,5,5,0,10,3,5,0,0,0,0,0,999999,1,0,3,8,1978,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71220
2,6235,5,56580,5,5,0,16,1,0,481,288,58000,6,48,80000,0,0,0,8,1965,99999,2,2,1,3,4,1,5,1,2,1,1,1,1,1,5,1,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,4,4,4,4,4,2,4,3,2,1,4,4,1,4,4,2,9,2,1,4,1,1,4,1,4,1,5,5,5,5,5,5,5,5,5,5,1,5,5,0,5,5,5,1,1,1,1,1,1,5,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,57300
2,3723,5,34800,5,1,1,10,1,0,952,857,300,4,40,50000,0,0,0,12,1973,99999,2,4,4,3,1,4,5,1,2,1,1,1,1,1,1,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,3,1,3,3,3,4,3,2,1,3,3,1,2,3,3,2,2,1,3,1,1,3,1,3,2,4,3,5,5,5,5,5,5,5,5,1,5,5,0,1,5,5,1,1,1,1,1,1,5,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,35700
2,2411,2,71760,1,5,0,11,1,0,666,219,8,1,40,20000,0,0,0,7,1970,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999
2,4599,2,50400,3,5,0,12,1,0,762,339,25000,6,50,25000,0,0,0,12,1963,99999,2,2,2,1,4,5,3,1,1,1,1,1,3,1,1,1,5,1,1,2,3,2,5,1,1,3,5,2,2,4,2,2,4,1,1,1,3,1,1,4,1,4,1,4,3,1,1,4,1,1,3,1,1,1,1,3,1,1,3,1,4,2,5,3,5,5,5,5,5,5,5,5,1,5,5,0,5,5,1,1,1,1,1,1,1,1,5,10,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,51600
2,1454,2,76080,5,1,2,14,1,0,962,927,1100,4,40,32000,0,0,0,12,1969,99999,2,3,3,1,3,4,5,1,1,2,5,2,2,3,5,1,1,3,1,2,4,1,3,1,4,3,3,2,2,5,1,2,2,2,1,4,4,3,3,2,3,2,3,3,2,2,3,3,1,3,2,2,1,1,1,3,1,2,2,1,3,2,4,5,5,4,5,5,4,4,5,5,1,5,5,0,1,1,5,1,1,5,5,5,5,5,5,10,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,77520
2,4317,4,66960,5,1,6,12,3,1,764,749,50,2,20,999998,5,8,0,1,1967,99999,2,1,1,1,3,4,5,1,2,2,5,2,5,4,5,5,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,3,2,2,2,3,3,2,2,3,3,1,3,2,2,1,1,1,1,1,1,3,2,3,1,5,5,5,2,2,4,2,3,4,3,1,5,5,0,5,5,5,1,5,1,1,1,1,5,5,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,68400
2,3015,3,78480,3,1,4,12,1,0,141,419,35000,6,50,35000,0,0,0,6,1950,99999,2,3,3,3,5,1,4,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,5,2,3,4,5,5,3,4,4,1,4,4,1,4,2,3,3,4,2,4,3,3,2,1,3,4,1,3,2,2,2,2,1,2,2,1,3,2,3,3,4,4,5,5,4,5,5,5,5,5,1,5,5,0,1,5,9,1,1,1,1,1,1,1,5,10,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,80100
2,3168,5,48180,1,1,1,12,1,0,361,907,37000,6,40,51000,0,0,0,3,1953,99999,2,1,2,4,1,3,5,1,2,2,5,1,5,3,5,1,1,5,1,2,4,4,2,2,4,4,4,4,4,2,2,2,4,3,2,3,3,3,3,3,2,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,5,5,5,5,5,5,5,2,5,5,1,5,5,0,5,5,5,1,1,1,1,1,1,5,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,49500
2,3538,5,44580,5,5,0,10,1,0,715,527,500,3,50,999998,1,0,2,2,1962,99999,2,1,1,1,4,5,3,1,2,1,5,1,1,1,5,5,5,4,1,2,5,5,5,5,5,5,5,1,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,5,5,5,5,5,5,5,5,5,5,1,5,5,0,5,5,5,1,1,1,1,1,1,1,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,45720
2,3538,6,44580,5,5,0,10,1,0,715,527,500,3,50,999998,1,0,2,2,1962,99999,2,1,1,1,4,5,3,1,2,1,5,1,1,1,5,5,5,4,1,2,5,5,5,5,5,5,5,1,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,5,5,5,5,5,5,5,5,5,5,1,5,5,0,5,5,5,1,1,1,1,1,1,1,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,45720
2,5476,2,62460,5,5,0,10,1,0,764,639,999999,9,50,30000,0,0,0,5,1974,99999,2,3,3,3,4,5,1,1,2,1,5,2,1,1,5,1,5,5,2,2,4,3,5,2,2,5,3,5,3,4,1,2,3,3,2,3,3,3,3,2,2,2,3,3,2,2,3,3,1,3,2,3,2,2,2,3,2,2,3,2,3,2,3,5,5,5,5,5,3,3,5,5,1,1,5,0,5,1,5,1,1,1,1,1,5,5,5,10,1,5,1,5,1,5,5,5,4,2,0,0,0,0,0,0,0,0,63840
2,6074,2,73320,1,1,2,12,1,0,410,69,8,1,36,999998,9,9,99,10,1955,99999,2,1,1,3,4,5,1,1,2,2,1,1,1,1,5,5,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,3,3,2,3,2,2,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,3,2,9,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,74100
2,6153,4,48960,5,1,1,11,3,1,510,69,80,2,20,999998,5,3,0,1,1977,99999,2,2,2,5,3,1,4,2,1,2,5,1,5,2,5,1,5,4,1,2,4,5,1,5,2,5,5,5,2,3,2,2,2,3,2,3,3,3,3,2,3,2,2,2,2,2,3,3,2,3,2,3,2,2,2,3,2,2,3,2,3,2,5,5,5,5,5,5,5,5,5,5,1,1,5,0,1,5,5,1,5,1,1,1,5,5,5,6,1,5,1,5,1,5,5,5,2,2,0,0,0,0,0,0,0,0,50220
2,3099,5,73560,5,5,0,11,1,0,510,999,6,1,40,999998,1,0,2,4,1970,99999,2,2,3,3,4,1,5,1,1,1,1,1,1,1,5,1,1,3,1,2,5,3,5,3,2,5,5,5,3,5,1,1,2,3,1,4,3,4,3,3,2,3,2,3,1,1,3,3,1,3,3,3,1,3,2,4,1,2,4,2,3,2,3,5,5,5,5,5,4,4,5,5,1,5,5,0,1,1,5,1,1,1,5,5,5,5,5,6,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,74880
2,1638,3,40380,5,1,1,13,1,0,780,559,6,1,40,999998,1,0,2,12,1976,99999,2,3,4,3,4,1,5,1,2,1,3,1,5,1,5,1,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,4,4,1,3,2,4,2,2,2,3,4,1,3,3,3,2,1,1,4,1,1,2,2,3,1,5,5,5,5,5,5,5,1,5,5,1,5,5,0,5,1,5,1,1,1,1,1,1,5,5,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41460
2,5934,4,64500,5,1,4,12,1,0,915,809,350,3,60,999998,1,0,3,4,1953,99999,2,4,4,1,3,2,5,1,2,1,1,1,1,1,1,1,5,5,1,2,2,2,3,2,2,2,3,2,2,4,2,2,3,2,3,3,2,2,4,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,5,2,3,3,2,3,1,1,5,5,0,5,5,5,1,1,1,1,1,1,1,1,7,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,65400
2,5590,3,40380,1,1,2,13,1,0,600,917,2300,5,40,35000,0,0,0,12,1964,99999,2,1,1,3,4,5,1,1,2,1,3,5,5,3,1,1,5,3,1,2,2,2,5,2,2,2,2,2,2,4,1,2,2,3,1,3,3,3,4,2,3,2,2,3,1,1,2,4,1,2,2,3,2,2,1,4,1,1,4,2,4,2,3,3,5,5,3,5,5,5,5,5,1,5,5,0,5,5,5,1,1,1,1,1,1,1,1,18,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41460
2,4915,2,66900,2,1,7,4,1,0,705,417,75,2,40,30000,0,0,0,9,1930,99999,2,1,1,2,3,1,4,1,1,1,5,5,5,5,5,1,1,1,1,2,4,5,5,2,5,5,5,2,2,5,1,1,1,1,2,1,1,1,1,4,4,1,4,4,4,3,1,4,1,1,1,1,1,1,1,4,1,1,4,1,4,1,4,3,5,5,5,3,3,4,5,3,1,5,5,0,5,5,5,1,1,1,1,1,1,5,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,68400
2,3560,5,81780,5,5,0,14,1,0,522,69,15,1,40,11500,0,0,0,6,1959,99999,2,1,1,3,1,4,5,1,1,1,2,2,2,1,1,5,1,3,1,2,4,5,5,2,5,5,1,1,2,4,2,2,4,3,3,3,3,3,3,3,2,3,2,3,3,2,3,3,2,2,3,2,2,2,1,3,2,2,3,2,3,2,3,5,5,5,3,5,5,5,5,5,1,5,5,0,5,1,5,1,1,1,1,1,1,5,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,83160
2,3560,6,81780,5,5,0,14,1,0,522,69,15,1,40,11500,0,0,0,6,1959,99999,2,1,1,3,1,4,5,1,1,1,2,2,2,1,1,5,1,3,1,2,4,5,5,2,5,5,1,1,2,4,2,2,4,3,3,3,3,3,3,3,2,3,2,3,3,2,3,3,2,2,3,2,2,2,1,3,2,2,3,2,3,2,3,5,5,5,3,5,5,5,5,5,1,5,5,0,5,1,5,1,1,1,1,1,1,5,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,83160
2,15,4,65280,4,1,1,14,3,5,0,0,0,0,0,999998,5,1,0,11,1958,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65760
2,293,2,70500,1,5,0,12,1,0,703,408,15,1,40,999998,9,9,99,11,1950,99999,2,3,4,1,3,4,5,1,1,1,5,5,5,5,5,5,5,5,3,2,2,2,3,2,2,3,2,2,1,3,3,2,2,2,2,2,2,2,3,2,3,2,2,8,2,2,2,2,3,2,3,2,2,3,3,2,3,2,2,2,3,2,3,3,5,4,4,5,5,4,5,5,1,5,5,0,5,5,5,1,1,1,1,1,1,5,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,71700
2,1902,4,62160,1,1,2,12,1,0,715,417,600,5,52,8000,0,0,0,6,1965,99999,2,1,1,3,1,5,4,1,2,2,5,2,4,4,5,1,5,4,1,2,2,1,1,1,2,5,5,2,2,4,2,2,4,2,2,3,3,3,3,3,2,3,2,3,2,2,3,3,2,3,3,2,2,2,2,3,2,2,2,2,3,2,5,5,5,5,5,5,5,3,5,5,1,5,5,0,5,5,5,1,1,1,1,1,1,5,5,10,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,63600
2,1902,5,62160,1,1,2,12,1,0,715,417,600,5,52,8000,0,0,0,6,1965,99999,2,1,1,3,1,5,4,1,2,2,5,2,4,4,5,1,5,4,1,2,2,1,1,1,2,5,5,2,2,4,2,2,4,2,2,3,3,3,3,3,2,3,2,3,2,2,3,3,2,3,3,2,2,2,2,3,2,2,2,2,3,2,5,5,5,5,5,5,5,3,5,5,1,5,5,0,5,5,5,1,1,1,1,1,1,5,5,10,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,63600
2,3415,4,60300,1,5,0,12,1,0,374,418,1600,5,40,19200,0,0,0,2,1961,99999,2,3,4,5,4,3,2,1,1,1,1,1,1,1,1,5,5,4,1,2,4,1,5,1,1,2,2,2,3,4,2,1,4,3,2,3,3,3,3,3,3,3,3,3,2,1,3,4,2,3,2,3,3,3,1,3,2,1,3,1,3,2,5,5,5,5,5,5,5,5,5,5,1,5,5,0,5,1,5,1,1,1,1,1,1,5,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,61200
2,3558,2,36300,5,5,0,14,3,1,954,878,25000,6,40,999998,1,0,98,3,1965,99999,2,4,4,1,3,4,2,2,1,2,1,1,1,1,1,1,5,1,1,2,4,3,3,3,4,4,4,3,3,4,4,2,4,3,2,3,3,3,3,3,3,3,3,3,2,1,2,3,2,3,3,3,2,2,2,3,2,1,3,1,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,37800
2,6169,2,67500,5,1,1,12,1,0,761,107,400,3,40,10000,0,0,0,12,1973,99999,2,2,4,4,5,3,1,1,2,1,1,5,5,5,5,5,5,2,1,2,3,3,5,3,2,5,5,5,1,3,2,2,4,3,2,3,2,2,3,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,5,5,5,3,5,5,5,5,5,1,5,5,0,5,5,5,1,1,1,1,1,1,1,5,9,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,68400
2,3557,2,65400,5,1,1,12,1,0,216,718,400,4,40,27000,0,0,0,5,1974,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65700
2,4572,3,42600,2,5,0,12,3,5,0,0,0,0,0,999998,9,9,99,8,1962,99999,2,4,4,1,5,3,4,1,2,2,5,1,5,1,1,5,5,1,1,2,3,3,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,3,2,5,1,5,5,5,5,5,5,3,5,5,5,5,1,5,5,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,45300
2,4572,4,42600,2,5,0,12,3,5,0,0,0,0,0,999998,9,9,99,8,1962,99999,2,4,4,1,5,3,4,1,2,2,5,1,5,1,1,5,5,1,1,2,3,3,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,3,2,5,1,5,5,5,5,5,5,3,5,5,5,5,1,5,5,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,45300
2,2140,4,57900,5,5,0,13,1,0,14,419,65,2,45,999998,5,5,0,4,1972,99999,2,1,1,4,1,3,5,1,2,1,5,1,2,5,5,1,1,3,1,2,3,1,1,3,1,3,5,5,3,4,1,1,4,3,3,4,1,2,4,1,4,1,3,2,2,2,4,3,2,3,3,1,2,1,1,3,2,1,3,2,3,2,3,3,5,3,3,5,3,1,3,3,1,5,5,0,1,5,1,1,1,1,1,1,1,1,1,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,59880
2,5266,3,73800,1,5,0,14,1,0,245,748,28000,6,70,42000,0,0,0,2,1954,99999,2,2,2,5,1,3,4,1,1,1,2,1,1,2,1,1,5,3,2,2,3,1,5,1,1,1,1,1,4,4,2,2,4,2,2,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,3,2,2,2,3,2,2,3,1,3,2,4,5,5,5,5,5,5,5,5,5,1,5,5,0,5,5,9,1,5,1,5,1,1,1,1,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,78600
2,3283,2,51300,5,1,1,16,1,0,954,878,999999,9,60,999999,1,0,2,12,1947,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51720
2,147,3,59400,2,1,6,12,1,0,310,648,5,1,40,999998,1,0,1,2,1949,99999,2,1,1,1,3,4,5,1,2,2,4,4,1,2,5,5,5,5,1,2,4,4,2,1,1,5,2,1,2,4,4,1,2,4,1,2,3,2,3,1,1,3,2,2,1,1,9,4,1,2,2,4,2,1,1,2,1,1,2,1,3,1,3,3,5,4,3,5,3,3,2,3,1,5,5,0,5,5,5,1,5,5,5,5,5,1,1,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,60960
2,147,5,59400,2,1,6,12,1,0,310,648,5,1,40,999998,1,0,1,2,1949,99999,2,1,1,1,3,4,5,1,2,2,4,4,1,2,5,5,5,5,1,2,4,4,2,1,1,5,2,1,2,4,4,1,2,4,1,2,3,2,3,1,1,3,2,2,1,1,9,4,1,2,2,4,2,1,1,2,1,1,2,1,3,1,3,3,5,4,3,5,3,3,2,3,1,5,5,0,5,5,5,1,5,5,5,5,5,1,1,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,60960
2,849,3,36540,3,5,0,15,3,1,245,67,25000,6,38,30000,0,0,0,12,1961,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36960
2,1237,3,74520,1,1,1,13,1,0,284,639,999999,9,60,60000,0,0,0,11,1953,99999,2,2,2,3,1,4,5,1,2,2,1,1,1,2,1,5,5,2,1,2,2,1,2,1,1,2,4,4,4,4,2,2,4,2,2,3,2,3,3,3,3,3,3,4,2,1,3,4,1,4,2,1,2,1,1,4,2,2,4,1,3,2,3,5,5,5,4,5,5,4,5,5,1,5,5,0,5,1,5,1,1,1,1,1,1,1,5,10,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,76620
2,3351,2,31200,2,1,7,11,1,0,705,689,5,1,36,10000,0,0,0,12,1941,99999,2,3,1,5,1,3,4,2,2,2,1,1,1,1,5,5,5,1,1,2,5,5,5,1,1,3,3,3,4,4,4,2,4,3,2,3,2,3,3,9,9,2,3,2,3,2,9,3,2,9,2,2,1,9,2,3,2,2,2,2,3,3,5,4,4,5,3,4,5,5,5,5,1,5,5,0,5,1,1,1,1,1,1,1,1,1,5,10,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,32700
2,3203,3,34800,3,1,1,12,1,0,695,168,10,1,40,32000,0,0,0,8,1966,99999,2,4,4,1,3,4,5,1,2,1,2,1,1,1,5,1,5,3,1,2,5,5,1,5,5,5,5,5,4,1,2,1,3,3,2,3,2,3,3,2,3,2,3,2,3,1,4,4,1,4,4,1,1,1,1,4,1,1,1,1,4,1,3,5,5,5,3,5,5,5,5,5,1,5,5,0,5,1,5,1,1,1,1,1,1,5,5,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,36000
2,4529,3,66060,2,5,0,10,3,5,0,0,0,0,0,5000,0,0,0,11,1976,99999,2,1,1,3,1,4,5,1,2,2,5,2,3,3,5,5,5,6,1,2,1,4,4,1,1,5,5,2,2,3,2,3,4,2,2,3,3,3,3,2,2,3,2,3,2,2,3,3,2,3,2,2,2,2,2,3,2,2,2,1,3,2,5,3,5,3,3,5,5,5,5,5,1,5,5,0,5,5,5,1,9,9,9,9,9,9,9,99,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,67800
2,335,3,45900,5,1,1,11,1,0,762,628,6,1,37,999998,5,5,0,8,1970,99999,2,2,2,4,3,5,1,1,2,1,4,1,1,1,5,1,5,4,1,2,2,2,5,1,1,1,1,4,1,5,1,1,1,3,2,3,3,3,3,2,3,2,2,2,3,3,3,3,2,2,2,3,2,2,1,3,1,2,3,2,3,2,5,5,5,5,3,5,3,5,5,5,1,5,5,0,5,5,5,1,1,1,5,1,5,1,1,10,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,47100
2,2854,4,37500,3,1,7,14,1,0,935,788,9,9,54,999998,9,9,99,4,1949,99999,2,1,1,3,1,4,5,2,1,1,3,1,3,3,5,1,5,3,2,2,4,1,5,1,1,3,3,2,2,4,2,2,4,2,2,2,3,2,3,2,2,2,3,3,2,2,3,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,1,5,5,0,9,1,5,1,1,1,1,1,1,1,5,9,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,38760
2,714,2,52740,5,5,0,12,1,0,692,219,450,3,55,23000,0,0,0,3,1973,99999,2,1,1,1,5,4,3,1,2,1,5,1,5,1,1,5,5,4,1,2,3,5,3,1,1,3,5,1,2,4,1,1,2,1,1,2,2,3,2,1,4,2,1,2,2,1,3,3,1,3,2,2,2,1,2,2,1,2,2,1,3,1,5,4,4,5,4,4,4,4,5,5,1,5,5,0,1,1,5,1,1,1,1,1,1,1,5,9,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,53940
2,714,3,52740,5,5,0,12,1,0,692,219,450,3,55,23000,0,0,0,3,1973,99999,2,1,1,1,5,4,3,1,2,1,5,1,5,1,1,5,5,4,1,2,3,5,3,1,1,3,5,1,2,4,1,1,2,1,1,2,2,3,2,1,4,2,1,2,2,1,3,3,1,3,2,2,2,1,2,2,1,2,2,1,3,1,5,4,4,5,4,4,4,4,5,5,1,5,5,0,1,1,5,1,1,1,1,1,1,1,5,9,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,53940
2,1217,6,58920,2,1,1,12,1,0,764,749,4,1,36,9000,0,0,0,9,1957,99999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59340
2,6182,2,40860,5,5,0,11,1,0,510,69,150,3,20,999998,5,2,0,10,1967,99999,2,1,1,1,3,2,4,1,1,1,1,1,1,1,5,5,5,5,1,2,1,2,5,2,1,1,1,1,2,4,2,2,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,2,3,3,3,2,2,2,3,2,2,3,2,3,2,3,3,5,5,5,5,5,3,5,5,1,5,5,0,5,1,5,1,5,5,1,1,1,5,5,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41940
2,5624,2,72120,5,5,0,99,1,0,705,748,6500,6,24,999998,5,2,0,9,1977,99999,2,1,1,3,5,1,4,1,2,1,5,3,3,1,5,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,3,3,3,2,2,1,3,3,2,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,5,2,2,2,5,1,1,5,0,5,5,5,1,1,1,1,1,1,1,5,6,1,1,1,1,1,1,5,5,3,2,0,0,0,0,0,0,0,0,73260
