PDTREL97,PDTID97,PDTSN97,Q10A1M,Q10A1D,Q10A1Y,Q10A2,Q10A3,Q10A4,Q10A5,Q10A6,Q10A7,Q10A8,Q10A9A,Q10A9B,Q10A9C,Q10A9D,Q10A9E,Q10A9F,Q10A9G,Q10A10,Q10A11,Q10A12,Q10A13,Q10A14A,Q10A14B,Q10A14C,Q10A14D,Q10A14E,Q10A14F,Q10A14G,Q10A14H,Q10A14I,Q10A14J,Q10A14K,Q10A14L,Q10A15A,Q10A15B,Q10A15C,Q10A15D,Q10A15E,Q10A15F,Q10A15G,Q10A15H,Q10A15I,Q10A15J,Q10A15K,Q10A15L,Q10A15M,Q10A15N,Q10A15O,Q10A15P,Q10A15Q,Q10A15R,Q10A15S,Q10A15T,Q10A15U,Q10A15V,Q10A15W,Q10A15X,Q10A15Y,Q10A15Z,Q10A15AA,Q10A15BB,Q10A15CC,Q10A15DD,Q10A15EE,Q10A16,Q10A17,Q10A18,Q10A19A,Q10A19B,Q10A19C,Q10A19D,Q10A19E,Q10A19F,Q10A20,Q10A21,Q10A22,Q10A22A,Q10A23,Q10A24A,Q10A24B,Q10A24C,Q10A24D,Q10A24E,Q10A24F,Q10A24G,Q10A25A,Q10A25B,Q10A25C,Q10A25D,Q10A25E,Q10A26,Q10A26A,Q10A27,Q10A28,Q10A29,Q10A30A,Q10A30B,Q10A30C,Q10A30D,Q10A30E,Q10A30F,Q10A30G,Q10A31,Q10A32A,Q10A32B,Q10A32C,Q10A32D,Q10A32E,Q10A33,Q10A34,Q10A35,Q10A36,Q10A37,Q10A38,Q10A39,Q10A40,Q10A41,Q10A42,Q10A43,Q10B1M,Q10B1D,Q10B1Y,Q10B2,Q10B3H,Q10B3M,Q10B4,Q10B5,Q10B6A,Q10B6AB,Q10B6AE,Q10B6B,Q10B6BB,Q10B6BE,Q10B6C,Q10B6CB,Q10B6CE,Q10B6D,Q10B6DB,Q10B6DE,Q10B6E,Q10B6EB,Q10B6EE,Q10B7,Q10B8,Q10B9A,Q10B9AB,Q10B9AE,Q10B9B,Q10B9BB,Q10B9BE,Q10B9C,Q10B9CB,Q10B9CE,Q10B9D,Q10B9DB,Q10B9DE,Q10B9E,Q10B9EB,Q10B9EE,Q10B10,Q10B11,Q10B12A,Q10B12AB,Q10B12AE,Q10B12B,Q10B12BB,Q10B12BE,Q10B12C,Q10B12CB,Q10B12CE,Q10B12D,Q10B12DB,Q10B12DE,Q10B12E,Q10B12EB,Q10B12EE,Q10B13
3,3672,3,4,20,1997,1,5,30,7,24,3,14,2,1,3,1,2,2,2,5,1,2,2,5,5,5,5,5,5,5,5,5,5,5,1,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,1,11,0,0,0,0,2,3,1,5,0,1,0,0,0,0,2,10,2,3,0,0,0,1,5,0,60,7,5,1,9,9,9,9,9,9,1,1,1,9,1,1,2,1,1951,5,5,1,1,50,2,2,9600,99,99,9999,3,1,0,27000,25200,1,27000,28800,4,28800,30600,5,30600,31200,9,31200,32400,10,32400,46800,64800,1,1,59400,61200,3,59400,61200,4,59400,61200,0,0,0,0,0,0,61200,1,1,66600,70200,5,70200,73800,0,0,0,0,0,0,0,0,0,1
3,3672,4,4,28,1997,1,5,25,7.5,9,0,10,2,1,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,6,1,5,0,1,0,0,6,4,0,0,0,0,3,0,0,0,5,0,12,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1968,5,1,1,1,36,4,2,12000,5,2,1997,5,0,12,27000,25200,1,27300,27900,0,0,0,0,0,0,0,0,0,0,0,0,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2735,5,5,19,1997,1,5,45,2,12,2,18,8,8,3,8,8,8,8,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,9,1,2,1,2,2,2,2,3,2,2,2,2,2,3,3,1,1,2,2,3,3,2,2,3,2,3,3,2,3,3,1,0,5,5,17,0,0,1,0,0,1,5,1,1,1,0,0,0,0,12,6,0,2,1,0,0,0,1,5,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1957,5,5,1,1,27,2,2,8400,5,19,1997,1,0,10,27000,32400,10,27000,32400,0,0,0,0,0,0,0,0,0,0,0,0,45000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47700,1,7,77400,81000,0,0,0,0,0,0,0,0,0,0,0,0,1
3,6325,3,10,10,1997,1,5,40,5,18,7,10,1,1,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,1,5,0,1,0,10,0,0,0,0,0,1,2,0,0,0,5,0,48,3,2,5,5,5,5,5,5,1,5,5,5,1,1,1,2,1,1975,5,1,1,1,40,5,2,11000,10,9,1997,4,0,10,27000,32400,10,27000,32400,3,27000,32400,0,0,0,0,0,0,0,0,0,64800,1,3,57600,59400,0,0,0,0,0,0,0,0,0,0,0,0,59400,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5501,3,10,7,1997,1,5,50,2,2,5,24,1,1,3,1,2,2,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,19,3,0,0,0,2,7,5,5,0,1,0,0,0,0,18,6,0,1,0,1,2,0,1,3,6,7,6,5,5,5,5,9,5,1,5,1,5,5,1,5,2,1,1972,1,1,1,1,40,4,4,12000,10,6,1997,1,0,10,28200,32400,5,28200,28800,10,28800,31800,4,28800,31800,9,28800,31800,10,31800,32400,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62100,1,3,67500,69000,7,69000,73800,0,0,0,0,0,0,0,0,0,1
3,1350,5,6,4,1997,1,2,5.5,9,9,0,12,1,1,3,2,3,2,9,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,1,11,0,1,0,0,0,5,1,5,0,1,0,0,0,0,10,2,0,1,0,1,0,0,1,1,108,1,3,5,5,5,5,5,5,5,5,5,5,5,1,1,2,1,1950,5,5,5,1,38,2,2,11586,5,16,1997,2,0,8,27000,30600,3,27000,27900,10,27900,30000,9,30000,30600,99,99999,99999,0,0,0,40500,1,4,40500,41400,9,40500,42300,5,42300,45000,3,45000,46800,0,0,0,46800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3432,3,5,28,1997,1,5,30,24,24,2,14,2,1,1,1,2,3,1,5,1,9,1,5,5,5,5,5,5,1,5,1,1,1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,0,5,5,14,0,0,0,0,0,2,1,9,9,1,0,0,0,14,0,0,0,1,0,0,1,0,9,9,6,1,3,5,5,5,5,5,5,5,5,5,5,1,1,9,2,1,1975,9,5,1,1,40,2,2,7894,5,28,1997,3,0,10,21600,21600,10,29700,30600,10,30600,31500,10,32700,33600,7,33600,34200,10,34200,35100,63000,9,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,54000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3432,4,5,15,1997,1,5,10,5,99,0,9,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,1,5,0,1,0,9,0,0,0,0,0,1,0,0,0,0,5,0,12,7,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1946,5,1,1,1,40,2,2,99999,5,15,1997,4,0,10,28800,21600,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,63000,9,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,61200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,455,3,4,15,1997,1,5,14,7,7,0,25,2,8,3,2,2,1,1,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,9,3,3,2,2,3,2,2,2,2,2,3,2,2,3,2,3,2,3,3,3,3,3,3,3,2,3,2,2,3,3,2,3,5,3,25,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,25,1,0,1,0,0,1,1,120,7,6,9,1,9,9,9,9,9,5,5,5,5,1,9,2,1,1955,5,1,1,1,42,3,3,99999,4,15,1997,2,0,4,27900,28800,1,27900,28200,5,28200,28500,3,28500,28800,0,0,0,0,0,0,39600,1,10,39600,42300,10,42300,44100,10,44100,54000,10,54000,55500,8,55500,58800,59100,1,4,68400,70200,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1151,4,10,7,1997,1,4,28,5,12,0,12,2,2,3,3,3,2,2,5,2,2,1,5,5,5,5,5,1,1,5,5,1,1,9,2,3,3,3,3,2,3,3,3,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,11,1,0,0,0,0,7,1,5,0,1,0,0,0,4,6,2,0,2,1,0,0,0,1,5,60,3,5,5,5,5,5,5,5,5,1,1,9,1,1,5,2,1,1961,5,5,5,5,45,1,2,21000,10,7,1997,9,0,30,27000,30600,1,27300,29400,10,29400,30000,4,30000,30900,0,0,0,0,0,0,55800,1,4,55800,56400,10,56400,57000,5,57000,57600,7,57600,58500,0,0,0,58500,1,6,66600,77400,7,78600,80400,0,0,0,0,0,0,0,0,0,1
3,5579,3,10,14,1997,5,4,4,48,48,0,10,1,1,2,1,1,2,2,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,0,5,5,7,1,1,1,0,0,7,1,1,2,1,0,0,0,3,6,1,0,2,1,0,0,0,1,2,132,3,6,5,5,5,1,5,5,5,9,5,1,5,1,5,2,1,1943,5,5,5,1,50,1,1,30000,10,14,1997,2,0,25,27900,23400,10,27900,30000,5,30000,30600,0,0,0,0,0,0,0,0,0,66600,1,4,66600,67500,1,67500,69300,0,0,0,0,0,0,0,0,0,69300,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5579,4,10,14,1997,5,4,14,1,1,0,10,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,2,0,7,1,5,0,1,0,5,5,0,0,0,0,1,1,1,0,0,5,0,132,3,6,5,5,5,1,5,5,5,5,5,1,5,1,5,2,1,1943,5,5,5,1,50,1,1,99999,5,20,1997,2,0,25,27900,23400,10,27900,30000,5,30000,30600,0,0,0,0,0,0,0,0,0,99999,9,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,9,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3677,4,6,8,1997,1,4,2.5,9,24,0,20,1,2,2,1,3,3,1,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,9,2,3,2,3,2,3,3,2,3,3,3,3,2,3,3,3,2,2,3,2,2,3,1,2,2,2,3,3,3,3,2,1,5,1,19,1,0,0,0,0,1,1,5,0,1,0,0,0,9,9,2,0,1,0,0,1,0,1,2,24,3,6,9,1,9,9,9,9,9,5,5,5,5,5,5,2,1,1965,5,5,5,5,32.5,2,3,9000,6,8,1997,5,0,25,28200,28800,1,28200,28500,3,28500,28800,99,99999,99999,0,0,0,0,0,0,52200,1,1,52200,52800,5,52800,53100,2,53100,53400,0,0,0,0,0,0,53400,1,7,53400,54900,1,57900,59400,0,0,0,0,0,0,0,0,0,5
3,2196,3,4,29,1997,1,2,5,4,8,0,12,2,8,3,3,2,3,3,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,9,9,3,3,3,2,3,2,3,3,2,3,9,9,9,3,9,9,9,9,3,9,3,1,3,9,9,9,3,9,9,3,0,5,5,12,0,0,0,0,0,5,9,5,0,1,0,0,1,11,0,0,0,0,1,0,1,0,1,1,4,3,3,5,5,5,5,5,5,9,5,1,9,9,1,9,2,1,1974,5,1,1,1,17.5,3,4,5850,4,29,1997,2,0,8,30600,32400,1,30600,31560,3,31560,31980,7,31980,32100,4,32100,32400,99,99999,99999,41400,1,4,41400,42300,3,42300,42600,7,42600,42900,1,42900,43200,99,99999,99999,43500,1,1,68400,72000,7,72000,77400,0,0,0,0,0,0,0,0,0,1
3,2257,2,6,30,1997,1,5,40,12,48,0,20,2,3,3,2,3,2,3,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,9,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,4,0,20,0,0,0,0,7,1,5,0,1,0,0,0,0,0,20,0,1,0,1,0,0,1,3,12,3,5,1,5,5,5,5,5,9,1,1,5,5,5,9,2,2,1942,5,5,1,1,40,2,1,99999,6,23,1997,1,0,45,25200,21600,10,21600,23400,10,23400,27000,10,27000,28800,10,28800,32400,10,32400,33300,63900,1,3,57600,59400,5,57600,59400,9,59400,63900,99,99999,99999,0,0,0,66600,1,1,72000,79200,6,68400,78300,0,0,0,0,0,0,0,0,0,1
3,2257,3,6,24,1997,1,5,8,24,99,2,16,2,3,3,2,2,1,2,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,9,1,3,1,3,2,3,2,1,3,3,3,2,3,3,3,3,3,1,2,1,1,3,2,3,1,3,2,3,3,1,3,0,5,5,0,15,0,0,0,0,7,1,5,0,1,0,1,14,1,0,0,0,3,2,0,0,0,1,2,96,3,3,1,5,5,5,5,5,5,1,5,5,1,1,9,2,2,1961,5,5,1,1,9.5,3,2,11000,6,23,1997,1,0,30,32400,23400,10,33300,35400,10,34200,36000,10,36000,37800,10,37800,39600,10,39600,41400,63900,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63900,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2950,3,6,3,1997,5,4,17,3,3,0,2,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,5,5,0,1,2,0,0,0,0,0,0,9,9,9,9,9,1,2,999,9,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1953,5,1,1,1,17,1,1,99999,6,3,1997,2,9,99,21600,21600,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,50400,1,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,9,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2950,4,6,3,1997,5,4,17,3,3,0,2,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,5,5,0,1,2,0,0,0,0,0,0,9,9,9,9,9,1,2,999,9,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1953,5,1,1,1,17,1,1,99999,6,3,1997,2,9,99,21600,21600,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,50400,1,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,9,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1498,4,3,24,1997,1,3,7.5,15,15,1,18,2,2,8,2,8,8,2,5,1,1,2,5,5,5,5,5,5,5,5,5,1,1,5,2,3,3,2,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,5,5,17,0,1,0,0,0,5,1,1,1,1,0,0,0,0,9,9,0,0,2,0,0,0,5,0,168,3,6,1,1,5,5,5,5,5,5,5,1,5,5,9,2,1,1946,5,5,5,1,18,4,2,13000,3,24,1997,1,0,15,30000,32400,1,30000,32400,10,32400,34200,10,34200,36000,10,36000,37800,10,37800,43200,41400,1,1,41700,42300,3,42300,42720,5,42720,43200,4,43200,43800,1,43800,44400,44400,1,7,57900,59700,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1210,4,3,27,1997,2,5,50,7,20,1,13,8,8,8,8,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,9,9,1,5,5,0,1,0,0,7,7,0,0,0,2,0,0,1,0,5,0,24,3,3,5,5,5,5,5,5,5,5,5,5,5,1,5,2,1,1973,5,5,5,5,40,9,9,99999,3,27,1997,4,0,15,31500,23400,3,34200,34500,4,34500,34800,5,34800,36000,99,99999,99999,0,0,0,63900,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2099,2,4,10,1997,1,5,6.5,8,8,99,22,2,1,3,1,1,1,1,5,2,3,2,5,5,5,5,1,5,1,5,5,5,5,9,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,3,2,1,1,2,3,3,2,2,2,3,2,3,3,2,1,1,5,1,0,20,2,0,0,0,4,1,1,2,1,0,0,0,0,0,0,22,1,0,0,0,0,1,3,180,7,7,9,1,1,9,9,9,1,5,9,1,9,1,9,2,1,1953,5,1,1,1,7.5,3,3,32000,4,10,1997,4,0,30,17100,28800,3,27900,28200,4,28200,28500,5,28500,28680,0,0,0,0,0,0,51900,1,10,51900,53100,1,53100,53700,3,53700,54300,7,54300,54900,5,54900,55800,55800,1,1,60000,63600,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2099,3,4,22,1997,1,5,37,9,9,0,16,2,1,2,2,1,1,1,5,2,3,2,5,5,5,5,1,5,1,5,5,5,5,5,1,2,2,2,3,1,3,3,1,1,1,2,1,3,2,2,1,1,1,2,3,3,3,3,1,3,2,2,3,3,1,1,1,2,0,11,5,0,0,0,5,1,1,2,1,0,0,0,0,5,11,0,1,0,1,0,0,1,2,9,7,6,1,1,5,5,5,5,1,5,5,5,5,1,5,2,1,1967,5,5,1,1,40,2,4,27000,4,22,1997,2,0,20,27000,29400,1,27000,27600,5,27600,27900,9,27900,29100,4,29100,29400,0,0,0,51900,1,10,51900,52800,5,52800,53100,3,53100,54900,1,54900,55200,2,55200,55800,55800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2324,4,99,99,9999,1,5,35,1,1,0,15,1,1,3,1,2,1,1,5,2,1,1,5,5,5,5,5,5,5,5,5,5,5,9,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,1,1,2,11,1,1,0,0,7,1,9,9,1,0,0,0,0,11,4,0,1,1,0,0,0,5,0,9,1,3,5,5,5,5,5,5,9,5,5,5,5,1,9,2,2,1970,5,1,1,1,40,9,9,99999,5,14,1997,3,0,5,28800,23400,4,28800,29700,7,29700,30600,3,30600,34200,6,34200,36000,10,36000,39600,66600,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57600,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,285,4,10,7,1997,1,3,2.5,1,1,0,15,1,1,3,2,2,1,1,5,2,2,2,5,5,5,5,5,5,9,5,5,5,1,9,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,13,1,0,0,0,1,1,1,5,0,1,0,0,0,0,13,2,0,1,0,0,1,0,1,2,48,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1962,5,5,1,1,38,3,3,11000,10,6,1997,1,0,7,28500,34200,1,28500,31200,3,31200,32100,2,32100,33300,5,33300,33900,4,33900,34500,55800,1,4,55800,56400,1,56400,56700,0,0,0,0,0,0,0,0,0,56700,1,4,69300,69600,3,73800,82800,0,0,0,0,0,0,0,0,0,1
3,578,4,3,19,1997,1,4,40,6,24,6,14,1,9,9,9,9,9,9,5,2,1,1,9,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,3,14,0,0,0,0,0,3,1,5,0,1,98,98,98,10,12,2,6,1,0,0,1,0,1,1,3,1,3,5,5,5,5,5,5,5,5,5,1,5,1,9,2,1,1975,5,1,1,1,45,3,5,10400,3,24,1997,1,0,10,27000,21600,10,27000,30600,2,30600,31200,3,31200,31500,10,31500,34200,99,31200,31500,64800,1,6,46800,48600,10,48600,50400,10,52200,53100,10,53100,54000,10,54000,64800,64800,1,1,70200,73800,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3757,5,7,17,1997,2,5,17.5,10,10,2,22,2,1,3,2,3,2,2,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,20,0,0,2,0,0,5,1,5,0,1,0,0,2,4,10,4,2,1,0,1,0,0,5,0,72,9,6,5,5,5,5,5,5,1,5,5,5,5,1,1,2,1,1964,5,5,1,1,30,4,5,10000,7,17,1997,5,0,11,28800,30600,1,28800,29700,7,29700,30000,5,30000,30600,99,99999,99999,0,0,0,43200,1,10,43200,44100,10,44100,45000,10,45000,46800,0,0,0,0,0,0,46800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,459,4,99,99,9999,1,5,30,8,8,5,12,2,1,3,1,1,1,1,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,0,5,5,0,12,0,0,0,0,1,1,5,0,1,0,0,0,11,11,0,0,2,0,0,0,0,5,0,168,3,3,1,5,5,5,9,9,1,5,5,5,5,1,5,2,2,1953,5,5,5,1,32,4,1,11000,99,99,9999,5,5,30,32400,33600,1,32400,33000,3,33000,33600,0,0,0,0,0,0,0,0,0,99999,9,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,9,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,9
3,715,4,4,23,1997,1,2,4,8,8,0,19,1,1,2,1,1,1,2,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,3,0,5,5,19,0,0,0,0,0,1,5,5,0,1,0,0,0,4,9,5,0,1,0,1,0,0,1,1,84,3,6,9,1,9,9,9,9,9,5,9,9,9,9,1,2,1,1946,5,5,1,1,25,4,5,99999,4,23,1997,3,0,9,30300,33900,10,30300,33300,5,33300,33900,0,0,0,5,33300,33900,99,99999,99999,50400,1,1,50700,51000,2,51000,51120,5,51120,51300,0,0,0,0,0,0,51300,1,3,70200,72000,1,72000,72900,0,0,0,0,0,0,0,0,0,1
3,2525,6,4,22,1997,1,3,15,5,24,5,27,1,1,2,1,1,1,1,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,25,0,0,2,0,0,1,5,5,0,1,0,0,4,10,4,8,1,3,0,0,0,1,1,3,60,3,4,5,5,5,5,5,5,9,1,1,5,5,5,1,2,1,1965,5,5,5,1,35,3,3,14000,4,21,1997,1,0,20,30600,32400,7,30600,32400,0,0,0,0,0,0,0,0,0,0,0,0,64800,1,1,63000,64800,4,57600,64800,0,0,0,0,0,0,0,0,0,64800,1,5,64800,68400,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1633,3,5,15,1997,5,4,38,12,12,0,5,3,3,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,5,5,0,5,0,0,3,1,0,0,1,1,0,0,0,0,5,0,9,1,3,5,5,5,5,5,5,9,5,5,5,5,5,9,2,1,1959,5,1,1,1,40,5,4,99999,5,15,1997,4,9,99,25200,27000,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,64800,1,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,9,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,5
3,297,3,5,7,1997,1,5,8,8,36,5,16,1,8,3,2,2,2,2,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,9,1,3,2,2,2,2,2,3,2,1,2,2,3,3,3,3,2,1,1,3,3,2,1,1,1,2,2,3,2,3,2,0,5,5,15,1,0,0,0,0,1,1,5,0,1,0,0,0,16,0,0,0,1,2,0,0,1,5,0,36,3,6,1,1,5,5,5,5,9,1,5,5,5,1,5,2,1,1972,1,5,5,1,40,3,5,14500,5,7,1997,1,0,20,28800,25200,1,28800,29400,4,29400,31200,5,31200,31500,10,31500,32100,10,32100,33600,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59400,1,1,68400,72000,0,0,0,0,0,0,0,0,0,0,0,0,1
3,10019,4,5,12,1997,1,5,30,9,9,0,26,2,1,1,2,1,1,2,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,2,6,11,2,0,5,1,1,5,0,1,0,0,0,0,0,0,26,1,0,0,0,0,1,4,9,3,7,5,1,5,5,5,5,9,5,5,5,5,1,9,2,1,1972,5,5,1,1,40,3,2,30000,5,12,1997,2,0,40,27000,29700,1,27000,28800,2,28800,29400,5,29400,29700,99,99999,99999,0,0,0,99999,9,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,9,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,9
3,10111,4,10,13,1997,1,7,10,3.5,3.5,5,8,2,1,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,1,1,5,0,1,15,3,8,15,9,0,0,1,1,0,0,0,5,0,78,3,2,5,5,5,5,5,5,5,5,5,5,5,1,5,2,1,1949,5,5,5,1,42,1,1,15000,99,99,9999,9,0,20,26400,25200,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
