PDTREL97,PDTID97,PDTSN97,Q10A1M,Q10A1D,Q10A1Y,Q10A2,Q10A3,Q10A4,Q10A5,Q10A6,Q10A7,Q10A8,Q10A9A,Q10A9B,Q10A9C,Q10A9D,Q10A9E,Q10A9F,Q10A9G,Q10A10,Q10A11,Q10A12,Q10A13,Q10A14A,Q10A14B,Q10A14C,Q10A14D,Q10A14E,Q10A14F,Q10A14G,Q10A14H,Q10A14I,Q10A14J,Q10A14K,Q10A14L,Q10A15A,Q10A15B,Q10A15C,Q10A15D,Q10A15E,Q10A15F,Q10A15G,Q10A15H,Q10A15I,Q10A15J,Q10A15K,Q10A15L,Q10A15M,Q10A15N,Q10A15O,Q10A15P,Q10A15Q,Q10A15R,Q10A15S,Q10A15T,Q10A15U,Q10A15V,Q10A15W,Q10A15X,Q10A15Y,Q10A15Z,Q10A15AA,Q10A15BB,Q10A15CC,Q10A15DD,Q10A15EE,Q10A16,Q10A17,Q10A18,Q10A19A,Q10A19B,Q10A19C,Q10A19D,Q10A19E,Q10A19F,Q10A20,Q10A21,Q10A22,Q10A22A,Q10A23,Q10A24A,Q10A24B,Q10A24C,Q10A24D,Q10A24E,Q10A24F,Q10A24G,Q10A25A,Q10A25B,Q10A25C,Q10A25D,Q10A25E,Q10A26,Q10A26A,Q10A27,Q10A28,Q10A29,Q10A30A,Q10A30B,Q10A30C,Q10A30D,Q10A30E,Q10A30F,Q10A30G,Q10A31,Q10A32A,Q10A32B,Q10A32C,Q10A32D,Q10A32E,Q10A33,Q10A34,Q10A35,Q10A36,Q10A37,Q10A38,Q10A39,Q10A40,Q10A41,Q10A42,Q10A43,Q10B1M,Q10B1D,Q10B1Y,Q10B2,Q10B3H,Q10B3M,Q10B4,Q10B5,Q10B6A,Q10B6AB,Q10B6AE,Q10B6B,Q10B6BB,Q10B6BE,Q10B6C,Q10B6CB,Q10B6CE,Q10B6D,Q10B6DB,Q10B6DE,Q10B6E,Q10B6EB,Q10B6EE,Q10B7,Q10B8,Q10B9A,Q10B9AB,Q10B9AE,Q10B9B,Q10B9BB,Q10B9BE,Q10B9C,Q10B9CB,Q10B9CE,Q10B9D,Q10B9DB,Q10B9DE,Q10B9E,Q10B9EB,Q10B9EE,Q10B10,Q10B11,Q10B12A,Q10B12AB,Q10B12AE,Q10B12B,Q10B12BB,Q10B12BE,Q10B12C,Q10B12CB,Q10B12CE,Q10B12D,Q10B12DB,Q10B12DE,Q10B12E,Q10B12EB,Q10B12EE,Q10B13
3,1104,3,3,26,1997,1,5,40,8,8,99,18,1,1,3,3,2,3,3,5,1,1,1,5,1,5,5,5,5,1,5,1,5,5,9,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,0,5,5,17,0,0,1,0,0,7,1,5,0,1,0,0,1,17,0,0,0,1,0,1,0,1,5,0,42,3,6,1,9,9,1,9,9,9,5,1,1,5,5,9,2,1,1970,1,5,1,1,50,4,4,19000,99,99,9999,3,0,15,27000,27000,10,27000,27900,0,0,0,3,27000,27900,4,27000,27900,5,27000,27900,63900,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61200,1,1,66600,68400,3,68400,70200,6,70200,72000,0,0,0,0,0,0,5
3,3641,3,4,25,1997,1,2,10,8,8,0,8,9,9,3,3,2,2,2,5,1,1,1,5,5,5,5,5,5,5,5,5,1,1,9,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,8,0,0,0,0,0,7,5,5,0,1,0,0,0,3,5,0,0,0,1,0,0,0,5,0,24,3,4,5,9,9,9,9,9,9,1,9,9,9,9,9,2,1,1954,1,1,1,1,25,2,2,99999,4,24,1997,4,0,5,28800,30600,1,28800,30600,3,28800,30600,5,28800,30600,4,30600,32400,9,32400,45000,45000,1,10,45000,46800,0,0,0,99,99999,99999,0,0,0,0,0,0,46800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4296,4,10,24,1997,1,5,20,99,2,0,20,2,2,3,3,2,1,3,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,2,20,1,0,0,1,0,1,1,5,0,1,6,4,14,20,20,4,5,2,1,2,2,0,5,0,96,3,6,1,1,5,5,5,5,9,5,5,1,5,5,9,2,1,1974,5,1,1,1,40,4,4,20000,12,11,1997,4,0,3,22500,22500,1,22620,22920,4,23460,32520,5,24300,34200,10,23400,34200,10,34200,38400,99999,9,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,9,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,9
3,434,3,3,19,1997,1,5,3,7,7,4,20,2,1,3,2,2,2,1,5,2,2,2,5,5,5,5,5,5,1,5,5,5,5,9,3,3,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,1,1,3,13,6,0,0,0,1,6,1,5,0,1,0,0,0,0,0,0,20,1,0,0,1,0,1,2,84,7,6,5,1,1,5,5,5,9,5,5,5,5,5,9,2,1,1944,5,5,5,5,40,3,3,39000,3,19,1997,3,0,20,28800,32700,1,28800,29400,3,29400,29700,5,29700,30000,3,30000,32100,10,32100,32700,57300,1,10,57300,57900,10,57900,58920,3,58920,59400,0,0,0,0,0,0,59400,1,7,59400,64800,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5694,2,10,16,1997,1,5,25,2,2,8,19,1,1,3,1,1,1,1,5,1,2,2,5,5,5,5,1,1,1,5,1,1,1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,11,6,2,0,0,0,7,5,5,0,1,0,0,0,0,18,1,0,1,0,1,0,0,1,2,132,3,5,5,5,5,5,5,5,5,1,5,5,5,1,1,2,1,1938,5,5,1,1,35,2,1,99999,10,16,1997,4,0,10,25200,27900,10,25200,27900,0,0,0,0,0,0,0,0,0,0,0,0,46800,1,10,46800,48600,10,48600,50400,7,50400,51300,0,0,0,0,0,0,51300,1,1,57600,61200,5,75600,77400,0,0,0,0,0,0,0,0,0,1
3,76,3,4,30,1997,1,3.5,7.5,8,99,4,20,2,1,2,2,2,2,1,5,2,1,2,5,5,5,5,5,5,5,5,5,5,5,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,20,0,0,0,0,0,4,1,5,0,1,0,0,0,0,5,15,0,2,0,0,0,0,1,2,240,7,4,5,5,5,5,5,5,5,5,1,1,9,1,9,2,1,1945,5,5,1,1,40,1,1,18000,4,28,1997,1,0,15,26400,32400,1,26700,28800,5,28800,29400,5,29400,30000,4,30000,30300,10,30300,32100,55800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54600,1,6,66600,75600,5,78300,81000,0,0,0,0,0,0,0,0,0,1
3,3372,3,6,15,1997,1,3,6,10,24,0,14,2,8,3,3,2,3,3,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,13,0,0,0,0,1,3,1,5,0,1,0,0,0,2,8,4,0,1,1,0,0,0,5,0,60,3,6,5,1,5,5,5,5,5,5,1,1,5,1,5,2,1,1950,5,5,1,1,25,2,2,8000,6,11,1997,3,0,15,27900,32400,1,27900,30000,3,30000,30600,5,30600,31500,4,31500,32700,99,99999,99999,43200,1,4,43200,43800,5,44100,45000,1,45000,45900,99,99999,99999,0,0,0,46800,1,1,51300,55800,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3372,4,6,18,1997,9,2,6,10,10,0,13,2,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,5,1,5,0,1,0,0,0,2,9,2,0,0,2,0,0,0,1,2,30,3,9,5,5,5,5,5,5,5,5,1,9,9,1,9,2,1,1972,5,5,5,1,35,4,2,18000,6,18,1997,3,0,20,27000,32400,9,27000,30600,1,30600,31200,3,31200,31500,5,31500,32100,4,32100,33000,64800,1,4,43200,43800,1,43800,44700,5,44700,45000,9,45000,46800,0,0,0,46800,1,1,54000,55800,7,65700,70200,0,0,0,0,0,0,0,0,0,1
3,765,2,4,23,1997,1,5,50,7,24,99,15,1,9,3,2,1,1,2,5,2,1,2,5,5,5,5,9,5,9,9,5,8,8,9,2,3,3,3,3,2,2,3,2,1,1,3,2,3,3,3,2,2,2,2,3,3,3,2,3,3,3,1,3,3,2,0,5,5,8,5,1,1,0,0,1,1,5,0,5,0,0,0,11,4,0,0,9,9,0,0,0,1,2,42,3,3,9,5,5,5,5,5,9,5,5,5,5,5,9,2,1,1970,5,5,1,1,40,9,9,99999,99,99,9999,2,0,10,27000,30600,9,28800,29700,1,31200,31500,10,31800,33300,0,0,0,0,0,0,66600,1,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,63000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,1365,4,5,28,1997,1,3,6,7,7,2,15,2,2,3,3,1,2,3,5,2,2,2,5,5,5,5,5,5,1,5,5,5,5,9,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,10,0,4,0,0,1,7,1,5,0,1,0,0,0,0,1,14,0,1,0,2,0,0,1,5,60,3,5,5,5,5,5,5,5,9,1,1,1,1,1,9,2,1,1958,5,1,1,1,35,3,2,8000,5,21,1997,3,0,10,27000,28800,1,27000,27600,2,27600,28200,5,28200,28800,99,99999,99999,0,0,0,45000,1,7,45000,45180,4,45180,45360,5,45420,45600,10,45600,43200,99,99999,99999,48600,1,4,58800,60000,1,76500,79200,5,84000,86400,0,0,0,0,0,0,1
3,2045,3,6,23,1997,1,5,50,9,9,99,7,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,5,5,0,1,1,7,0,0,0,0,0,1,2,0,0,0,5,0,36,3,2,5,5,5,5,5,5,5,5,1,5,1,1,9,2,1,1971,5,5,5,5,40,2,2,10500,6,23,1997,3,0,30,23100,23400,10,23400,32400,5,32400,36000,99,99999,99999,0,0,0,0,0,0,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2274,4,6,2,1997,1,1,3,8,8,0,17,9,9,9,9,2,9,9,5,2,1,1,5,5,5,5,5,5,1,5,5,1,1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,2,6,0,1,10,0,0,3,1,5,0,1,0,0,0,15,2,0,0,1,0,0,1,1,1,2,24,3,6,5,5,5,5,5,5,5,5,1,1,1,1,9,2,1,1955,5,5,5,1,38,2,4,13500,5,13,1997,2,0,11,28800,32400,1,28800,30600,4,30600,31200,5,29700,31800,3,28800,29700,7,31800,32400,43200,1,10,43200,44100,3,44100,45900,10,45900,46800,10,46800,52200,10,53100,57600,57600,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2616,4,5,8,1997,1,5,30,8,8,1,14,2,2,3,2,1,1,1,5,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,0,5,5,14,0,0,0,0,0,5,1,5,0,1,0,0,0,1,13,0,0,1,0,1,0,0,1,2,264,3,6,1,1,1,5,5,5,5,1,5,1,5,5,9,2,1,1954,5,5,1,1,43,3,1,17500,99,99,9999,5,0,4,28800,27000,1,28800,29400,3,29400,29700,5,29400,29700,10,29700,30300,4,30300,31500,61200,1,10,42300,46800,10,46800,61200,99,99999,99999,0,0,0,0,0,0,61200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4724,4,12,10,1997,1,3,7.5,3.5,24,1,21,2,1,3,9,9,3,9,5,2,3,1,5,5,5,5,5,5,5,5,5,5,5,9,2,3,2,9,9,2,2,3,1,1,2,2,2,1,9,1,1,1,2,3,2,3,3,3,3,3,3,3,3,3,3,0,5,9,18,1,1,1,0,0,5,1,1,2,1,0,0,0,0,17,4,1,1,0,1,0,0,5,0,276,3,6,1,1,9,9,9,9,9,9,5,5,5,1,5,2,1,1939,5,5,1,1,7.5,2,1,7000,99,99,9999,9,0,15,28800,32400,1,28800,29400,10,29400,29700,10,29700,30300,4,30300,31500,99,99999,99999,41400,1,99,99999,99999,5,42000,43200,0,0,0,0,0,0,0,0,0,43200,1,1,68400,71100,3,72000,73800,0,0,0,0,0,0,0,0,0,9
3,1529,4,5,16,1997,1,3,7.5,8,24,6,18,2,2,3,2,2,2,1,5,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,1,3,2,3,2,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,2,3,0,5,5,17,0,0,1,0,0,1,1,5,0,1,0,0,0,1,4,13,0,9,1,9,1,9,5,0,8,3,6,1,1,9,9,9,9,9,5,1,1,1,9,1,2,1,1959,5,1,1,1,17,3,5,6500,5,19,1997,1,0,2,30000,32400,10,30000,31800,10,31800,32700,0,0,0,0,0,0,0,0,0,41400,1,1,41400,41580,2,41580,41820,5,41820,42000,0,0,0,0,0,0,42000,1,3,73800,75600,0,0,0,0,0,0,0,0,0,0,0,0,5
3,406,3,99,99,9999,1,3,9,7,7,0,13,2,2,3,3,2,2,2,5,2,1,2,5,5,5,5,5,5,1,5,5,1,1,1,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,0,5,5,13,0,0,0,0,0,6,1,5,0,1,0,0,0,0,7,6,0,1,0,1,0,0,1,1,108,1,6,5,5,5,5,5,5,5,5,5,5,5,1,1,2,1,1955,5,5,5,1,20,5,6,9000,3,24,1997,1,0,20,31500,33000,1,31500,32400,8,32400,33000,99,99999,99999,0,0,0,0,0,0,45900,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45900,1,1,59400,63000,4,69300,70200,0,0,0,0,0,0,0,0,0,1
3,655,5,5,28,1997,1,5,40,8,9,0,15,2,9,3,1,2,1,1,5,1,2,1,5,5,5,5,5,5,5,5,5,5,5,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,3,0,5,5,13,0,0,2,0,0,5,1,5,0,1,0,0,0,0,9,6,0,1,0,1,0,0,1,1,8,3,6,9,1,9,9,9,9,1,5,9,9,9,1,9,2,1,1973,5,1,1,1,47.5,4,5,21000,5,28,1997,3,0,10,28800,25200,3,28500,28800,0,0,0,0,0,0,0,0,0,0,0,0,63000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2193,3,4,18,1997,1,5,50,24,24,3,10,2,2,3,2,2,2,2,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,3,3,2,1,5,3,8,1,0,0,0,0,2,5,5,0,1,0,0,0,10,0,0,0,1,0,1,0,0,5,0,72,3,4,5,5,5,5,5,5,5,5,5,1,1,1,5,2,1,1954,5,1,1,1,60,3,2,15000,4,23,1997,3,0,7,22500,21600,2,23400,24000,4,24000,24600,3,24600,25200,0,0,0,0,0,0,63000,1,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,63600,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3231,4,4,29,1997,1,5,9.5,99,99,99,10,1,9,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,5,5,0,1,0,0,8,2,0,0,0,1,0,0,0,0,5,0,120,7,2,5,5,5,5,5,5,5,5,9,9,9,1,9,2,1,1951,5,1,1,1,30,1,1,7500,99,99,9999,5,0,5,25200,28800,1,28800,29400,10,29400,31200,3,31200,33300,10,33300,40500,10,40500,52200,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1882,4,10,15,1997,1,5,30,1.5,1.5,0,20,2,2,3,2,9,1,1,5,1,2,1,5,5,1,5,1,1,1,8,8,8,1,9,3,3,1,3,3,2,1,3,2,2,2,2,1,3,3,3,1,3,2,3,3,3,3,3,2,3,3,3,3,3,2,1,1,3,2,17,1,0,0,0,3,1,5,0,1,0,0,0,0,6,14,0,1,0,1,0,0,1,3,120,3,5,9,1,9,9,9,9,9,1,1,9,9,9,9,2,2,1944,1,5,5,1,35,1,1,99999,10,15,1997,3,0,25,26100,27000,10,27000,28800,10,28800,30600,10,30600,31800,0,0,0,0,0,0,52200,1,10,45000,48000,0,0,0,0,0,0,0,0,0,0,0,0,54000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4419,3,5,14,1997,1,5,43,2,2,1,14,2,2,3,1,8,1,1,5,2,3,3,5,5,5,5,5,5,5,5,5,1,1,9,1,3,3,3,2,3,2,2,3,3,3,3,1,3,3,1,3,2,3,2,3,3,1,2,3,2,3,3,3,2,3,0,5,5,13,0,1,0,0,0,7,1,5,0,1,0,0,0,0,5,9,0,1,1,9,9,9,1,1,84,3,6,5,5,5,5,5,5,5,5,5,5,5,1,5,2,1,1968,5,5,5,5,40,2,2,16000,5,13,1997,2,0,45,21600,21600,1,21600,22500,3,22500,22800,4,22800,28800,5,25200,30600,9,25200,32400,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50400,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,1320,3,3,29,1997,1,1,9,7,7,0,13,1,1,3,1,1,1,1,5,1,2,1,5,5,5,5,5,5,5,5,5,1,1,9,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,0,5,5,13,0,0,0,0,0,1,1,5,0,1,99,99,99,99,99,99,99,1,0,1,0,0,1,2,8,7,4,5,5,5,5,5,5,5,1,1,1,5,1,9,2,1,1963,5,5,5,1,40,2,2,17500,99,99,9999,4,0,20,27000,23400,4,27000,27300,5,27300,27600,99,99999,99999,0,0,0,0,0,0,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59400,1,6,64800,79200,0,0,0,0,0,0,0,0,0,0,0,0,1
3,2159,3,5,27,1997,1,5,45,7,99,3,11,1,1,3,1,1,1,1,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,0,5,5,11,0,0,0,0,0,1,1,5,0,1,0,0,0,0,6,5,0,1,1,0,0,0,5,0,7,9,6,9,1,9,9,9,9,1,5,9,9,9,5,9,2,1,1962,9,5,1,1,40,1,3,99999,5,27,1997,2,0,10,27000,32400,1,27000,30600,2,27000,28800,10,28800,32400,99,99999,99999,0,0,0,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57600,1,1,73800,77400,5,77400,79200,0,0,0,0,0,0,0,0,0,1
3,2159,4,5,20,1997,1,5,45,9,42,1,10,1,1,9,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,1,5,0,1,0,0,10,0,0,0,0,1,0,0,0,0,1,2,12,3,2,5,5,5,5,5,5,5,9,9,9,9,9,5,2,2,1977,5,1,1,1,40,4,2,2048,5,19,1997,1,0,5,30600,21600,10,30600,32400,3,34200,36000,10,36000,37800,10,37800,38400,10,39000,41400,64800,9,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,61200,1,9,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1219,3,4,28,1997,2,5,45,3,9,2,11,3,2,3,2,3,1,1,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,5,10,0,1,0,0,0,1,5,5,0,1,0,0,1,10,0,0,0,2,2,0,0,0,5,0,9,3,3,5,5,5,5,5,5,5,5,5,5,5,1,1,2,3,1971,5,5,1,1,40,2,3,9000,4,28,1997,1,0,15,27900,27000,9,27900,29400,1,29400,29700,7,29700,29820,3,29820,30000,0,0,0,63000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3233,4,11,24,1997,1,5,40,4,18,2,4,1,1,2,3,1,1,2,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,9,3,3,3,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,0,5,5,3,0,0,0,0,0,1,5,5,0,5,0,0,0,3,0,0,0,1,0,0,0,0,5,0,18,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1978,5,5,5,5,40,9,9,99999,11,24,1997,1,0,10,25200,32400,5,25200,32400,4,25200,32400,9,25200,32400,10,33000,36000,0,0,0,63000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57600,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4474,3,10,2,1997,1,5,8,4,4,6,12,1,3,3,1,1,2,1,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,0,5,9,10,1,0,1,0,0,7,1,5,0,1,0,0,0,12,0,0,0,1,1,0,0,0,1,2,54,3,9,5,5,5,5,5,5,5,5,5,1,9,9,9,2,3,1954,1,1,1,1,35,1,1,8000,10,1,1997,3,0,5,24900,25200,4,25200,30600,0,0,0,0,0,0,0,0,0,0,0,0,64800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50400,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4220,3,5,27,1997,1,3,7.5,8,8,1,15,2,8,3,3,3,3,1,5,2,3,2,5,5,5,5,5,5,1,5,5,5,5,9,3,3,3,3,3,2,2,3,2,2,3,2,1,3,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,1,1,2,13,0,0,2,0,0,7,5,5,0,1,0,0,0,0,15,0,0,0,1,0,1,0,5,0,84,3,6,5,5,5,5,5,5,5,5,9,9,9,9,1,2,1,1951,5,1,1,1,30,3,2,14000,5,30,1997,5,0,15,29700,32400,1,29700,30600,3,30600,31200,5,31200,31500,2,31500,32100,4,32100,32700,41400,1,10,42300,44400,99,99999,99999,0,0,0,0,0,0,0,0,0,44400,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,4220,4,5,27,1997,1,3,7.5,8,8,1,15,1,8,3,3,3,3,1,5,2,2,2,5,5,5,5,5,5,1,5,5,5,5,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,13,0,0,2,0,0,7,5,5,0,1,0,0,0,0,15,0,0,0,1,0,1,0,5,0,84,3,6,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1951,5,1,1,1,30,3,2,14000,5,27,1997,3,0,15,28800,32400,1,29700,30300,3,30300,31200,5,31200,31500,2,31500,32100,4,32100,32400,41400,1,1,42000,42900,10,42900,44100,10,44100,53100,10,53100,54900,5,54900,56400,56700,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5796,3,10,22,1997,1,5,40,3,3,2,10,1,2,2,1,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,5,5,0,1,9,1,0,0,0,0,0,2,0,0,0,0,5,0,42,7,6,5,5,5,5,5,5,5,5,9,9,1,1,9,2,2,1970,5,5,1,1,47.5,4,3,8999,10,22,1997,3,0,10,24000,23400,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,63000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1525,3,10,3,1997,1,5,40,1,60,3,14,3,3,3,3,8,3,3,5,1,2,1,5,5,5,5,5,5,5,5,1,1,1,9,2,3,2,3,2,2,2,3,2,3,2,2,3,2,2,3,2,2,2,2,2,3,1,1,1,2,2,3,2,2,2,0,5,4,13,0,0,1,0,0,2,1,5,0,1,0,0,0,0,0,5,9,1,0,0,0,0,1,5,12,3,6,1,1,9,9,9,9,9,5,5,5,5,1,1,2,1,1974,5,5,5,5,50,4,5,13000,10,3,1997,5,0,45,25200,32400,10,25200,26100,10,26100,27900,9,27900,32100,0,0,0,0,0,0,54000,1,10,54000,55800,10,55800,57600,0,0,0,0,0,0,0,0,0,57600,1,7,64800,66600,0,0,0,0,0,0,0,0,0,0,0,0,1
3,516,3,5,20,1997,5,5,6,9,9,3,7,3,3,9,3,3,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,1,5,0,1,0,0,7,0,0,0,0,1,0,0,1,0,9,9,9,9,3,5,5,9,9,9,9,9,5,9,1,9,9,9,2,1,1949,9,5,1,1,40,2,2,12000,99,99,9999,2,0,30,28800,27000,1,28800,30600,0,0,0,0,0,0,0,0,0,0,0,0,54000,9,99,99999,99999,0,0,0,0,0,0,0,0,0,0,0,0,54900,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,4134,4,99,99,9999,1,2,8,9,36,0,17,2,2,3,3,3,3,3,5,2,2,2,5,5,5,5,5,5,1,5,5,5,5,9,3,3,3,3,3,2,3,2,3,3,2,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,5,3,15,0,1,1,0,0,7,1,5,0,1,0,0,0,0,5,12,0,0,2,0,0,0,1,1,84,3,3,5,5,5,5,5,5,5,5,5,1,5,1,5,2,1,1949,5,1,1,1,16,1,3,3997,5,13,1997,2,0,6,31500,32400,1,31560,33300,3,33300,33720,10,33720,33960,5,33960,34200,10,34200,99999,48600,1,1,48900,49800,8,49800,52500,99,99999,99999,0,0,0,0,0,0,52800,1,7,61200,63000,0,0,0,0,0,0,0,0,0,0,0,0,1
