EMSTRL97,EMSTID97,EMSTSN97,Q9A1M,Q9A1D,Q9A1Y,Q9A2,Q9A3,Q9A4,Q9A5A,Q9A5B,Q9A5C,Q9A5D,Q9A5E,Q9A5F,Q9A5G,Q9A5H,Q9A6A,Q9A6B,Q9A6C,Q9A6D,Q9A6E,Q9A6F,Q9A6G,Q9A6H,Q9A6I,Q9A6J,Q9A6K,Q9A6L,Q9A6M,Q9A6N,Q9A6O,Q9A6P,Q9A6Q,Q9A6R,Q9A6S,Q9A6T,Q9A6U,Q9A6V,Q9A6W,Q9A6X,Q9A6Y,Q9A6Z,Q9A6AA,Q9A6BB,Q9A6CC,Q9A6DD,Q9A6EE,Q9A6FF,Q9A6GG,Q9A6HH,Q9A6II,Q9A7,Q9A8,Q9A9,Q9A10,Q9A11,Q9A11AA,Q9A11AB,Q9A11AC,Q9A11AD,Q9A11AE,Q9A11AF,Q9A11AG,Q9A11AH,Q9A11AI,Q9A11AJ,Q9A11AK,Q9A11AL,Q9A11AM,Q9A11AN,Q9A12,Q9A13,Q9A14,Q9A15,Q9A16,Q9A17,Q9A18,Q9A19,Q9A19B,Q9A20A,Q9A20B,Q9A20C,Q9A20D,Q9A20E,Q9A20F,Q9A20G,Q9A20H,Q9A20I,Q9A20J,Q9A20K,Q9A21,Q9A22,Q9A23A,Q9A23B,Q9A23C,Q9A23D,Q9A23E,Q9A23F,Q9A23G,Q9A23H,Q9A24,Q9A24A,Q9A25A,Q9A25B,Q9A25C,Q9A25D,Q9A25E,Q9A25F,Q9A25G,Q9A26,Q9A26A,Q9A27,Q9A27A,Q9A27B,Q9A27C,Q9A27D,Q9A27E,Q9A28,Q9A29,Q9A29B,Q9A29C,Q9A29DH,Q9A29DM,Q9A29E,Q9A30,Q9A30A,Q9A30B,Q9A30C,Q9A30D,Q9A30E,Q9A31,Q9A32,Q9A32B,Q9A32C,Q9A32DH,Q9A32DM,Q9A32E,Q9B1,Q9B2A,Q9B2B,Q9B2C,Q9B2D,Q9B2E,Q9B3A,Q9B3B,Q9B3C,Q9B3D,Q9B3E,Q9B3F,Q9B4,Q9B5,Q9B5A,Q9B6,Q9B7,Q9B7A,Q9B8,Q9B9,Q9B10,Q9B11A,Q9B11B,Q9B11C,Q9B11D,Q9B11E,Q9B11F,Q9B11G,Q9B11H,Q9B11I,Q9B11J,Q9B11K,Q9B12,Q9B13A,Q9B13B,Q9B13C,Q9B13D,Q9C1,Q9C2Y,Q9C2M,Q9C3,Q9C4A,Q9C4B,Q9C4C,Q9C4D,Q9C4E,Q9C4F,Q9C4G,Q9C5,Q9C6,Q9C7,Q9C8,Q9C9,Q9C10,Q9C11,Q9C12,Q9C12A,Q9C13A,Q9C13B,Q9C13C,Q9C14,Q9C15,Q9C16A,Q9C16B,Q9C16C,Q9C17A,Q9C17B,Q9C17C,Q9D1M,Q9D1D,Q9D1Y,Q9D2,Q9D3H,Q9D3M,Q9D4,Q9D5,Q9D6_1,Q9D6_1B,Q9D6_1E,Q9D6_2,Q9D6_2B,Q9D6_2E,Q9D6_3,Q9D6_3B,Q9D6_3E,Q9D6_4,Q9D6_4B,Q9D6_4E,Q9D6_5,Q9D6_5B,Q9D6_5E,Q9D7,Q9D8,Q9D9_1,Q9D9_1B,Q9D9_1E,Q9D9_2,Q9D9_2B,Q9D9_2E,Q9D9_3,Q9D9_3B,Q9D9_3E,Q9D9_4,Q9D9_4B,Q9D9_4E,Q9D9_5,Q9D9_5B,Q9D9_5E,Q9D10,Q9D11,Q9D12_1,Q9D12_1B,Q9D12_1E,Q9D12_2,Q9D12_2B,Q9D12_2E,Q9D12_3,Q9D12_3B,Q9D12_3E,Q9D12_4,Q9D12_4B,Q9D12_4E,Q9D13
3,3826,3,12,16,1997,11,1,1,3,3,9,9,2,2,3,9,3,3,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,9,5,5,8,0,5,5,5,5,5,5,5,5,5,5,9,0,0,1,1,1,9,1,1,1,1,5,0,9,9,9,9,9,9,9,6,4,1,0,0,0,0,0,1,5,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,23,6,0,0,0,0,99,99,99,99,99,9,99,5,0,2,5,0,4,5,2,1,2,3,2,3,2,3,1,1,4,4,2,2,2,2,2,7,21,4,7,5,1,1,5,5,5,1,2,1,2,1948,5,5,4,5,0,5,5,5,45000,1,1,1,1,2,5,2,12,16,1997,2,0,35,28800,27000,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51900,1,9,53100,58500,0,0,0,0,0,0,0,0,0,0,0,0,59400,5,0,0,0,0,0,0,0,0,0,0,0,0,5
3,617,2,99,99,9999,5,1,1,3,2,2,3,2,1,3,1,2,3,3,3,3,3,1,2,3,2,2,2,1,3,3,3,2,3,3,2,2,3,3,3,3,2,3,2,2,3,3,1,1,3,2,3,3,3,2,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,3,3,5,5,1,1,9,9,1,9,9,9,1,9,9,9,9,0,2,2,1,2,1,1,1,1,1,1,1,2,2,3,1,1,1,1,2,2,1,0,0,0,0,0,1,5,0,0,0,0,0,2,1,2,1,3,2,5,0,0,0,0,0,0,20,2,0,1,0,1,8,10,1,1,0,0,2,5,0,4,5,0,4,1,1,1,1,1,2,1,1,1,1,1,1,3,5,2,3,2,2,4,3,3,6,5,1,1,5,5,5,5,2,1,2,1950,5,2,2,1,3,1,1,1,26000,5,1,1,1,2,5,4,11,17,1997,1,0,5,27000,27900,2,27000,27300,10,27300,27600,3,27600,28200,0,0,0,0,0,0,52500,1,1,52500,54000,5,54000,54600,2,54600,55800,3,55800,56400,0,0,0,56400,1,2,70200,72600,6,73800,75600,0,0,0,0,0,0,1
3,5055,4,10,13,1997,8,1,1,3,3,3,2,2,4,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,2,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,0,2,1,1,2,1,1,1,1,5,0,1,1,1,1,1,1,1,4,5,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,28,1,0,0,0,0,25,0,3,0,0,0,6,5,0,2,5,0,1,5,3,2,3,3,2,3,3,3,1,2,3,3,2,1,1,2,1,6,10,7,7,1,1,5,5,5,5,5,2,1,1,1957,5,4,4,1,5,5,5,1,52000,1,1,1,1,2,4,2,10,13,1997,1,0,30,26700,30600,2,27000,27600,3,27600,28800,7,28800,29700,10,29700,30300,0,0,0,55500,1,9,55500,55800,1,56400,57000,3,57000,58500,6,58500,61200,0,0,0,61200,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3656,3,5,20,1997,6,1,2,4,3,3,3,3,4,3,3,3,3,2,3,2,3,2,3,3,3,3,3,2,2,3,3,1,3,3,3,3,3,3,3,2,2,3,3,3,1,3,3,3,3,3,2,2,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,2,2,5,5,8,0,5,5,5,5,5,5,5,5,5,5,5,0,0,1,1,2,1,1,1,1,8,5,0,1,1,1,1,1,1,1,2,6,1,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,27,1,0,0,0,0,15,1,10,1,0,0,9,5,0,2,5,0,0,5,5,1,1,4,1,1,1,9,1,1,1,1,5,2,2,2,2,4,6,10,6,5,1,5,5,5,5,5,2,1,2,1927,1,1,1,1,5,9,9,1,28000,6,1,1,1,2,9,5,5,19,1997,1,0,10,24780,29400,10,25200,25620,2,25620,28800,3,28800,29400,0,0,0,0,0,0,52200,1,10,52200,54000,10,54000,56400,0,0,0,0,0,0,0,0,0,56700,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3,5558,3,99,99,9999,2,1,3,4,4,5,4,4,3,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,8,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,99,99,2,8,3,1,1,8,1,1,5,0,2,1,1,1,1,1,1,1,0,2,5,5,3,1,1,1,5,0,0,0,0,0,2,5,5,1,1,1,1,5,0,0,0,0,0,13,1,0,0,1,0,10,0,2,1,0,0,2,5,0,3,5,0,3,1,1,1,1,8,4,1,2,2,1,1,1,2,4,2,3,3,2,2,2,4,7,1,1,5,5,5,5,5,2,1,2,1949,5,3,3,1,4,5,1,5,32000,5,4,4,4,1,3,5,11,20,1997,4,0,10,25200,30900,1,25200,25800,2,25800,26400,3,26400,27300,1,27300,27600,10,27600,30900,99999,1,10,55800,56100,2,56100,56400,9,56400,58200,1,58200,59400,10,59400,63900,63900,1,7,68400,69600,1,69600,70200,7,70200,73800,7,73800,80100,1
3,1997,5,3,25,1997,8,1,2,4,3,4,4,4,3,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,9,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,2,5,9,5,0,5,5,5,5,5,5,1,5,5,5,5,0,2,2,8,1,9,1,1,1,8,5,0,1,9,9,9,1,1,9,4,4,1,0,0,0,0,0,1,1,1,1,0,20,5,1,0,0,0,0,0,1,1,1,1,0,20,5,26,1,0,0,0,0,24,1,1,0,0,0,3,5,0,2,5,0,0,1,3,1,3,1,1,2,3,3,1,1,1,1,4,1,1,2,2,7,2,8,7,1,1,1,5,5,5,1,1,1,2,1946,5,3,1,5,0,5,5,1,99999,1,1,1,1,2,4,3,3,24,1997,1,0,20,29100,30300,1,29100,29400,3,29400,30000,5,30000,30300,0,0,0,0,0,0,53100,1,6,53400,54000,7,54000,54900,3,54900,55500,10,55500,57600,0,0,0,57600,1,2,68400,70200,0,0,0,0,0,0,0,0,0,1
3,4764,2,5,18,1997,6,1,3,3,3,3,3,3,3,3,3,2,2,1,2,2,1,2,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,1,1,2,2,2,2,2,2,3,3,3,2,2,3,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,3,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,1,2,1,2,2,1,1,1,1,5,0,2,2,3,2,2,2,1,2,5,1,0,0,0,0,0,1,1,1,1,1,0,5,1,0,0,0,0,0,1,1,1,1,0,15,5,27,1,4,0,1,0,26,1,0,0,0,0,6,5,0,9,5,0,3,5,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,2,2,5,12,0,6,9,1,9,9,9,9,9,2,1,2,1951,5,1,1,1,2,9,9,1,20000,5,1,1,1,1,4,4,5,12,1997,1,0,10,27000,28800,9,27000,27600,1,27600,27900,3,27900,28200,5,28200,28500,10,28500,28800,51300,1,9,51300,52200,4,52200,53100,5,53100,53700,1,53700,54000,0,0,0,54000,1,1,68400,70200,2,70200,73800,7,73800,75600,0,0,0,1
3,1261,6,10,99,1997,10,1,1,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,5,5,5,0,5,5,5,5,5,1,1,5,5,1,9,0,0,2,1,2,2,1,1,1,8,5,0,1,1,1,1,1,1,1,4,4,2,1,2,1,1,1,1,1,1,1,0,25,5,2,1,2,1,1,7,5,0,0,0,0,0,0,20,5,4,0,0,0,20,0,0,0,0,0,0,1,9,1,5,0,2,5,2,1,4,1,1,1,1,1,1,1,1,2,3,1,1,1,1,6,13,0,6,5,5,5,5,5,5,5,2,1,2,1942,5,2,4,1,2,5,1,1,25054,7,1,1,5,1,5,1,10,10,1997,9,0,15,28800,30300,5,28800,29400,10,29400,30000,2,30000,30300,10,30300,30600,10,30600,99999,54000,1,5,54300,54900,9,54900,60300,2,60300,61200,0,0,0,0,0,0,61200,1,2,67500,72000,1,79200,81000,2,81000,82800,0,0,0,1
3,4543,6,5,12,1997,4,1,2,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,1,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,2,2,1,3,3,2,1,3,3,5,0,1,1,1,1,1,1,1,1,0,2,9,99,9,0,9,1,1,1,1,0,45,1,1,0,0,0,0,0,9,0,0,0,0,0,0,15,1,0,0,0,0,14,1,0,0,0,0,0,5,0,9,1,2,1,5,5,1,1,1,1,1,1,4,1,1,1,1,5,1,1,1,2,2,0,11,6,5,5,5,5,5,5,1,2,1,2,1968,5,4,3,5,0,5,5,1,10000,2,1,4,1,2,4,1,5,14,1997,3,0,30,27600,29400,10,27600,29400,0,0,0,0,0,0,0,0,0,0,0,0,54000,1,4,54000,55200,5,54000,55800,1,55800,56700,0,0,0,0,0,0,57600,1,7,57600,61200,0,0,0,0,0,0,0,0,0,1
3,4901,5,5,15,1997,10,1,1,3,2,3,3,3,3,3,3,3,3,1,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,3,1,1,3,3,3,1,1,3,3,3,3,2,2,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,3,8,8,5,8,0,5,8,8,8,8,8,8,8,8,8,8,0,2,1,8,1,1,1,8,1,8,8,0,8,9,9,9,1,1,9,7,4,1,0,0,0,0,0,1,1,1,1,0,30,5,1,0,0,0,0,0,9,0,0,0,0,0,0,35,7,0,0,0,0,26,4,5,0,0,0,3,5,0,3,5,0,1,5,4,2,4,1,1,1,1,3,1,2,4,4,5,1,1,1,1,3,3,0,6,5,5,1,1,5,5,5,2,1,2,1969,5,3,3,1,5,1,1,1,23000,1,1,1,1,2,5,5,99,99,9999,9,9,99,99999,99999,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,0,0,0,0,0,0,0,0,0,0,0,0,9
3,3054,4,4,25,1997,9,1,3,4,4,9,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,8,2,3,3,3,3,3,2,2,9,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,8,8,9,9,0,5,5,5,5,5,5,5,5,5,5,9,0,0,2,8,8,2,1,8,1,8,5,0,1,1,1,1,1,1,1,5,6,1,0,0,0,0,0,1,1,1,1,0,10,5,1,0,0,0,0,0,5,0,0,0,0,0,0,999,1,0,0,0,0,21,2,0,3,1,0,1,5,0,2,5,0,0,1,4,1,9,4,1,4,1,1,1,1,4,4,2,1,1,1,2,7,21,0,7,5,1,1,5,5,5,5,2,1,2,1946,5,3,1,5,0,1,1,1,42000,1,1,1,1,2,9,1,4,25,1997,5,0,8,27000,28800,1,27000,27300,3,27300,27600,10,27600,28800,0,0,0,0,0,0,52320,1,1,52320,52680,3,52680,53100,6,53100,57600,10,57600,66600,0,0,0,66600,5,0,0,0,0,0,0,0,0,0,0,0,0,5
3,5063,4,5,17,1997,8,1,3,3,4,3,4,5,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,6,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,5,5,5,1,2,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,1,2,8,2,2,8,8,8,3,5,0,1,1,1,1,1,1,1,3,4,1,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,20,5,22,1,0,0,0,0,1,99,99,99,99,9,2,5,0,2,5,0,1,1,2,1,1,1,1,1,2,2,1,1,2,4,4,2,2,2,3,6,16,7,7,5,1,1,1,5,5,5,2,1,1,1958,1,2,2,1,5,1,1,1,32000,5,1,2,1,1,5,2,5,14,1997,3,0,10,27300,30900,2,27600,28500,5,28500,29100,1,29100,29400,3,29400,30000,9,30000,30900,54720,1,2,54720,55800,6,55800,56700,3,56700,58500,0,0,0,0,0,0,58500,1,2,68400,71100,1,71100,73200,6,75600,79200,0,0,0,1
3,2089,8,4,15,1997,6,1,2,5,5,3,4,4,3,4,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,3,3,5,5,5,0,5,5,5,5,5,5,1,5,5,5,1,1,1,2,2,3,3,3,8,3,3,5,0,1,1,1,1,1,1,1,1,0,2,1,4,1,3,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,30,1,20,1,0,0,2,0,18,0,0,0,2,0,0,5,0,1,5,0,2,1,1,1,1,1,1,1,3,3,1,1,1,2,4,1,1,1,1,6,7,7,7,5,1,1,1,5,5,5,2,1,2,1946,5,3,1,1,5,1,1,1,45000,4,4,4,3,3,1,5,4,15,1997,2,0,10,30600,33900,5,30600,31200,3,31200,32400,10,32400,32700,7,32700,33300,3,33300,33900,55500,1,5,55500,56100,1,56100,56700,10,56700,59400,0,0,0,0,0,0,59400,1,4,61500,61680,1,72000,73200,2,73200,75600,0,0,0,1
3,5063,5,5,14,1997,4,1,3,4,3,3,4,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,3,5,5,5,0,5,5,5,5,5,5,5,1,5,5,9,0,0,2,1,1,2,1,1,1,2,5,0,2,9,1,1,1,1,9,2,2,1,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,22,1,0,0,1,0,21,0,0,1,0,0,2,5,0,3,5,0,2,1,2,1,1,1,1,1,2,2,1,1,1,2,4,1,2,2,1,5,7,9,6,5,1,5,5,5,5,5,2,1,2,1965,5,1,1,1,4,5,5,1,32000,1,4,4,1,1,3,5,5,14,1997,3,0,8,27000,30600,5,27000,27600,3,27600,28500,4,28500,28800,1,28800,29700,10,29700,30600,54600,1,10,54720,55800,10,55800,56700,6,56700,57600,1,57600,59400,10,59400,61200,61200,1,4,70800,71400,3,71520,72600,2,72600,73500,1,73500,75600,1
3,4704,3,5,13,1997,2,1,3,4,4,4,4,4,4,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,0,2,1,3,3,2,1,3,3,5,0,1,1,1,1,1,1,1,1,0,2,5,3,1,1,1,1,5,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,13,1,0,0,0,0,12,0,0,1,0,0,0,5,0,2,5,0,0,5,5,1,4,4,1,1,1,9,1,1,1,1,4,2,2,2,1,5,11,0,6,9,1,9,9,9,9,9,2,1,2,1945,5,3,1,5,0,9,1,1,17175,5,2,3,1,2,9,3,5,16,1997,5,0,7,27600,31500,1,27600,28800,2,28800,29100,3,29100,29700,5,29700,30000,10,30000,31500,54000,1,3,54000,54900,5,54900,55200,3,55200,56700,0,0,0,0,0,0,56700,1,7,59400,61200,3,61200,64800,7,68400,70200,0,0,0,1
3,394,4,4,9,1997,8,1,3,5,5,4,4,4,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,2,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,2,5,5,5,0,5,5,5,5,8,5,8,5,5,5,5,0,0,2,8,2,2,2,8,2,3,5,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,5,1,0,0,0,0,0,1,1,1,1,0,45,5,15,1,0,0,0,0,15,0,0,0,0,0,2,5,0,1,5,0,1,5,3,1,2,2,1,2,2,3,1,1,3,3,5,1,1,1,1,1,0,8,6,5,5,5,5,5,5,5,2,1,2,1964,5,9,9,1,5,5,5,5,99999,1,1,1,1,2,5,5,4,9,1997,3,0,30,27900,30000,1,28200,28500,3,28500,29700,9,29700,30000,0,0,0,0,0,0,51600,1,9,51720,52500,1,52500,53400,6,53400,55200,3,55200,57600,0,0,0,57600,1,1,68400,73800,0,0,0,0,0,0,0,0,0,1
3,26,3,4,29,1997,4,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,2,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,1,0,2,1,2,2,2,1,2,2,5,0,1,1,1,1,1,1,1,1,0,3,1,99,9,0,1,1,1,1,1,0,15,5,9,0,0,0,0,0,1,1,1,1,0,15,1,23,1,0,0,1,0,23,0,0,0,0,0,1,1,5,7,5,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,9,9,9,7,15,0,7,5,1,5,5,5,5,5,2,9,9,9999,9,9,9,1,9,5,1,5,99999,6,4,4,1,1,3,4,4,29,1997,2,0,10,28500,30900,10,28800,30600,0,0,0,0,0,0,0,0,0,0,0,0,53100,1,10,53400,55800,8,55800,59400,0,0,0,0,0,0,0,0,0,59400,1,5,99999,99999,0,0,0,0,0,0,0,0,0,1
3,394,6,4,14,1997,2,1,2,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,5,5,5,0,5,5,1,5,5,5,5,5,5,5,1,0,0,2,8,3,2,1,9,3,2,5,0,9,1,1,1,1,1,1,3,4,1,0,0,0,0,0,1,1,1,1,0,10,1,1,0,0,0,0,0,1,1,1,1,0,10,1,12,1,0,0,1,0,11,1,0,0,0,0,0,5,0,2,5,0,0,5,5,1,2,4,1,2,2,4,1,1,1,1,2,1,1,3,2,6,2,8,6,1,1,5,5,1,5,5,2,1,2,1950,5,9,9,1,2,9,9,1,99999,5,4,1,2,2,4,2,4,16,1997,3,0,12,28620,29700,2,28620,28800,3,28800,29040,1,29100,29520,2,29520,29880,10,30000,99999,99999,1,9,52200,52680,1,52800,53400,8,53400,54300,3,54300,55500,1,55800,56400,57600,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1423,3,4,18,1997,6,1,2,3,3,2,3,2,2,3,2,1,2,3,3,3,2,3,2,3,3,3,2,2,3,3,3,3,2,1,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,3,8,5,8,0,5,5,5,5,5,5,5,5,5,5,9,0,0,3,8,3,3,3,8,3,3,1,1,1,1,1,1,1,1,1,6,1,2,5,3,1,3,1,1,5,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,7.5,5,24,1,0,1,1,0,23,0,0,1,0,0,4,5,0,3,5,0,1,1,2,1,2,2,4,2,2,3,1,2,4,4,4,1,1,1,1,5,1,8,6,5,1,5,5,5,5,5,2,1,2,1966,5,2,2,1,3,5,5,1,34000,1,3,4,1,2,4,2,4,18,1997,5,0,15,26400,99999,1,26400,26760,5,26760,27060,3,27060,27900,9,99999,99999,0,0,0,52200,1,5,52800,53400,4,53400,56700,0,0,0,0,0,0,0,0,0,56700,1,2,64800,65400,1,74220,75600,7,75600,78300,0,0,0,5
3,1697,3,4,2,1997,2,1,1,5,5,4,5,5,4,5,4,3,3,2,3,2,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,2,3,3,2,3,3,2,2,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,2,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,2,2,8,3,2,3,8,3,8,5,0,1,1,1,1,1,1,1,1,0,2,5,5,1,1,1,1,1,1,1,1,15,5,1,0,0,0,0,0,1,1,1,1,1,15,5,33,1,0,0,2,0,5,0,26,0,2,0,0,1,5,4,5,0,0,5,2,4,4,4,2,2,3,3,1,1,2,3,4,2,2,1,2,1,0,5,6,5,5,5,5,5,5,5,2,3,1,1975,5,2,5,1,3,5,5,1,29000,5,4,4,2,2,1,4,4,4,1997,5,0,13,27600,28800,2,27600,27900,3,27900,28500,4,28500,28800,0,0,0,0,0,0,42000,1,1,43200,43500,2,43500,45300,3,45300,46800,5,46800,47700,0,0,0,99999,1,2,61200,66600,6,68400,79200,0,0,0,0,0,0,5
3,3568,3,5,19,1997,6,1,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,2,5,5,5,0,5,5,5,5,5,5,5,5,5,5,1,2,2,8,8,3,3,3,8,3,3,1,2,1,1,1,1,1,1,1,2,6,1,0,0,0,0,0,1,1,1,1,0,30,1,1,0,0,0,0,0,1,1,1,1,0,15,1,20,1,3,0,0,0,16,3,0,1,0,0,0,5,0,1,5,0,2,5,2,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,7,0,5,6,1,1,1,5,5,5,5,2,1,2,1953,5,3,1,1,2,5,1,5,1300,1,2,3,5,2,3,5,5,19,1997,1,9,99,28800,30600,1,28800,29400,5,29700,30600,10,30600,32400,4,31500,32400,10,32400,33300,54000,1,1,54000,54600,2,54600,55800,5,55800,56700,0,0,0,0,0,0,55800,1,2,68400,70200,4,99999,99999,0,0,0,0,0,0,1
3,3568,4,99,99,9999,5,1,3,3,2,2,3,3,3,4,3,3,3,3,3,2,3,2,1,3,3,3,2,2,3,3,3,3,3,3,3,2,3,2,3,2,2,3,3,3,2,3,3,3,3,3,2,2,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,3,5,5,5,0,5,5,5,5,1,1,5,8,5,5,5,2,1,2,8,3,2,2,8,3,2,5,0,1,2,1,1,1,1,1,1,0,2,5,2,1,1,1,1,1,1,1,0,30,1,1,0,0,0,0,0,9,0,0,0,0,0,0,16,1,0,0,0,0,12,4,0,0,0,0,4,5,0,2,5,0,2,5,1,1,4,9,1,1,1,1,1,1,1,1,2,1,1,2,2,7,1,10,6,9,1,9,9,9,9,9,1,1,2,1943,5,1,1,5,0,9,1,9,13500,4,1,1,1,2,5,2,5,2,1997,5,0,10,28800,31800,3,29400,29400,8,29400,31200,1,31200,31800,7,31800,32400,0,0,0,54000,1,10,54000,54600,1,54600,55800,5,55800,57600,0,0,0,0,0,0,57600,1,2,72000,74700,1,75600,79200,0,0,0,0,0,0,1
