EMSTRL97,EMSTID97,EMSTSN97,Q9A1M,Q9A1D,Q9A1Y,Q9A2,Q9A3,Q9A4,Q9A5A,Q9A5B,Q9A5C,Q9A5D,Q9A5E,Q9A5F,Q9A5G,Q9A5H,Q9A6A,Q9A6B,Q9A6C,Q9A6D,Q9A6E,Q9A6F,Q9A6G,Q9A6H,Q9A6I,Q9A6J,Q9A6K,Q9A6L,Q9A6M,Q9A6N,Q9A6O,Q9A6P,Q9A6Q,Q9A6R,Q9A6S,Q9A6T,Q9A6U,Q9A6V,Q9A6W,Q9A6X,Q9A6Y,Q9A6Z,Q9A6AA,Q9A6BB,Q9A6CC,Q9A6DD,Q9A6EE,Q9A6FF,Q9A6GG,Q9A6HH,Q9A6II,Q9A7,Q9A8,Q9A9,Q9A10,Q9A11,Q9A11AA,Q9A11AB,Q9A11AC,Q9A11AD,Q9A11AE,Q9A11AF,Q9A11AG,Q9A11AH,Q9A11AI,Q9A11AJ,Q9A11AK,Q9A11AL,Q9A11AM,Q9A11AN,Q9A12,Q9A13,Q9A14,Q9A15,Q9A16,Q9A17,Q9A18,Q9A19,Q9A19B,Q9A20A,Q9A20B,Q9A20C,Q9A20D,Q9A20E,Q9A20F,Q9A20G,Q9A20H,Q9A20I,Q9A20J,Q9A20K,Q9A21,Q9A22,Q9A23A,Q9A23B,Q9A23C,Q9A23D,Q9A23E,Q9A23F,Q9A23G,Q9A23H,Q9A24,Q9A24A,Q9A25A,Q9A25B,Q9A25C,Q9A25D,Q9A25E,Q9A25F,Q9A25G,Q9A26,Q9A26A,Q9A27,Q9A27A,Q9A27B,Q9A27C,Q9A27D,Q9A27E,Q9A28,Q9A29,Q9A29B,Q9A29C,Q9A29DH,Q9A29DM,Q9A29E,Q9A30,Q9A30A,Q9A30B,Q9A30C,Q9A30D,Q9A30E,Q9A31,Q9A32,Q9A32B,Q9A32C,Q9A32DH,Q9A32DM,Q9A32E,Q9B1,Q9B2A,Q9B2B,Q9B2C,Q9B2D,Q9B2E,Q9B3A,Q9B3B,Q9B3C,Q9B3D,Q9B3E,Q9B3F,Q9B4,Q9B5,Q9B5A,Q9B6,Q9B7,Q9B7A,Q9B8,Q9B9,Q9B10,Q9B11A,Q9B11B,Q9B11C,Q9B11D,Q9B11E,Q9B11F,Q9B11G,Q9B11H,Q9B11I,Q9B11J,Q9B11K,Q9B12,Q9B13A,Q9B13B,Q9B13C,Q9B13D,Q9C1,Q9C2Y,Q9C2M,Q9C3,Q9C4A,Q9C4B,Q9C4C,Q9C4D,Q9C4E,Q9C4F,Q9C4G,Q9C5,Q9C6,Q9C7,Q9C8,Q9C9,Q9C10,Q9C11,Q9C12,Q9C12A,Q9C13A,Q9C13B,Q9C13C,Q9C14,Q9C15,Q9C16A,Q9C16B,Q9C16C,Q9C17A,Q9C17B,Q9C17C,Q9D1M,Q9D1D,Q9D1Y,Q9D2,Q9D3H,Q9D3M,Q9D4,Q9D5,Q9D6_1,Q9D6_1B,Q9D6_1E,Q9D6_2,Q9D6_2B,Q9D6_2E,Q9D6_3,Q9D6_3B,Q9D6_3E,Q9D6_4,Q9D6_4B,Q9D6_4E,Q9D6_5,Q9D6_5B,Q9D6_5E,Q9D7,Q9D8,Q9D9_1,Q9D9_1B,Q9D9_1E,Q9D9_2,Q9D9_2B,Q9D9_2E,Q9D9_3,Q9D9_3B,Q9D9_3E,Q9D9_4,Q9D9_4B,Q9D9_4E,Q9D9_5,Q9D9_5B,Q9D9_5E,Q9D10,Q9D11,Q9D12_1,Q9D12_1B,Q9D12_1E,Q9D12_2,Q9D12_2B,Q9D12_2E,Q9D12_3,Q9D12_3B,Q9D12_3E,Q9D12_4,Q9D12_4B,Q9D12_4E,Q9D13
3,4173,2,10,29,1997,11,1,1,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,8,5,8,0,5,5,5,5,5,5,5,5,5,5,9,0,0,1,1,1,2,1,1,1,8,5,0,1,1,1,1,1,1,1,7,4,9,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,16,1,0,0,0,0,16,0,0,0,0,0,0,5,0,9,1,2,0,5,9,1,1,1,1,2,2,3,1,1,4,4,9,1,1,1,2,3,4,3,6,5,1,5,5,5,5,5,2,1,2,1970,5,2,4,5,0,5,5,5,24500,7,1,1,1,2,3,5,99,99,9999,9,9,99,99999,99999,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,0,0,0,0,0,0,0,0,0,0,0,0,9
3,4173,4,11,7,1997,4,1,1,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,2,5,5,5,0,5,5,9,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,2,6,1,0,0,0,0,0,1,1,1,1,0,30,1,1,0,0,0,0,0,1,1,1,1,0,20,1,21,1,0,0,1,0,18,3,0,0,0,0,5,1,5,1,5,0,1,5,2,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,2,5,6,0,7,1,5,5,5,5,5,5,2,1,2,1957,5,2,1,5,0,1,1,1,99999,5,4,4,1,2,5,4,11,3,1997,1,0,12,26700,27900,10,26700,27300,2,27300,27900,7,27900,28200,10,28200,29100,0,0,0,51300,1,8,52200,54900,10,54900,55800,10,55800,56700,10,56700,58500,0,0,0,58800,1,1,68400,70200,2,70200,72000,4,72000,72900,0,0,0,1
3,210,4,12,17,1997,9,1,1,5,5,5,5,5,4,2,2,2,2,1,3,2,1,1,1,1,3,2,1,1,2,1,2,3,1,1,2,1,3,3,3,3,3,2,3,2,2,3,3,3,3,3,1,4,2,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,5,9,5,0,5,5,5,5,5,5,5,5,5,5,5,0,0,2,8,2,2,1,8,2,3,5,0,1,1,1,1,1,1,1,5,2,1,0,0,0,0,0,1,1,1,1,0,30,5,1,0,0,0,0,0,5,0,0,0,0,0,0,20,2,0,0,0,0,20,0,0,0,0,0,7,5,0,7,5,0,1,5,2,1,1,1,4,4,2,3,1,2,2,4,4,2,2,4,1,6,5,4,7,1,1,5,5,5,5,5,2,1,2,1952,5,2,2,5,0,1,1,1,55000,6,1,1,1,2,5,3,99,99,9999,9,9,99,99999,99999,2,26100,26700,1,26700,27600,5,27600,27900,0,0,0,0,0,0,51600,1,1,51900,52200,2,52200,53100,8,53100,57600,0,0,0,0,0,0,58500,1,2,73800,76500,0,0,0,0,0,0,0,0,0,1
3,210,5,6,24,1997,4,1,3,5,4,5,5,5,4,5,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,9,0,0,2,8,3,2,3,8,3,3,5,0,1,1,1,1,1,1,1,2,4,9,0,0,0,0,0,1,1,1,1,0,30,1,2,5,4,1,9,1,1,1,1,1,0,20,1,22,1,0,0,1,0,20,0,1,0,0,1,1,5,0,4,5,0,3,1,2,4,1,1,4,1,1,1,1,1,1,1,4,3,3,2,1,2,1,0,6,5,1,5,5,5,5,5,2,1,1,1973,1,2,2,1,2,5,5,5,31000,6,3,4,1,1,3,5,99,99,9999,4,1,0,27000,30600,1,27000,28200,5,28200,29100,2,29100,29700,3,29700,30600,0,0,0,55800,1,5,55800,56700,10,56700,57900,2,57900,58800,0,0,0,0,0,0,59400,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3,985,3,12,8,1997,4,1,1,3,4,3,4,4,2,4,3,3,3,3,2,3,3,2,2,3,2,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,2,3,2,2,2,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,2,5,5,5,0,5,5,5,5,5,5,5,5,5,5,9,0,1,2,1,1,2,2,1,2,8,5,0,1,1,1,1,1,1,1,2,4,2,5,5,1,2,1,1,5,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,8,98,1,21,1,0,0,1,0,17,0,0,0,0,4,0,5,0,3,5,0,2,1,2,1,1,1,4,1,1,1,1,1,1,1,4,3,2,2,2,4,4,4,6,5,1,5,5,5,5,5,2,1,2,1968,5,2,3,1,5,5,5,5,35000,1,2,2,1,1,1,4,12,9,1997,2,0,35,29100,32100,1,29100,30000,2,30000,31200,5,31200,31800,0,0,0,0,0,0,53400,1,2,99999,99999,3,99999,99999,0,0,0,0,0,0,0,0,0,59400,1,1,99999,99999,2,99999,99999,0,0,0,0,0,0,1
3,3446,4,11,26,1997,4,1,1,4,3,3,3,3,2,3,3,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,3,2,2,3,2,3,2,2,3,2,2,2,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,9,0,0,2,2,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,0,2,5,5,1,3,1,1,1,1,1,0,7.5,1,1,0,0,0,0,0,9,0,0,0,0,0,0,24,1,0,0,0,0,19,0,2,1,1,0,1,5,0,3,5,0,2,1,2,2,2,2,2,2,2,3,1,1,1,2,4,2,2,3,1,4,5,4,6,5,1,1,5,1,5,5,2,1,2,1967,5,5,4,1,5,5,5,1,25500,1,4,4,1,1,3,3,11,26,1997,3,0,35,28800,31500,2,29100,29700,1,29700,30300,4,30300,30420,5,30420,31080,4,31080,31320,54900,1,4,54900,55800,1,55800,56700,3,56700,58500,5,58500,59100,10,59100,62100,62400,1,7,70200,73800,0,0,0,0,0,0,0,0,0,1
3,4296,3,11,13,1997,2,1,1,3,3,3,3,3,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,99,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,2,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,0,9,8,2,2,9,9,9,9,5,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,23,1,0,0,0,0,23,0,0,0,0,0,0,5,0,3,5,0,2,1,9,4,4,4,4,1,2,2,1,1,2,2,4,2,2,2,1,7,2,3,7,5,1,5,5,5,5,1,2,1,2,1940,5,3,3,1,3,5,5,5,50103,5,4,4,4,1,3,3,11,17,1997,1,1,5,28800,32400,1,28800,29700,3,29700,30900,2,30900,31500,9,31500,32400,5,28800,32400,99999,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61200,1,7,72000,75600,6,75600,78300,0,0,0,0,0,0,1
3,5219,4,6,10,1997,8,1,4,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,0,3,2,3,3,3,1,3,3,5,0,1,1,1,1,1,1,1,4,2,2,1,4,5,0,7,1,1,1,1,0,45,5,2,1,4,5,0,7,5,0,0,0,0,0,0,18,1,0,0,0,0,10,4,1,3,0,0,0,5,0,1,5,0,2,1,2,2,2,2,2,1,2,2,1,1,1,1,4,2,2,2,2,7,9,0,7,5,1,1,5,5,5,5,2,1,2,1948,1,1,1,1,4,5,1,1,32000,1,4,5,1,2,4,5,99,99,9999,9,9,99,99999,99999,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,0,0,0,0,0,0,0,0,0,0,0,0,9
3,2843,4,10,30,1997,5,2,1,2,2,1,3,2,2,1,2,2,3,3,3,3,3,2,2,3,2,3,2,2,3,3,3,1,2,2,3,3,3,2,3,1,2,3,3,3,3,2,1,1,3,2,3,3,3,2,1,1,5,5,1,5,5,1,5,5,1,5,5,5,5,1,5,5,3,3,8,5,5,0,5,1,1,1,8,8,1,8,8,8,9,0,0,1,1,2,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,0,2,5,3,1,3,1,1,1,1,5,0,0,0,2,5,3,1,3,1,1,1,1,5,0,0,0,12,1,0,12,2,0,9,2,0,0,0,1,12,5,0,2,1,3,3,5,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,0,2,7,5,1,1,5,1,5,5,2,1,1,1965,5,3,4,1,5,5,5,5,30000,1,1,4,1,1,3,5,10,30,1997,4,0,30,27900,32100,10,28200,29400,10,29400,30000,10,30000,31200,2,31200,31500,0,0,0,52200,1,10,52200,53100,10,53100,56700,10,56700,57600,3,57600,61200,2,61200,63900,64800,1,9,0,0,0,0,0,0,0,0,0,0,0,5
3,3304,3,4,25,1997,7,1,3,3,1,1,2,2,1,3,1,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,2,3,3,1,1,2,3,3,2,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,3,3,9,5,9,0,5,5,5,5,5,5,8,5,5,8,1,0,0,2,8,1,2,1,8,2,2,9,0,8,8,8,8,1,1,1,2,3,9,0,0,0,0,0,1,1,1,1,0,30,5,2,5,4,5,0,1,1,1,1,1,0,15,5,31,1,0,0,0,1,26,1,3,0,1,0,3,5,0,4,5,0,0,5,5,2,4,3,3,1,2,4,2,2,2,3,9,1,1,1,2,4,3,8,6,5,1,1,1,5,5,5,1,1,2,1960,5,2,5,1,4,5,1,1,99999,1,1,1,1,2,3,4,4,24,1997,4,0,14,27300,29700,2,27420,28200,1,28200,28500,4,28500,29100,3,29100,29700,0,0,0,51900,1,4,52200,53100,10,53100,58800,0,0,0,0,0,0,0,0,0,58980,1,4,64500,64980,4,65100,66000,0,0,0,0,0,0,5
3,4650,2,6,4,1997,6,1,3,4,5,4,4,4,4,4,5,2,3,2,2,3,2,3,3,2,2,2,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,5,5,5,0,5,5,5,5,5,5,1,5,5,5,5,0,0,2,8,2,2,1,1,1,2,1,1,1,3,1,1,1,1,9,2,4,1,0,0,0,0,0,1,1,9,9,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,25,1,2,0,1,0,25,0,0,0,0,0,4,5,0,9,5,0,3,5,1,1,1,1,1,1,1,3,1,1,1,2,4,2,2,3,2,5,11,0,7,5,1,1,5,5,5,5,2,1,2,1948,5,1,1,1,3,5,5,1,36500,4,3,4,3,9,3,3,99,99,9999,2,0,10,27000,28200,1,27000,27240,5,27300,27900,3,27300,27900,3,27300,28200,10,28200,99999,52500,1,1,52800,53400,10,53400,55200,10,55200,56400,5,56400,57600,0,0,0,57600,1,5,66600,68400,7,68400,73800,1,73800,75600,0,0,0,1
3,4650,3,6,12,1997,4,1,3,4,3,3,3,3,2,4,3,2,3,3,2,2,2,2,3,2,2,1,2,2,3,2,3,2,2,2,2,3,2,3,3,1,2,2,3,2,3,2,3,2,3,2,2,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,2,5,5,5,0,5,5,5,5,5,5,5,5,5,5,9,0,6,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,4,2,5,3,1,2,1,1,5,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,23,1,0,0,2,0,22,0,1,0,0,0,4,5,0,3,5,0,1,5,1,1,1,1,2,2,1,1,1,1,2,2,4,1,2,2,2,7,21,6,6,5,1,5,5,5,5,5,2,1,2,1951,5,3,4,1,2,5,5,1,45500,1,4,4,4,1,4,5,6,9,1997,2,0,20,27000,28200,1,27000,27600,3,27600,28200,10,28200,28800,0,0,0,0,0,0,52200,1,4,52500,53100,5,53100,54600,10,54600,57600,0,0,0,0,0,0,57600,1,2,73800,75600,0,0,0,0,0,0,0,0,0,1
3,793,5,3,28,1997,6,1,2,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,0,2,8,3,2,2,9,2,2,5,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,18,1,0,0,0,0,18,0,0,0,0,0,1,5,0,2,5,0,1,5,4,1,1,1,1,2,2,2,1,1,2,2,4,1,2,2,2,5,13,7,6,5,1,1,5,5,5,5,2,1,2,1950,5,2,1,1,5,1,1,1,30000,7,1,1,1,1,4,3,3,19,1997,3,0,5,27000,30600,1,27000,27600,2,27600,28200,3,28200,30000,5,30000,30300,0,0,0,55500,1,10,55500,56100,6,56100,57600,7,57600,58500,3,58500,59400,0,0,0,59400,1,9,0,0,0,0,0,0,0,0,0,0,0,1
3,440,4,4,7,1997,2,3,3,4,4,4,5,5,3,5,5,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,1,2,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,2,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,0,2,1,3,9,9,9,9,9,5,0,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,1,5,0,0,5,5,1,4,1,1,1,4,4,1,1,2,1,1,2,2,3,1,1,0,7,6,5,5,5,5,5,5,5,2,1,2,1955,5,2,2,1,5,1,1,1,99999,1,5,4,5,1,2,5,4,7,1997,1,9,99,32400,32400,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41400,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,1,1,75600,77700,0,0,0,0,0,0,0,0,0,1
3,1343,2,10,13,1997,12,1,4,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,2,2,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,3,5,5,1,7,5,5,5,5,5,5,1,1,5,1,9,5,4.5,3,1,3,3,3,1,3,3,5,0,1,1,2,1,1,1,2,3,2,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,21,2,0,0,1,0,19,1,0,0,0,1,0,5,0,3,5,0,3,1,1,4,1,4,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,6,5,1,5,5,5,5,5,2,1,2,1950,5,1,4,1,3,1,5,1,19760,1,3,3,5,2,9,5,99,99,9999,9,9,99,99999,99999,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,0,0,0,0,0,0,0,0,0,0,0,0,9
3,3427,3,99,99,9999,6,1,3,4,4,4,4,4,4,5,3,2,3,2,3,3,1,2,3,2,2,3,2,2,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,0,2,1,3,2,2,1,2,3,5,0,1,1,1,1,1,1,1,3,5,2,1,3,1,2,1,5,0,0,0,0,0,0,2,1,3,1,2,1,5,0,0,0,0,0,0,31,1,0,0,0,0,25,0,6,0,0,0,0,5,0,1,5,0,1,5,3,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,7,6,9,6,5,1,1,1,5,5,5,2,1,2,1943,5,1,1,1,5,1,1,1,28000,5,1,1,5,2,5,2,5,5,1997,1,0,10,26100,28800,1,26100,27000,8,27000,28200,5,28200,28800,0,0,0,0,0,0,52500,1,1,53100,54000,10,54000,54600,0,0,0,0,0,0,0,0,0,54600,1,2,68400,70200,3,70200,72000,1,72000,73800,0,0,0,1
3,3427,4,5,19,1997,4,1,3,3,3,4,3,2,2,3,3,3,3,2,2,2,3,2,2,3,2,3,3,2,3,2,3,1,2,3,3,3,3,3,3,2,2,3,2,2,2,2,3,3,3,3,2,2,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,0,2,2,3,2,3,1,8,2,5,0,2,1,1,1,1,1,1,2,2,2,1,3,1,1,2,1,1,1,5,0,0,0,2,1,3,1,1,2,1,1,1,5,0,0,0,35,1,0,0,0,0,30,0,4,1,0,0,0,5,0,2,5,0,1,5,2,1,3,4,1,2,2,3,1,3,3,2,4,2,2,2,2,4,4,0,6,5,1,1,5,5,5,5,2,1,1,1969,5,4,4,1,3,5,1,1,21000,1,2,2,1,2,4,3,5,19,1997,1,0,17,27000,28800,8,27000,27900,5,27900,28200,1,28200,28500,9,28500,28800,0,0,0,52500,1,9,52500,54900,5,54900,57600,6,57600,61200,9,61200,63600,0,0,0,63900,1,2,72900,75600,0,0,0,0,0,0,0,0,0,1
3,2395,3,6,2,1997,9,1,3,4,4,4,4,4,4,4,4,3,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,2,3,2,2,9,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,9,5,5,5,0,8,8,8,8,8,8,8,8,8,8,8,0,0,2,8,8,2,1,8,1,2,5,0,3,3,2,3,3,3,3,5,4,2,1,2,1,1,2,1,1,1,1,0,30,5,9,0,0,0,0,0,5,0,0,0,0,0,0,15,1,0,0,0,0,99,99,99,99,99,9,0,5,0,3,1,1,99,1,4,1,1,4,1,9,1,1,1,1,9,9,4,4,2,3,2,6,17,0,7,5,1,1,1,5,5,1,2,1,2,9999,5,9,9,1,9,5,5,1,99999,1,9,9,9,2,5,2,99,99,9999,9,9,99,99999,99999,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,9,0,0,0,0,0,0,0,0,0,0,0,0,9
3,536,3,4,14,1997,7,1,3,3,3,3,9,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,2,3,3,3,3,3,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,0,2,8,2,2,1,2,1,2,5,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,15,5,1,0,0,0,0,0,1,1,1,1,0,15,5,20,1,0,0,0,0,18,0,0,2,0,0,0,5,0,2,5,0,0,5,2,1,1,1,1,1,1,1,1,1,1,1,5,2,2,2,1,7,5,7,7,1,5,1,5,5,5,5,2,1,2,1948,5,2,2,5,0,5,1,1,45000,6,1,1,1,2,4,3,4,15,1997,2,0,15,28500,30300,1,28500,29400,2,29400,29700,3,29700,30000,5,30000,30240,9,30240,30480,53100,1,9,52800,53400,2,53400,53700,8,53700,55800,6,55800,56700,7,56700,57600,57600,1,2,70200,70920,1,70920,72000,4,72000,72480,7,72480,73800,5
3,536,4,4,14,1997,5,1,2,5,4,3,5,4,3,4,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,1,0,0,2,8,2,2,1,8,3,1,5,0,1,1,1,1,1,1,1,2,6,1,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,10,5,22,1,0,0,1,0,21,0,0,1,0,0,3,5,0,2,5,0,1,5,4,1,1,4,1,1,2,3,1,1,1,4,4,1,2,2,2,8,27,7,6,5,1,1,5,5,5,5,2,1,1,1945,5,2,1,5,0,5,5,1,63000,1,1,1,1,2,3,3,4,14,1997,1,0,7,26400,30300,2,26400,28200,5,28200,28800,3,28800,29700,9,29700,30300,0,0,0,52800,1,2,52800,54000,5,54000,54300,10,54300,55800,1,55800,56700,0,0,0,57000,1,9,0,0,0,0,0,0,0,0,0,0,0,5
3,2395,4,5,17,1997,5,1,3,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,5,5,5,0,5,5,5,5,5,5,1,5,5,1,5,0,0,2,1,2,2,1,1,2,2,5,0,1,1,1,1,1,1,1,2,6,1,0,0,0,0,0,1,1,1,1,0,20,5,1,0,0,0,0,0,1,1,1,1,0,10,5,21,1,0,0,1,0,18,2,0,0,0,1,0,5,0,3,5,0,1,5,4,1,1,4,1,2,3,3,1,1,1,3,5,3,2,4,1,6,16,0,6,5,1,5,5,5,5,5,2,1,2,1943,5,2,3,1,3,1,1,1,55000,1,1,2,1,2,5,2,5,15,1997,4,0,6,29400,31200,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,1,1,54000,54600,2,54600,55200,3,55200,55800,5,55800,56100,6,56100,59400,60300,1,2,73800,75600,5,75600,79200,0,0,0,0,0,0,1
3,5539,4,11,3,1997,8,1,1,5,5,4,4,4,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,5,5,5,0,5,5,5,5,5,5,5,5,5,5,9,0,0,2,8,3,2,1,1,8,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,30,5,1,0,0,0,0,0,1,1,1,1,0,30,5,20,1,0,0,1,0,18,2,0,0,0,0,2,5,0,1,5,0,3,1,2,1,1,1,1,1,1,1,1,1,1,4,4,1,2,1,1,3,1,3,6,5,1,5,5,5,5,5,2,1,2,1971,5,2,2,1,3,5,5,1,23000,5,3,1,1,2,3,3,11,3,1997,1,0,20,27000,29700,1,27000,27600,2,27600,28200,3,28200,28800,5,28800,29400,0,0,0,54600,1,2,54900,55800,5,55800,56700,1,56700,57900,0,0,0,0,0,0,57900,1,2,66600,68400,0,0,0,0,0,0,0,0,0,1
