ID_2001,SN_2001,weekly_avg_hrs_cat_3901,weekly_avg_hrs_cat_3902,weekly_avg_hrs_cat_3903,weekly_avg_hrs_cat_3904,weekly_avg_hrs_cat_3905,weekly_avg_hrs_cat_3906,weekly_avg_hrs_cat_3907,weekly_avg_hrs_cat_3908,weekly_avg_hrs_cat_3909,weekly_avg_hrs_cat_3910,weekly_avg_hrs_cat_3911,weekly_avg_hrs_cat_3912,weekly_avg_hrs_cat_3913,weekly_avg_hrs_cat_3914,weekly_avg_hrs_cat_3915,weekly_avg_hrs_cat_3916,weekly_avg_hrs_cat_3917,weekly_avg_hrs_cat_3918,weekly_avg_hrs_cat_3919,weekly_avg_hrs_cat_3920,weekly_avg_hrs_cat_3921,weekly_avg_hrs_cat_3922,weekly_avg_hrs_cat_3923,weekly_avg_hrs_cat_3924,weekly_avg_hrs_cat_3925,weekly_avg_hrs_cat_3926,weekly_avg_hrs_cat_3927,weekly_avg_hrs_cat_3928,weekly_avg_hrs_cat_3929,weekly_avg_hrs_cat_3930,weekly_avg_hrs_cat_3931,weekly_avg_hrs_cat_3932,weekly_avg_hrs_cat_3933,weekly_avg_hrs_cat_3934,weekly_avg_hrs_cat_3935,weekly_avg_hrs_cat_3936,weekly_avg_hrs_cat_3937,weekly_avg_hrs_cat_3938,weekly_avg_hrs_cat_3939,parent_interactive_skill_hrs_wk
1508,3,0.0,0.0,0.0,0.0,0.0,0.0,3.8333333333333335,0.6666666666666666,93.75,0.0,0.0,0.0,49.833333333333336,0.0,5.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.083333333333334,0.0,1.6666666666666667
1509,2,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,83.96666666666667,0.0,0.7,0.0,49.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.833333333333334,7.5,0.0,0.0
1509,3,0.0,2.0,0.0,0.0,0.0,0.0,1.8333333333333333,0.3333333333333333,79.5,0.0,0.6666666666666666,10.0,43.75,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,8.5,8.666666666666666,3.75,0.0
1515,2,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,93.5,0.0,0.0,0.0,40.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,12.066666666666666,4.266666666666667,0.0,0.0,0.0,1.6666666666666667,0.0,7.333333333333333,3.1666666666666665,0.0,0.0
1523,3,0.0,0.0,0.0,1.5833333333333333,0.0,0.0,0.16666666666666666,1.0,85.25,0.0,0.0,0.0,38.583333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.25,5.0,0.0,0.0,0.0,2.5,0.0,17.083333333333332,15.25,0.0,3.75
1525,3,0.0,4.416666666666667,0.8333333333333334,2.3333333333333335,0.0,0.0,0.0,0.0,80.5,0.0,0.6666666666666666,0.0,48.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,1.6666666666666667,7.0,19.5,0.0,0.0
1525,5,0.0,8.583333333333334,0.0,0.0,0.0,0.0,1.5,2.0,90.1,0.3333333333333333,0.0,2.9166666666666665,49.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0
1530,3,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,3.2333333333333334,1.5333333333333334,96.66666666666667,0.0,0.0,3.0,56.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.166666666666667,0.0,0.0
1534,3,0.0,8.5,4.333333333333333,0.0,0.0,0.0,7.5,5.0,105.25,0.0,0.0,3.0,7.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.416666666666667,4.5,0.0,3.0
1543,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,74.98333333333333,0.0,0.0,4.0,40.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.85,10.85,7.05,0.0,0.0
1543,4,0.0,0.5,0.0,1.0,0.0,0.0,4.5,1.5,76.66666666666667,0.0,0.0,0.0,39.166666666666664,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,25.166666666666668,0.0,0.0
1548,5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,73.25,0.0,0.0,5.0,59.166666666666664,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,5.583333333333333,0.0
1548,7,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,61.666666666666664,0.0,0.0,7.0,58.833333333333336,0.0,2.1666666666666665,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.166666666666668,0.0,0.0
1556,3,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,2.5,14.083333333333334,77.0,0.0,2.5,6.25,36.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.166666666666666,0.0,0.0,0.0,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,14.0,0.0,0.0
1563,3,0.0,2.25,0.0,0.8333333333333334,0.0,0.0,1.3333333333333333,0.6666666666666666,80.41666666666667,0.0,0.0,0.0,49.583333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,29.25,0.0,2.0
1563,4,0.0,1.25,0.0,0.4166666666666667,0.0,0.0,1.3333333333333333,0.6666666666666666,81.41666666666667,0.0,0.0,0.0,41.25,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.583333333333334,21.083333333333332,0.0,0.0
1564,5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,1.5,72.91666666666667,0.0,1.25,5.75,37.916666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,10.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666667,6.5,0.0,0.0
1600,3,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,74.5,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,18.916666666666668,0.0,3.5,0.0,1.5,1.4166666666666667,0.0,0.0,0.0,0.0,0.0,34.0,2.5,0.0,0.0
1600,4,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,78.16666666666667,0.0,1.5,0.0,27.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,20.333333333333332,0.0,3.5,0.0,5.25,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,19.5,5.0,0.0,1.6666666666666667
1602,4,57.25,0.0,0.0,0.5,0.0,0.0,13.5,2.0,83.0,0.0,5.916666666666667,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0
1604,3,0.0,0.0,0.0,0.0,4.833333333333333,0.0,0.0,0.0,88.25,0.0,0.0,0.0,52.916666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.166666666666666,0.6666666666666666,0.0
1605,4,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,95.91666666666667,0.0,0.0,0.0,40.0,0.0,8.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0
1605,5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,93.75,0.0,0.0,0.0,39.583333333333336,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,0.0
1615,6,0.0,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,75.66666666666667,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.25,9.666666666666666,0.0,0.0
1617,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,39.5,0.0,0.0
1617,3,0.0,1.25,0.0,0.0,0.0,0.0,10.233333333333333,0.7666666666666667,77.91666666666667,0.0,2.5,16.416666666666668,42.916666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1621,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.91666666666667,0.0,0.0,0.0,55.416666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,22.0,0.0,2.6666666666666665
1621,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.25,0.0,0.0,0.0,55.416666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.333333333333334,19.0,0.0,0.0
1622,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.58333333333333,0.0,0.0,0.0,59.583333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,10.333333333333334,0.0,2.0
1627,3,0.0,1.0,0.0,0.5,0.0,0.0,6.083333333333333,2.5,77.33333333333333,0.0,4.333333333333333,12.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,3.3333333333333335,3.3333333333333335,10.75,0.0,0.0
1627,4,0.0,0.0,0.0,0.0,0.0,0.0,2.7333333333333334,0.9333333333333333,85.83333333333333,0.0,9.0,0.0,34.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,20.0,0.0,4.666666666666667
1633,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.25,0.0,0.0,0.0,39.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.916666666666668,13.666666666666666,0.0,3.3333333333333335
1636,3,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666666,1.5,80.75,0.0,5.0,14.0,39.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,12.416666666666666,0.0,0.0
1636,4,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,2.8333333333333335,93.75,0.0,5.666666666666667,4.0,48.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,7.166666666666667,0.0,4.5
1637,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.75,0.0,0.0,0.0,44.583333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.433333333333334,16.966666666666665,3.7666666666666666,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0
1640,5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,1.9166666666666667,76.08333333333333,0.0,1.6666666666666667,2.9166666666666665,37.916666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,11.0,26.666666666666668,0.0,0.0
1645,3,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,84.63333333333334,0.0,0.0,0.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,7.666666666666667,0.0,2.0
1646,5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,76.58333333333333,0.0,1.0,0.0,50.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,31.75,0.0,0.0
1653,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.75,0.0,0.3333333333333333,0.6666666666666666,52.083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1666666666666665,21.333333333333332,0.0,0.0
1654,3,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,12.0,44.916666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.583333333333336,0.0,0.0
1663,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,82.8,0.0,6.8,0.0,42.083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.233333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333333334,1.6666666666666667,13.833333333333334,0.0,0.0
1664,3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,110.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0
1667,3,0.0,0.3333333333333333,0.16666666666666666,1.0,0.0,0.0,0.0,2.0,98.53333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,20.166666666666668,23.466666666666665,0.0,0.0
1680,4,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,69.91666666666667,0.0,0.0,0.0,38.333333333333336,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,8.166666666666666,1.25,17.083333333333332,0.0,0.0
1680,5,0.0,2.3333333333333335,0.0,0.6,5.0,0.06666666666666667,0.5,0.5,82.78333333333333,0.0,0.0,5.0,36.916666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.5833333333333334,0.0,4.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,1.6333333333333333,0.0,9.933333333333334,0.3333333333333333,11.9,0.5,0.0
1684,2,0.0,2.9166666666666665,0.0,0.0,0.0,0.0,5.916666666666667,8.5,83.66666666666667,0.0,0.0,0.0,39.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,2.5,19.833333333333332,0.0,0.0
1684,3,0.0,1.0,0.0,0.0,0.0,0.0,5.916666666666667,3.1666666666666665,72.5,0.0,0.0,0.0,39.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.75,30.5,0.0,0.0
1686,4,0.0,5.166666666666667,0.0,0.0,0.0,0.0,8.0,0.8333333333333334,76.66666666666667,0.0,0.16666666666666666,0.0,46.333333333333336,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.416666666666668,0.0,3.0
1687,3,0.0,1.5,0.0,0.3333333333333333,0.0,0.0,6.0,0.9,89.11666666666666,0.0,0.06666666666666667,0.0,57.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.833333333333334,0.0,0.0
1687,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7333333333333333,76.8,0.0,0.0,0.0,27.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,10.316666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.433333333333333,7.133333333333334,34.666666666666664,0.0
1690,3,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,5.416666666666667,84.0,0.0,1.6666666666666667,4.5,37.083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,13.5,0.0,0.0
1690,4,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,97.16666666666667,0.0,3.3333333333333335,2.0,39.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,7.083333333333333,0.0,7.666666666666667,6.916666666666667,0.0,0.0
1694,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.75,0.0,0.0,24.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,0.0,0.0,0.0,0.0,0.0,0.0,33.416666666666664,9.916666666666666,0.0,0.0
1694,4,0.0,0.8333333333333334,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,78.58333333333333,0.0,0.0,26.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,0.0,18.416666666666668,40.583333333333336,0.0,0.0
1704,3,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,1.0666666666666667,82.71666666666667,0.0,2.5,2.0,40.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.433333333333334,21.916666666666668,0.0,0.0
1709,3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,84.25,0.0,0.0,0.0,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.233333333333333,0.0,0.0,0.0,0.0,0.0,0.0,9.766666666666667,2.5,0.0,0.5
1711,3,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,64.33333333333333,0.0,0.0,0.0,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.333333333333334,2.5,0.0
1711,4,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,71.75,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.833333333333332,23.416666666666668,0.0,0.0
1713,3,0.0,3.7666666666666666,0.0,0.06666666666666667,0.0,0.0,0.7333333333333333,0.6,68.5,0.0,5.166666666666667,0.0,29.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.983333333333334,31.433333333333334,0.0,0.0
1713,4,0.0,0.26666666666666666,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,75.63333333333334,0.0,1.6666666666666667,0.0,38.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.133333333333334,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.083333333333332,28.733333333333334,0.0,0.0
1714,3,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,4.666666666666667,76.41666666666667,3.75,0.0,5.666666666666667,41.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.833333333333333,12.0,0.0,0.0
1715,3,0.0,22.0,0.0,1.25,0.0,0.0,0.36666666666666664,0.6333333333333333,76.75,0.0,0.5,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,2.0,45.25,0.0,3.75
1715,4,0.0,2.25,5.0,5.583333333333333,0.0,0.0,0.23333333333333334,0.7666666666666667,75.33333333333333,0.0,0.5,0.0,39.916666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,36.916666666666664,0.0,2.5
1718,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,70.91666666666667,0.0,0.0,2.0,51.916666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,22.5,0.0,0.0
1718,4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,67.91666666666667,0.0,0.0,6.5,51.916666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,21.0,0.0,2.0
1719,2,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,79.58333333333333,0.0,0.0,0.0,38.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,36.166666666666664,0.0,10.5
1723,4,0.0,0.0,0.0,2.8333333333333335,0.0,0.0,0.16666666666666666,0.16666666666666666,81.41666666666667,0.0,0.0,10.083333333333334,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8333333333333335,0.0,0.0,0.0,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,21.916666666666668,0.0,0.0
1724,3,0.0,6.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,5.0,58.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,5.0,12.0
1724,4,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,75.83333333333333,0.0,0.0,0.0,61.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,13.0,5.0,19.5
1728,2,0.0,3.8333333333333335,0.0,0.0,0.0,0.0,8.583333333333334,6.833333333333333,73.33333333333333,0.0,0.0,0.0,43.333333333333336,0.0,11.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.833333333333333,14.083333333333334,0.0,0.0
1730,3,0.0,2.5166666666666666,0.5,0.0,0.0,0.0,2.5,9.65,75.23333333333333,0.0,2.9166666666666665,2.25,36.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.266666666666667,0.0,0.0
