DEMREL02,DEMID01,DEMSN01,RELPCG02,RELOCG02,SIBIND02,CH02PRWT,PCGRES02,OCGRES02,ASMRES02,CHRES02,TDRES02,CCDRES02,EMSRES02,IWER02,SBLNUM03,SBLNUM01,BIOPR03,BIOPR01,BIOGPR03,BIOGPR01,PCGEMS02
6,1818,2,1,0,5,34.533001,1,0,5,5,1,5,5,2092,96,96,2,2,2,2,1
6,1819,2,1,0,5,37.769001,1,0,1,1,1,1,0,2092,0,0,2,2,2,2,0
6,1821,2,1,5,5,15.912,1,1,1,1,1,1,1,2086,1,0,2,2,2,2,1
6,1823,4,1,4,1,24.878,1,1,1,1,1,1,5,2032,2,2,1,1,2,2,1
6,1823,5,1,4,1,24.663,1,1,1,0,1,1,1,2032,2,2,1,1,2,2,1
6,1827,3,1,4,5,9.177,1,1,1,0,1,1,1,2034,1,1,1,1,2,2,1
6,1836,4,1,4,5,5.5440001,1,1,1,0,1,1,1,2041,9,1,1,1,2,2,1
6,1840,3,1,4,1,19.052,1,1,1,1,1,1,0,2060,1,1,1,1,2,2,0
6,1840,4,1,4,1,18.848,1,1,1,1,1,1,5,2060,1,1,1,1,2,2,1
6,1843,2,1,0,5,4.6849999,1,0,1,5,1,1,5,2082,1,0,2,2,2,2,1
6,1846,3,1,5,1,11.071,1,1,1,1,1,1,1,2112,2,1,2,2,2,2,1
6,1846,4,1,5,1,13.158,1,1,1,1,1,1,1,2112,2,1,2,2,2,2,1
6,1853,2,1,0,1,47.077999,1,0,1,1,1,1,0,2038,96,2,4,2,1,2,0
6,1853,3,1,0,1,46.445,1,0,1,1,1,1,5,2038,1,2,2,2,2,2,1
6,1859,4,1,4,5,22.309,1,1,1,1,1,1,0,2027,1,1,1,1,2,2,0
6,1866,3,1,4,1,36.467999,1,1,1,1,1,1,0,2070,1,1,1,1,2,2,0
6,1866,4,1,4,1,35.601002,1,1,1,1,1,1,0,2070,1,1,1,1,2,2,0
6,1867,3,1,4,5,37.804001,1,1,1,5,1,0,1,2111,1,1,1,1,2,2,1
6,1874,3,1,0,5,19.907,1,0,5,0,5,5,5,2006,1,1,2,2,0,2,1
6,1876,3,4,0,1,20.674999,1,0,1,1,1,1,0,2103,1,2,3,3,2,2,0
6,1876,4,4,0,1,20.167,1,0,1,1,1,1,1,2103,1,2,3,3,2,2,1
6,1878,3,4,9,1,15.596,1,1,1,1,1,1,0,2103,1,1,3,3,2,2,0
6,1878,4,4,9,1,15.322,1,1,1,1,1,1,0,2103,1,1,3,3,2,2,0
6,1883,3,1,0,5,20.112,1,0,1,1,1,5,0,2034,0,0,2,1,2,2,0
6,1887,3,1,4,1,12.236,1,1,1,1,1,5,0,2035,1,1,1,1,2,2,0
6,1887,4,1,4,1,12.182,1,1,1,1,1,5,0,2035,1,1,1,1,2,2,0
6,1889,2,1,0,1,67.038002,1,0,1,1,1,0,0,2070,2,2,2,2,2,2,0
6,1889,3,1,0,1,67.038002,1,0,1,5,1,0,1,2070,2,2,2,2,2,2,1
6,1890,6,1,0,5,17.934999,1,0,1,1,1,0,1,2016,4,4,2,1,0,0,1
6,1892,3,1,4,1,36.367001,1,1,1,1,1,1,0,2095,1,1,1,1,2,2,0
6,1892,4,1,4,1,35.542,1,1,1,1,1,1,0,2095,1,1,1,1,2,2,0
6,1893,3,1,4,5,31.316999,1,1,1,1,1,1,0,2107,0,0,1,1,0,0,0
6,1894,3,1,0,5,8.1420002,1,0,1,1,1,1,0,2046,1,1,2,2,2,2,0
6,1902,3,1,0,5,43.195,1,0,1,1,1,0,0,2038,96,1,4,3,2,2,0
6,1903,2,1,0,5,17.665001,1,0,1,1,1,1,0,2097,96,96,2,2,0,0,0
6,1906,3,1,4,1,25.023001,1,1,1,1,1,1,0,2035,2,2,1,1,0,0,0
6,1906,5,1,4,1,24.681999,1,1,1,1,1,1,1,2035,2,2,1,1,0,0,1
6,1907,4,1,4,5,24,1,1,1,1,1,1,0,2014,9,1,1,1,2,2,0
6,1912,4,1,0,5,22.528,1,0,1,1,1,0,0,2024,1,1,2,1,0,0,0
6,1914,2,1,0,1,9.1140003,1,0,5,5,5,5,0,2073,0,1,0,2,0,2,5
6,1914,3,1,0,1,8.7200003,1,0,5,5,5,5,0,2073,0,1,0,2,0,2,5
6,1920,3,1,4,5,17.363001,1,1,1,0,1,1,1,2057,2,2,1,1,2,2,1
6,1921,4,1,4,1,32.162998,1,1,5,5,1,5,0,2092,1,2,1,1,2,2,0
6,1921,5,1,4,1,32.208,1,1,5,5,1,5,1,2092,1,2,1,1,2,2,1
6,1923,4,1,5,1,6.7779999,1,5,1,1,1,1,0,2091,1,2,2,2,2,2,0
6,1923,5,1,5,1,6.7459998,1,5,1,1,1,1,0,2091,1,2,2,2,2,2,0
6,1925,3,7,8,5,23.695,1,1,1,1,1,1,0,2023,96,96,4,4,0,0,0
6,1926,2,1,0,1,8.257,1,0,1,1,1,1,0,2041,2,2,2,2,0,0,0
6,1926,4,1,0,1,10.517,1,0,1,1,1,1,1,2041,2,2,2,2,0,0,1
6,1929,2,1,0,5,24.819,1,0,1,1,1,1,0,2067,0,0,2,2,2,2,0
6,1930,3,4,0,1,27.160999,1,0,1,1,1,1,1,2090,4,3,3,1,0,0,1
6,1930,5,4,0,1,26.707001,1,0,1,0,1,1,5,2090,4,3,3,1,0,0,1
6,1948,4,1,4,5,29.454,1,1,1,1,1,0,0,2096,96,1,4,1,2,2,0
6,1953,3,1,4,1,21.947001,1,1,1,1,1,1,0,2031,1,1,1,1,2,2,0
6,1953,4,1,4,1,21.575001,1,1,1,1,1,1,1,2031,1,1,1,1,2,2,1
6,1959,3,1,4,1,16.183001,1,1,1,1,1,5,0,2061,1,1,1,1,2,2,0
6,1959,4,1,4,1,16.221001,1,1,1,1,1,5,0,2061,1,1,1,1,2,2,5
6,1965,3,1,4,5,21.548,1,1,1,0,1,1,1,2064,3,2,1,1,0,0,1
6,1968,3,1,4,1,20.893999,1,1,1,1,1,1,0,2086,1,1,1,1,0,0,0
6,1968,4,1,4,1,25.208,1,1,1,1,1,1,0,2086,1,1,1,1,0,0,0
6,1969,2,1,10,5,21.882,1,5,5,5,5,5,0,2018,0,0,2,2,0,0,5
6,1975,2,1,0,5,3.2060001,1,0,1,1,1,1,1,2082,0,0,2,2,2,2,1
6,1979,2,1,0,5,6.493,1,0,1,1,1,1,0,2046,96,96,2,2,2,2,0
6,1989,2,1,0,1,6.2280002,1,0,1,1,1,1,0,2015,1,1,2,2,2,2,0
6,1989,3,1,0,1,6.2280002,1,0,1,1,1,1,0,2015,1,1,2,2,2,2,0
6,1992,3,1,4,5,17.497,1,1,1,1,1,1,0,2002,0,0,1,1,0,0,0
6,1994,3,1,5,1,21.695999,1,1,1,1,1,1,5,2093,1,1,2,2,2,2,1
6,1994,4,1,5,1,21.469,1,1,1,1,1,1,5,2093,1,1,2,2,2,2,1
6,1998,3,1,5,1,1.033,1,5,1,1,5,5,0,2091,3,3,2,2,2,2,0
6,1998,4,1,5,1,1.033,1,5,1,1,5,5,0,2091,3,3,2,2,2,2,0
6,2004,2,1,0,1,21.032,1,0,1,1,1,1,5,2088,1,1,2,2,2,2,1
6,2004,3,1,0,1,20.597,1,0,1,5,1,1,1,2088,1,1,2,2,2,2,1
6,2007,3,1,4,1,30.978001,1,1,1,1,1,1,0,2076,1,1,1,1,0,0,0
6,2007,4,1,4,1,29.899,1,1,1,0,1,0,1,2076,1,1,1,1,0,0,1
6,2012,3,1,4,5,13.167,1,1,1,1,1,1,0,2080,0,0,1,1,0,0,0
6,2013,2,1,0,5,17.173,1,0,1,1,1,1,0,2027,96,96,2,2,2,2,0
6,2016,3,1,4,1,18.150999,1,1,1,1,1,1,1,2035,1,1,1,1,2,2,1
6,2016,4,1,4,1,17.889999,1,1,1,0,1,1,1,2035,1,1,1,1,2,2,1
6,2020,2,1,0,1,8.3400002,1,0,1,1,1,1,0,2097,3,3,2,2,2,2,0
6,2020,5,1,0,1,8.0349998,1,0,1,1,1,1,5,2097,3,3,2,2,2,2,1
6,2022,3,1,4,1,13.254,1,1,1,1,1,1,5,2010,2,2,1,1,2,2,1
6,2022,4,1,4,1,13.182,1,1,1,0,1,1,5,2010,2,2,1,1,2,2,1
6,2025,5,1,4,1,17.716,1,1,1,1,1,1,0,2005,2,2,1,1,2,2,0
6,2030,4,19,4,5,5.0440001,1,1,1,1,1,1,0,2034,96,1,3,3,2,2,0
6,2050,3,4,1,1,22.540001,1,1,1,1,1,0,0,2063,1,1,1,1,2,2,0
6,2050,4,4,1,1,21.764999,1,1,1,1,1,1,0,2063,1,1,1,1,2,2,0
6,2054,2,1,0,5,67.038002,1,0,1,1,1,1,0,2089,0,0,2,2,0,0,0
6,2068,3,1,0,1,4.7789998,1,0,1,1,1,1,0,2105,3,3,1,1,2,2,0
6,2068,5,1,0,1,4.6810002,1,0,1,1,1,1,1,2105,3,3,1,1,2,2,1
6,2069,3,1,4,1,16.059999,1,1,1,1,1,1,0,2005,1,1,1,1,2,2,0
6,2069,4,1,4,1,16.167,1,1,5,5,5,1,0,2005,1,1,1,1,2,2,0
6,2070,3,1,4,1,39.051998,1,5,5,5,5,5,0,2075,2,2,1,1,0,0,5
6,2070,4,1,4,1,38.641998,1,5,5,5,5,5,0,2075,2,2,1,1,0,0,5
6,2074,2,1,0,1,35.861,1,0,1,1,1,1,1,2024,1,1,2,2,2,2,1
6,2074,3,1,0,1,35.414001,1,0,1,5,1,1,1,2024,1,1,2,2,2,2,1
6,2075,2,1,0,5,12.627,1,0,1,1,1,1,0,2024,1,0,2,2,2,2,0
6,2076,2,1,0,1,5.6370001,1,0,1,1,1,1,5,2050,2,2,2,2,2,2,1
6,2076,3,1,0,1,5.5780001,1,0,1,5,1,1,5,2050,2,2,2,2,2,2,1
6,2087,2,1,0,5,2.7390001,1,0,1,1,1,1,0,2073,1,1,2,2,2,2,0
6,2091,2,4,9,1,9.4890003,1,1,1,1,1,1,1,2004,1,1,3,3,2,2,1
6,2091,3,4,9,1,9.4040003,1,1,1,5,1,1,1,2004,1,1,3,3,2,2,1
6,2092,3,1,0,1,13.814,1,0,1,1,1,0,0,2101,3,3,2,2,2,2,0
6,2092,4,1,0,1,13.543,1,0,1,1,1,1,0,2101,3,3,2,2,2,2,0
6,2094,3,1,5,5,46.183998,1,1,5,5,1,5,0,2010,1,9,2,2,2,2,0
6,2098,3,1,4,1,32.310001,1,1,1,1,1,1,0,2041,1,1,1,1,2,2,0
6,2098,4,1,4,1,31.789,1,1,1,1,1,5,0,2041,1,1,1,1,2,2,0
6,2105,3,1,0,5,7.961,1,0,1,1,1,0,0,2034,1,1,2,2,2,2,0
6,2109,3,1,4,1,18.785,1,5,5,5,5,5,0,2086,10,1,6,1,4,2,5
6,2109,4,1,4,1,18.737,1,5,5,5,5,5,0,2086,9,1,1,1,2,2,5
6,2110,5,1,5,5,17.731001,1,1,1,1,1,0,0,2032,2,2,2,2,2,2,0
6,2111,4,1,4,1,19.978001,1,1,1,1,1,1,0,2028,2,2,1,1,0,0,0
6,2111,5,1,4,1,19.357,1,1,1,1,1,1,5,2028,2,2,1,1,0,0,1
6,2113,4,1,13,5,1.598,1,1,1,1,1,1,0,2073,1,2,2,2,0,0,0
6,2114,2,1,0,5,67.038002,1,0,1,1,1,1,0,2057,1,0,2,2,2,2,0
6,2120,3,1,4,5,21.406,1,1,1,5,1,1,1,2078,1,1,1,1,2,2,1
6,2123,2,4,0,1,2.161,1,0,1,1,1,0,0,2041,96,1,5,2,0,0,0
6,2123,3,4,0,1,2.096,1,0,1,1,1,5,0,2041,96,1,4,2,0,0,0
6,2133,4,1,4,5,17.495001,1,1,5,5,1,5,0,2092,9,1,1,1,2,2,0
6,2135,2,1,0,1,1.033,1,0,1,1,1,1,0,2014,1,2,2,2,2,2,0
6,2135,3,1,0,1,1.033,1,0,1,1,1,1,0,2014,1,2,2,2,2,2,0
6,2146,3,1,4,1,1.033,1,1,1,1,1,1,5,2033,1,1,1,1,2,2,1
6,2146,4,1,4,1,1.033,1,1,1,5,1,1,5,2033,1,1,1,1,2,2,1
6,2149,3,1,5,5,23.545,1,1,1,1,1,1,0,2106,1,1,2,2,2,2,0
6,2152,3,1,4,1,30.422001,1,1,1,1,1,1,0,2015,2,2,1,1,2,2,0
6,2152,5,1,4,1,29.461,1,1,1,0,1,0,1,2015,2,2,1,1,2,2,1
6,2153,4,1,0,1,67.038002,1,0,1,1,1,1,0,2057,3,3,2,2,2,2,0
6,2153,5,1,0,1,67.038002,1,0,1,1,1,5,0,2057,3,3,2,2,2,2,0
6,2164,3,1,4,1,32.962002,1,1,1,1,1,0,0,2092,3,3,1,1,0,2,5
6,2164,4,1,4,1,33.119999,1,1,1,0,1,0,5,2092,3,3,1,1,0,2,1
6,2165,4,1,0,1,31.514,1,0,5,5,5,5,0,2089,9,1,2,2,2,2,5
6,2166,3,1,4,5,19.9,1,1,1,0,1,1,5,2051,2,2,1,1,2,2,1
6,2183,5,1,4,5,32.491001,1,1,1,1,1,1,0,2073,1,2,2,1,2,2,0
6,2184,3,1,0,1,13.941,1,0,1,1,1,1,0,2017,2,2,2,2,2,2,0
6,2184,5,1,0,1,13.795,1,0,1,1,1,1,1,2017,2,2,2,2,2,2,1
6,2188,2,1,0,1,4.6630001,1,0,1,1,1,1,0,2087,2,1,2,2,2,2,0
6,2188,3,1,0,1,4.5780001,1,0,1,5,1,1,5,2087,2,1,2,2,2,2,1
6,2190,3,1,4,1,34.412998,1,1,1,1,1,1,1,2093,1,1,1,1,2,2,1
6,2190,4,1,4,1,33.484001,1,1,1,5,1,1,1,2093,1,1,1,1,2,2,1
6,2191,3,1,4,1,15.709,1,1,1,1,1,0,0,2007,1,1,1,1,2,2,0
6,2191,4,1,4,1,15.562,1,1,1,1,1,0,0,2007,1,1,1,1,2,2,0
6,2192,2,1,4,1,38.284,1,1,1,1,1,1,1,2016,3,2,1,2,2,2,1
6,2192,3,1,4,1,38.145,1,1,1,1,1,1,1,2016,3,2,1,2,2,2,1
6,2194,3,1,4,5,32.034,1,1,1,1,1,1,0,2017,0,0,1,1,2,2,0
6,2200,3,2,4,5,18.346001,1,1,1,1,1,1,5,2034,2,2,3,3,2,2,1
6,2202,2,1,0,1,5.842,1,0,1,1,1,1,0,2034,2,2,2,2,2,2,0
6,2202,3,1,0,1,5.6090002,1,0,1,1,1,1,1,2034,2,2,2,2,2,2,1
6,2204,3,1,4,5,29.726999,1,1,1,5,1,1,5,2111,1,1,1,1,0,0,1
6,2206,3,1,4,1,57.910999,1,1,1,1,1,1,0,2055,2,2,1,1,2,2,0
6,2206,5,1,4,1,57.492001,1,1,1,1,1,1,1,2055,2,2,1,1,2,2,1
6,2210,3,1,19,5,25.731001,1,1,1,1,1,1,0,2116,0,0,2,2,2,2,0
6,2211,3,1,0,1,5.3119998,1,0,1,1,1,1,0,2041,2,2,1,2,2,2,0
6,2211,4,1,0,1,5.283,1,0,1,1,1,1,0,2041,2,2,1,2,2,2,0
6,2213,2,1,5,5,6.4889998,1,1,1,1,1,1,0,2026,1,1,2,2,2,2,0
6,2215,3,1,4,1,19.816999,1,1,1,1,1,1,0,2013,1,1,1,1,0,0,0
6,2215,4,1,4,1,19.638,1,1,1,1,1,1,0,2013,1,1,1,1,0,0,0
6,2218,3,1,4,5,6.8909998,1,1,1,1,1,1,0,2093,1,1,1,1,0,0,0
6,2220,2,1,0,5,2.53,1,0,1,1,1,1,5,2107,0,0,2,2,2,2,1
6,2222,4,1,0,1,3.6760001,1,0,1,1,1,1,0,2107,3,3,2,2,2,2,0
6,2222,5,1,0,1,3.6340001,1,0,1,1,1,1,0,2107,3,3,2,2,2,2,5
6,2227,2,1,0,1,18.559,1,0,1,1,1,1,0,2042,3,2,2,2,2,2,0
6,2227,4,1,0,1,17.455999,1,0,1,1,1,1,5,2042,3,2,2,2,2,2,1
6,2228,3,4,0,1,22.774,1,0,1,1,1,5,0,2006,1,1,1,1,0,0,0
6,2230,3,1,0,1,11.527,1,0,1,1,1,1,0,2054,2,2,2,1,2,2,0
6,2230,5,1,0,1,11.323,1,0,1,1,1,1,1,2054,2,2,2,1,2,2,1
6,2233,4,1,5,5,10.428,1,5,1,1,1,1,1,2116,2,1,2,2,0,0,1
6,2237,3,1,4,1,19.124001,1,1,1,1,1,1,0,2002,2,2,1,1,2,2,0
6,2237,4,1,4,1,18.729,1,1,1,1,1,1,5,2002,2,2,1,1,2,2,1
6,2238,3,1,4,5,9.1829996,1,1,1,0,5,1,1,2002,1,1,1,1,2,2,1
6,2241,2,1,19,5,7.033,1,1,1,1,1,1,5,2018,1,1,2,2,2,2,1
6,2242,3,1,7,5,3.7909999,1,1,1,1,1,1,1,2054,2,2,2,2,1,1,1
6,2246,2,4,0,5,12.945,1,0,1,1,1,1,0,2055,0,96,0,3,0,2,0
6,2248,2,1,0,5,10.602,1,0,1,1,1,1,0,2026,0,0,2,2,0,0,0
6,2255,3,1,4,5,15.73,1,1,1,0,1,1,5,2035,1,1,1,1,2,2,1
6,2258,4,1,4,5,8.4549999,1,1,1,1,1,1,0,2026,1,1,1,1,0,0,0
6,2267,2,1,0,1,18.665001,1,0,1,1,1,1,0,2027,1,1,2,2,2,2,0
6,2267,3,1,0,1,18.829,1,0,1,1,1,1,0,2027,1,1,2,2,2,2,0
6,2269,2,1,0,5,16.628,1,0,1,1,1,0,0,2055,0,0,2,2,0,0,0
6,2272,3,1,10,5,18.153999,1,1,1,1,1,1,0,2023,96,96,2,2,0,0,0
6,2277,3,4,1,1,24.6,1,1,1,1,1,0,0,2090,1,1,1,1,0,0,5
6,2277,4,4,1,1,24.191,1,1,1,1,1,0,0,2090,1,1,1,1,0,0,5
6,2285,3,1,4,1,11.229,1,1,1,1,1,0,5,2015,1,1,1,1,2,2,1
6,2285,4,1,4,1,11.306,1,1,1,0,1,0,0,2015,1,1,1,1,2,2,5
6,2290,3,1,5,5,23.847,1,1,1,5,1,0,1,2023,1,1,2,2,0,0,1
6,2300,4,1,4,5,9.6330004,1,1,1,5,1,1,5,2001,0,2,0,1,0,2,1
6,2303,3,1,0,1,4.664,1,0,1,1,1,1,0,2093,1,2,2,2,2,2,0
6,2303,4,1,0,1,4.605,1,0,1,1,1,1,0,2093,1,2,2,2,2,2,0
6,2305,3,1,4,5,16.176001,1,1,5,5,1,5,5,2012,1,1,1,1,2,2,1
6,2309,3,1,0,1,15.377,1,0,1,5,1,1,1,2031,2,2,1,1,2,2,1
6,2309,4,1,0,1,15.513,1,0,1,0,1,1,5,2031,2,2,1,1,2,2,1
6,2314,3,7,0,5,31.025,1,0,1,1,1,1,0,2068,96,1,4,3,1,2,0
6,2324,3,1,0,1,3.3369999,1,0,1,1,1,1,5,2057,3,3,2,1,2,2,1
6,2324,4,1,0,1,2.734,1,0,1,0,1,1,1,2057,3,3,2,1,2,2,1
6,2329,2,1,5,5,22.547001,1,1,1,1,1,5,1,2059,1,1,2,2,2,2,1
6,2337,3,2,4,5,2.882,1,1,1,1,1,1,0,2052,1,0,2,2,2,2,0
6,2339,4,1,4,1,17.375999,1,1,1,1,1,1,0,2034,1,2,1,1,2,2,0
6,2339,5,1,4,1,16.861,1,1,1,1,1,1,0,2034,1,2,1,1,2,2,0
6,2344,3,1,4,5,17.625999,1,1,1,1,1,1,0,2013,0,0,1,1,2,2,0
6,2345,4,1,4,5,40.414001,1,1,1,1,1,1,0,2095,96,1,1,1,0,0,0
6,2350,3,12,8,5,7.4000001,1,5,1,1,1,1,0,2112,0,0,4,4,1,1,0
6,2354,2,4,0,5,23.979,1,0,1,1,1,1,0,2044,96,96,3,3,2,2,0
6,2355,3,1,4,5,13.19,1,1,1,1,1,1,1,2103,0,0,1,1,2,2,1
6,2369,3,3,6,1,42.493,1,1,1,1,1,1,0,2101,0,0,4,4,0,0,0
6,2369,4,1,4,1,31.107,1,1,1,1,1,1,0,2101,0,0,1,1,0,0,0
6,2375,4,1,4,5,22.503,1,1,1,1,1,1,0,2002,1,1,1,1,2,2,0
6,2377,3,1,4,5,1.039,1,5,1,1,1,1,0,2041,1,1,2,2,2,2,0
6,2378,5,7,0,5,2.0669999,1,0,1,1,1,1,0,2057,0,0,0,0,1,1,0
6,2381,3,1,4,5,20.766001,1,5,5,5,5,5,5,2059,1,1,1,1,2,2,1
6,2391,3,1,4,1,19.788,1,1,1,1,1,0,0,2094,2,2,1,1,2,2,0
6,2391,4,1,4,1,18.997,1,1,1,1,1,1,1,2094,2,2,1,1,2,2,1
6,2393,3,1,5,1,27.570999,1,1,1,1,1,1,0,2002,1,1,2,2,2,2,0
6,2393,4,1,4,1,25.979,1,1,1,1,1,1,0,2002,1,1,1,1,2,2,0
6,2396,3,1,5,5,2.6559999,1,5,5,5,5,5,0,2026,1,1,2,2,2,2,5
6,2398,2,1,0,5,11.543,1,0,1,1,1,1,5,2075,0,0,2,2,2,2,1
6,2399,4,1,0,5,7.171,1,0,1,1,1,1,0,2055,2,2,2,2,2,2,0
6,2401,4,1,4,1,20.406,1,1,1,1,1,1,0,2083,3,3,1,1,0,0,0
6,2401,5,1,4,1,19.736,1,1,1,1,1,1,0,2083,3,3,1,1,0,0,0
6,2408,2,1,0,1,3.484,1,0,1,1,1,1,1,2018,2,2,2,2,0,0,1
6,2408,3,1,0,1,3.4159999,1,0,1,0,1,1,1,2018,2,2,2,2,0,0,1
6,2420,4,1,4,1,35.028999,1,1,1,1,1,1,1,2013,2,2,1,1,2,2,1
6,2420,5,1,4,1,34.939999,1,1,1,0,1,1,1,2013,2,2,1,1,2,2,1
6,2430,3,1,4,1,36.942001,1,1,1,1,1,1,0,2045,2,2,1,1,0,0,0
6,2430,4,1,4,1,36.998001,1,1,1,1,1,1,0,2045,2,2,1,1,0,0,0
6,2434,4,1,0,1,49.050999,1,0,1,1,1,1,0,2009,2,3,2,1,2,2,0
6,2434,5,1,0,1,49.153999,1,0,1,1,1,1,0,2009,2,3,2,1,2,2,0
6,2438,3,1,4,1,19.870001,1,1,1,5,1,1,1,2006,2,2,1,1,0,0,1
6,2438,4,1,4,1,20.08,1,1,1,0,1,1,1,2006,2,2,1,1,0,0,1
6,2444,2,1,0,1,6.8280001,1,0,1,1,1,1,0,2088,2,2,2,2,0,0,0
6,2444,4,1,0,1,6.7249999,1,0,1,1,1,1,5,2088,2,2,2,2,0,0,1
6,2455,2,1,0,1,51.148998,1,0,1,1,1,1,0,2054,1,1,2,2,2,2,0
6,2455,3,1,0,1,50.370998,1,0,1,1,1,1,0,2054,1,1,2,2,2,2,0
6,2458,3,1,5,1,24.511,1,1,5,5,1,5,5,2010,2,2,2,2,2,2,1
6,2458,4,1,4,1,24.225,1,1,5,0,1,5,5,2010,2,2,1,1,2,2,1
6,2463,3,3,0,5,1.033,1,0,1,1,1,1,0,2026,0,0,4,4,0,0,0
6,2465,4,1,14,1,3.9059999,1,1,1,1,1,1,0,2026,5,5,2,2,2,2,0
6,2465,5,1,14,1,3.7179999,1,1,1,1,1,1,1,2026,5,5,2,2,2,2,1
6,2471,3,1,4,1,25.886,1,5,1,1,1,1,0,2021,1,1,1,1,2,2,0
6,2471,4,1,4,1,25.341999,1,5,1,1,1,1,0,2021,1,1,1,1,2,2,0
6,2472,3,1,4,1,53.685001,1,1,1,1,1,1,0,2106,2,2,1,1,2,2,0
6,2472,4,1,4,1,53.161999,1,1,1,1,1,1,0,2106,2,2,1,1,2,2,0
6,2473,3,1,10,1,29.118,1,5,1,1,1,1,0,2002,2,2,2,2,2,2,0
6,2473,4,1,10,1,27.952999,1,5,1,1,1,1,5,2002,2,2,2,2,2,2,1
6,2476,4,1,4,5,19.306999,1,1,1,1,1,0,0,2035,1,1,1,1,0,2,0
6,2477,3,1,0,1,40.672001,1,0,1,1,1,1,0,2055,1,2,2,2,0,0,0
6,2479,2,1,0,1,3.974,1,0,1,5,1,1,1,2024,1,1,2,2,2,2,1
6,2479,3,1,0,1,3.911,1,0,1,0,1,1,1,2024,1,1,2,2,2,2,1
6,2482,2,1,0,5,6.421,1,0,1,1,1,0,0,2091,96,96,2,2,0,2,0
6,2484,3,1,4,1,18.16,1,1,1,1,1,0,0,2032,1,1,1,1,2,2,0
6,2484,4,1,4,1,17.879999,1,1,1,1,1,0,0,2032,1,1,1,1,2,2,0
6,2489,3,1,4,1,18.523001,1,1,1,1,1,1,5,2063,0,1,0,1,0,2,1
6,2489,4,1,4,1,18.086,1,1,1,5,1,1,1,2063,0,1,0,1,0,2,1
6,2492,3,1,5,1,17.459,1,1,1,1,1,1,0,2098,1,1,2,2,2,2,0
6,2492,4,1,4,1,17.155001,1,1,1,5,1,1,1,2098,1,1,1,1,2,2,1
6,2497,3,1,4,5,37.289001,1,1,1,1,1,1,0,2063,0,0,0,1,0,2,0
6,2498,3,1,4,1,16.653,1,1,1,5,1,0,1,2037,2,2,1,1,2,2,1
6,2498,4,1,4,1,16.813999,1,1,1,0,1,0,1,2037,2,2,1,1,2,2,1
6,2501,3,1,7,5,4.3979998,1,5,5,5,5,0,0,2099,1,1,2,1,2,2,5
6,2510,3,1,4,1,30.907,1,1,1,1,1,1,0,2029,2,2,1,1,0,0,0
6,2510,4,1,4,1,30.483,1,1,1,1,1,1,1,2029,2,2,1,1,0,0,1
6,2511,3,1,4,5,19.975,1,1,1,1,1,1,1,2029,1,1,1,1,0,0,1
6,2512,3,1,4,5,18.671,1,1,1,0,1,1,1,2029,1,0,1,1,0,0,1
6,2513,3,4,1,1,26.938999,1,1,1,1,1,1,5,2107,2,2,1,1,0,0,1
6,2513,5,4,1,1,26.926001,1,1,1,1,1,1,0,2107,2,2,1,1,0,0,0
6,2530,3,1,4,1,27.382999,1,1,1,1,1,1,0,2095,2,2,1,1,0,0,0
6,2530,5,1,4,1,25.983999,1,1,1,1,1,1,0,2095,2,2,1,1,0,0,0
6,2533,2,1,0,5,30.419001,1,0,1,1,1,1,0,2059,0,0,2,2,0,0,0
6,2534,3,1,4,5,3.7880001,1,1,1,5,1,1,5,2105,96,96,1,1,2,2,1
6,2536,3,1,4,1,15.569,1,1,1,1,1,1,1,2105,1,1,1,1,2,2,1
6,2536,4,1,4,1,15.263,1,1,1,0,1,1,5,2105,1,1,1,1,2,2,1
6,2537,3,1,4,1,21.606001,1,1,1,1,1,1,1,2105,1,1,1,1,2,2,1
6,2537,4,1,4,1,21.490999,1,1,1,0,1,1,1,2105,1,1,1,1,2,2,1
6,2540,3,1,4,1,35.387001,1,1,1,1,1,1,0,2070,2,2,1,1,2,2,0
6,2540,5,1,5,1,35.694,1,1,1,1,1,1,0,2070,2,2,2,2,2,2,0
6,2543,3,1,4,5,14.179,1,1,1,0,1,1,1,2016,0,0,1,1,2,2,1
6,2549,3,1,5,5,46.785,1,1,1,1,1,1,0,2077,0,0,2,2,0,0,0
6,2552,3,1,4,5,37.908001,1,1,1,1,1,1,1,2014,0,0,1,1,2,2,1
6,2554,4,1,4,5,20.818001,1,1,1,1,1,1,0,2006,96,1,1,1,0,2,0
6,2559,3,7,8,5,2.5439999,1,1,1,1,1,1,5,2068,0,0,4,4,1,1,1
6,2560,3,1,0,1,5.915,1,0,1,1,5,1,0,2034,2,2,2,1,2,2,0
6,2560,5,1,0,1,4.717,1,0,1,1,5,1,5,2034,2,2,2,1,2,2,1
6,2562,3,1,5,5,45.117001,1,1,1,0,1,5,1,2012,0,0,2,2,0,0,1
6,2565,3,1,5,1,1.6849999,1,1,1,1,1,1,0,2026,1,1,2,2,2,2,0
6,2565,4,1,4,1,1.63,1,1,1,1,1,1,0,2026,4,4,1,1,2,2,0
6,2571,3,1,0,5,2.632,1,0,1,1,1,1,0,2041,9,1,2,2,0,0,0
6,2572,3,1,4,1,67.038002,1,1,1,1,1,0,0,2014,3,3,1,1,2,2,0
