CHLDID02,CHLDSN02,PCGID02,PCGSN02,CDSHID02,PCGINST02,PCG68ID02,PCGPN02
2309,3,2309,2,506,1,2326,35
2309,4,2309,2,506,1,2326,35
2314,3,7122,2,1913,1,899,2
2324,3,2324,2,507,1,6571,176
2324,4,2324,2,507,1,6571,176
2329,2,2329,1,509,1,961,31
2337,3,0,0,1982,1,6707,909
2339,4,2339,2,510,1,2311,3
2339,5,2339,2,510,1,2311,3
2344,3,2344,2,511,1,1959,171
2345,4,2345,2,512,1,114,170
2350,3,2350,4,513,1,6368,4
2354,2,2354,1,514,1,1399,174
2355,3,2355,2,515,1,1468,6
2369,3,2369,2,517,1,1783,2
2369,4,2369,2,517,1,1783,2
2377,3,2377,1,518,1,5613,178
2378,5,2378,2,519,1,6560,170
2381,3,2381,2,520,1,910,174
2391,3,2391,2,521,1,2108,177
2391,4,2391,2,521,1,2108,177
2393,3,2393,2,522,1,2704,3
2393,4,2393,2,522,1,2704,3
2396,3,2396,2,523,1,6765,5
2398,2,2398,1,524,1,6485,180
2399,4,2399,1,525,1,6545,6
2401,4,2401,2,526,1,3365,2
2401,5,2401,2,526,1,3365,2
2408,2,2408,1,527,1,5938,31
2408,3,2408,1,527,1,5938,31
2420,4,2420,2,528,1,998,170
2420,5,2420,2,528,1,998,170
2430,3,2430,2,529,1,915,172
2430,4,2430,2,529,1,915,172
2434,4,2434,2,530,1,856,4
2434,5,2434,2,530,1,856,4
2438,3,2438,2,531,1,2175,171
2438,4,2438,2,531,1,2175,171
2444,2,2444,1,532,1,5640,32
2444,4,2444,1,532,1,5640,32
2455,2,2455,1,533,1,838,3
2455,3,2455,1,533,1,838,3
2458,3,2458,2,534,1,2432,34
2458,4,2458,2,534,1,2432,34
2463,3,2463,2,535,1,5230,178
2465,4,2465,1,536,1,6735,7
2465,5,2465,1,536,1,6735,7
2471,3,2471,2,537,1,2299,172
2471,4,2471,2,537,1,2299,172
2472,3,2472,2,538,1,344,178
2472,4,2472,2,538,1,344,178
2473,3,2473,2,539,1,2411,30
2473,4,2473,2,539,1,2411,30
2476,4,2476,2,540,1,2783,3
2477,3,2477,1,541,1,5442,31
2479,2,2479,1,542,1,5133,31
2479,3,2479,1,542,1,5133,31
2482,2,2482,1,543,1,5542,2
2484,3,2484,2,544,1,2717,6
2484,4,2484,2,544,1,2717,6
2489,3,2489,2,545,1,2199,180
2489,4,2489,2,545,1,2199,180
2492,3,2492,2,546,1,2197,30
2492,4,2492,2,546,1,2197,30
2497,3,2497,2,547,1,1985,172
2498,3,2498,2,548,1,655,172
2498,4,2498,2,548,1,655,172
2501,3,2501,2,549,1,673,30
2510,3,2510,2,550,1,3332,2
2510,4,2510,2,550,1,3332,2
2511,3,2511,2,551,1,3333,2
2512,3,2512,2,552,1,3416,2
2513,3,2513,1,553,1,3336,1
2513,5,2513,1,553,1,3336,1
2530,3,2530,2,554,1,180,171
2530,5,2530,2,554,1,180,171
2533,2,2533,1,555,1,1679,4
2534,3,2534,2,556,1,6698,4
2536,3,2536,2,557,1,1098,30
2536,4,2536,2,557,1,1098,30
2537,3,2537,2,558,1,931,30
2537,4,2537,2,558,1,931,30
2540,3,2540,2,559,1,634,7
2540,5,2540,2,559,1,634,7
2543,3,2543,2,560,1,1970,5
2549,3,2549,1,561,1,3032,1
2552,3,2552,2,562,1,613,5
2554,4,2554,2,563,1,391,3
2559,3,2559,2,564,1,6577,183
2560,3,2560,2,565,1,5922,210
2560,5,2560,2,565,1,5922,210
2562,3,2562,2,566,1,3397,6
2565,3,2565,2,567,1,6545,7
2565,4,2565,2,567,1,6545,7
2571,3,2571,1,568,1,5570,5
2572,3,2572,2,569,1,1731,4
2572,5,2572,2,569,1,1731,4
2574,2,2574,1,570,1,6845,6
2574,3,2574,1,570,1,6845,6
2576,3,2576,2,571,1,47,32
2577,2,2577,1,572,1,3056,1
2579,3,2579,2,573,1,2852,33
2581,2,2581,1,574,1,2492,170
2585,3,2585,2,575,1,1184,174
2585,4,2585,2,575,1,1184,174
2587,3,2587,2,576,1,1494,175
2587,4,2587,2,576,1,1494,175
2590,4,2590,2,577,1,1222,4
2590,5,2590,2,577,1,1222,4
2599,3,2599,2,578,1,3127,2
2599,4,2599,2,578,1,3127,2
2601,4,2601,2,579,1,2601,171
2601,5,2601,2,579,1,2601,171
2607,3,2607,2,580,1,656,5
2607,4,2607,2,580,1,656,5
2609,3,2609,2,581,1,3204,2
2609,4,2609,2,581,1,3204,2
2610,3,2610,1,582,1,3360,1
2610,4,2610,1,582,1,3360,1
2612,4,2612,1,583,1,3331,1
2612,6,2612,1,583,1,3331,1
2614,5,2614,2,584,1,3111,1
2614,6,2614,2,584,1,3111,1
2620,3,2620,2,585,1,3144,2
2621,3,2621,1,586,1,3121,1
2623,2,2623,1,587,1,5684,1
2627,3,2627,2,588,1,5576,31
2630,4,2630,2,589,1,2250,173
2631,4,2631,2,590,1,1164,173
2638,4,2638,2,591,1,952,3
2639,4,2639,2,592,1,6790,171
2639,5,2639,2,592,1,6790,171
2640,2,885,1,171,1,5306,1
2644,3,2367,2,516,1,6120,193
2645,5,2645,2,593,1,1787,171
2654,2,2654,1,594,1,6335,6
2674,3,2674,2,595,1,1798,34
2678,3,2678,2,596,1,1763,6
2678,4,2678,2,596,1,1763,6
2679,3,2679,2,597,1,2852,184
2679,4,2679,2,597,1,2852,184
2680,3,2680,2,598,1,1522,171
2686,2,2686,1,599,1,2701,4
2686,3,2686,1,599,1,2701,4
2696,3,2696,2,600,1,922,30
2697,3,2697,2,601,1,922,4
2697,4,2697,2,601,1,922,4
2703,3,2703,2,602,1,3302,2
2703,4,2703,2,602,1,3302,2
2709,3,2709,2,603,1,1169,3
2709,4,2709,2,603,1,1169,3
2715,3,2715,2,604,1,2657,7
2716,4,2716,2,605,1,5281,3
2718,2,2718,1,606,1,5290,7
2722,3,2722,2,607,1,319,3
2724,4,2724,2,608,1,856,3
2728,4,2728,2,609,1,1893,173
2728,5,2728,2,609,1,1893,173
2734,3,2734,2,610,1,1286,4
2744,2,0,0,1983,1,6041,170
2744,3,2744,1,611,1,6041,3
2745,3,2745,1,612,1,6287,170
2754,3,2754,2,613,1,1684,5
2754,4,2754,2,613,1,1684,5
2757,5,2757,2,614,1,3171,2
2758,3,2758,2,615,1,1905,173
2766,5,2766,2,616,1,2195,5
2769,3,2769,2,617,1,1960,171
2772,3,2772,2,618,1,1516,170
2772,4,2772,2,618,1,1516,170
2779,3,2779,2,619,1,6191,2
2780,3,2780,2,620,1,762,4
2782,3,2782,2,621,1,459,170
2787,3,2787,2,622,1,1695,10
2789,3,2789,1,623,1,5219,30
2789,5,2789,1,623,1,5219,30
2790,2,2790,1,624,1,6616,172
2790,3,2790,1,624,1,6616,172
2791,3,2791,1,625,1,1799,6
2791,4,2791,1,625,1,1799,6
2793,5,2793,1,626,1,5926,3
2794,3,2794,2,627,1,3409,2
2794,4,2794,2,627,1,3409,2
2795,3,2795,2,628,1,5425,3
2795,4,2795,2,628,1,5425,3
2796,3,2796,2,629,1,3437,2
2796,7,2796,2,629,1,3437,2
2801,3,2801,2,630,1,18,170
2802,3,2802,2,631,1,18,31
2802,4,2802,2,631,1,18,31
2804,3,2804,1,632,1,5635,2
2804,4,2804,1,632,1,5635,2
2809,3,2809,2,633,1,2276,170
2811,3,2811,2,634,1,649,30
2811,4,2811,2,634,1,649,30
2812,3,2812,2,635,1,3034,2
2813,3,2813,2,636,1,1905,172
2813,4,2813,2,636,1,1905,172
2814,4,2814,2,637,1,823,4
2815,3,2815,2,638,1,3323,2
2815,4,2815,2,638,1,3323,2
2819,3,2819,2,639,1,1624,3
2819,4,2819,2,639,1,1624,3
2820,2,2820,1,640,1,1061,4
2820,3,2820,1,640,1,1061,4
2823,2,2823,1,641,1,209,170
2826,4,2826,1,642,1,1805,2
2827,3,2827,2,643,1,6438,30
2830,3,2830,2,644,1,2655,173
2832,2,2832,1,645,1,5656,171
2833,3,2833,1,646,1,6217,3
2837,3,2837,2,647,1,3386,2
2837,4,2837,2,647,1,3386,2
2839,3,2839,2,648,1,1697,37
2839,4,2839,2,648,1,1697,37
2844,3,2844,2,649,1,6546,182
2845,4,2845,2,650,1,5926,5
2845,5,2845,2,650,1,5926,5
2846,2,2846,1,651,1,6231,31
2847,3,2847,2,652,1,3367,2
2847,4,2847,2,652,1,3367,2
2849,3,2849,2,653,1,3221,2
2849,5,2849,2,653,1,3221,2
2850,3,2850,2,654,1,3232,2
2850,4,2850,2,654,1,3232,2
2851,3,2851,2,655,1,2722,3
2854,3,2854,2,656,1,6030,178
2855,3,2855,1,657,1,1290,21
2855,4,2855,1,657,1,1290,21
2860,4,2860,2,658,1,633,30
2860,5,2860,2,658,1,633,30
2861,4,2861,2,659,1,2897,4
2862,3,2862,2,660,1,3124,2
2863,3,2863,2,661,1,2645,171
2864,3,2864,2,662,1,1917,4
2866,3,2866,2,663,1,656,4
2866,5,2866,2,663,1,656,4
2869,4,2869,2,664,1,750,174
2870,2,2870,1,665,1,6655,2
2870,3,2870,1,665,1,6655,2
2875,3,2875,2,666,1,699,4
2875,4,2875,2,666,1,699,4
2877,2,2877,1,667,1,5625,170
2878,3,2878,2,668,1,5619,5
2882,3,2882,2,669,1,814,30
2886,2,2886,1,670,1,6436,31
2886,3,2886,1,670,1,6436,31
2888,3,2888,2,671,1,1663,9
2888,4,2888,2,671,1,1663,9
2889,4,2889,2,672,1,1823,170
2893,4,2893,2,673,1,5940,3
2898,2,2898,1,674,1,1697,176
2900,3,2900,2,675,1,6577,7
2901,3,2901,2,676,1,5921,172
2904,4,2904,2,677,1,821,170
2905,3,2905,2,678,1,5230,6
2907,2,2907,1,679,1,6161,4
2908,3,2908,2,680,1,5366,192
2908,5,2908,2,680,1,5366,192
2909,2,2909,1,681,1,6485,177
2909,4,2909,1,681,1,6485,177
2914,4,2914,2,682,1,5446,3
2916,3,2916,1,683,1,5573,8
2917,3,2917,2,684,1,6231,33
2918,2,2918,1,685,1,6161,7
2918,3,2918,1,685,1,6161,7
2923,2,2923,3,686,1,5874,30
2925,2,2925,1,687,1,2786,6
2925,3,2925,1,687,1,2786,6
2926,3,2926,1,688,1,6826,7
2931,2,2931,1,689,1,5314,30
2931,3,2931,1,689,1,5314,30
2939,3,2939,2,690,1,228,172
2942,2,2942,1,691,1,311,3
2942,3,2942,1,691,1,311,3
2945,3,2945,1,692,1,7,171
2945,4,2945,1,692,1,7,171
2950,2,2950,1,693,1,6635,32
2952,3,2952,2,694,1,3123,2
2953,3,2953,2,695,1,1917,172
2953,4,2953,2,695,1,1917,172
2955,3,2955,1,696,1,5216,3
2956,3,2956,2,697,1,725,177
2959,3,2959,2,698,1,674,5
2961,3,2961,2,699,1,3061,2
2961,4,2961,2,699,1,3061,2
2964,3,2964,2,700,1,1700,175
2965,3,2965,1,701,1,6028,8
2965,4,2965,1,701,1,6028,8
2968,4,2968,2,702,1,1926,3
2968,5,2968,2,702,1,1926,3
2969,2,2969,1,703,1,5464,184
2969,3,2969,1,703,1,5464,184
2970,3,2970,2,704,1,5464,32
2972,5,2972,2,705,1,1920,3
2972,6,2972,2,705,1,1920,3
2979,3,2979,2,706,1,6200,10
2980,3,2980,1,707,1,5819,5
2981,2,2981,1,708,1,5429,8
2981,3,2981,1,708,1,5429,8
2982,2,2982,1,709,1,5136,11
2982,3,2982,1,709,1,5136,11
2992,3,2992,2,710,1,2080,170
2992,4,2992,2,710,1,2080,170
2993,2,2993,1,711,1,2250,6
3000,3,3000,1,712,1,6605,12
3000,4,3000,1,712,1,6605,12
3011,2,3011,1,713,1,3352,2
3012,3,3012,2,714,1,913,173
3017,5,3017,2,715,1,751,172
3018,3,3018,2,716,1,751,30
3021,3,3021,2,717,1,880,175
3021,4,3021,2,717,1,880,175
3024,3,3024,2,718,1,796,4
3024,4,3024,2,718,1,796,4
3029,3,3029,1,719,1,6103,5
3030,4,3030,1,720,1,5825,2
3030,5,3030,1,720,1,5825,2
3032,2,3032,1,721,1,2509,170
3034,2,3034,1,722,1,5990,4
3036,3,3036,2,723,1,5898,3
3036,4,3036,2,723,1,5898,3
3038,6,3038,2,724,1,5613,170
3040,3,3040,2,725,1,5623,7
3042,3,3042,2,726,1,2485,3
3046,4,3046,2,727,1,2890,5
3049,2,3049,1,728,1,6381,184
3051,2,3051,1,729,1,6024,2
3052,3,3052,2,730,1,2432,190
3052,5,3052,2,730,1,2432,190
3056,4,3056,3,731,1,5017,171
3059,5,0,0,1984,1,6041,171
3059,6,0,0,1985,1,6041,181
3060,2,3060,1,732,1,6287,33
3060,3,3060,1,732,1,6287,33
3061,3,3061,2,733,1,2392,4
3061,4,3061,2,733,1,2392,4
3063,3,3063,2,734,1,6485,172
3067,2,3067,1,735,1,5635,3
3078,3,3078,1,736,1,5849,8
3086,3,3086,2,737,1,922,170
3086,4,3086,2,737,1,922,170
3089,4,3089,2,738,1,6361,3
3089,5,3089,2,738,1,6361,3
3091,3,3091,2,739,1,783,171
3092,3,3092,2,740,1,1000,4
3092,4,3092,2,740,1,1000,4
3097,4,3097,2,741,1,5363,3
3100,3,3100,2,742,1,2524,171
3105,3,3105,2,743,1,868,181
3108,4,3108,1,744,1,6801,172
3111,4,3111,2,745,1,6103,7
3111,5,3111,2,745,1,6103,7
3112,3,3112,2,746,1,866,4
3112,4,3112,2,746,1,866,4
3121,4,3121,2,747,1,6765,7
3121,5,3121,2,747,1,6765,7
3122,3,3122,2,748,1,5451,171
3123,3,3123,2,749,1,3368,6
3123,4,3123,2,749,1,3368,6
3124,3,3124,2,750,1,3441,2
3124,5,3124,2,750,1,3441,2
3126,2,3126,1,751,1,6820,2
3132,3,3132,1,752,1,5015,3
3134,2,3134,1,753,1,1701,3
3138,3,3138,2,754,1,775,172
3139,5,3139,2,755,1,1919,172
3139,6,3139,2,755,1,1919,172
3145,3,3145,2,756,1,713,176
3146,2,3146,1,757,1,3105,2
3146,3,3146,1,757,1,3105,2
3157,2,3157,1,758,1,6736,184
3159,2,3159,1,759,1,5539,6
3159,3,3159,1,759,1,5539,6
3160,3,3160,2,760,1,5539,3
3160,4,3160,2,760,1,5539,3
3166,3,3166,2,761,1,510,30
3170,3,3170,2,762,1,2117,3
3170,4,3170,2,762,1,2117,3
3174,2,3174,1,763,1,5990,31
3177,2,3606,2,891,1,1572,4
3180,3,3180,1,764,1,1663,8
3181,3,3181,1,765,1,1845,170
3181,4,3181,2,765,2,1845,3
3187,2,3187,1,766,1,5366,32
3188,3,3188,2,767,1,3378,2
3188,4,3188,2,767,1,3378,2
3190,2,3190,1,768,1,5872,31
3194,2,3194,1,769,1,5314,172
3194,3,3194,1,769,1,5314,172
3202,3,3202,1,770,1,2897,179
3208,3,3208,2,771,1,6358,170
3209,2,3209,1,772,1,5849,31
3212,4,3212,2,773,1,5553,171
3213,4,3213,1,774,1,6093,11
3213,5,3213,1,774,1,6093,11
3214,3,3214,2,775,1,6187,10
3214,4,3214,2,775,1,6187,10
3228,4,3228,2,776,1,6365,11
3228,5,3228,2,776,1,6365,11
3229,3,3229,2,777,1,6853,30
3230,3,3230,2,778,1,626,34
3230,4,3230,2,778,1,626,34
3234,3,3234,2,779,1,2109,2
3234,4,3234,2,779,1,2109,2
3236,5,3236,1,780,1,5048,4
3237,4,3237,2,781,1,6801,170
3237,5,3237,2,781,1,6801,170
3239,3,3239,2,782,1,2577,173
3239,4,3239,2,782,1,2577,173
3240,3,3240,1,783,1,5899,3
3240,4,3240,1,783,1,5899,3
3244,4,3244,2,784,1,5066,6
3244,5,3244,2,784,1,5066,6
3246,4,3246,2,785,1,5066,3
3263,3,3263,2,786,1,1298,5
3263,4,3263,2,786,1,1298,5
3268,4,3268,2,787,1,6358,6
3270,4,3270,2,788,1,773,4
3270,5,3270,2,788,1,773,4
3274,3,3274,2,790,1,634,6
3282,2,3282,1,791,1,5706,3
3284,4,3284,2,792,1,2461,174
3284,5,3284,2,792,1,2461,174
3286,4,3286,2,793,1,6217,172
3286,5,3286,2,793,1,6217,172
3287,3,3287,2,794,1,3045,2
3287,4,3287,2,794,1,3045,2
3293,3,3293,2,795,1,2898,2
3294,2,3294,1,796,1,2898,170
3295,3,3295,2,797,1,1542,176
3295,4,3295,2,797,1,1542,176
3297,2,3297,1,798,1,5885,174
3299,3,3299,2,799,1,2726,3
3299,4,3299,2,799,1,2726,3
3302,4,3302,1,800,1,1697,172
3303,5,3303,2,801,1,1695,181
3305,3,3305,1,802,1,5612,183
3305,4,3305,1,802,1,5612,183
3306,3,3306,2,803,1,3373,2
3306,4,3306,2,803,1,3373,2
3309,4,3309,2,804,1,5570,198
3309,5,3309,2,804,1,5570,198
3310,3,3310,2,805,1,18,173
3312,2,3312,1,806,1,6820,30
3313,4,3313,2,807,1,18,185
3316,2,3316,1,808,1,2672,171
3318,4,3318,2,809,1,6843,173
3322,4,3322,2,810,1,5314,5
3323,3,3323,2,811,1,1335,179
3323,4,3665,2,914,1,1591,171
3324,3,3324,2,812,1,1335,183
3328,3,3328,2,813,1,1701,178
3328,4,3328,2,813,1,1701,178
3338,2,3338,1,814,1,3116,1
3344,3,3344,2,815,1,2642,30
3346,4,3346,2,816,1,1932,173
3350,4,3350,2,817,1,2088,4
3352,4,3352,2,818,1,3191,2
3353,3,3353,2,819,1,5393,30
3357,4,3357,1,820,1,5539,7
3357,5,3357,1,820,1,5539,7
3358,4,3358,2,821,1,5626,170
3360,3,3360,2,822,1,6553,4
3360,4,3360,2,822,1,6553,4
3363,3,3363,2,823,1,1608,30
3363,4,3363,2,823,1,1608,30
3364,3,3364,2,824,1,751,31
3364,4,3364,2,824,1,751,31
3367,2,3367,1,825,1,6232,7
3368,4,3368,2,826,1,1866,170
3375,3,3375,2,827,1,6436,33
3376,4,3376,2,828,1,6740,3
3378,3,3378,2,829,1,2474,171
3379,3,3379,2,830,1,5614,177
3383,4,3383,2,831,1,5299,9
3393,3,3393,2,832,1,2210,30
3393,4,3393,2,832,1,2210,30
3397,2,3397,1,833,1,2272,3
3398,3,3398,2,834,1,1597,3
3398,4,3398,2,834,1,1597,3
3399,3,3399,1,835,1,1762,176
3399,4,3399,2,835,2,1762,6
3408,52,3408,2,836,1,6843,6
3417,3,3417,2,837,1,1014,30
3426,3,3426,2,839,1,2017,172
3429,3,3429,2,840,1,6077,174
3430,2,3430,1,841,1,6370,33
3430,3,3430,1,841,1,6370,33
3434,3,3434,1,842,1,6853,3
3436,4,3436,2,843,1,2355,174
3436,5,3436,2,843,1,2355,174
3437,3,3437,2,844,1,2054,3
3437,4,3437,2,844,1,2054,3
3438,3,3438,2,845,1,2205,5
3442,4,3442,2,846,1,2753,172
3443,5,3443,2,847,1,2753,4
3446,3,3446,2,848,1,5991,2
3446,4,3446,2,848,1,5991,2
3447,2,3447,1,849,1,6740,4
3447,3,3447,1,849,1,6740,4
3451,3,3451,2,850,1,1572,5
3451,4,3451,2,850,1,1572,5
3464,3,3464,2,851,1,5397,5
3464,4,3464,2,851,1,5397,5
3466,3,3466,2,852,1,835,173
3466,4,3466,2,852,1,835,173
3477,3,3477,2,853,1,203,5
3477,5,3477,2,853,1,203,5
3481,3,3481,2,854,1,597,176
3481,4,3481,2,854,1,597,176
3485,3,3485,2,855,1,1930,5
3485,4,3485,2,855,1,1930,5
3489,3,3489,2,856,1,1915,171
3489,4,3489,2,856,1,1915,171
3492,3,3492,2,857,1,698,7
3492,4,3492,2,857,1,698,7
3493,2,3493,1,858,1,5683,31
3498,2,3498,1,859,1,5479,30
3502,3,3502,1,860,1,1697,6
3503,5,3503,3,861,1,686,33
3504,3,3504,2,862,1,3091,2
3504,4,3504,2,862,1,3091,2
3506,3,3506,2,863,1,3196,2
3506,6,3506,2,863,1,3196,2
3510,3,3510,1,864,1,1541,171
3510,4,3510,1,864,1,1541,171
3518,2,3518,1,865,1,1568,32
3525,3,3525,2,866,1,6361,6
3530,3,3530,2,867,1,1879,175
3530,4,3530,2,867,1,1879,175
3533,4,3533,2,868,1,1805,174
3533,5,3533,2,868,1,1805,174
3540,3,3540,2,869,1,5057,4
3540,4,3540,2,869,1,5057,4
3541,3,3541,2,870,1,664,8
3541,4,3541,2,870,1,664,8
3542,2,3542,1,871,1,6232,32
3542,3,3542,1,871,1,6232,32
3543,3,3543,2,872,1,221,171
3545,3,3545,1,873,1,5871,6
3555,3,3555,5,874,1,6522,1
3565,3,3565,2,875,1,178,171
3565,4,3565,2,875,1,178,171
3567,4,3567,2,876,1,3380,2
3567,5,3567,2,876,1,3380,2
3568,2,3568,1,877,1,5416,6
3570,2,3570,1,878,1,5424,30
3570,3,3570,1,878,1,5424,30
3572,3,3572,2,879,1,946,172
3575,4,3575,2,880,1,3125,2
3575,5,3575,2,880,1,3125,2
3577,3,3577,2,881,1,6357,31
3581,3,3581,2,882,1,2282,177
3583,3,3583,2,883,1,1627,30
3585,5,3585,1,884,1,5801,4
3586,3,3586,2,885,1,1837,172
3586,4,3586,2,885,1,1837,172
3589,4,3589,1,886,1,5057,8
3589,5,3589,1,886,1,5057,8
3597,3,3597,2,887,1,2461,4
3600,4,3600,2,888,1,548,175
3601,4,3601,2,889,1,2731,1
3605,4,3605,1,890,1,5990,3
3605,5,3605,1,890,1,5990,3
3607,3,3607,2,892,1,6414,1
3608,2,3608,1,893,1,6867,200
3608,3,3608,1,893,1,6867,200
3611,5,3611,2,894,1,5478,170
3616,4,3616,2,895,1,6872,170
3620,3,3620,1,896,1,1306,3
3621,3,3621,2,897,1,2640,4
3628,3,3628,2,898,1,711,3
3628,4,3628,2,898,1,711,3
3629,4,3629,2,899,1,2016,4
3633,3,3633,2,900,1,3025,2
3633,4,3633,2,900,1,3025,2
3638,4,3638,2,901,1,3371,2
3638,5,3638,2,901,1,3371,2
3641,4,3641,2,902,1,3197,2
3644,3,3644,2,903,1,573,4
3644,4,3644,2,903,1,573,4
3645,3,3645,1,904,1,5872,6
3647,6,5670,1,1524,1,2907,9
3649,3,3649,1,905,1,6826,6
3652,3,3652,2,906,1,5430,30
3652,4,3652,2,906,1,5430,30
3653,3,3653,2,907,1,5812,171
3654,2,3654,1,908,1,5447,30
3654,3,3654,1,908,1,5447,30
3656,2,3656,1,909,1,6053,175
3657,2,3657,1,910,1,5082,3
3659,5,3659,2,911,1,6053,177
3659,6,3659,2,911,1,6053,177
3660,3,3660,2,912,1,5476,171
3663,4,3663,2,913,1,1335,174
3665,4,3665,2,914,1,1591,171
3665,5,3665,2,914,1,1591,171
3668,4,3668,2,915,1,2302,11
3668,5,3668,2,915,1,2302,11
3671,4,3671,2,916,1,5655,171
3675,3,3675,2,917,1,1568,173
3679,2,3679,1,918,1,6368,178
3679,3,3679,1,918,1,6368,178
3680,3,3680,2,919,1,897,4
3682,3,3682,2,920,1,6357,3
3693,4,3693,2,921,1,3115,2
3697,4,3697,2,922,1,1000,3
3710,3,3710,2,923,1,713,183
3713,3,3713,2,924,1,2639,3
3716,3,3716,2,925,1,2125,6
3716,4,3716,2,925,1,2125,6
3717,3,3717,2,926,1,2125,4
3717,4,3717,2,926,1,2125,4
3719,5,3719,2,927,1,1274,3
3722,3,3722,2,928,1,5393,171
3728,4,3728,2,929,1,970,3
3730,3,3730,2,930,1,1072,170
3730,4,3730,2,930,1,1072,170
3737,5,3737,1,931,1,6499,170
3738,3,3738,2,932,1,5299,8
3738,8,3738,2,932,1,5299,8
3739,5,3739,2,933,1,6624,3
3740,3,3740,1,934,1,5683,7
3741,4,3741,2,935,1,6864,3
3742,3,3742,1,936,1,5069,4
3742,4,3884,1,978,1,5069,31
3743,2,3743,1,937,1,5055,31
3743,3,3743,1,937,1,5055,31
3747,3,3747,2,938,1,3019,2
3750,3,3750,2,939,1,5643,6
3750,4,3750,2,939,1,5643,6
3754,4,3754,2,940,1,1292,4
3758,3,3758,2,941,1,1928,171
3760,5,3760,1,942,1,1368,172
3765,3,3765,2,943,1,5403,171
3765,4,3765,2,943,1,5403,171
3769,4,3769,2,944,1,6724,8
3770,5,3770,2,945,1,1222,3
3772,3,3772,2,946,1,327,172
3775,2,3775,1,947,1,6152,2
3776,3,3776,2,948,1,5678,172
3776,5,3776,2,948,1,5678,172
3777,3,3777,2,949,1,6626,3
3784,3,3784,1,950,1,2506,3
3800,3,3800,2,951,1,50,5
3800,4,3800,2,951,1,50,5
3809,3,3809,2,952,1,6216,3
3811,4,3811,2,953,1,5706,9
3812,3,3812,1,954,1,5259,10
3814,3,3814,2,955,1,2461,3
3821,5,3821,2,956,1,6103,3
3821,6,3821,2,956,1,6103,3
3825,3,3825,1,957,1,5683,8
3825,4,3825,1,957,1,5683,8
3828,4,3828,1,958,1,6024,3
3828,5,3828,1,958,1,6024,3
3832,2,3832,1,959,1,1368,1
3834,6,3834,2,960,1,3376,2
3834,7,3834,2,960,1,3376,2
3837,3,3837,2,961,1,5635,190
3840,3,3840,2,962,1,1547,3
3840,4,3840,2,962,1,1547,3
3841,4,3841,2,963,1,6375,30
3841,5,3841,2,963,1,6375,30
3843,2,3843,1,964,1,1682,175
3843,3,3843,1,964,1,1682,175
3846,3,3846,2,965,1,1591,172
3846,4,3846,2,965,1,1591,172
3848,5,3848,2,966,1,2302,8
3849,3,3849,2,967,1,674,171
3855,2,0,0,1986,1,3320,900
3856,3,3856,2,968,1,1045,30
3857,2,3857,1,969,1,6370,31
3857,3,3857,1,969,1,6370,31
3861,3,3861,2,970,1,3178,2
3861,5,3861,2,970,1,3178,2
3865,4,3865,1,971,1,5057,15
3865,5,3865,1,971,1,5057,15
3868,2,3868,1,972,1,5539,4
3869,3,3869,2,973,1,6549,4
3869,4,3869,2,973,1,6549,4
3871,3,3871,2,974,1,2237,172
3877,4,3877,2,975,1,5994,6
3879,3,3879,1,976,1,6738,3
3882,3,3882,2,977,1,2060,3
3891,4,3891,2,979,1,5570,11
3891,5,3891,2,979,1,5570,11
3892,4,3892,2,980,1,2434,3
3893,2,3893,1,981,1,2207,21
3893,3,3893,1,981,1,2207,21
3894,4,3894,2,982,1,1092,3
3894,5,3894,2,982,1,1092,3
3896,2,3896,1,983,1,6086,1
3897,3,3897,2,984,1,6626,7
3898,2,3898,1,985,1,6086,3
3899,4,3899,2,986,1,2302,189
3902,3,3902,2,987,1,1559,170
3903,3,3903,2,988,1,2138,175
3908,3,3908,2,989,1,2717,173
3909,5,3909,2,990,1,1919,170
3916,2,3916,1,991,1,5350,30
3916,3,3916,1,991,1,5350,30
3921,3,3921,2,992,1,2176,175
3921,4,3921,2,992,1,2176,175
3922,4,3922,2,993,1,677,172
3923,3,3923,2,994,1,6154,3
3925,3,3925,2,995,1,863,6
3925,4,3925,2,995,1,863,6
3927,3,3927,2,996,1,1285,5
3927,4,3927,2,996,1,1285,5
3934,3,3934,2,997,1,3229,2
3934,4,3934,2,997,1,3229,2
3936,4,3936,2,998,1,6724,170
3936,5,3936,2,998,1,6724,170
3939,3,3939,2,999,1,1298,172
3941,5,3941,2,1000,1,2801,171
3942,3,3942,1,1001,1,2707,179
3942,4,3942,1,1001,1,2707,179
3944,3,3944,2,1002,1,1485,3
3944,4,3944,2,1002,1,1485,3
3951,3,3951,1,1003,1,2615,174
3952,3,3952,2,1004,1,1434,32
3954,4,3954,2,1005,1,5264,4
3954,5,3954,2,1005,1,5264,4
3955,2,3955,1,1006,1,5350,31
3958,2,3958,1,1007,1,2198,171
3963,3,3963,2,1008,1,2846,6
3963,4,3963,2,1008,1,2846,6
3965,3,3965,2,1009,1,677,182
3969,2,3969,1,1010,1,5676,176
3980,3,3980,2,1012,1,1762,32
3980,4,3980,2,1012,1,1762,32
3982,4,3982,2,1013,1,3085,2
3986,6,3986,4,1014,1,687,3
3989,3,3989,2,1015,1,280,172
3989,4,3989,2,1015,1,280,172
3991,3,3991,2,1016,1,3094,2
