CHLDID02,CHLDSN02,PCGID02,PCGSN02,CDSHID02,PCGINST02,PCG68ID02,PCGPN02
3991,4,3991,2,1016,1,3094,2
3992,3,3992,2,1017,1,3238,2
3992,4,3992,2,1017,1,3238,2
3993,3,3993,2,1018,1,3242,2
3993,4,3993,2,1018,1,3242,2
4004,3,4004,1,1019,1,5499,182
4005,4,4005,2,1020,1,1684,6
4005,5,4005,2,1020,1,1684,6
4007,3,4007,1,1021,1,5274,4
4007,4,4007,1,1021,1,5274,4
4008,4,4008,2,1022,1,2852,6
4008,6,4008,2,1022,1,2852,6
4009,4,4009,2,1023,1,2643,3
4014,3,4014,1,1024,1,6724,31
4028,3,4028,2,1025,1,2302,32
4029,2,4029,1,1026,1,2302,201
4031,3,4031,2,1027,1,564,32
4040,3,4040,2,1028,1,1221,170
4040,4,4040,2,1028,1,1221,170
4041,3,4041,2,1029,1,691,176
4046,3,4046,2,1030,1,2822,175
4050,4,4050,1,1031,1,1925,1
4051,4,4051,2,1032,1,1445,173
4051,5,4051,2,1032,1,1445,173
4053,3,4053,2,1033,1,1096,174
4060,3,4060,2,1034,1,1048,191
4060,4,4060,2,1034,1,1048,191
4061,4,4061,2,1035,1,1048,4
4066,3,4066,2,1036,1,1915,5
4071,2,4071,1,1037,1,6436,36
4073,4,4073,2,1038,1,5488,7
4075,3,4075,2,1039,1,2603,177
4075,4,4075,2,1039,1,2603,177
4092,3,4092,2,1041,1,1762,30
4093,2,4093,1,1042,1,5034,170
4093,3,4093,1,1042,1,5034,170
4096,3,4096,2,1043,1,2108,5
4096,4,4096,2,1043,1,2108,5
4097,4,4097,2,1044,1,2680,174
4097,5,4097,2,1044,1,2680,174
4106,3,4106,2,1045,1,1807,170
4113,2,4113,1,1046,1,5126,1
4121,2,4121,1,1047,1,897,6
4128,4,4128,2,1048,1,630,171
4130,3,4130,2,1049,1,2030,175
4132,3,4132,1,1050,1,5335,4
4132,4,4132,1,1050,1,5335,4
4136,3,4136,2,1051,1,713,33
4139,3,4139,2,1052,1,2285,175
4139,4,4139,2,1052,1,2285,175
4140,4,4140,2,1053,1,2532,3
4140,5,4140,2,1053,1,2532,3
4141,3,4141,2,1054,1,782,3
4145,3,4145,2,1055,1,2353,171
4145,5,4145,2,1055,1,2353,171
4150,3,4150,2,1056,1,749,173
4151,3,4151,2,1057,1,2198,5
4155,7,4155,2,1058,1,2443,175
4160,4,4160,1,1059,1,1150,170
4161,4,4161,2,1060,1,5916,8
4162,3,4162,2,1061,1,1695,2
4163,3,4163,2,1062,1,1762,180
4166,4,4166,2,1063,1,2225,170
4169,3,4169,2,1064,1,368,170
4170,3,4170,2,1065,1,6157,3
4179,2,4179,1,1066,1,5771,170
4182,4,4182,1,1067,1,5814,5
4182,5,4182,1,1067,1,5814,5
4183,2,4183,1,1068,1,2004,177
4183,3,4183,1,1068,1,2004,177
4184,3,4184,2,1069,1,2435,172
4184,4,4184,2,1069,1,2435,172
4186,4,4186,2,1070,1,6170,171
4186,5,4186,2,1070,1,6170,171
4187,2,4187,1,1071,1,5308,4
4191,4,4191,2,1072,1,909,3
4192,3,4192,2,1073,1,908,6
4192,4,4192,2,1073,1,908,6
4194,3,4194,2,1074,1,2756,3
4194,4,4194,2,1074,1,2756,3
4203,3,4203,2,1075,1,354,171
4206,3,4206,2,1076,1,6625,170
4210,3,4210,2,1077,1,1260,39
4211,3,4211,2,1078,1,3291,2
4212,2,4212,1,1079,1,106,173
4212,3,4212,1,1079,1,106,173
4214,3,4214,2,1080,1,355,3
4216,3,4216,1,1081,1,5012,183
4216,4,4216,1,1081,1,5012,183
4220,3,4220,2,1082,1,2569,31
4220,4,4220,2,1082,1,2569,31
4221,4,4221,1,1083,1,2302,173
4226,3,4226,2,1084,1,1786,3
4227,3,4227,2,1085,1,2240,30
4230,3,4230,2,1086,1,323,173
4231,2,4231,1,1087,1,783,3
4237,3,4237,2,1088,1,5610,3
4237,4,4237,2,1088,1,5610,3
4242,3,4242,2,1089,1,2055,3
4242,4,4242,2,1089,1,2055,3
4247,4,4247,2,1090,1,1859,171
4251,2,4251,1,1091,1,846,6
4251,3,4251,1,1091,1,846,6
4257,3,4257,2,1092,1,639,175
4258,2,4258,1,1093,1,702,30
4259,2,4259,1,1094,1,5495,30
4259,3,4259,1,1094,1,5495,30
4262,3,4262,2,1095,1,1695,34
4265,4,4265,2,1096,1,5034,5
4268,3,4268,2,1097,1,3070,2
4271,3,4271,2,1098,1,1965,5
4274,2,4274,1,1099,1,5366,33
4278,2,4278,1,1100,1,6546,9
4278,3,4278,1,1100,1,6546,9
4279,5,0,0,1987,1,6041,181
4280,3,4280,2,1101,1,3375,170
4283,2,4283,1,1102,1,2271,5
4285,3,4285,2,1103,1,47,31
4285,4,4285,2,1103,1,47,31
4289,5,4289,2,1104,1,6064,4
4289,6,4289,2,1104,1,6064,4
4291,2,4291,1,1105,1,1505,4
4292,2,4292,1,1106,1,6434,170
4305,3,4305,2,1107,1,2897,3
4305,4,4305,2,1107,1,2897,3
4307,3,4307,1,1108,1,2129,183
4310,3,4310,2,1109,1,1917,5
4310,4,4310,2,1109,1,1917,5
4318,2,4318,1,1110,1,6607,8
4319,4,4319,2,1111,1,6635,176
4321,5,4321,1,1112,1,729,6
4321,6,4321,1,1112,1,729,6
4327,4,4327,2,1113,1,2615,7
4327,5,4327,2,1113,1,2615,7
4330,3,4330,2,1114,1,691,172
4330,4,4330,2,1114,1,691,172
4332,3,4332,2,1115,1,6370,32
4334,3,4334,2,1116,1,5900,5
4335,3,4335,2,1117,1,2807,170
4335,4,4335,2,1117,1,2807,170
4338,4,4338,2,1118,1,5562,5
4339,4,4339,2,1119,1,5684,205
4343,2,4343,1,1120,1,5440,3
4343,3,4343,1,1120,1,5440,3
4345,3,0,0,1988,1,5136,187
4348,4,4348,2,1121,1,1411,184
4355,4,4355,2,1122,1,833,178
4360,3,4360,1,1123,1,5393,33
4361,2,4361,1,1124,1,5305,6
4361,3,4361,1,1124,1,5305,6
4363,2,4363,1,1125,1,5547,170
4370,3,4370,2,1126,1,880,174
4378,3,4378,2,1127,1,1480,31
4378,4,4378,2,1127,1,1480,31
4385,6,4385,1,1128,1,5623,8
4385,7,4385,1,1128,1,5623,8
4394,3,4394,1,1129,1,1168,8
4395,3,4395,1,1130,1,2177,178
4401,3,4401,2,1131,1,2468,171
4401,4,4401,2,1131,1,2468,171
4407,3,4407,1,1132,1,2225,172
4409,5,4409,2,1133,1,3375,2
4410,4,4410,2,1134,1,3369,2
4410,7,4410,2,1134,1,3369,2
4416,2,4416,1,1135,1,1547,5
4417,2,4417,1,1136,1,6724,30
4417,3,4417,1,1136,1,6724,30
4428,4,4428,2,1137,1,6327,4
4428,5,4428,2,1137,1,6327,4
4433,3,4433,1,1138,1,1411,7
4439,4,4439,2,1139,1,5527,172
4440,4,4440,2,1140,1,6110,179
4441,2,4441,1,1141,1,5537,3
4442,4,4442,2,1142,1,6736,3
4446,3,4446,1,1143,1,6125,5
4446,5,4446,1,1143,1,6125,5
4450,3,4450,2,1144,1,2151,3
4452,3,4452,2,1145,1,181,171
4452,4,4452,2,1145,1,181,171
4453,3,4453,2,1146,1,6073,31
4454,3,4454,2,1147,1,5613,6
4456,3,4456,2,1148,1,5613,12
4456,4,4456,2,1148,1,5613,12
4457,3,4457,2,1149,1,5615,11
4461,2,4461,3,1150,1,6073,2
4463,2,4464,1,1151,1,6664,172
4464,2,4464,1,1151,1,6664,172
4472,2,4472,1,1152,1,2019,4
4475,2,3977,1,1011,1,1695,37
4480,3,4480,2,1153,1,1013,7
4480,5,4480,2,1153,1,1013,7
4482,3,4482,1,1154,1,6575,171
4482,4,4482,1,1154,1,6575,171
4484,3,4484,1,1155,1,1121,174
4490,3,4490,2,1156,1,1351,174
4490,4,4490,2,1156,1,1351,174
4493,2,4493,1,1157,1,5901,175
4494,3,4494,2,1158,1,6789,7
4495,4,4495,2,1159,1,6377,5
4495,5,4495,2,1159,1,6377,5
4496,3,4496,1,1160,1,2240,170
4498,2,4498,1,1161,1,5820,7
4498,3,4498,1,1161,1,5820,7
4499,2,5061,1,1339,1,2867,3
4502,3,4502,2,1162,1,2280,2
4503,5,4503,2,1163,1,2280,172
4503,6,4503,2,1163,1,2280,172
4505,3,4505,2,1164,1,760,171
4505,4,4505,2,1164,1,760,171
4511,4,4511,2,1165,1,1893,174
4511,5,4511,2,1165,1,1893,174
4513,3,4513,2,1166,1,605,3
4518,2,4518,1,1167,1,5052,4
4523,2,4523,1,1168,1,5995,6
4523,5,4523,1,1168,1,5995,6
4536,5,4536,2,1169,1,1975,4
4536,6,4536,2,1169,1,1975,4
4537,3,4537,2,1170,1,465,30
4537,4,4537,2,1170,1,465,30
4540,3,4540,2,1171,1,6615,4
4545,4,4545,1,1172,1,717,4
4546,3,4546,2,1173,1,2618,31
4557,3,4557,1,1174,1,5628,6
4557,5,4557,1,1174,1,5628,6
4562,2,4562,1,1175,1,6127,178
4563,2,4563,1,1176,1,2875,7
4563,3,4563,1,1176,1,2875,7
4567,3,4567,2,1177,1,5960,38
4568,3,4568,2,1178,1,2629,3
4568,4,4568,2,1178,1,2629,3
4573,3,4573,2,1179,1,5526,10
4577,3,4577,2,1180,1,706,170
4577,4,4577,2,1180,1,706,170
4580,4,4580,2,1181,1,3408,2
4581,3,4581,1,1182,1,1807,30
4583,4,4583,1,1183,1,1302,3
4584,7,4584,2,1184,1,6785,7
4584,8,4584,2,1184,1,6785,7
4585,3,4585,2,1185,1,5012,187
4592,2,4592,1,1186,1,6635,9
4592,5,4592,1,1186,1,6635,9
4596,3,4596,2,1187,1,2067,188
4596,4,4596,2,1187,1,2067,188
4600,3,4600,2,1188,1,2524,172
4604,2,4604,1,1189,1,2181,30
4607,3,0,0,1989,1,5909,184
4608,3,4608,1,1190,1,6111,4
4608,4,4608,1,1190,1,6111,4
4613,3,4613,2,1191,1,2198,3
4613,4,4613,2,1191,1,2198,3
4614,3,4614,1,1192,1,779,173
4616,5,4616,2,1193,1,151,171
4616,6,4616,2,1193,1,151,171
4617,3,4617,1,1194,1,5834,7
4622,3,4622,2,1195,1,602,184
4623,3,4623,2,1196,1,2177,5
4623,4,4623,2,1196,1,2177,5
4626,3,4626,2,1197,1,2750,172
4626,4,4626,2,1197,1,2750,172
4627,3,4627,2,1198,1,2851,5
4627,4,4627,2,1198,1,2851,5
4628,3,4628,1,1199,1,2851,3
4628,4,4628,1,1199,1,2851,3
4629,2,4629,1,1200,1,916,31
4632,3,4632,2,1201,1,5392,30
4632,4,4632,2,1201,1,5392,30
4643,3,4643,2,1202,1,2412,30
4644,5,4644,2,1203,1,3063,2
4644,6,4644,2,1203,1,3063,2
4646,3,4646,2,1204,1,1230,30
4649,3,4649,2,1205,1,1862,30
4649,4,4649,2,1205,1,1862,30
4651,3,4651,2,1206,1,6545,5
4651,4,4651,2,1206,1,6545,5
4655,4,4655,2,1207,1,2907,174
4655,5,4655,2,1207,1,2907,174
4656,3,4656,2,1208,1,2593,170
4658,3,4658,2,1209,1,2786,171
4659,3,6545,1,1778,1,5548,9
4661,2,4661,1,1210,1,6107,30
4663,2,4663,1,1211,1,6107,6
4665,3,4665,2,1212,1,6800,37
4673,2,4673,1,1213,1,964,173
4677,3,4677,2,1214,1,5199,178
4681,2,4681,1,1216,1,6368,5
4684,2,4684,1,1217,1,5863,33
4687,3,4687,1,1218,1,490,172
4690,3,4690,2,1219,1,999,4
4690,4,4690,2,1219,1,999,4
4692,3,4692,2,1220,1,610,173
4695,4,4695,2,1221,1,165,4
4699,3,4699,2,1222,1,2869,30
4701,3,4701,2,1223,1,5987,188
4701,4,4701,2,1223,1,5987,188
4706,5,4706,2,1224,1,672,3
4711,3,4711,2,1225,1,6854,172
4712,3,4712,2,1226,1,5491,177
4714,2,4714,1,1227,1,5491,4
4715,2,4715,1,1228,1,5332,31
4715,3,4715,1,1228,1,5332,31
4716,3,4716,2,1229,1,51,30
4716,4,4716,2,1229,1,51,30
4718,2,4718,1,1230,1,5031,6
4718,3,4718,1,1230,1,5031,6
4721,3,4721,2,1231,1,5332,32
4723,5,4723,2,1232,1,5458,170
4724,3,4724,2,1233,1,1051,38
4724,4,4724,2,1233,1,1051,38
4733,5,4733,2,1234,1,5990,172
4733,7,4733,2,1234,1,5990,172
4738,2,4738,1,1235,1,5646,6
4738,4,4738,1,1235,1,5646,6
4750,3,4084,1,1040,1,636,2
4750,5,4750,2,1236,1,636,170
4753,3,4753,2,1237,1,2393,4
4753,4,4753,2,1237,1,2393,4
4755,3,4755,2,1238,1,5462,170
4755,4,4755,2,1238,1,5462,170
4756,3,4756,1,1239,1,5592,7
4756,4,4756,1,1239,1,5592,7
4758,2,4758,1,1240,1,2016,6
4758,3,4758,1,1240,1,2016,6
4767,2,4767,1,1241,1,432,31
4771,4,4771,2,1242,1,5464,7
4773,3,4773,2,1243,1,96,5
4775,5,4775,1,1244,1,6150,4
4775,6,4775,1,1244,1,6150,4
4779,3,4779,2,1245,1,2618,3
4779,4,4779,2,1245,1,2618,3
4780,3,4780,2,1246,1,700,176
4780,4,4780,2,1246,1,700,176
4782,3,4782,2,1247,1,6203,2
4782,4,4782,2,1247,1,6203,2
4785,3,4785,2,1248,1,6605,190
4785,5,4785,2,1248,1,6605,190
4788,3,4788,2,1249,1,5057,190
4793,3,4793,2,1250,1,796,173
4794,3,4794,2,1251,1,2237,171
4799,3,4799,1,1252,1,5660,5
4800,4,4800,1,1253,1,1542,174
4800,5,4800,1,1253,1,1542,174
4802,3,4802,2,1254,1,5462,174
4802,4,4802,2,1254,1,5462,174
4806,3,4806,2,1255,1,1945,179
4808,3,4808,2,1256,1,3404,2
4808,4,4808,2,1256,1,3404,2
4809,3,4809,2,1257,1,3233,2
4809,4,4809,2,1257,1,3233,2
4810,3,4810,2,1258,1,3090,2
4810,4,4810,2,1258,1,3090,2
4812,4,4812,2,1259,1,6030,7
4812,6,4812,2,1259,1,6030,7
4814,2,4814,1,1260,1,5549,6
4814,3,4814,1,1260,1,5549,6
4817,4,0,0,1990,1,6107,922
4819,3,4819,1,1261,1,5464,2
4821,3,4821,1,1262,1,5154,8
4822,4,4822,2,1263,1,5142,174
4822,5,4822,2,1263,1,5142,174
4826,3,4826,1,1264,1,2799,5
4826,4,4826,1,1264,1,2799,5
4828,4,4828,2,1265,1,1152,176
4830,3,4830,2,1266,1,729,183
4830,4,4830,2,1266,1,729,183
4832,4,4832,2,1267,1,769,4
4837,5,4837,2,1268,1,5046,2
4837,6,4837,2,1268,1,5046,2
4838,4,4838,2,1269,1,2502,172
4838,5,4838,2,1269,1,2502,172
4841,3,4841,2,1270,1,857,174
4841,4,4841,2,1270,1,857,174
4842,3,4842,2,1271,1,5061,177
4843,3,4843,2,1272,1,1284,170
4843,4,4843,2,1272,1,1284,170
4848,3,4848,2,1273,1,2198,173
4848,4,4848,2,1273,1,2198,173
4849,2,4849,1,1274,1,5458,3
4850,3,4850,1,1275,1,5458,2
4850,4,4850,2,1275,2,5458,32
4859,2,4859,1,1276,1,5526,14
4859,3,4859,1,1276,1,5526,14
4860,2,4860,1,1277,1,2083,171
4861,3,4861,2,1278,1,6166,40
4863,2,4863,1,1279,1,5501,32
4863,3,4863,1,1279,1,5501,32
4868,3,4868,2,1280,1,3156,2
4868,4,4868,2,1280,1,3156,2
4870,3,4870,2,1281,1,3217,2
4873,2,4873,1,1282,1,6179,173
4873,3,4873,1,1282,1,6179,173
4874,3,4874,2,1283,1,3417,2
4875,2,4875,1,1284,1,5154,32
4875,3,4875,1,1284,1,5154,32
4879,3,4879,2,1285,1,6840,30
4882,3,4882,2,1286,1,557,30
4882,4,4882,2,1286,1,557,30
4888,3,4888,2,1287,1,5170,30
4893,3,4893,2,1288,1,129,35
4893,4,4893,2,1288,1,129,35
4895,3,4895,2,1289,1,970,171
4896,2,4896,1,1290,1,1962,176
4896,3,4896,1,1290,1,1962,176
4897,3,4897,2,1291,1,1144,174
4905,3,4905,1,1292,1,5968,5
4905,4,4905,1,1292,1,5968,5
4908,3,4908,2,1293,1,1066,30
4908,4,4908,2,1293,1,1066,30
4913,3,4913,2,1294,1,1750,3
4915,3,4915,2,1295,1,1878,172
4915,4,4915,2,1295,1,1878,172
4918,4,4918,2,1296,1,3237,2
4918,5,4918,2,1296,1,3237,2
4922,2,4922,1,1297,1,6183,3
4923,3,4923,2,1298,1,1775,5
4923,4,4923,2,1298,1,1775,5
4924,3,4924,2,1299,1,356,3
4930,2,4930,1,1300,1,6203,184
4930,3,4930,1,1300,1,6203,184
4934,3,4934,2,1301,1,5960,34
4934,4,4934,2,1301,1,5960,34
4935,2,4935,1,1302,1,5960,33
4939,2,4939,1,1303,1,5055,178
4940,3,4940,2,1304,1,5070,4
4941,3,4941,2,1305,1,5052,174
4945,3,4945,2,1306,1,5302,7
4946,3,4946,2,1307,1,1285,4
4946,4,4946,2,1307,1,1285,4
4952,4,4952,2,1308,1,5035,171
4956,5,4956,2,1309,1,3374,2
4957,2,4957,1,1310,1,1782,30
4957,3,4957,1,1310,1,1782,30
4961,3,4961,1,1311,1,6862,8
4963,4,4963,2,1312,1,1227,193
4965,3,4965,2,1313,1,563,40
4967,2,4967,1,1314,1,628,30
4968,3,4968,2,1315,1,6626,8
4969,4,4969,1,1316,1,5678,2
4969,5,4969,1,1316,1,5678,2
4970,3,4970,1,1317,1,6660,3
4970,4,4970,1,1317,1,6660,3
4972,3,4972,1,1318,1,5655,174
4972,4,4972,1,1318,1,5655,174
4973,3,4973,2,1319,1,2678,175
4973,5,4973,2,1319,1,2678,175
4974,3,4974,2,1320,1,6418,3
4974,4,4974,2,1320,1,6418,3
4977,4,4977,2,1321,1,729,171
4977,5,4977,2,1321,1,729,171
4978,3,4978,2,1322,1,1540,177
4983,4,4983,2,1323,1,1850,172
4983,5,4983,2,1323,1,1850,172
5001,2,5001,1,1324,1,5663,34
5001,3,5001,1,1324,1,5663,34
5008,3,5008,2,1325,1,2151,177
5008,4,5008,2,1325,1,2151,177
5010,3,5010,2,1326,1,1893,5
5012,3,5012,2,1327,1,3023,2
5012,4,5012,2,1327,1,3023,2
5015,3,5015,2,1328,1,6073,173
5015,4,5015,2,1328,1,6073,173
5022,3,5022,1,1329,1,6498,6
5024,4,5024,2,1330,1,6583,6
5026,4,5026,1,1331,1,5299,5
5026,5,5026,1,1331,1,5299,5
5031,3,5031,2,1332,1,6736,5
5031,4,5031,2,1332,1,6736,5
5034,2,5034,1,1333,1,1824,2
5040,3,5040,2,1334,1,6577,185
5047,2,5047,1,1335,1,5858,33
5047,3,5047,1,1335,1,5858,33
5048,4,5048,2,1336,1,5680,4
5048,5,5048,2,1336,1,5680,4
5056,2,5056,1,1337,1,2240,3
5060,3,5060,2,1338,1,1258,3
5060,4,5060,2,1338,1,1258,3
5062,3,5062,2,1340,1,1383,31
5062,4,5062,2,1340,1,1383,31
5071,3,5071,1,1341,1,5693,32
5077,3,5077,2,1342,1,6583,30
5077,4,5077,2,1342,1,6583,30
5080,3,5080,1,1343,1,1168,3
5080,4,5080,1,1343,1,1168,3
5084,2,5084,1,1344,1,6684,4
5084,3,5084,1,1344,1,6684,4
5085,2,5085,1,1345,1,6588,3
5090,3,5090,2,1346,1,473,177
5092,5,5092,2,1347,1,652,171
5092,6,5092,2,1347,1,652,171
5096,2,5096,1,1348,1,5499,8
5097,4,5097,1,1349,1,2354,3
5099,3,5099,2,1350,1,6802,171
5100,3,5100,2,1351,1,1430,4
5100,4,5100,2,1351,1,1430,4
5102,3,5102,1,1352,1,5154,33
5102,4,5102,1,1352,1,5154,33
5107,3,5107,2,1353,1,727,3
5117,2,5117,1,1354,1,5693,2
5118,3,5118,1,1355,1,6706,1
5119,3,5119,2,1356,1,5120,177
5120,3,5120,1,1357,1,5031,5
5120,5,5120,4,1357,2,5031,32
5122,3,5122,2,1358,1,749,171
5122,4,5122,2,1358,1,749,171
5126,3,5126,2,1359,1,1051,36
5128,3,5128,2,1360,1,2341,172
5128,4,5128,2,1360,1,2341,172
5129,3,5129,2,1361,1,891,177
5129,4,5129,2,1361,1,891,177
5131,2,5131,1,1362,1,1432,170
5140,6,5140,2,1363,1,6179,170
5140,7,5140,2,1363,1,6179,170
5143,3,5143,1,1364,1,2701,41
5143,4,5143,1,1364,1,2701,41
5146,2,5146,1,1365,1,5784,5
5146,4,5146,1,1365,1,5784,5
5147,4,5147,2,1366,1,6377,170
5150,4,5150,2,1367,1,6589,6
5154,2,5154,1,1368,1,3131,1
5154,3,5154,1,1368,1,3131,1
5155,4,5155,2,1369,1,1919,173
5157,2,5157,1,1370,1,6370,172
5160,4,5160,1,1371,1,1579,172
5169,3,5169,2,1372,1,6583,199
5169,4,5169,2,1372,1,6583,199
5170,3,5170,2,1373,1,6583,37
5176,4,5176,2,1374,1,3207,2
5176,5,5176,2,1374,1,3207,2
5177,3,5177,2,1375,1,652,173
5180,3,5180,2,1376,1,6376,172
5183,3,5183,1,1377,1,5493,7
5183,5,5183,1,1377,1,5493,7
5186,2,5186,1,1378,1,5677,36
5188,2,5188,1,1379,1,5678,30
5188,3,5188,1,1379,1,5678,30
5190,2,5190,1,1380,1,6145,32
5191,3,5191,2,1381,1,6088,31
5193,5,5193,2,1382,1,6205,175
5194,10,5194,2,1383,1,6205,5
5194,11,5194,2,1383,1,6205,5
5195,3,5195,2,1384,1,6205,177
5196,2,5196,1,1385,1,5872,175
5196,3,5196,1,1385,1,5872,175
5199,4,5199,2,1386,1,3312,2
5204,2,5204,1,1387,1,5332,188
5207,5,5207,2,1388,1,6583,8
5209,3,5209,2,1389,1,6588,35
5210,2,5210,1,1390,1,6793,170
5211,2,5211,1,1391,1,6793,31
5211,3,5211,1,1391,1,6793,31
5212,2,5212,1,1392,1,6110,30
5212,4,5212,1,1392,1,6110,30
5218,3,5218,2,1393,1,2224,33
5220,3,5220,2,1394,1,5462,6
5221,2,5221,1,1395,1,5016,170
5221,3,5221,1,1395,1,5016,170
5227,4,5227,2,1396,1,1178,175
5232,2,5232,1,1397,1,6832,3
5232,3,5232,1,1397,1,6832,3
5233,4,5233,2,1398,1,6444,171
5233,5,5233,2,1398,1,6444,171
5238,2,5238,1,1399,1,5430,200
5239,4,5239,2,1400,1,5430,3
5241,2,5241,1,1401,1,6066,5
5241,3,5241,1,1401,1,6066,5
5242,3,5242,2,1402,1,5142,171
5244,4,5244,1,1403,1,1700,5
5247,3,5247,2,1404,1,174,6
5247,4,5247,2,1404,1,174,6
5249,4,5249,1,1405,1,2302,195
5249,5,5249,1,1405,1,2302,195
5256,2,5256,1,1406,1,982,3
5261,3,5261,2,1407,1,1258,171
5261,4,5261,2,1407,1,1258,171
5263,3,5263,1,1408,1,5900,7
5263,4,5263,1,1408,1,5900,7
5273,2,5273,1,1409,1,5814,30
5277,3,5277,2,1410,1,2435,175
5277,5,5277,2,1410,1,2435,175
5283,2,5283,1,1411,1,5031,3
5283,3,5283,1,1411,1,5031,3
5290,2,0,0,1991,1,1048,206
5290,3,0,0,1991,1,1048,206
5294,3,5294,2,1412,1,5821,176
5294,4,5294,2,1412,1,5821,176
5295,3,5295,2,1413,1,455,30
5304,2,5304,1,1414,1,1571,171
5306,2,5306,1,1415,1,5459,176
5311,4,5311,2,1416,1,652,3
5315,3,5315,2,1417,1,5897,5
5315,4,5315,2,1417,1,5897,5
5317,2,5317,1,1418,1,105,4
5320,2,5320,1,1419,1,2518,9
5320,3,5320,1,1419,1,2518,9
5323,4,5323,2,1420,1,173,3
5323,5,5323,2,1420,1,173,3
5328,4,5328,2,1421,1,2030,174
5329,2,5329,1,1422,1,5136,10
5329,3,5329,1,1422,1,5136,10
5332,2,5332,1,1423,1,10,177
5348,2,5348,1,1424,1,2895,2
5349,3,5349,1,1425,1,1167,30
5349,4,5349,1,1425,1,1167,30
5351,3,5351,2,1426,1,1168,31
5351,4,5351,2,1426,1,1168,31
5352,4,5352,2,1427,1,2011,174
5355,4,5355,2,1428,1,941,4
5356,4,5356,2,1429,1,2238,171
5356,5,5356,2,1429,1,2238,171
5360,8,5360,2,1430,1,2224,184
5360,9,5360,2,1430,1,2224,184
5362,3,5362,2,1431,1,2224,6
5362,4,5362,2,1431,1,2224,6
5369,5,5369,2,1433,1,1426,2
5369,7,5369,2,1433,1,1426,2
5370,3,5370,2,1434,1,2416,6
5370,4,5370,2,1434,1,2416,6
5373,3,5373,1,1435,1,6537,31
5376,2,5376,1,1436,1,6840,3
5380,3,5380,2,1437,1,1994,176
5380,4,5380,2,1437,1,1994,176
5384,3,5384,2,1438,1,1100,3
5386,6,5386,2,1439,1,2280,173
5386,7,5386,2,1439,1,2280,173
5387,3,5387,2,1440,1,5656,11
5388,2,5388,1,1441,1,5348,5
5390,2,5390,1,1442,1,5503,3
5390,3,5390,1,1442,1,5503,3
5394,3,5394,2,1443,1,2177,177
5394,4,5394,2,1443,1,2177,177
5395,3,5395,2,1444,1,6583,36
5395,5,5395,2,1444,1,6583,36
5398,3,5398,1,1445,1,6803,170
5399,3,5399,2,1446,1,6793,33
5406,3,5406,2,1447,1,6053,31
5409,3,5409,1,1448,1,6646,4
5411,3,5411,2,1449,1,563,183
5411,4,5411,2,1449,1,563,183
5414,3,5414,2,1450,1,1345,4
5417,3,5417,2,1451,1,769,173
5417,5,5417,2,1451,1,769,173
5423,3,5423,2,1452,1,3059,2
5423,4,5423,2,1452,1,3059,2
5428,3,5428,2,1453,1,5429,7
5428,4,5428,2,1453,1,5429,7
5432,4,5432,2,1454,1,1415,4
5436,3,5436,2,1455,1,6706,179
5438,3,5438,2,1456,1,5621,7
5440,5,5440,2,1457,1,846,170
5441,4,5441,1,1458,1,5560,30
5441,5,5441,1,1458,1,5560,30
5447,2,5447,1,1459,1,3027,1
5458,4,5458,2,1460,1,2801,8
5459,3,5459,2,1461,1,2897,176
5466,3,5466,2,1462,1,6649,3
5467,3,5467,2,1463,1,5182,30
5467,4,5467,2,1463,1,5182,30
5468,3,5468,2,1464,1,5182,176
5472,2,5472,1,1465,1,1670,30
5472,3,5472,1,1465,1,1670,30
5474,3,5474,2,1466,1,971,171
5478,3,5478,2,1467,1,53,202
5483,4,5483,2,1468,1,2224,174
5484,3,5484,2,1469,1,6166,44
5490,3,5490,2,1470,1,2422,171
5490,4,5490,2,1470,1,2422,171
5491,4,5491,2,1471,1,5045,3
5492,2,5492,1,1472,1,5036,2
5497,3,5497,2,1473,1,3250,2
5497,4,5497,2,1473,1,3250,2
5498,3,5498,2,1474,1,2916,177
5498,4,5498,2,1474,1,2916,177
5506,3,5506,2,1475,1,5015,30
5506,4,5506,2,1475,1,5015,30
5511,3,5511,2,1476,1,2800,171
5515,3,5515,2,1477,1,323,4
5515,4,5515,2,1477,1,323,4
5518,2,5518,1,1478,1,5841,32
5518,3,5518,1,1478,1,5841,32
5522,2,5522,1,1479,1,5375,170
5525,3,5525,2,1480,1,486,171
5526,3,5526,2,1481,1,5170,32
5528,2,5528,1,1482,1,6649,30
5529,3,5529,2,1483,1,1431,170
5532,4,5532,1,1484,1,1281,5
5533,3,5533,2,1485,1,1611,4
5535,2,5535,1,1486,1,2921,4
5535,3,5535,1,1486,1,2921,4
5541,3,5541,2,1487,1,5061,4
5543,4,5543,2,1488,1,5621,171
5545,3,5545,1,1489,1,631,171
5550,3,5550,2,1490,1,5960,181
5550,5,5550,2,1490,1,5960,181
5554,2,5554,1,1491,1,6475,170
5559,3,5559,1,1492,1,5395,7
5562,2,5562,1,1493,1,6166,6
5562,4,5562,1,1493,1,6166,6
5563,2,5563,1,1494,1,6166,38
5564,3,5564,2,1495,1,6166,33
5572,3,5572,2,1496,1,1227,180
5574,3,5574,2,1497,1,3133,2
5575,3,5575,2,1498,1,3135,2
5575,4,5575,2,1498,1,3135,2
