GENREL02,GENID01,GENSN01,CH_ID68,CH_PN,OCG_ID68,OCG_PN,PCG_ID68,PCG_PN
3,3604,4,2731,36,2731,176,2731,4
3,3604,5,2731,175,2731,1,2731,4
3,3605,4,5990,177,0,0,5990,3
3,3605,5,5990,178,0,0,5990,3
3,3607,3,6414,173,0,0,6414,1
3,3608,2,6867,201,0,0,6867,200
3,3608,3,6867,34,0,0,6867,200
3,3611,5,5478,33,5478,3,5478,170
3,3616,4,6872,31,6872,2,6872,170
3,3620,3,1306,31,1306,170,1306,3
3,3621,3,2640,30,2640,171,2640,4
3,3628,3,711,30,711,2,711,3
3,3628,4,711,31,711,2,711,3
3,3629,4,2016,31,0,0,2016,4
3,3633,3,3025,3,3025,1,3025,2
3,3633,4,3025,4,3025,1,3025,2
3,3638,4,3371,4,3371,1,3371,2
3,3638,5,3371,5,3371,1,3371,2
3,3641,4,3197,5,3197,1,3197,2
3,3644,3,573,33,573,171,573,4
3,3644,4,573,35,573,171,573,4
3,3645,3,5872,37,5872,34,5872,6
3,3647,6,2907,38,0,0,2907,9
3,3649,3,6826,32,6826,178,6826,6
3,3652,3,5430,46,5430,202,5430,30
3,3652,4,5430,53,5430,202,5430,30
3,3653,3,5812,59,5812,5,5812,171
3,3654,2,5447,32,0,0,5447,30
3,3654,3,5447,33,0,0,5447,30
3,3656,2,6053,34,0,0,6053,175
3,3657,2,5082,30,0,0,5082,3
3,3659,5,6053,35,6053,6,6053,177
3,3659,6,6053,37,6053,6,6053,177
3,3660,3,5476,30,5476,2,5476,171
3,3663,4,1335,48,1335,9,1335,174
3,3665,4,1591,33,1591,3,1591,171
3,3665,5,1591,34,1591,3,1591,171
3,3668,4,2302,47,2302,184,2302,11
3,3668,5,2302,51,2302,184,2302,11
3,3671,4,5655,35,5655,197,5655,171
3,3675,3,1568,33,1568,3,1568,173
3,3679,2,6368,33,0,0,6368,178
3,3679,3,6368,180,0,0,6368,178
3,3680,3,897,35,897,170,897,4
3,3682,3,6357,34,6357,182,6357,3
3,3693,4,3115,4,3115,1,3115,2
3,3697,4,1000,33,1000,170,1000,3
3,3710,3,713,184,713,190,713,183
3,3713,3,2639,30,2639,172,2639,3
3,3716,3,2125,31,2125,170,2125,6
3,3716,4,2125,34,2125,170,2125,6
3,3717,3,2125,30,2125,171,2125,4
3,3717,4,2125,32,2125,171,2125,4
3,3719,5,1274,33,1274,172,1274,3
3,3722,3,5393,179,5393,182,5393,171
3,3728,4,970,32,970,170,970,3
3,3730,3,1072,31,1072,3,1072,170
3,3730,4,1072,32,1072,3,1072,170
3,3737,5,6499,34,0,0,6499,170
3,3738,3,5299,43,5299,173,5299,8
3,3738,8,5299,50,5299,173,5299,8
3,3739,5,6624,34,0,0,6624,3
3,3740,3,5683,183,0,0,5683,7
3,3741,4,6864,35,6864,173,6864,3
3,3742,3,5069,37,5069,35,5069,4
3,3742,4,5069,38,0,0,5069,31
3,3743,2,5055,37,0,0,5055,31
3,3743,3,5055,38,0,0,5055,31
3,3747,3,3019,3,3019,1,3019,2
3,3750,3,5643,31,5643,170,5643,6
3,3750,4,5643,30,5643,170,5643,6
3,3754,4,1292,32,1292,176,1292,4
3,3758,3,1928,30,1928,4,1928,171
3,3760,5,1368,32,1368,174,1368,172
3,3765,3,5403,30,5403,5,5403,171
3,3765,4,5403,174,5403,5,5403,171
3,3769,4,6724,40,0,0,6724,8
3,3770,5,1222,189,1222,186,1222,3
3,3772,3,327,33,327,31,327,172
3,3775,2,6152,30,0,0,6152,2
3,3776,3,5678,37,5678,4,5678,172
3,3776,5,5678,39,5678,4,5678,172
3,3777,3,6626,34,6626,173,6626,3
3,3784,3,2506,178,0,0,2506,3
3,3800,3,50,34,50,170,50,5
3,3800,4,50,35,50,170,50,5
3,3809,3,6216,30,6216,2,6216,3
3,3811,4,5706,39,5706,199,5706,9
3,3812,3,5259,39,0,0,5259,10
3,3814,3,2461,31,0,0,2461,3
3,3821,5,6103,39,6103,171,6103,3
3,3821,6,6103,41,6103,171,6103,3
3,3825,3,5683,41,0,0,5683,8
3,3825,4,5683,43,5683,948,5683,8
3,3828,4,6024,34,0,0,6024,3
3,3828,5,6024,35,0,0,6024,3
3,3832,2,1368,175,1368,182,1368,1
3,3834,6,3376,6,3376,1,3376,2
3,3834,7,3376,7,3376,1,3376,2
3,3837,3,5635,43,5635,189,5635,190
3,3840,3,1547,31,1547,170,1547,3
3,3840,4,1547,33,1547,170,1547,3
3,3841,4,6375,33,6375,172,6375,30
3,3841,5,6375,34,6375,172,6375,30
3,3843,2,1682,34,0,0,1682,175
3,3843,3,1682,35,0,0,1682,175
3,3846,3,1591,35,1591,5,1591,172
3,3846,4,1591,36,1591,5,1591,172
3,3848,5,2302,194,2302,174,2302,8
3,3849,3,674,31,674,3,674,171
3,3855,2,3320,2,3320,901,3320,900
3,3856,3,1045,31,1045,171,1045,30
3,3857,2,6370,38,6370,5,6370,31
3,3857,3,6370,42,6370,5,6370,31
3,3861,3,3178,3,3178,6,3178,2
3,3861,5,3178,5,3178,6,3178,2
3,3865,4,5057,41,0,0,5057,15
3,3865,5,5057,44,0,0,5057,15
3,3868,2,5539,38,0,0,5539,4
3,3869,3,6549,30,6549,173,6549,4
3,3869,4,6549,31,6549,173,6549,4
3,3871,3,2237,32,2237,3,2237,172
3,3877,4,5994,32,5994,171,5994,6
3,3879,3,6738,34,0,0,6738,3
3,3882,3,2060,30,2060,170,2060,3
3,3891,4,5570,42,5570,180,5570,11
3,3891,5,5570,43,5570,180,5570,11
3,3892,4,2434,32,2434,183,2434,3
3,3893,2,2207,30,2207,174,2207,21
3,3893,3,2207,31,2207,174,2207,21
3,3894,4,1092,32,1092,170,1092,3
3,3894,5,1092,34,1092,170,1092,3
3,3896,2,6086,30,0,0,6086,1
3,3897,3,6626,37,6626,180,6626,7
3,3898,2,6086,31,0,0,6086,3
3,3899,4,2302,43,2302,6,2302,189
3,3902,3,1559,30,1559,3,1559,170
3,3903,3,2138,176,2138,5,2138,175
3,3908,3,2717,38,2717,4,2717,173
3,3909,5,1919,40,1919,3,1919,170
3,3916,2,5350,178,0,0,5350,30
3,3916,3,5350,37,0,0,5350,30
3,3921,3,2176,31,2176,4,2176,175
3,3921,4,2176,32,2176,4,2176,175
3,3922,4,677,34,677,5,677,172
3,3923,3,6154,33,6154,174,6154,3
3,3925,3,863,34,863,173,863,6
3,3925,4,863,35,863,173,863,6
3,3927,3,1285,30,1285,171,1285,5
3,3927,4,1285,32,1285,171,1285,5
3,3934,3,3229,3,3229,1,3229,2
3,3934,4,3229,4,3229,1,3229,2
3,3936,4,6724,34,0,0,6724,170
3,3936,5,6724,35,0,0,6724,170
3,3939,3,1298,32,1298,177,1298,172
3,3941,5,2801,35,2801,4,2801,171
3,3942,3,2707,43,2707,7,2707,179
3,3942,4,2707,44,2707,7,2707,179
3,3944,3,1485,33,1485,171,1485,3
3,3944,4,1485,34,1485,171,1485,3
3,3951,3,2615,46,0,0,2615,174
3,3952,3,1434,35,1434,170,1434,32
3,3954,4,5264,31,5264,170,5264,4
3,3954,5,5264,32,5264,170,5264,4
3,3955,2,5350,39,5350,181,5350,31
3,3958,2,2198,31,0,0,2198,171
3,3963,3,2846,176,2846,175,2846,6
3,3963,4,2846,177,2846,175,2846,6
3,3965,3,677,37,677,187,677,182
3,3969,2,5676,34,0,0,5676,176
3,3980,3,1762,41,1762,178,1762,32
3,3980,4,1762,43,1762,178,1762,32
3,3982,4,3085,4,3085,170,3085,2
3,3986,6,687,171,687,170,687,3
3,3989,3,280,32,280,4,280,172
3,3989,4,280,33,280,4,280,172
3,3991,3,3094,3,3094,1,3094,2
3,3991,4,3094,4,3094,1,3094,2
3,3992,3,3238,3,3238,1,3238,2
3,3992,4,3238,4,3238,1,3238,2
3,3993,3,3242,3,3242,1,3242,2
3,3993,4,3242,4,3242,1,3242,2
3,4004,3,5499,36,5499,183,5499,182
3,4005,4,1684,34,1684,173,1684,6
3,4005,5,1684,35,1684,173,1684,6
3,4007,3,5274,31,0,0,5274,4
3,4007,4,5274,32,0,0,5274,4
3,4008,4,2852,46,2852,190,2852,6
3,4008,6,2852,53,2852,190,2852,6
3,4009,4,2643,32,2643,172,2643,3
3,4014,3,6724,204,6724,185,6724,31
3,4028,3,2302,53,2302,202,2302,32
3,4029,2,2302,48,2302,216,2302,201
3,4031,3,564,34,564,3,564,32
3,4040,3,1221,33,1221,3,1221,170
3,4040,4,1221,34,1221,3,1221,170
3,4041,3,691,36,691,5,691,176
3,4046,3,2822,32,2822,30,2822,175
3,4050,4,1925,31,1925,170,1925,1
3,4051,4,1445,35,1445,7,1445,173
3,4051,5,1445,37,1445,7,1445,173
3,4053,3,1096,33,0,0,1096,174
3,4060,3,1048,194,1048,208,1048,191
3,4060,4,1048,195,1048,208,1048,191
3,4061,4,1048,185,0,0,1048,4
3,4066,3,1915,32,1915,175,1915,5
3,4071,2,6436,49,0,0,6436,36
3,4073,4,5488,31,5488,173,5488,7
3,4075,3,2603,179,2603,7,2603,177
3,4075,4,2603,33,2603,7,2603,177
3,4092,3,1762,44,1762,181,1762,30
3,4093,2,5034,42,0,0,5034,170
3,4093,3,5034,43,0,0,5034,170
3,4096,3,2108,33,2108,173,2108,5
3,4096,4,2108,34,2108,173,2108,5
3,4097,4,2680,33,2680,5,2680,174
3,4097,5,2680,34,2680,5,2680,174
3,4106,3,1807,35,1807,5,1807,170
3,4113,2,5126,35,0,0,5126,1
3,4121,2,897,34,0,0,897,6
3,4128,4,630,33,630,21,630,171
3,4130,3,2030,41,2030,5,2030,175
3,4132,3,5335,35,5335,5,5335,4
3,4132,4,5335,36,5335,5,5335,4
3,4136,3,713,39,713,185,713,33
3,4139,3,2285,36,2285,4,2285,175
3,4139,4,2285,37,2285,4,2285,175
3,4140,4,2532,31,2532,170,2532,3
3,4140,5,2532,32,2532,170,2532,3
3,4141,3,782,171,782,170,782,3
3,4145,3,2353,30,2353,3,2353,171
3,4145,5,2353,35,2353,3,2353,171
3,4150,3,749,35,749,181,749,173
3,4151,3,2198,33,2198,174,2198,5
3,4155,7,2443,33,2443,2,2443,175
3,4160,4,1150,172,0,0,1150,170
3,4161,4,5916,38,5916,176,5916,8
3,4162,3,1695,64,1695,1,1695,2
3,4163,3,1762,45,1762,31,1762,180
3,4166,4,2225,33,2225,173,2225,170
3,4169,3,368,32,368,3,368,170
3,4170,3,6157,31,6157,173,6157,3
3,4179,2,5771,30,5771,3,5771,170
3,4182,4,5814,184,0,0,5814,5
3,4182,5,5814,185,0,0,5814,5
3,4183,2,2004,35,0,0,2004,177
3,4183,3,2004,36,0,0,2004,177
3,4184,3,2435,32,2435,5,2435,172
3,4184,4,2435,34,2435,5,2435,172
3,4186,4,6170,33,6170,6,6170,171
3,4186,5,6170,34,6170,6,6170,171
3,4187,2,5308,32,0,0,5308,4
3,4191,4,909,32,909,170,909,3
3,4192,3,908,36,908,177,908,6
3,4192,4,908,37,908,177,908,6
3,4194,3,2756,173,2756,172,2756,3
3,4194,4,2756,34,2756,172,2756,3
3,4203,3,354,31,0,0,354,171
3,4206,3,6625,33,6625,21,6625,170
3,4210,3,1260,43,1260,171,1260,39
3,4211,3,3291,3,0,0,3291,2
3,4212,2,106,31,0,0,106,173
3,4212,3,106,32,0,0,106,173
3,4214,3,355,31,355,174,355,3
3,4216,3,5012,38,0,0,5012,183
3,4216,4,5012,39,0,0,5012,183
3,4220,3,2569,37,0,0,2569,31
3,4220,4,2569,38,0,0,2569,31
3,4221,4,2302,50,0,0,2302,173
3,4226,3,1786,48,1786,185,1786,3
3,4227,3,2240,175,0,0,2240,30
3,4230,3,323,34,323,5,323,173
3,4231,2,783,32,0,0,783,3
3,4237,3,5610,31,5610,173,5610,3
3,4237,4,5610,32,5610,173,5610,3
3,4242,3,2055,30,2055,175,2055,3
3,4242,4,2055,32,2055,175,2055,3
3,4247,4,1859,33,1859,4,1859,171
3,4251,2,846,30,0,0,846,6
3,4251,3,846,45,0,0,846,6
3,4257,3,639,32,639,186,639,175
3,4258,2,702,32,0,0,702,30
3,4259,2,5495,32,5495,2,5495,30
3,4259,3,5495,34,5495,2,5495,30
3,4262,3,1695,54,1695,208,1695,34
3,4265,4,5034,40,5034,174,5034,5
3,4268,3,3070,3,3070,1,3070,2
3,4271,3,1965,31,1965,171,1965,5
3,4274,2,5366,48,0,0,5366,33
3,4278,2,6546,34,0,0,6546,9
3,4278,3,6546,37,0,0,6546,9
3,4279,5,6041,36,0,0,6041,181
3,4280,3,3375,5,0,0,3375,170
3,4283,2,2271,34,0,0,2271,5
3,4285,3,47,35,47,174,47,31
3,4285,4,47,39,47,174,47,31
3,4289,5,6064,37,0,0,6064,4
3,4289,6,6064,38,0,0,6064,4
3,4291,2,1505,30,0,0,1505,4
3,4292,2,6434,30,0,0,6434,170
3,4305,3,2897,32,2897,171,2897,3
3,4305,4,2897,34,2897,171,2897,3
3,4307,3,2129,35,2129,3,2129,183
3,4310,3,1917,32,1917,174,1917,5
3,4310,4,1917,34,1917,174,1917,5
3,4318,2,6607,180,0,0,6607,8
3,4319,4,6635,52,6635,6,6635,176
3,4321,5,729,41,729,188,729,6
3,4321,6,729,43,729,188,729,6
3,4327,4,2615,47,2615,176,2615,7
3,4327,5,2615,49,2615,176,2615,7
3,4330,3,691,34,691,6,691,172
3,4330,4,691,35,691,6,691,172
3,4332,3,6370,40,6370,186,6370,32
3,4334,3,5900,35,5900,173,5900,5
3,4335,3,2807,30,2807,3,2807,170
3,4335,4,2807,31,2807,3,2807,170
3,4338,4,5562,32,5562,171,5562,5
3,4339,4,5684,201,5684,32,5684,205
3,4343,2,5440,32,0,0,5440,3
3,4343,3,5440,33,0,0,5440,3
3,4345,3,5136,39,5136,188,5136,187
3,4348,4,1411,186,1411,13,1411,184
3,4355,4,833,35,833,6,833,178
3,4360,3,5393,38,0,0,5393,33
3,4361,2,5305,34,0,0,5305,6
3,4361,3,5305,35,0,0,5305,6
3,4362,2,6110,44,6110,171,6110,32
3,4362,3,6110,47,6110,171,6110,32
3,4363,2,5547,35,0,0,5547,170
3,4370,3,880,33,880,180,880,174
3,4378,3,1480,33,1480,179,1480,31
3,4378,4,1480,34,1480,179,1480,31
3,4385,6,5623,47,5623,45,5623,8
3,4385,7,5623,48,5623,45,5623,8
3,4394,3,1168,37,0,0,1168,8
3,4395,3,2177,34,2177,185,2177,178
3,4401,3,2468,30,0,0,2468,171
3,4401,4,2468,31,0,0,2468,171
3,4407,3,2225,34,2225,4,2225,172
3,4409,5,3375,6,3375,1,3375,2
3,4410,4,3369,4,3369,1,3369,2
3,4410,7,3369,7,3369,1,3369,2
3,4416,2,1547,32,0,0,1547,5
3,4417,2,6724,36,0,0,6724,30
3,4417,3,6724,39,0,0,6724,30
3,4428,4,6327,171,6327,170,6327,4
3,4428,5,6327,172,6327,170,6327,4
3,4433,3,1411,39,0,0,1411,7
3,4439,4,5527,31,0,0,5527,172
3,4440,4,6110,40,0,0,6110,179
3,4441,2,5537,180,0,0,5537,3
3,4442,4,6736,35,6736,173,6736,3
3,4446,3,6125,36,6125,183,6125,5
3,4446,5,6125,31,6125,183,6125,5
3,4450,3,2151,39,2151,174,2151,3
3,4452,3,181,31,181,3,181,171
3,4452,4,181,32,181,3,181,171
3,4453,3,6073,37,6073,178,6073,31
3,4454,3,5613,41,5613,188,5613,6
3,4456,3,5613,45,5613,182,5613,12
3,4456,4,5613,46,5613,182,5613,12
3,4457,3,5615,37,5615,181,5615,11
3,4461,2,6073,34,0,0,6073,2
3,4463,2,6664,31,0,0,6664,172
3,4464,2,6664,173,0,0,6664,172
3,4472,2,2019,31,0,0,2019,4
3,4475,2,1695,199,1695,225,1695,37
3,4480,3,1013,32,1013,171,1013,7
3,4480,5,1013,33,1013,171,1013,7
3,4482,3,6575,31,0,0,6575,171
3,4482,4,6575,32,0,0,6575,171
3,4484,3,1121,34,0,0,1121,174
3,4490,3,1351,35,1351,3,1351,174
3,4490,4,1351,36,1351,3,1351,174
3,4493,2,5901,38,0,0,5901,175
3,4494,3,6789,32,6789,176,6789,7
3,4495,4,6377,36,6377,173,6377,5
3,4495,5,6377,37,6377,173,6377,5
3,4496,3,2240,31,0,0,2240,170
3,4498,2,5820,34,0,0,5820,7
3,4498,3,5820,35,0,0,5820,7
3,4499,2,2867,32,0,0,2867,3
3,4502,3,2280,39,2280,171,2280,2
3,4503,5,2280,38,2280,3,2280,172
3,4503,6,2280,41,2280,3,2280,172
3,4505,3,760,172,760,4,760,171
3,4505,4,760,173,760,4,760,171
3,4511,4,1893,36,1893,3,1893,174
3,4511,5,1893,37,1893,3,1893,174
3,4513,3,605,31,605,170,605,3
3,4518,2,5052,48,0,0,5052,4
3,4523,2,5995,32,0,0,5995,6
3,4523,5,5995,38,0,0,5995,6
3,4536,5,1975,32,1975,170,1975,4
3,4536,6,1975,33,1975,170,1975,4
3,4537,3,465,33,465,179,465,30
3,4537,4,465,34,465,179,465,30
3,4540,3,6615,33,6615,173,6615,4
3,4545,4,717,33,717,176,717,4
3,4546,3,2618,35,2618,172,2618,31
3,4557,3,5628,37,0,0,5628,6
3,4557,5,5628,41,0,0,5628,6
3,4562,2,6127,38,0,0,6127,178
3,4563,2,2875,34,0,0,2875,7
3,4563,3,2875,35,0,0,2875,7
3,4567,3,5960,48,5960,189,5960,38
3,4568,3,2629,30,2629,170,2629,3
3,4568,4,2629,31,2629,170,2629,3
3,4573,3,5526,49,5526,171,5526,10
3,4577,3,706,171,706,7,706,170
3,4577,4,706,30,706,7,706,170
3,4580,4,3408,4,3408,1,3408,2
3,4581,3,1807,37,0,0,1807,30
3,4583,4,1302,37,1302,178,1302,3
3,4584,7,6785,37,6785,178,6785,7
3,4584,8,6785,38,6785,178,6785,7
3,4585,3,5012,177,5012,186,5012,187
3,4592,2,6635,44,0,0,6635,9
3,4592,5,6635,42,0,0,6635,9
3,4596,3,2067,36,2067,5,2067,188
3,4596,4,2067,37,2067,5,2067,188
3,4600,3,2524,30,2524,174,2524,172
3,4604,2,2181,38,2181,187,2181,30
3,4607,3,5909,37,0,0,5909,184
3,4608,3,6111,33,0,0,6111,4
3,4608,4,6111,34,0,0,6111,4
3,4613,3,2198,32,0,0,2198,3
3,4613,4,2198,34,0,0,2198,3
3,4614,3,779,38,779,175,779,173
3,4616,5,151,37,151,3,151,171
3,4616,6,151,38,151,3,151,171
3,4617,3,5834,34,0,0,5834,7
3,4622,3,602,35,0,0,602,184
3,4623,3,2177,35,2177,179,2177,5
3,4623,4,2177,36,2177,179,2177,5
3,4626,3,2750,31,2750,3,2750,172
3,4626,4,2750,32,2750,3,2750,172
3,4627,3,2851,34,0,0,2851,5
3,4627,4,2851,35,0,0,2851,5
3,4628,3,2851,32,2851,171,2851,3
3,4628,4,2851,33,2851,171,2851,3
3,4629,2,916,36,916,198,916,31
3,4632,3,5392,39,5392,189,5392,30
3,4632,4,5392,40,5392,189,5392,30
3,4643,3,2412,33,2412,170,2412,30
3,4644,5,3063,5,3063,1,3063,2
3,4644,6,3063,6,3063,1,3063,2
3,4646,3,1230,31,1230,171,1230,30
3,4649,3,1862,32,1862,171,1862,30
3,4649,4,1862,33,1862,171,1862,30
3,4651,3,6545,39,6545,176,6545,5
3,4651,4,6545,41,6545,176,6545,5
3,4655,4,2907,35,2907,6,2907,174
3,4655,5,2907,36,2907,6,2907,174
3,4656,3,2593,33,2593,172,2593,170
3,4658,3,2786,33,2786,30,2786,171
3,4659,3,5548,36,0,0,5548,9
3,4661,2,6107,47,0,0,6107,30
3,4663,2,6107,43,0,0,6107,6
3,4665,3,6800,38,0,0,6800,37
3,4673,2,964,35,0,0,964,173
3,4677,3,5199,35,5199,4,5199,178
3,4681,2,6368,35,0,0,6368,5
3,4682,3,1583,31,0,0,1583,3
3,4684,2,5863,44,0,0,5863,33
3,4687,3,490,32,490,174,490,172
3,4690,3,999,33,999,172,999,4
3,4690,4,999,34,999,172,999,4
3,4692,3,610,33,610,175,610,173
3,4695,4,165,32,165,174,165,4
3,4699,3,2869,31,2869,170,2869,30
3,4701,3,5987,35,5987,6,5987,188
3,4701,4,5987,36,5987,6,5987,188
3,4706,5,672,174,672,171,672,3
3,4711,3,6854,173,0,0,6854,172
3,4712,3,5491,34,0,0,5491,177
3,4714,2,5491,33,0,0,5491,4
3,4715,2,5332,187,0,0,5332,31
3,4715,3,5332,41,0,0,5332,31
3,4716,3,51,31,51,171,51,30
3,4716,4,51,32,51,171,51,30
3,4718,2,5031,38,0,0,5031,6
3,4718,3,5031,40,0,0,5031,6
3,4721,3,5332,43,5332,191,5332,32
3,4723,5,5458,36,5458,4,5458,170
3,4724,3,1051,42,1051,185,1051,38
3,4724,4,1051,45,1051,185,1051,38
3,4733,5,5990,35,5990,2,5990,172
3,4733,7,5990,36,5990,2,5990,172
3,4738,2,5646,35,0,0,5646,6
3,4738,4,5646,38,0,0,5646,6
3,4750,3,636,31,0,0,636,2
3,4750,5,636,33,636,3,636,170
3,4753,3,2393,30,2393,171,2393,4
3,4753,4,2393,31,2393,171,2393,4
3,4755,3,5462,31,5462,4,5462,170
3,4755,4,5462,33,5462,4,5462,170
3,4756,3,5592,32,0,0,5592,7
3,4756,4,5592,31,0,0,5592,7
3,4758,2,2016,32,0,0,2016,6
3,4758,3,2016,33,0,0,2016,6
3,4767,2,432,32,432,174,432,31
3,4771,4,5464,40,0,0,5464,7
3,4773,3,96,33,96,173,96,5
3,4775,5,6150,33,0,0,6150,4
3,4775,6,6150,34,0,0,6150,4
3,4779,3,2618,32,2618,170,2618,3
3,4779,4,2618,33,2618,170,2618,3
3,4780,3,700,32,0,0,700,176
3,4780,4,700,34,0,0,700,176
3,4782,3,6203,182,0,0,6203,2
3,4782,4,6203,183,0,0,6203,2
3,4785,3,6605,33,6605,11,6605,190
3,4785,5,6605,35,6605,11,6605,190
3,4788,3,5057,197,0,0,5057,190
3,4793,3,796,32,796,177,796,173
3,4794,3,2237,31,2237,4,2237,171
3,4799,3,5660,31,0,0,5660,5
3,4800,4,1542,34,1542,5,1542,174
3,4800,5,1542,36,1542,5,1542,174
3,4802,3,5462,32,5462,5,5462,174
3,4802,4,5462,35,5462,5,5462,174
3,4806,3,1945,32,1945,30,1945,179
3,4808,3,3404,3,3404,1,3404,2
3,4808,4,3404,4,3404,1,3404,2
3,4809,3,3233,3,3233,1,3233,2
3,4809,4,3233,4,3233,1,3233,2
3,4810,3,3090,3,3090,1,3090,2
3,4810,4,3090,4,3090,1,3090,2
3,4812,4,6030,34,6030,177,6030,7
3,4812,6,6030,37,6030,177,6030,7
3,4814,2,5549,34,5549,180,5549,6
3,4814,3,5549,36,5549,180,5549,6
3,4817,4,6107,45,6107,187,6107,922
3,4819,3,5464,42,0,0,5464,2
3,4821,3,5154,45,5154,36,5154,8
3,4822,4,5142,34,5142,4,5142,174
3,4822,5,5142,35,5142,4,5142,174
3,4826,3,2799,31,2799,177,2799,5
3,4826,4,2799,32,2799,177,2799,5
3,4828,4,1152,38,1152,35,1152,176
3,4830,3,729,40,729,30,729,183
3,4830,4,729,42,729,30,729,183
3,4832,4,769,38,769,174,769,4
3,4837,5,5046,176,5046,173,5046,2
3,4837,6,5046,177,5046,173,5046,2
3,4838,4,2502,36,2502,5,2502,172
3,4838,5,2502,37,2502,5,2502,172
3,4841,3,857,30,857,3,857,174
3,4841,4,857,31,857,3,857,174
3,4842,3,5061,35,5061,178,5061,177
3,4843,3,1284,31,1284,3,1284,170
3,4843,4,1284,32,1284,3,1284,170
3,4848,3,2198,35,2198,4,2198,173
3,4848,4,2198,36,2198,4,2198,173
3,4849,2,5458,173,173,1,5458,3
3,4850,3,5458,35,0,0,5458,2
3,4850,4,5458,37,0,0,5458,32
3,4859,2,5526,44,0,0,5526,14
3,4859,3,5526,46,0,0,5526,14
3,4860,2,2083,30,2083,180,2083,171
3,4861,3,6166,59,6166,4,6166,40
3,4863,2,5501,41,0,0,5501,32
3,4863,3,5501,44,0,0,5501,32
3,4868,3,3156,3,3156,1,3156,2
3,4868,4,3156,4,3156,1,3156,2
3,4870,3,3217,3,3217,1,3217,2
3,4873,2,6179,174,0,0,6179,173
3,4873,3,6179,40,0,0,6179,173
3,4874,3,3417,3,3417,1,3417,2
3,4875,2,5154,39,0,0,5154,32
3,4875,3,5154,41,0,0,5154,32
3,4879,3,6840,33,6840,173,6840,30
3,4882,3,557,176,557,175,557,30
3,4882,4,557,177,557,175,557,30
3,4888,3,5170,41,5170,186,5170,30
3,4893,3,129,197,129,196,129,35
3,4893,4,129,41,129,196,129,35
3,4895,3,970,33,970,4,970,171
3,4896,2,1962,30,0,0,1962,176
3,4896,3,1962,31,0,0,1962,176
3,4897,3,1144,36,1144,32,1144,174
3,4905,3,5968,33,0,0,5968,5
3,4905,4,5968,34,0,0,5968,5
3,4908,3,1066,33,1066,172,1066,30
3,4908,4,1066,35,1066,172,1066,30
3,4913,3,1750,31,1750,178,1750,3
3,4915,3,1878,33,1878,1,1878,172
3,4915,4,1878,34,1878,1,1878,172
3,4918,4,3237,6,3237,1,3237,2
3,4918,5,3237,7,3237,1,3237,2
3,4922,2,6183,170,6183,905,6183,3
3,4923,3,1775,36,1775,179,1775,5
3,4923,4,1775,37,1775,179,1775,5
3,4924,3,356,31,356,173,356,3
3,4930,2,6203,185,0,0,6203,184
3,4930,3,6203,186,0,0,6203,184
3,4934,3,5960,42,5960,188,5960,34
3,4934,4,5960,45,5960,188,5960,34
3,4935,2,5960,44,5960,195,5960,33
3,4939,2,5055,42,5055,924,5055,178
3,4940,3,5070,175,5070,174,5070,4
3,4941,3,5052,50,0,0,5052,174
3,4945,3,5302,37,5302,176,5302,7
3,4946,3,1285,31,1285,172,1285,4
3,4946,4,1285,33,1285,172,1285,4
3,4952,4,5035,31,5035,3,5035,171
3,4956,5,3374,5,3374,4,3374,2
3,4957,2,1782,33,9999,999,1782,30
3,4957,3,1782,35,9999,999,1782,30
3,4961,3,6862,45,6862,181,6862,8
3,4963,4,1227,35,1227,2,1227,193
3,4965,3,563,47,563,194,563,40
3,4967,2,628,34,0,0,628,30
3,4968,3,6626,38,6626,176,6626,8
3,4969,4,5678,34,0,0,5678,2
3,4969,5,5678,36,0,0,5678,2
3,4970,3,6660,31,0,0,6660,3
3,4970,4,6660,32,0,0,6660,3
3,4972,3,5655,37,5655,34,5655,174
3,4972,4,5655,40,5655,34,5655,174
3,4973,3,2678,38,2678,5,2678,175
3,4973,5,2678,40,2678,5,2678,175
3,4974,3,6418,36,0,0,6418,3
3,4974,4,6418,176,0,0,6418,3
3,4977,4,729,31,729,3,729,171
3,4977,5,729,32,729,3,729,171
3,4978,3,1540,178,1540,5,1540,177
3,4983,4,1850,33,1850,4,1850,172
3,4983,5,1850,34,1850,4,1850,172
3,5001,2,5663,47,5663,199,5663,34
3,5001,3,5663,52,5663,199,5663,34
3,5008,3,2151,40,2151,7,2151,177
3,5008,4,2151,41,2151,7,2151,177
3,5010,3,1893,38,1893,177,1893,5
3,5012,3,3023,3,3023,1,3023,2
3,5012,4,3023,4,3023,1,3023,2
3,5015,3,6073,33,6073,3,6073,173
3,5015,4,6073,36,6073,3,6073,173
3,5022,3,6498,33,6498,187,6498,6
3,5024,4,6583,46,0,0,6583,6
3,5026,4,5299,177,0,0,5299,5
3,5026,5,5299,178,0,0,5299,5
3,5031,3,6736,36,6736,181,6736,5
3,5031,4,6736,39,6736,181,6736,5
3,5034,2,1824,176,0,0,1824,2
3,5040,3,6577,41,6577,9,6577,185
3,5047,2,5858,37,5858,7,5858,33
3,5047,3,5858,39,5858,7,5858,33
3,5048,4,5680,31,5680,171,5680,4
3,5048,5,5680,33,5680,171,5680,4
3,5056,2,2240,34,0,0,2240,3
3,5060,3,1258,30,1258,170,1258,3
