TDFOREL,TDFOID01,TDFOSN01,Q28_WD,Q28_WE,Q28WDDAY,Q28WEDAY,Q28WDIWM,Q28WDIWD,Q28WDIWY,Q28WEIWM,Q28WEIWD,Q28WEIWY,Q28WDSAQ,Q28WESAQ,Q28WDFTF,Q28WEFTF,Q28WDTEL,Q28WETEL,Q28R_CH,Q28R_PCG,Q28WD_A1,Q28WE_A1,Q28WD_A2,Q28WE_A2,Q28WDA3M,Q28WDA3D,Q28WDA3Y,Q28WEA3M,Q28WEA3D,Q28WEA3Y,Q28WDA4M,Q28WDA4D,Q28WDA4Y,Q28WEA4M,Q28WEA4D,Q28WEA4Y,Q28WDA5,Q28WEA5,Q28WDA6,Q28WEA6,Q28WDA6A,Q28WEA6A,Q28WDA6B,Q28WEA6B,Q28WDA6C,Q28WEA6C,Q28WDA6D,Q28WEA6D,Q28WDA6E,Q28WEA6E,Q28WDA7,Q28WEA7,Q28WDA7A,Q28WEA7A,Q28WDA7B,Q28WEA7B,Q28WDA8,Q28WEA8,Q28WDA8A,Q28WEA8A,Q28WDA8B,Q28WEA8B,Q28WDA8C,Q28WEA8C,Q28WDA8D,Q28WEA8D,Q28WDA8E,Q28WEA8E,Q28WDA9,Q28WEA9,Q28WDA9A,Q28WEA9A,Q28WDA9B,Q28WEA9B
2,1425,3,1,1,6,1,11,24,2002,11,24,2002,1,1,1,1,5,5,1,5,3,3,1,1,11,22,2002,11,17,2002,11,24,2002,11,24,2002,15,15,1,5,29400,0,56400,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1425,4,1,1,6,1,11,24,2002,11,24,2002,1,1,1,5,5,5,1,5,3,3,1,1,11,22,2002,11,17,2002,11,24,2002,11,24,2002,15,30,1,5,29400,0,56700,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1428,4,1,1,5,7,2,12,2003,2,12,2003,5,5,1,1,5,5,5,1,1,1,1,3,2,6,2003,2,8,2003,2,10,2003,2,10,2003,15,15,1,5,28800,0,61200,0,5,0,0,0,0,0,5,5,0,0,0,0,1,5,28800,0,64800,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1436,3,1,1,2,7,12,6,2002,12,6,2002,1,1,5,5,5,5,5,1,2,1,1,3,11,18,2002,11,30,2002,11,18,2002,11,30,2002,10,30,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,5,28800,0,43200,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1436,4,1,1,2,7,12,6,2002,12,6,2002,1,1,5,5,5,5,5,1,1,1,1,3,11,18,2002,11,30,2002,11,18,2002,11,30,2002,10,30,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,5,28800,0,43200,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1448,4,1,1,4,7,4,7,2003,4,7,2003,1,1,5,5,5,5,1,5,3,3,1,3,4,2,2003,4,5,2003,4,8,2003,4,8,2003,10,10,1,5,28800,0,64800,0,5,0,0,0,0,0,5,5,0,0,0,0,1,1,25200,25200,61200,61200,5,5,0,0,0,0,5,5,0,0,0,0
2,1449,3,1,1,5,7,10,23,2002,10,23,2002,5,5,1,1,5,5,5,1,1,1,2,2,10,17,2002,10,19,2002,10,23,2002,10,23,2002,8,10,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,5,21600,0,61200,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1450,3,1,1,2,1,99,99,9999,99,99,9999,5,5,5,5,5,5,1,5,3,3,2,2,1,13,2003,1,12,2003,1,13,2003,1,12,2003,30,45,1,5,37800,0,41400,0,1,0,63000,0,66600,0,5,5,0,0,0,0,1,5,30600,0,61200,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1450,4,1,1,2,1,99,99,9999,99,99,9999,5,5,5,5,5,5,5,1,1,1,3,1,1,13,2003,1,12,2003,1,13,2003,1,12,2003,30,40,1,5,37800,0,41400,0,1,0,63000,0,66600,0,5,5,0,0,0,0,1,5,30600,0,61200,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1458,3,1,1,6,7,11,11,2002,11,11,2002,1,1,1,1,5,5,5,1,1,1,3,3,11,8,2002,11,9,2002,11,8,2002,11,9,2002,60,80,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,5,30600,0,62100,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1458,4,1,1,6,7,11,11,2002,11,11,2002,1,1,1,1,5,5,5,1,1,1,1,2,11,8,2002,11,9,2002,11,9,2002,11,9,2002,999,45,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,5,30600,0,62100,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1460,2,1,1,3,1,1,21,2003,1,21,2003,1,1,5,5,5,5,1,5,3,3,3,9,1,14,2003,1,19,2003,1,19,2003,1,19,2003,30,60,1,5,57600,0,5400,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1460,4,1,1,3,1,1,21,2003,1,21,2003,1,1,5,5,5,5,1,5,2,2,3,3,1,14,2003,1,19,2003,1,19,2003,1,19,2003,30,999,1,1,10800,62100,48600,69120,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1468,3,1,1,4,7,1,28,2003,1,28,2003,1,1,1,1,5,5,5,1,1,1,1,1,1,22,2003,1,25,2003,1,22,2003,1,25,2003,30,30,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,5,32400,0,59400,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1469,3,1,1,5,1,1,14,2003,1,14,2003,5,5,1,1,5,5,1,5,1,1,2,1,1,9,2003,1,12,2003,1,9,2003,1,13,2003,30,30,1,5,68400,0,25200,0,5,0,0,0,0,0,5,5,0,0,0,0,1,5,21600,0,61200,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1474,2,1,1,6,1,1,2,2003,1,2,2003,5,5,1,1,5,5,1,5,3,3,1,1,12,27,2002,12,27,2002,12,28,2002,1,2,2003,12,15,1,1,28800,28800,54000,54000,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1484,4,1,1,4,1,2,17,2003,2,17,2003,5,5,1,1,5,5,1,5,3,3,2,5,2,12,2003,2,16,2003,2,12,2003,2,17,2003,30,20,1,5,25200,0,57600,0,5,0,0,0,0,0,5,5,0,0,0,0,1,5,27000,0,64800,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1486,2,1,1,5,7,1,19,2003,1,19,2003,5,5,1,5,5,5,1,5,3,3,2,1,1,16,2003,1,18,2003,1,18,2003,1,18,2003,30,30,1,5,21600,0,54000,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,54000,0,66600,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1486,3,1,1,5,7,1,19,2003,1,19,2003,5,5,1,1,5,5,1,5,5,5,4,4,1,15,2003,99,99,9999,1,15,2003,1,15,2003,15,30,1,5,25200,0,57600,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,25200,0,57600,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1487,4,1,1,3,7,2,27,2003,2,27,2003,1,1,1,1,5,5,1,5,3,3,4,3,2,25,2003,2,22,2003,2,25,2003,2,22,2003,35,25,1,5,28800,0,77400,0,5,0,0,0,0,0,5,1,0,32400,0,50400,1,1,32400,50400,61200,63000,5,5,0,0,0,0,5,5,0,0,0,0
2,1487,5,1,1,3,7,2,27,2003,2,27,2003,1,1,1,1,5,5,1,5,3,3,5,2,2,25,2003,2,22,2003,2,25,2003,2,22,2003,30,25,1,5,28800,0,39600,0,5,0,0,0,0,0,1,1,28800,32400,39600,50400,1,1,32400,32400,61200,61200,5,5,0,0,0,0,5,5,0,0,0,0
2,1490,3,1,1,3,1,4,21,2003,4,21,2003,1,1,1,1,5,5,1,5,3,3,3,2,4,15,2003,4,20,2003,4,15,2003,4,20,2003,30,30,1,5,24300,0,57600,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1491,3,1,1,4,1,3,21,2003,3,21,2003,1,1,1,1,5,5,5,1,1,1,1,2,2,4,2003,2,2,2003,2,5,2003,2,3,2003,15,15,1,5,23400,0,66600,0,5,0,0,0,0,0,5,5,0,0,0,0,1,5,25200,0,63000,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1493,3,1,1,4,7,12,27,2002,12,27,2002,1,1,1,1,5,5,1,1,2,2,5,2,12,25,2002,12,21,2002,12,26,2002,12,26,2002,20,20,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,9,9,0,0,0,0,5,5,0,0,0,0
2,1493,5,1,1,4,7,12,27,2002,12,27,2002,1,1,1,1,5,5,1,1,2,2,5,2,12,25,2002,12,21,2002,12,26,2002,12,26,2002,20,20,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,9,9,0,0,0,0,5,5,0,0,0,0
2,1500,2,1,1,5,7,4,1,2003,4,1,2003,1,1,1,1,5,5,1,5,3,3,1,2,2,13,2003,2,15,2003,2,16,2003,2,16,2003,20,20,1,5,30600,0,61200,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1500,3,1,1,5,7,4,1,2003,4,1,2003,1,1,1,1,5,5,1,5,3,2,1,3,2,13,2003,2,15,2003,2,17,2003,2,17,2003,20,15,1,5,30600,0,61200,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1508,3,1,1,6,1,2,4,2003,2,4,2003,5,5,5,5,1,1,5,1,1,1,1,1,1,31,2003,2,2,2003,2,4,2003,2,4,2003,10,10,1,1,32400,48600,59400,61200,5,5,0,0,0,0,5,5,0,0,0,0,1,5,27900,0,61200,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1509,2,1,1,5,7,5,7,2003,12,1,2002,5,5,5,1,1,5,5,1,1,1,1,1,5,1,2003,11,30,2002,5,7,2003,12,1,2002,30,10,1,5,28800,0,54000,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1509,3,1,1,5,7,12,4,2002,12,1,2002,5,5,1,1,5,5,5,1,1,1,1,1,12,3,2002,11,30,2002,12,3,2002,12,1,2002,10,10,1,5,28800,0,54000,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1515,2,1,1,2,1,2,1,2003,2,1,2003,5,5,1,1,5,5,5,1,1,1,1,1,1,27,2003,1,26,2003,2,1,2003,2,1,2003,20,20,5,1,0,43200,0,79200,0,5,0,0,0,0,5,5,0,0,0,0,1,5,72000,0,18000,0,9,9,0,0,0,0,5,5,0,0,0,0
2,1523,3,1,1,6,1,11,21,2002,11,21,2002,1,1,5,5,5,5,5,1,1,1,1,2,11,15,2002,11,17,2002,11,15,2002,11,17,2002,90,90,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,9,5,0,0,0,0,9,9,0,0,0,0,9,5,0,0,0,0
2,1525,3,1,1,5,7,3,8,2003,3,8,2003,5,5,1,1,1,1,5,1,1,1,1,3,3,6,2003,1,24,2003,3,8,2003,1,24,2003,60,60,1,5,28800,0,61200,0,5,0,0,0,0,0,5,5,0,0,0,0,1,5,25200,0,55800,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1525,5,1,1,5,7,3,8,2003,3,8,2003,5,5,1,1,1,1,5,1,1,1,1,2,3,6,2003,1,24,2003,3,8,2003,1,24,2003,60,60,1,5,28800,0,61200,0,5,0,0,0,0,0,5,5,0,0,0,0,1,5,25200,0,55800,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1530,3,1,1,4,7,2,16,2003,2,16,2003,1,1,5,5,5,5,5,1,1,1,2,2,2,5,2003,2,1,2003,2,5,2003,2,1,2003,20,30,1,5,28800,0,59400,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1534,3,1,1,2,7,2,1,2003,2,1,2003,5,5,5,5,1,1,5,1,1,1,3,1,1,20,2003,1,19,2003,1,21,2003,1,21,2003,23,120,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,9,9,0,0,0,0,5,5,0,0,0,0
2,1543,3,1,1,5,1,1,6,2003,1,6,2003,5,5,1,1,5,5,1,5,2,2,5,3,12,19,2002,1,5,2003,1,4,2003,1,5,2003,20,20,1,5,26400,0,54000,0,5,0,0,0,0,0,5,5,0,0,0,0,1,5,27000,0,59400,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1543,4,1,1,5,1,1,6,2003,1,6,2003,5,5,1,1,5,5,1,5,2,2,5,3,12,19,2002,1,5,2003,12,23,2002,1,5,2003,999,20,1,5,26400,0,54000,0,5,0,0,0,0,0,5,5,0,0,0,0,1,5,26100,0,59400,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1548,5,1,1,3,1,2,23,2003,2,23,2003,1,1,1,1,1,1,1,5,3,3,3,3,2,19,2003,2,16,2003,2,22,2003,2,22,2003,20,20,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,9,9,0,0,0,0,5,5,0,0,0,0
2,1548,7,1,1,3,1,2,23,2003,2,23,2003,1,1,1,1,1,1,1,5,3,3,3,3,2,18,2003,2,16,2003,2,22,2003,2,22,2003,20,20,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,9,9,0,0,0,0,5,5,0,0,0,0
2,1556,3,1,1,2,7,12,14,2002,12,14,2002,1,1,5,5,5,5,1,5,3,3,3,4,12,2,2002,12,7,2002,12,2,2002,12,10,2002,15,25,1,5,23400,0,55800,0,5,0,0,0,0,0,5,5,0,0,0,0,1,5,32400,0,68400,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1563,3,1,1,4,1,2,20,2003,2,20,2003,1,1,1,1,5,5,5,1,2,1,1,1,2,19,2003,2,16,2003,2,20,2003,2,17,2003,20,20,1,5,28800,0,54000,0,5,0,0,0,0,0,5,5,0,0,0,0,1,5,21600,0,54000,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1563,4,1,1,4,1,2,20,2003,2,20,2003,1,1,1,1,5,5,5,1,2,1,1,1,2,19,2003,2,16,2003,2,20,2003,2,17,2003,20,20,1,5,28800,0,54000,0,5,0,0,0,0,0,5,5,0,0,0,0,1,5,21600,0,54000,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1564,5,1,1,5,1,1,16,2003,1,16,2003,1,5,1,5,5,5,5,5,1,1,1,3,1,10,2003,1,12,2003,1,11,2003,1,16,2003,15,20,1,5,28800,0,54000,0,5,0,0,0,0,0,1,5,28800,0,54000,0,1,5,25200,0,63000,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1600,3,1,1,6,7,1,10,2003,1,10,2003,1,1,1,1,5,5,5,1,1,1,1,1,11,22,2002,11,23,2002,11,22,2002,11,23,2002,20,20,1,5,28800,0,43200,0,5,0,0,0,0,0,5,5,0,0,0,0,1,5,28800,0,50400,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1600,4,1,1,6,7,1,10,2003,1,10,2003,1,1,1,1,5,5,5,1,1,1,1,1,11,22,2002,11,23,2002,11,22,2002,11,23,2002,20,20,1,5,28800,0,43200,0,5,0,0,0,0,0,5,5,0,0,0,0,1,5,28800,0,50400,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1602,4,1,1,4,7,2,12,2003,2,12,2003,1,1,1,1,5,5,1,5,3,3,4,3,12,18,2002,12,21,2002,12,18,2002,12,21,2002,30,20,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,5,25200,0,59400,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1604,3,1,1,4,1,2,7,2003,2,6,2003,1,1,1,1,5,5,5,1,1,1,2,2,2,5,2003,2,2,2003,2,5,2003,2,5,2003,20,10,5,1,0,28800,0,61200,0,5,0,0,0,0,5,5,0,0,0,0,9,9,0,0,0,0,9,9,0,0,0,0,9,9,0,0,0,0
2,1605,4,1,1,6,1,2,8,2003,2,8,2003,1,1,1,1,5,5,5,1,1,1,1,1,1,31,2003,2,2,2003,1,31,2003,2,2,2003,30,30,1,1,28800,28800,59400,59400,5,5,0,0,0,0,5,5,0,0,0,0,1,1,64800,64800,36000,36000,5,5,0,0,0,0,5,5,0,0,0,0
2,1605,5,1,1,6,1,2,8,2003,2,8,2003,5,1,5,1,5,5,5,1,1,1,1,1,1,31,2003,2,2,2003,1,31,2003,2,2,2003,30,30,1,1,28800,28800,59400,59400,5,5,0,0,0,0,5,5,0,0,0,0,1,1,64800,64800,36000,36000,5,5,0,0,0,0,5,5,0,0,0,0
2,1615,6,1,1,6,1,1,13,2003,1,13,2003,5,5,1,1,5,5,1,1,2,2,4,3,1,3,2003,1,5,2003,1,13,2003,1,13,2003,15,20,1,5,45000,0,63000,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1617,2,1,1,6,1,2,7,2003,3,5,2003,1,1,5,5,5,1,5,1,1,1,5,1,2,7,2003,2,9,2003,2,8,2003,2,10,2003,20,45,1,5,35100,0,57600,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1617,3,1,1,6,1,2,7,2003,2,9,2003,1,1,5,5,1,1,1,1,1,2,1,1,2,7,2003,2,9,2003,2,8,2003,2,9,2003,30,30,1,5,31500,0,59400,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1621,3,1,1,2,1,2,21,2003,2,21,2003,1,1,1,1,5,5,5,1,1,1,3,3,2,17,2003,2,16,2003,2,21,2003,2,21,2003,30,30,1,1,25200,25200,54000,54000,5,5,0,0,0,0,5,5,0,0,0,0,1,5,28800,0,59400,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1621,4,1,1,2,1,2,21,2003,2,21,2003,1,1,1,1,5,5,5,1,1,1,3,3,2,17,2003,2,16,2003,2,21,2003,2,21,2003,30,30,1,1,25200,25200,54000,54000,5,5,0,0,0,0,5,5,0,0,0,0,1,5,28800,0,59400,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1622,3,1,1,3,7,11,14,2002,11,14,2002,5,5,1,1,5,5,5,1,2,1,4,4,11,5,2002,11,2,2002,11,7,2002,11,3,2002,20,18,1,5,28800,0,61200,0,5,0,0,0,0,0,5,5,0,0,0,0,1,1,28800,28800,59400,61200,5,5,0,0,0,0,5,5,0,0,0,0
2,1627,3,1,1,4,1,1,18,2003,1,18,2003,5,1,5,1,5,5,1,5,3,3,2,5,1,15,2003,1,12,2003,1,15,2003,1,13,2003,30,999,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,5,29700,0,61200,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1627,4,1,1,4,1,1,16,2003,1,16,2003,1,1,1,1,5,5,1,1,2,2,1,3,1,15,2003,1,12,2003,1,15,2003,1,13,2003,20,20,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,5,28800,0,61200,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1633,2,1,1,2,7,2,8,2003,2,8,2003,5,5,1,1,5,5,5,1,1,1,1,2,2,3,2003,2,1,2003,2,3,2003,2,1,2003,20,10,1,1,32400,28800,85500,0,5,1,0,64800,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1636,3,1,1,5,7,12,10,2002,12,10,2002,1,1,1,1,5,5,1,5,2,3,2,2,12,5,2002,12,7,2002,12,5,2002,12,7,2002,30,15,1,5,30600,0,48600,0,5,0,0,0,0,0,5,5,0,0,0,0,1,1,27000,41400,64800,48600,5,5,0,0,0,0,5,5,0,0,0,0
2,1636,4,1,1,5,7,12,10,2002,12,10,2002,1,1,1,1,5,5,1,1,2,2,2,4,12,5,2002,12,7,2002,12,5,2002,12,8,2002,30,20,1,5,30600,0,48600,0,5,0,0,0,0,0,5,5,0,0,0,0,1,1,27000,41400,64800,48600,5,5,0,0,0,0,5,5,0,0,0,0
2,1637,4,1,1,3,7,11,26,2002,11,26,2002,5,5,1,1,5,5,5,1,1,1,1,1,11,19,2002,11,23,2002,11,26,2002,11,26,2002,20,20,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,9,9,0,0,0,0,5,5,0,0,0,0
2,1640,5,1,1,6,7,11,13,2002,11,13,2002,1,1,5,5,5,5,1,1,1,2,2,2,11,8,2002,11,9,2002,11,9,2002,11,10,2002,15,20,1,1,27000,27000,66600,43200,5,5,0,0,0,0,5,5,0,0,0,0,5,1,0,12600,0,41400,9,5,0,0,0,0,5,5,0,0,0,0
2,1645,3,1,1,5,7,2,15,2003,2,15,2003,1,1,5,5,5,5,5,1,1,1,1,2,2,13,2003,2,8,2003,2,14,2003,2,9,2003,15,15,1,1,39600,43200,54900,72000,5,5,0,0,0,0,5,5,0,0,0,0,1,5,27000,0,66600,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1646,5,1,1,6,7,11,21,2002,11,24,2002,5,5,1,1,5,5,1,1,1,1,1,1,11,15,2002,11,16,2002,11,21,2002,11,22,2002,30,30,1,5,28800,0,63000,0,5,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,9,9,0,0,0,0,5,5,0,0,0,0
2,1653,4,1,1,2,7,2,5,2003,2,5,2003,5,5,1,1,5,5,1,1,2,2,1,1,2,3,2003,2,1,2003,2,5,2003,2,5,2003,20,20,5,1,0,28800,0,72000,0,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,9,9,0,0,0,0,5,5,0,0,0,0
2,1654,3,1,1,2,1,2,14,2003,2,14,2003,5,5,5,5,5,5,1,5,1,1,1,2,2,10,2003,2,9,2003,2,11,2003,2,11,2003,25,30,5,1,0,41400,0,61200,0,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,9,9,0,0,0,0,5,5,0,0,0,0
2,1663,5,1,1,5,7,11,17,2002,11,17,2002,5,5,5,5,5,5,1,5,3,3,1,1,11,14,2002,11,16,2002,11,17,2002,11,17,2002,20,25,1,5,10800,0,66600,0,5,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,9,9,0,0,0,0,5,5,0,0,0,0
2,1664,3,1,1,6,7,1,30,2003,1,30,2003,5,5,1,1,5,5,5,5,5,7,4,2,1,24,2003,1,25,2003,1,30,2003,1,30,2003,25,25,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,9,9,0,0,0,0,5,5,0,0,0,0
2,1667,3,1,1,3,7,1,16,2003,1,16,2003,1,1,5,5,5,5,5,1,1,1,2,2,1,7,2003,1,11,2003,1,7,2003,1,11,2003,60,60,1,5,28800,0,57600,0,5,0,0,0,0,0,5,5,0,0,0,0,1,5,28800,0,61200,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1680,4,1,1,3,7,2,2,2003,1,20,2003,5,5,1,1,5,5,1,1,2,2,2,3,1,21,2003,1,18,2003,1,21,2003,1,19,2003,30,45,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,5,31500,0,61200,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1680,5,1,1,3,7,2,2,2003,1,20,2003,5,5,1,1,5,5,1,1,2,2,3,3,1,21,2003,1,18,2003,1,21,2003,1,18,2003,30,45,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,5,31500,0,61200,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1684,2,1,1,6,7,11,10,2002,11,10,2002,5,5,1,1,5,5,5,1,2,2,3,2,11,8,2002,11,9,2002,11,8,2002,11,9,2002,10,15,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1684,3,1,1,6,7,11,10,2002,11,10,2002,5,5,1,1,5,5,5,1,2,2,3,2,11,8,2002,11,9,2002,11,8,2002,11,9,2002,10,15,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1686,4,1,1,3,7,12,21,2002,12,21,2002,1,1,1,1,5,5,1,5,1,3,4,9,12,17,2002,12,14,2002,12,18,2002,12,21,2002,120,15,1,5,36000,0,54000,0,5,0,0,0,0,0,5,5,0,0,0,0,1,1,32400,46800,75600,43200,1,5,99999,0,99999,0,5,5,0,0,0,0
2,1687,3,1,1,3,7,2,5,2003,2,5,2003,1,1,1,1,1,1,1,5,2,3,9,1,99,99,9999,1,25,2003,99,99,9999,1,25,2003,999,30,9,5,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,9,1,0,61200,0,18000,9,5,0,0,0,0,9,5,0,0,0,0
2,1687,4,1,1,3,7,2,5,2003,2,5,2003,1,5,1,1,1,1,5,5,7,7,2,2,2,4,2003,2,1,2003,2,4,2003,2,4,2003,42,42,1,5,50400,0,0,0,5,0,0,0,0,0,5,5,0,0,0,0,5,1,0,61200,0,18000,9,5,0,0,0,0,5,5,0,0,0,0
2,1690,3,1,1,2,1,2,2,2003,2,2,2003,5,5,1,1,5,5,1,5,3,3,1,1,1,27,2003,1,26,2003,2,2,2003,2,2,2003,15,15,1,5,64800,0,68400,0,5,0,0,0,0,0,5,5,0,0,0,0,1,5,21600,0,59400,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1690,4,1,1,2,1,2,2,2003,2,2,2003,5,5,1,1,5,5,5,1,1,1,1,1,1,27,2003,1,26,2003,2,2,2003,2,2,2003,15,20,1,5,64800,0,68400,0,5,0,0,0,0,0,5,5,0,0,0,0,1,5,21600,0,59400,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1694,3,1,1,5,7,12,12,2002,12,12,2002,1,1,1,1,5,5,1,5,3,3,5,1,11,28,2002,11,30,2002,12,7,2002,12,7,2002,45,45,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1694,4,1,1,5,7,12,8,2002,12,8,2002,1,1,1,1,5,5,5,1,1,1,5,1,11,28,2002,11,30,2002,11,6,2002,12,8,2002,30,20,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1704,3,1,1,2,1,12,17,2002,12,17,2002,1,1,1,1,5,5,1,1,2,2,3,2,12,16,2002,12,15,2002,12,17,2002,12,16,2002,20,25,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,5,28800,0,61200,0,5,9,0,0,0,0,5,5,0,0,0,0
2,1709,3,1,1,3,7,11,2,2002,11,5,2002,1,1,1,1,5,5,5,1,1,1,2,2,10,29,2002,10,26,2002,11,4,2002,11,4,2002,30,30,1,5,28800,0,59400,0,5,0,0,0,0,0,5,5,0,0,0,0,1,5,28800,0,61200,0,5,9,0,0,0,0,5,5,0,0,0,0
